,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date
0,"['html', 'twitter-bootstrap-3', 'nav']","{'account_id': 13071224, 'reputation': 807, 'user_id': 9444720, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4Caaa.jpg?s=256&g=1', 'display_name': 'GeekySelene', 'link': 'https://stackoverflow.com/users/9444720/geekyselene'}",False,905,2,0,1669106868,1554185020,1554186796.0,55467914,CC BY-SA 4.0,https://stackoverflow.com/questions/55467914/how-to-show-bootstrap-nav-tabs-dropdown-item-as-active,How to show bootstrap nav-tabs dropdown item as active,,,,,
1,"['javascript', 'html', 'css']","{'account_id': 12555162, 'reputation': 45, 'user_id': 9135173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d5ab9d43d35fe1bcb0bd84950203828d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jamie Ricketts', 'link': 'https://stackoverflow.com/users/9135173/jamie-ricketts'}",False,66,3,0,1669056685,1554580084,1669056685.0,55552869,CC BY-SA 4.0,https://stackoverflow.com/questions/55552869/javascript-in-need-of-simplification-collapsible-tabs,Javascript in need of simplification - collapsible tabs,,,,,
2,"['javascript', 'jquery', 'html', 'arrays', 'json']","{'account_id': 15726679, 'reputation': 323, 'user_id': 11348123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3ed8a3eb99af9727804e7ed53057f6f?s=256&d=identicon&r=PG&f=1', 'display_name': 'House97_', 'link': 'https://stackoverflow.com/users/11348123/house97'}",True,59042,10,25,1668989841,1555316258,1619315876.0,55685037,CC BY-SA 4.0,https://stackoverflow.com/questions/55685037/how-to-remove-empty-array-values-from-an-array,How to remove empty array values (&quot;&quot;) from an array?,55685094.0,,,,
3,"['html', 'css', 'css-transforms']","{'account_id': 1607309, 'reputation': 9245, 'user_id': 1487135, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/a1de21d9d79f1aafed7aea08dc9f9817?s=256&d=identicon&r=PG&f=1', 'display_name': 'noblerare', 'link': 'https://stackoverflow.com/users/1487135/noblerare'}",False,285,1,0,1668768084,1555012858,1668768084.0,55640296,CC BY-SA 4.0,https://stackoverflow.com/questions/55640296/how-do-i-keep-a-rotated-image-within-its-parent-div,How do I keep a rotated image within its parent div?,,,,,
4,"['javascript', 'html', 'forms']","{'account_id': 8945131, 'reputation': 171, 'user_id': 11381501, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gtV7y.jpg?s=256&g=1', 'display_name': 'RDragonrydr', 'link': 'https://stackoverflow.com/users/11381501/rdragonrydr'}",True,315,1,2,1668521925,1555635079,1668521861.0,55755308,CC BY-SA 4.0,https://stackoverflow.com/questions/55755308/dynamically-editing-multiple-identical-html-forms-with-javascript,Dynamically editing multiple identical HTML forms with JavaScript,55755359.0,,,,
5,"['javascript', 'html', 'dom', 'chromium']","{'account_id': 5002105, 'reputation': 368, 'user_id': 4020788, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://lh3.googleusercontent.com/-pY57A3WU7uk/AAAAAAAAAAI/AAAAAAAAABM/GKSU9XdH7uk/photo.jpg?sz=256', 'display_name': 'Gabrio', 'link': 'https://stackoverflow.com/users/4020788/gabrio'}",True,218,3,3,1668164142,1556297814,,55872025,CC BY-SA 4.0,https://stackoverflow.com/questions/55872025/how-to-programmatically-add-html-dom-breakpoints-in-chromium,How to programmatically add HTML DOM breakpoints in chromium?,,,,,
6,"['html', 'css', 'accessibility', 'wcag']","{'account_id': 4076143, 'reputation': 13, 'user_id': 3347782, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/36504619/picture?type=large', 'display_name': 'user3347782', 'link': 'https://stackoverflow.com/users/3347782/user3347782'}",True,375,1,-1,1667592053,1555102806,1667592053.0,55659350,CC BY-SA 4.0,https://stackoverflow.com/questions/55659350/how-to-make-hover-state-revealed-text-accessible-through-tab-structure,How to make hover-state revealed text accessible through tab structure?,55659553.0,,,,
7,"['javascript', 'jquery', 'html', 'css', 'css-transitions']","{'account_id': 4787317, 'reputation': 12439, 'user_id': 3867406, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/2953c91f637b80205241c00c3e215b9a?s=256&d=identicon&r=PG&f=1', 'display_name': 'ted', 'link': 'https://stackoverflow.com/users/3867406/ted'}",True,999,2,1,1666964239,1555510027,1555510402.0,55729477,CC BY-SA 4.0,https://stackoverflow.com/questions/55729477/smooth-growing-of-div-when-appending-children-using-transitions,smooth growing of div when appending children using transitions,,,,,
8,"['html', 'css', 'twitter-bootstrap']","{'account_id': 14913531, 'reputation': 13, 'user_id': 10768158, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-BFPAqQzyGno/AAAAAAAAAAI/AAAAAAAAKN4/XIEzHQv1zhg/photo.jpg?sz=256', 'display_name': 'alex ssensei', 'link': 'https://stackoverflow.com/users/10768158/alex-ssensei'}",True,41,2,0,1666571741,1555002202,1666571741.0,55637770,CC BY-SA 4.0,https://stackoverflow.com/questions/55637770/why-isnt-this-bootstrap-carousel-working,Why isn&#39;t this bootstrap carousel working?,,,,,
9,"['javascript', 'html', 'vue.js', 'tabs']","{'account_id': 4525037, 'reputation': 971, 'user_id': 3677138, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://graph.facebook.com/1521426655/picture?type=large', 'display_name': 'EnzoTrompeneers', 'link': 'https://stackoverflow.com/users/3677138/enzotrompeneers'}",False,1140,1,3,1666527860,1554979345,1555399569.0,55630569,CC BY-SA 4.0,https://stackoverflow.com/questions/55630569/vue-form-wizard-make-the-tab-index-dynamic-by-the-route,Vue-form-wizard: Make the tab index dynamic by the route,,,,,
