,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from
0,"['html', 'jquery', 'css', 'twitter-bootstrap']","{'account_id': 15006407, 'reputation': 103, 'user_id': 10832350, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-L1N0bpi59mQ/AAAAAAAAAAI/AAAAAAAAJtg/sPLAoxrJOfc/photo.jpg?sz=256', 'display_name': 'Malta', 'link': 'https://stackoverflow.com/users/10832350/malta'}",True,230,58593425.0,1,0,1669055429,1572274514,1669055429.0,58593216,CC BY-SA 4.0,https://stackoverflow.com/questions/58593216/bootstrap-collapse-open-one-hide-other,"Bootstrap collapse: Open one, hide other",,,,
1,"['javascript', 'html', 'search-form']","{'user_type': 'does_not_exist', 'display_name': 'user9389057'}",False,73,,2,1,1668750252,1572093925,,58570877,CC BY-SA 4.0,https://stackoverflow.com/questions/58570877/how-to-filter-elements-search-using-javascript-filter,How to filter elements search using JavaScript filter?,,,,
2,"['html', 'formatting', 'anchor', 'codemirror']","{'account_id': 11819282, 'reputation': 651, 'user_id': 8648786, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dfff62e720cbf69d6ea2576b07c49aab?s=256&d=identicon&r=PG&f=1', 'display_name': 'goose', 'link': 'https://stackoverflow.com/users/8648786/goose'}",False,143,,0,1,1668718363,1570687806,,58316450,CC BY-SA 4.0,https://stackoverflow.com/questions/58316450/anchor-tag-having-newline-because-of-code-mirror,Anchor tag having newline because of code-mirror,,,,
3,"['javascript', 'jquery', 'html', 'css']","{'account_id': 16870216, 'reputation': 13, 'user_id': 12198860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mA5J7s0ybNxkArpzPfCQjt1nPRGzlmP0Q-_GxHH=k-s256', 'display_name': 'Ashutosh Patil', 'link': 'https://stackoverflow.com/users/12198860/ashutosh-patil'}",True,4422,58334619.0,2,1,1668530050,1570770055,1668530019.0,58334495,CC BY-SA 4.0,https://stackoverflow.com/questions/58334495/how-to-remove-hide-only-play-pause-icon-button-from-video-tags-media-player,How to remove/hide only play/pause icon/button from video tag&#39;s media player,,,,
4,"['javascript', 'html', 'node.js']","{'account_id': 15310121, 'reputation': 13, 'user_id': 11045665, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10b5a97af28131593a3f798be48b8e36?s=256&d=identicon&r=PG&f=1', 'display_name': 'F.J. Klaiber Aboitiz', 'link': 'https://stackoverflow.com/users/11045665/f-j-klaiber-aboitiz'}",True,9921,58265036.0,3,1,1667811894,1570431207,1632147794.0,58264703,CC BY-SA 4.0,https://stackoverflow.com/questions/58264703/nodejs-how-to-insert-an-element-in-a-html-document-using-javascript,NodeJS - How to insert an element in a HTML document using Javascript?,,,,
5,"['html', 'accessibility', 'jaws-screen-reader']","{'account_id': 3991807, 'reputation': 59, 'user_id': 9543096, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/086a31f53c9c63902fa1faf72a2c8d63?s=256&d=identicon&r=PG&f=1', 'display_name': 'Waq', 'link': 'https://stackoverflow.com/users/9543096/waq'}",True,953,,1,1,1667419343,1570099941,1667419343.0,58217596,CC BY-SA 4.0,https://stackoverflow.com/questions/58217596/how-to-manage-image-title-and-alt-text-for-accessibility,How to manage image title and alt text for accessibility?,,,,
6,"['html', 'accessibility', 'jaws-screen-reader']","{'account_id': 2634371, 'reputation': 17917, 'user_id': 2279488, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/c41VI.jpg?s=256&g=1', 'display_name': 'Reza', 'link': 'https://stackoverflow.com/users/2279488/reza'}",True,5129,58291650.0,1,2,1667419310,1570550186,1667419310.0,58289986,CC BY-SA 4.0,https://stackoverflow.com/questions/58289986/what-is-the-correct-way-to-make-screen-reader-read-span-text,What is the correct way to make screen reader read span text,,,,
7,"['html', 'css', 'radio-button', 'accessibility']","{'account_id': 6374309, 'reputation': 1907, 'user_id': 4945793, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/b2850e14438ec7cc64635c0c017d8e1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'jenryb', 'link': 'https://stackoverflow.com/users/4945793/jenryb'}",True,896,58487097.0,2,1,1667419279,1571348011,1667419279.0,58440997,CC BY-SA 4.0,https://stackoverflow.com/questions/58440997/nested-radio-elements-are-treated-like-they-are-all-on-the-same-level-on-the-dom,Nested Radio elements are treated like they are all on the same level on the DOM,,,,
8,"['javascript', 'html', 'google-chrome', 'firefox', 'accessibility']","{'account_id': 8442670, 'reputation': 1, 'user_id': 6334572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3e575ec1d1d257b764bf7b4f8dc5ad6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Evgeny', 'link': 'https://stackoverflow.com/users/6334572/evgeny'}",False,61,,1,-1,1667332648,1571046798,1667332648.0,58374255,CC BY-SA 4.0,https://stackoverflow.com/questions/58374255/is-it-possible-to-accept-decline-access-to-media-devices-getusermedia-request-wi,Is it possible to accept/decline access to media devices getUserMedia request without mouse?,,,,
9,"['html', 'accessibility', 'html5-audio']","{'account_id': 13132, 'reputation': 12404, 'user_id': 26196, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/24fa5011c734849bd142dacc17ad6770?s=256&d=identicon&r=PG&f=1', 'display_name': 'anonymous coward', 'link': 'https://stackoverflow.com/users/26196/anonymous-coward'}",True,70,58637383.0,1,4,1667332602,1572474407,1667332602.0,58634453,CC BY-SA 4.0,https://stackoverflow.com/questions/58634453/with-html-accessibility-is-there-a-standard-for-surfacing-audio-is-available,"With HTML + Accessibility, Is there a standard for surfacing &quot;audio is available for this content&quot;?",,,,
10,"['javascript', 'html', 'reactjs', 'react-router']","{'account_id': 14227609, 'reputation': 339, 'user_id': 10277775, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-rtkRK10r1_Q/AAAAAAAAAAI/AAAAAAAATv4/vayiKKps1hU/photo.jpg?sz=256', 'display_name': 'Jacob Broughton', 'link': 'https://stackoverflow.com/users/10277775/jacob-broughton'}",True,6289,58432771.0,5,7,1667034618,1571312933,1571315060.0,58431946,CC BY-SA 4.0,https://stackoverflow.com/questions/58431946/why-does-my-react-router-link-bring-me-to-the-middle-of-a-page,Why does my react-router link bring me to the middle of a page?,,,,
11,"['javascript', 'html', 'css', 'user-interface']","{'account_id': 16949370, 'reputation': 314, 'user_id': 12259320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/afb8a9753b6b73ceadd0d55aa5e8731e?s=256&d=identicon&r=PG&f=1', 'display_name': 'emoore', 'link': 'https://stackoverflow.com/users/12259320/emoore'}",True,204,58511161.0,2,1,1666774665,1571772291,1571795865.0,58511040,CC BY-SA 4.0,https://stackoverflow.com/questions/58511040/animate-one-object-when-another-is-focused,Animate one object when another is focused,,,,
12,"['javascript', 'jquery', 'html', 'bootstrap-4']","{'account_id': 16295898, 'reputation': 35, 'user_id': 11768147, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-CncByd6Ji10/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re-kD53SFuDCoV835E-ZKOZ4Qdy_A/photo.jpg?sz=256', 'display_name': 'Jet', 'link': 'https://stackoverflow.com/users/11768147/jet'}",True,12164,58602179.0,4,3,1666186145,1572320556,1572323379.0,58601173,CC BY-SA 4.0,https://stackoverflow.com/questions/58601173/js-datetimepicker-onchange-event-not-working,JS DateTimePicker onChange event not working,,,,
13,"['c#', 'html', 'selenium', 'internet-explorer', 'selenium-webdriver']","{'account_id': 13799736, 'reputation': 35, 'user_id': 9959973, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-8b5qMkDhGFI/AAAAAAAAAAI/AAAAAAAAAE8/5pnvEDcn4GU/photo.jpg?sz=256', 'display_name': 'Kalyani Thosar', 'link': 'https://stackoverflow.com/users/9959973/kalyani-thosar'}",False,457,,2,-1,1666185701,1570100604,1570107693.0,58217803,CC BY-SA 4.0,https://stackoverflow.com/questions/58217803/select-element-from-dropdown-list-in-ulli-liul-tag-where-ul-tag-havi,Select element from dropdown list in &lt;ul&gt;&lt;li&gt;..&lt;/li&gt;&lt;ul&gt; tag where &lt;ul&gt; tag having attribute style -display:none,,,,
14,"['javascript', 'html', 'css', 'css-selectors']","{'account_id': 4230528, 'reputation': 872, 'user_id': 3462919, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/d88753bc395e3ace3be6371b987cfbc9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Porkopek', 'link': 'https://stackoverflow.com/users/3462919/porkopek'}",True,1203,58376438.0,3,1,1666173826,1571044721,1571048674.0,58373638,CC BY-SA 4.0,https://stackoverflow.com/questions/58373638/how-to-select-all-tags-except-anchors-neither-anchors-inside-another-element-w,How to select all tags except anchors (neither anchors inside another element) with document.querySelectorAll?,,,,
15,"['javascript', 'php', 'html']","{'account_id': 16012899, 'reputation': 11, 'user_id': 11556479, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f6138749639f6d6ea3762e61dbe6a41?s=256&d=identicon&r=PG&f=1', 'display_name': 'Furkan KUBAT', 'link': 'https://stackoverflow.com/users/11556479/furkan-kubat'}",True,783,,2,1,1665984270,1571750800,1571753362.0,58505392,CC BY-SA 4.0,https://stackoverflow.com/questions/58505392/why-doesnt-the-javascript-swal-fire-method-work,Why doesn&#39;t the Javascript Swal Fire method work?,,,,
16,"['javascript', 'html']","{'account_id': 16367702, 'reputation': 21, 'user_id': 11821719, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-IQ3hq6nqnN4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rck9UwC668NRECyv8KpiQyKEuBSqA/photo.jpg?sz=256', 'display_name': 'John Paguirigan', 'link': 'https://stackoverflow.com/users/11821719/john-paguirigan'}",True,333,,1,-1,1665728632,1571357656,1571358201.0,58442290,CC BY-SA 4.0,https://stackoverflow.com/questions/58442290/how-to-make-an-audio-pop-up,How to make an audio pop up?,,,,
17,"['html', 'css', 'jupyter-notebook']","{'account_id': 4666882, 'reputation': 4750, 'user_id': 3783002, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/06d56953a61cb745cc8c7755fe0a0b37?s=256&d=identicon&r=PG&f=1', 'display_name': 'user32882', 'link': 'https://stackoverflow.com/users/3783002/user32882'}",False,656,,2,2,1665609791,1571116180,,58387601,CC BY-SA 4.0,https://stackoverflow.com/questions/58387601/cannot-add-table-borders-in-jupyter-notebook-markdown-cell,cannot add table borders in jupyter notebook markdown cell,,,,
18,"['javascript', 'html', 'ejs']","{'account_id': 10538635, 'reputation': 1, 'user_id': 7765577, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adf825ad2202a72da3ab20911be1f45a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Clifford Eng', 'link': 'https://stackoverflow.com/users/7765577/clifford-eng'}",False,216,,2,-1,1665562260,1569902694,1665562260.0,58177881,CC BY-SA 4.0,https://stackoverflow.com/questions/58177881/delete-array-element-by-clicking-button-in-html,Delete array element by clicking button in HTML?,,,,
19,"['javascript', 'html', 'amp-html']","{'account_id': 16890724, 'reputation': 1, 'user_id': 12214490, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-BhW0reqD1Z0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfpRHYrcoQAARVYh-LHukOyhM50Aw/photo.jpg?sz=256', 'display_name': 'Jaroslav Fr&#253;dek', 'link': 'https://stackoverflow.com/users/12214490/jaroslav-fr%c3%bddek'}",False,287,,0,0,1665489071,1571059265,1665489071.0,58377731,CC BY-SA 4.0,https://stackoverflow.com/questions/58377731/in-amp-code-is-possible-to-change-select-value-with-javascript,"In AMP code, is possible to change SELECT value with Javascript?",,,,
20,"['html', 'css']","{'account_id': 8133490, 'reputation': 11, 'user_id': 6125939, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2c6df416ebec137f043aef975195028?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sylwester Karpiuk', 'link': 'https://stackoverflow.com/users/6125939/sylwester-karpiuk'}",False,696,,2,-3,1664583694,1570612444,1570616546.0,58300790,CC BY-SA 4.0,https://stackoverflow.com/questions/58300790/how-to-fit-span-background-color-size-to-text-in-container-using-css,How to fit span background-color size to text in container using css,,,,
21,"['html', 'reactjs', 'routing', 'react-router', 'next.js']","{'account_id': 12651430, 'reputation': 2487, 'user_id': 9464680, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cPEjM.jpg?s=256&g=1', 'display_name': 'Arthur', 'link': 'https://stackoverflow.com/users/9464680/arthur'}",True,330418,60616536.0,16,129,1664186052,1569870087,1569921856.0,58173809,CC BY-SA 4.0,https://stackoverflow.com/questions/58173809/next-js-redirect-from-to-another-page,Next.js Redirect from / to another page,,,,
22,"['php', 'html', 'webserver', 'ethernet']","{'account_id': 13311877, 'reputation': 21, 'user_id': 11501659, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3a80d27b95b4a7e33d9160156d280eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nilton F', 'link': 'https://stackoverflow.com/users/11501659/nilton-f'}",False,84,,1,1,1664103474,1571252042,,58419958,CC BY-SA 4.0,https://stackoverflow.com/questions/58419958/problem-sending-data-to-a-web-server-using-w5100-shield,Problem sending data to a web server using W5100 shield,,,,
23,"['html', 'css', 'flexbox', 'css-gradients']","{'account_id': 2287802, 'reputation': 2518, 'user_id': 2011434, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/611b1d5972ea93f7c2392ec990007d1d?s=256&d=identicon&r=PG', 'display_name': 'BenB', 'link': 'https://stackoverflow.com/users/2011434/benb'}",True,157,58382030.0,2,1,1663857799,1571075927,1571076780.0,58381889,CC BY-SA 4.0,https://stackoverflow.com/questions/58381889/css-style-handles-above-div-without-css-absolute,CSS- Style &quot;handles&quot; above div without css absolute,,,,
24,"['html', 'angular']","{'account_id': 1412625, 'reputation': 67, 'user_id': 1338932, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/e9d06bc33dda82bb9c4340c167a4d424?s=256&d=identicon&r=PG', 'display_name': 'Zuoshu Lu', 'link': 'https://stackoverflow.com/users/1338932/zuoshu-lu'}",True,599,,3,1,1663653643,1570818228,,58346643,CC BY-SA 4.0,https://stackoverflow.com/questions/58346643/how-to-conditionally-set-input-tags-max-value-base-on-a-value-of-a-angular-comp,How to conditionally set input tag&#39;s max value base on a value of a Angular component&#39;s variable,,,,
25,['html'],"{'account_id': 16872597, 'reputation': 71, 'user_id': 12200790, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10215007065986260/picture?type=large', 'display_name': 'Paolo Privitera', 'link': 'https://stackoverflow.com/users/12200790/paolo-privitera'}",False,12741,,2,2,1663002355,1571646798,,58482549,CC BY-SA 4.0,https://stackoverflow.com/questions/58482549/why-audio-autoplay-doesnt-work-in-google-chrome,Why audio autoplay doesn&#39;t work in Google Chrome?,,,,
