,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from
0,"['javascript', 'html', 'reactjs', 'semantic-ui', 'semantic-ui-react']","{'account_id': 18398110, 'reputation': 125, 'user_id': 13419729, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8227aa6cb64b6bcd68e0fd4026c4c082?s=256&d=identicon&r=PG', 'display_name': 'Allen Wu', 'link': 'https://stackoverflow.com/users/13419729/allen-wu'}",False,53,1,1,1669136613,1650150530,71898111,CC BY-SA 4.0,https://stackoverflow.com/questions/71898111/semantic-ui-react-getting-input-value-by-input-name,Semantic UI React getting input value by input name,,,,,
1,"['html', 'css', 'background', 'background-image', 'css-transforms']","{'user_type': 'does_not_exist', 'display_name': 'user18920683'}",False,332,1,4,1669072175,1650854151,71993951,CC BY-SA 4.0,https://stackoverflow.com/questions/71993951/css-transform-is-affecting-background-attachment,CSS `transform` is affecting `background-attachment`,,,,,
2,"['html', 'hcaptcha']","{'account_id': 24906353, 'reputation': 11, 'user_id': 18776375, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db957c7b588b1a44037ff80029c8183f?s=256&d=identicon&r=PG', 'display_name': 'wlfjnmhobwnklnrljsnthrl.com', 'link': 'https://stackoverflow.com/users/18776375/wlfjnmhobwnklnrljsnthrl-com'}",False,269,2,1,1669047710,1649892604,71864852,CC BY-SA 4.0,https://stackoverflow.com/questions/71864852/html-make-h-captcha-form-required-in-post-form,HTML make h-captcha form required in post form,,,,,
3,"['javascript', 'html']","{'account_id': 24752858, 'reputation': 66, 'user_id': 18638118, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxm0nfaR2DF6ucK0XuQm69cHFdCZTKB8y7pFPl1=k-s256', 'display_name': 'Anshu', 'link': 'https://stackoverflow.com/users/18638118/anshu'}",True,42,1,0,1668946759,1651238310,72058611,CC BY-SA 4.0,https://stackoverflow.com/questions/72058611/how-do-i-make-the-user-go-to-a-new-page-with-the-post-description-when-an-indi,How do I make the user go to a new page (with the post description) when an individual post is clicked?,74508030.0,1651240035.0,,,
4,"['javascript', 'html', 'three.js']","{'account_id': 23591788, 'reputation': 13, 'user_id': 17629462, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61c6ce5ed6fce9d0efd070c3dac41977?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/17629462/david'}",False,34,0,1,1668668686,1650981930,72015374,CC BY-SA 4.0,https://stackoverflow.com/questions/72015374/distorted-mesh-when-rotating-group-in-three-js,Distorted mesh when rotating group in Three.JS,,,,,
5,"['html', 'flutter', 'dart', 'svg']","{'account_id': 1753362, 'reputation': 63, 'user_id': 1601947, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a52fcfe31aa1240cb44e81ed48125d9?s=256&d=identicon&r=PG', 'display_name': '6v_', 'link': 'https://stackoverflow.com/users/1601947/6v'}",False,56,0,0,1668657570,1648873290,71714847,CC BY-SA 4.0,https://stackoverflow.com/questions/71714847/why-the-actual-size-of-some-svg-is-different-from-what-it-looks-like,Why the actual size of some svg is different from what it looks like,,1668657570.0,,,
6,"['javascript', 'html', 'jquery', 'ajax', 'get']","{'account_id': 21427950, 'reputation': 3, 'user_id': 17010196, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiG7JZrYme1U-Xj-4T5PCdHGVzriGThM_6UuS0HkA=k-s256', 'display_name': 'SteepAtticStairs', 'link': 'https://stackoverflow.com/users/17010196/steepatticstairs'}",False,35,1,-1,1668505253,1648747523,71696820,,https://stackoverflow.com/questions/71696820/jquery-get-only-works-with-certain-webpages,jQuery.get() only works with certain webpages,,,1668505460.0,Duplicate,
7,"['html', 'css', 'forms']","{'account_id': 18212848, 'reputation': 167, 'user_id': 16159917, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Q5gTf.jpg?s=256&g=1', 'display_name': 'oyerohabib', 'link': 'https://stackoverflow.com/users/16159917/oyerohabib'}",True,145,1,0,1668419014,1649369994,71789561,CC BY-SA 4.0,https://stackoverflow.com/questions/71789561/how-can-i-change-the-default-position-of-the-option-elements-in-html-select-form,how can i change the default position of the option elements in html select form,,,,,
8,"['html', 'reactjs', 'babeljs']","{'account_id': 24841699, 'reputation': 3, 'user_id': 18896774, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0c179c3d77ef34b2e2e1780fc976f2d?s=256&d=identicon&r=PG&f=1', 'display_name': 'user98056', 'link': 'https://stackoverflow.com/users/18896774/user98056'}",True,220,1,0,1668378750,1650563238,71958793,CC BY-SA 4.0,https://stackoverflow.com/questions/71958793/how-does-a-browser-transpile-jsx,How does a browser transpile JSX?,71959113.0,1650563725.0,,,
9,"['html', 'angular', 'validation', 'angular-reactive-forms', 'translate']","{'account_id': 14354330, 'reputation': 131, 'user_id': 11079996, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-63qUs2Ya7Qg/AAAAAAAAAAI/AAAAAAAAAMg/Q-nbKEffSgI/photo.jpg?sz=256', 'display_name': 'GigaGeek', 'link': 'https://stackoverflow.com/users/11079996/gigageek'}",True,830,2,1,1668350025,1649316246,71777939,CC BY-SA 4.0,https://stackoverflow.com/questions/71777939/translate-pipe-with-html-tags,Translate pipe with html tags,71777940.0,,,,
