,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason
0,"['javascript', 'html', 'slick.js', 'lottie']","{'account_id': 10285175, 'reputation': 522, 'user_id': 7588726, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4af304bce2e41c7cea057112d45d403?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adam Wr&#243;bel', 'link': 'https://stackoverflow.com/users/7588726/adam-wr%c3%b3bel'}",False,149,0,1,1669136462,1659554813,73226795,CC BY-SA 4.0,https://stackoverflow.com/questions/73226795/use-lottie-in-slick-carousel-slide,Use lottie in slick carousel slide,,,,
1,"['javascript', 'html', 'memory-leaks']","{'account_id': 25400703, 'reputation': 69, 'user_id': 19210262, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9357ccd6a99f9e8fbe802a728027d9f0?s=256&d=identicon&r=PG', 'display_name': 'rd1218', 'link': 'https://stackoverflow.com/users/19210262/rd1218'}",True,87,1,0,1669060553,1660930307,73420350,CC BY-SA 4.0,https://stackoverflow.com/questions/73420350/js-memory-leak-append-table,JS - memory leak - append table,74524249.0,1660938284.0,,
2,"['html', 'rdfs']","{'account_id': 9686841, 'reputation': 373, 'user_id': 7186325, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4328e04e666bc1e6dbf44adabf100028?s=256&d=identicon&r=PG&f=1', 'display_name': 'cmp', 'link': 'https://stackoverflow.com/users/7186325/cmp'}",False,142,1,1,1669055722,1660120040,73303068,CC BY-SA 4.0,https://stackoverflow.com/questions/73303068/what-exactly-is-the-prefix-attribute-on-the-html-tag-and-why-is-it-necessary-use,What exactly is the Prefix attribute on the HTML tag and why is it necessary/used?,,1669055722.0,,
3,"['javascript', 'html', 'model-view-controller', 'slider', 'slideshow']","{'account_id': 23842884, 'reputation': 131, 'user_id': 17847724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35bc6a99e710d136b738a4c58459b24a?s=256&d=identicon&r=PG', 'display_name': 'vives', 'link': 'https://stackoverflow.com/users/17847724/vives'}",False,137,1,0,1668897551,1661151467,73441225,CC BY-SA 4.0,https://stackoverflow.com/questions/73441225/how-to-make-an-automatic-slideshow-with-buttons,How to make an automatic slideshow with buttons?,,1661152315.0,,
4,"['html', 'css', 'google-font-api']","{'account_id': 14262444, 'reputation': 41, 'user_id': 10302741, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10156972623679415/picture?type=large', 'display_name': 'Wasivis', 'link': 'https://stackoverflow.com/users/10302741/wasivis'}",False,327,2,-1,1668785776,1661534641,73504594,CC BY-SA 4.0,https://stackoverflow.com/questions/73504594/select-all-styles-from-google-fonts,Select all styles from Google Fonts,,,,
5,"['html', 'email', 'jenkins', 'jenkins-pipeline']","{'account_id': 2329897, 'reputation': 50, 'user_id': 2043579, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49579674c78a8961b37de408aa7308d6?s=256&d=identicon&r=PG', 'display_name': 'Ken', 'link': 'https://stackoverflow.com/users/2043579/ken'}",False,30,1,1,1668781421,1660231411,73323233,CC BY-SA 4.0,https://stackoverflow.com/questions/73323233/having-problem-with-html-file-with-leading-encoding-characters-when-sending-emai,Having problem with HTML File with leading encoding characters when sending Email with Jenkins Pipeline,,1660665785.0,,
6,"['html', 'css', 'tailwind-css', 'tailwind-ui']","{'account_id': 25560161, 'reputation': 143, 'user_id': 19342899, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyA-unNWFQnnVcbtJEbxIz-7KPhBTQXLhN8IV8m=k-s256', 'display_name': 'EL02', 'link': 'https://stackoverflow.com/users/19342899/el02'}",True,1720,2,-1,1668778180,1659693283,73247900,CC BY-SA 4.0,https://stackoverflow.com/questions/73247900/dropdown-list-not-working-as-expected-tailwind-css,Dropdown list not working as expected Tailwind css,,,,
7,"['javascript', 'html', 'css', 'reactjs', 'infinite-scroll']","{'account_id': 23097064, 'reputation': 35, 'user_id': 17206992, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a4b7f8509fafbc9405e57273836df81?s=256&d=identicon&r=PG', 'display_name': 'React-beginner', 'link': 'https://stackoverflow.com/users/17206992/react-beginner'}",False,528,2,2,1668741649,1659971580,73280173,CC BY-SA 4.0,https://stackoverflow.com/questions/73280173/how-to-avoid-scrollbar-staying-on-top-when-loading-more-data-infinite-scroll-i,How to avoid scrollbar staying on top when loading more data (infinite scroll) in React,,,,
8,"['html', 'css']","{'account_id': 1145116, 'reputation': 635, 'user_id': 1128073, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/MLRZy.png?s=256&g=1', 'display_name': 'Earlgray', 'link': 'https://stackoverflow.com/users/1128073/earlgray'}",True,26,1,0,1668696480,1660807598,73398997,CC BY-SA 4.0,https://stackoverflow.com/questions/73398997/different-span-and-input-padding,Different span and input padding,73399073.0,,,
9,"['javascript', 'html', 'jquery', 'tabs', 'jquery-plugins']","{'account_id': 6341629, 'reputation': 26, 'user_id': 4923340, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f6d9161927c87283dade38039220bb9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Netih J', 'link': 'https://stackoverflow.com/users/4923340/netih-j'}",False,32,0,0,1668675012,1661509585,73499566,CC BY-SA 4.0,https://stackoverflow.com/questions/73499566/jquery-accordions-tabs-mobile-responsiveness-issue,Jquery - accordions tabs mobile responsiveness issue,,1668675012.0,,
