,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['javascript', 'html', 'angular', 'validation']","{'account_id': 9749200, 'reputation': 1, 'user_id': 7228034, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f821546d24cb05b3528aed905160f37?s=256&d=identicon&r=PG&f=1', 'display_name': 'jskorups', 'link': 'https://stackoverflow.com/users/7228034/jskorups'}",False,98,0,0,1669139041,1642000375,1669139041.0,70683951,CC BY-SA 4.0,https://stackoverflow.com/questions/70683951/html5-validation-not-showing-after-submit,html5 validation not showing after submit,,,,,
1,"['c#', 'html', 'server', 'httplistener', 'httplistenerrequest']","{'account_id': 23981160, 'reputation': 27, 'user_id': 17968567, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx1a-BV9sR4rystQV-U3vPtXHrsAPaksZ0UP7cn=k-s256', 'display_name': 'Bogdan Floareș', 'link': 'https://stackoverflow.com/users/17968567/bogdan-floare%c8%99'}",False,184,0,1,1669050800,1642815528,1669050800.0,70809321,CC BY-SA 4.0,https://stackoverflow.com/questions/70809321/why-is-context-request-inputstream-null,Why is context.Request.InputStream null?,,,,,
2,"['html', 'css', 'angular', 'layout', 'flexbox']","{'account_id': 9875790, 'reputation': 147, 'user_id': 7313616, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://lh3.googleusercontent.com/-Vu6-Q1ZpoD8/AAAAAAAAAAI/AAAAAAAAAIc/jNUtYLR0UhM/photo.jpg?sz=256', 'display_name': 'md venkatesh', 'link': 'https://stackoverflow.com/users/7313616/md-venkatesh'}",True,374,2,0,1668966820,1643488913,1668966820.0,70909545,CC BY-SA 4.0,https://stackoverflow.com/questions/70909545/i-want-my-div-to-divide-into-two-halfs-with-width-50and-align-side-by-side-usi,I want my div to divide into two half&#39;s with width 50%and align side by side using fxLayout,,,,,
3,"['html', 'css', 'tailwind-css']","{'account_id': 19950761, 'reputation': 191, 'user_id': 15688384, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-9j1S9Krd2K4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnS6DvYMV26cMURO8kJO8JBbaD_3g/s96-c/photo.jpg?sz=256', 'display_name': 'Drok Brag', 'link': 'https://stackoverflow.com/users/15688384/drok-brag'}",True,39197,12,18,1668875677,1641292027,1641641927.0,70577297,CC BY-SA 4.0,https://stackoverflow.com/questions/70577297/tailwind-class-is-not-working-after-installed,Tailwind class is not working after installed,1662818662.0,,,,
4,"['javascript', 'html', 'css', 'ejs']","{'account_id': 23805368, 'reputation': 11, 'user_id': 17814983, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b37622d21932453051de719a114ee25?s=256&d=identicon&r=PG', 'display_name': 'Harinder Singh', 'link': 'https://stackoverflow.com/users/17814983/harinder-singh'}",False,208,1,1,1668838119,1641129322,1641136504.0,70556274,CC BY-SA 4.0,https://stackoverflow.com/questions/70556274/the-form-is-not-sending-data-in-the-post-request,The form is not sending data in the post request?,,,,,
5,"['javascript', 'html', 'css']","{'account_id': 22870501, 'reputation': 23, 'user_id': 17013592, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg_pEAQ8yLnCrytxp0R0zDJqyBPUNdYOLHMgnjY=k-s256', 'display_name': 'Berserk Wolf', 'link': 'https://stackoverflow.com/users/17013592/berserk-wolf'}",True,346,2,1,1668551591,1642998153,,70828983,CC BY-SA 4.0,https://stackoverflow.com/questions/70828983/sidebar-navigation-text-not-smooth-while-transition,sidebar navigation text not smooth while transition,,70829098.0,,,
6,"['javascript', 'html', 'css', 'parallax']","{'account_id': 13714542, 'reputation': 125, 'user_id': 9895931, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d52727e5c73816256b7a57309aa36f5a?s=256&d=identicon&r=PG', 'display_name': 'DanG', 'link': 'https://stackoverflow.com/users/9895931/dang'}",False,206,0,2,1668496805,1641313579,1641314266.0,70581945,CC BY-SA 4.0,https://stackoverflow.com/questions/70581945/parallax-effects-on-multiple-banner-images-without-using-background-image,Parallax effects on multiple banner images (Without Using Background Image),,,,,
7,"['javascript', 'html', 'reactjs', 'bootstrap-modal', 'keycloak']","{'account_id': 7450113, 'reputation': 842, 'user_id': 11134167, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3k8o99Klrlg/AAAAAAAAAAI/AAAAAAAAGkg/41MlSucUEGw/photo.jpg?sz=256', 'display_name': 'Adesh Kumar', 'link': 'https://stackoverflow.com/users/11134167/adesh-kumar'}",False,506,1,0,1668467164,1642658931,1645488876.0,70781528,CC BY-SA 4.0,https://stackoverflow.com/questions/70781528/how-to-open-keycloak-sign-in-page-inside-a-bootstrap-modal,How to open Keycloak sign-in page inside a bootstrap modal,,,,,
8,"['javascript', 'html', 'css', 'api']","{'account_id': 18992446, 'reputation': 15, 'user_id': 13861415, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh_xcaJ5AElVMfohrBlSlwVpKNogVKtuU4Tc05hnQ=k-s256', 'display_name': 'Knouki', 'link': 'https://stackoverflow.com/users/13861415/knouki'}",True,489,1,1,1668454616,1643120873,,70850393,CC BY-SA 4.0,https://stackoverflow.com/questions/70850393/how-to-set-background-image-of-div-using-an-unsplash-api-image,How to set background image of div using an unsplash api image?,,70850476.0,,,
9,"['python', 'html', 'http', 'https']","{'account_id': 3592325, 'reputation': 7991, 'user_id': 2998077, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/F7irZ.png?s=256&g=1', 'display_name': 'Mark K', 'link': 'https://stackoverflow.com/users/2998077/mark-k'}",True,75,1,0,1668362865,1643338002,1668362865.0,70888267,CC BY-SA 4.0,https://stackoverflow.com/questions/70888267/prefix-http-valid-but-actually-https,Prefix &quot;http://&quot; valid but actually &quot;&quot;https://&quot;,,70888355.0,,,
