,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
0,"['html', 'css', 'reactjs', 'material-ui']","{'account_id': 11334923, 'reputation': 1677, 'user_id': 8311115, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/694311d2ac2928835c37b1fd193bbb67?s=256&d=identicon&r=PG&f=1', 'display_name': 'fun joker', 'link': 'https://stackoverflow.com/users/8311115/fun-joker'}",True,10354,4,0,1669199733,1553793027,1553795437.0,55403352,CC BY-SA 4.0,https://stackoverflow.com/questions/55403352/how-to-override-css-in-material-ui,How to override css in material UI?,,,,,
1,"['javascript', 'html', 'reactjs', 'visual-studio-code', 'babeljs']","{'account_id': 8437736, 'reputation': 1098, 'user_id': 6331353, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/cd7f6cc42c46c3a65c58ff594d962597?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/6331353/sam'}",True,2164,2,18,1669161143,1552043255,1669161143.0,55061931,CC BY-SA 4.0,https://stackoverflow.com/questions/55061931/visual-studio-code-auto-complete-html-tags-inside-an-embedded-babel-script,Visual Studio Code: Auto complete HTML tags inside an embedded babel script,,,,,
2,"['html', 'css', 'scroll', 'sections']","{'account_id': 15592458, 'reputation': 301, 'user_id': 11249061, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/61JNI.png?s=256&g=1', 'display_name': 'cyliim', 'link': 'https://stackoverflow.com/users/11249061/cyliim'}",False,1647,3,4,1669158501,1553390380,,55319917,CC BY-SA 4.0,https://stackoverflow.com/questions/55319917/how-do-i-add-different-sections-in-a-website-using-html-and-css,How do I add different sections in a website using HTML and CSS?,,,,,
3,"['html', 'selenium', 'selenium-webdriver', 'webdriverwait', 'constraint-validation-api']","{'account_id': 13577106, 'reputation': 125, 'user_id': 10403806, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/976761bb9c7d1b5bd2b447b556d62dbb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wonderio619', 'link': 'https://stackoverflow.com/users/10403806/wonderio619'}",True,2381,3,2,1669154251,1552920144,1669154251.0,55223934,CC BY-SA 4.0,https://stackoverflow.com/questions/55223934/how-to-handle-html-constraint-validation-pop-up-using-selenium,How to handle HTML constraint validation pop-up using Selenium?,55235180.0,,,,
4,"['html', 'css']","{'account_id': 998026, 'reputation': 21818, 'user_id': 1013512, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'panthro', 'link': 'https://stackoverflow.com/users/1013512/panthro'}",True,512,3,0,1669127637,1553511055,1669126868.0,55336138,CC BY-SA 4.0,https://stackoverflow.com/questions/55336138/apply-a-style-to-a-button-when-pressed-using-css-only-on-touch-devices,Apply a style to a button when pressed using CSS only on touch devices,55336310.0,,,,
5,"['html', 'css', 'flexbox', 'alignment']","{'account_id': 998026, 'reputation': 21818, 'user_id': 1013512, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'panthro', 'link': 'https://stackoverflow.com/users/1013512/panthro'}",True,735,1,1,1669123480,1553166819,1669123480.0,55279159,CC BY-SA 4.0,https://stackoverflow.com/questions/55279159/get-flex-children-not-to-stretch-but-inside-an-absolute-parent,Get flex children not to stretch (but inside an absolute parent)?,55279266.0,,,,
6,"['javascript', 'jquery', 'html', 'css']","{'account_id': 15611387, 'reputation': 23, 'user_id': 11262727, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0d3077a34dfa80d9009a9ebc67a574c?s=256&d=identicon&r=PG&f=1', 'display_name': 'idkhow2code', 'link': 'https://stackoverflow.com/users/11262727/idkhow2code'}",True,2412,3,2,1668714446,1553645988,1553700423.0,55368027,CC BY-SA 4.0,https://stackoverflow.com/questions/55368027/how-to-make-a-button-change-color-when-clicked-and-then-change-back-to-its-origi,How to make a button change color when clicked and then change back to its original color when a different button is clicked?,55368084.0,,,,
7,"['html', 'nlp', 'classification', 'jsoup']","{'account_id': 4106989, 'reputation': 339, 'user_id': 3370700, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jai', 'link': 'https://stackoverflow.com/users/3370700/jai'}",False,47,0,1,1668427784,1553338339,1668427784.0,55312943,CC BY-SA 4.0,https://stackoverflow.com/questions/55312943/how-can-i-classify-html-files,How can I classify HTML Files?,,,,,
8,"['javascript', 'html', 'jquery', 'validation', 'accessibility']","{'account_id': 15339885, 'reputation': 3, 'user_id': 11067203, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-3zFU1oCxWOc/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPbPSEMrKbODk3gOeqQ2KOrRODXFw/mo/photo.jpg?sz=256', 'display_name': 'UIalpha', 'link': 'https://stackoverflow.com/users/11067203/uialpha'}",True,2242,1,0,1667935181,1551956698,1667935181.0,55042304,CC BY-SA 4.0,https://stackoverflow.com/questions/55042304/screen-readers-reading-error-message-after-reading-next-elements-label,Screen readers reading error message after reading next elements label,,,,,
9,"['html', 'accessibility', 'jaws-screen-reader', 'wcag2.0']","{'account_id': 15474759, 'reputation': 1, 'user_id': 11163705, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-TMcNrjrO-Lk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reLKVnmNDcAjFzByBghvJlxTCX-5A/mo/photo.jpg?sz=256', 'display_name': 'Ramneek Singh', 'link': 'https://stackoverflow.com/users/11163705/ramneek-singh'}",False,592,2,-1,1667935091,1551939766,1667935091.0,55037275,CC BY-SA 4.0,https://stackoverflow.com/questions/55037275/accesibility-dynamic-content-issue,Accesibility dynamic content issue,,,,,
