,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'html', 'jquery', 'jspdf', 'page-break']","{'account_id': 381214, 'reputation': 117, 'user_id': 12673130, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xbmlN.png?s=256&g=1', 'display_name': 'Abdullah', 'link': 'https://stackoverflow.com/users/12673130/abdullah'}",True,1302,62122810.0,2,2,1669175008,1590499865,62023316,CC BY-SA 4.0,https://stackoverflow.com/questions/62023316/jspdf-html-method-with-addpage-to-split-pages-in-generated-pdf,jsPDF html method with addPage to split pages in generated PDF,,,,,
1,"['html', 'css']","{'account_id': 18498955, 'reputation': 484, 'user_id': 13476728, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-KtPNr9iMoGg/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMWgzgnKyo_XCt-JA3t-nxYXW19_w/photo.jpg?sz=256', 'display_name': 'James Lee', 'link': 'https://stackoverflow.com/users/13476728/james-lee'}",True,52315,67124806.0,12,12,1669111153,1590815348,62098093,CC BY-SA 4.0,https://stackoverflow.com/questions/62098093/scroll-behaviour-smooth-not-working-at-all,scroll behaviour smooth not working at all,,,,,
2,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'anon'}",True,389,61814338.0,2,1,1668944264,1589528064,61814058,CC BY-SA 4.0,https://stackoverflow.com/questions/61814058/box-shadow-inset-fill-leaving-unfilled-edges,Box-shadow Inset fill leaving unfilled edges?,1668944264.0,,,,
3,"['html', 'copy', 'web-crawler']","{'account_id': 10161284, 'reputation': 253, 'user_id': 7504673, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f0b2646410023b7080445be5945db1d5?s=256&d=identicon&r=PG&f=1', 'display_name': 'duukn', 'link': 'https://stackoverflow.com/users/7504673/duukn'}",True,1100,61786249.0,1,1,1668872074,1589364924,61771955,CC BY-SA 4.0,https://stackoverflow.com/questions/61771955/webcopy-does-not-fully-download-pasword-protected-website-with-a-form-login-dow,WebCopy does not fully download pasword protected website with a form login. Downloads some pages but the rest returns a 403 Forbidden error,,,,,
4,"['javascript', 'html', 'firebase']","{'account_id': 16884235, 'reputation': 37, 'user_id': 12209459, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAyJH_yL6dO5QPc0-yrEaEFiEQ1HW-fJM5uWGLOsZE=k-s256', 'display_name': 'Wim Casier', 'link': 'https://stackoverflow.com/users/12209459/wim-casier'}",True,55,62066621.0,1,1,1668726746,1590672392,62065882,CC BY-SA 4.0,https://stackoverflow.com/questions/62065882/firebase-to-html-page-how-to-not-print-undefined-when-there-is-no-value-in-th,Firebase to HTML page: how to not print &#39;undefined&#39; when there is no value in the database,,,,,
5,"['javascript', 'html', 'reactjs', 'frontend', 'next.js']","{'account_id': 6858299, 'reputation': 2709, 'user_id': 5273203, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://graph.facebook.com/10204825306498086/picture?type=large', 'display_name': 'Ashan Priyadarshana', 'link': 'https://stackoverflow.com/users/5273203/ashan-priyadarshana'}",True,39199,61651723.0,8,41,1668717602,1588833965,61651497,CC BY-SA 4.0,https://stackoverflow.com/questions/61651497/next-js-error-react-children-only-expected-to-receive-a-single-react-element-c,Next.js: Error: React.Children.only expected to receive a single React element child,,,,,
6,"['html', 'css']","{'account_id': 13443311, 'reputation': 799, 'user_id': 9699953, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d8f2f272840d7479e70cc3cc5bf2938?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sxribe', 'link': 'https://stackoverflow.com/users/9699953/sxribe'}",False,396,,1,1,1668701799,1589830064,61877492,CC BY-SA 4.0,https://stackoverflow.com/questions/61877492/overflow-y-scroll-is-cutting-of-background-color,overflow-y: scroll is cutting of background color,,,,,
7,"['python', 'html', 'django', 'python-3.x']","{'account_id': 18278323, 'reputation': 23, 'user_id': 13307616, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fLw7fm4_4D0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJM83UP12H1EPek2TIJ4JTG3Mk5xrg/photo.jpg?sz=256', 'display_name': 'Khabbab Zakaria', 'link': 'https://stackoverflow.com/users/13307616/khabbab-zakaria'}",True,51,,4,-1,1668074741,1589189229,61726389,CC BY-SA 4.0,https://stackoverflow.com/questions/61726389/running-output-of-python-in-html-in-djngo,Running output of Python in html in Djngo,,,,,
8,"['html', 'css', 'tailwind-css']","{'account_id': 6829715, 'reputation': 1920, 'user_id': 5254224, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://lh4.googleusercontent.com/-oOkdF0Z_r48/AAAAAAAAAAI/AAAAAAAAAK4/U1wsJOhA9rM/photo.jpg?sz=256', 'display_name': 'ahinkle', 'link': 'https://stackoverflow.com/users/5254224/ahinkle'}",True,12707,67806417.0,3,4,1668001480,1590633227,62056034,CC BY-SA 4.0,https://stackoverflow.com/questions/62056034/tailwind-css-navigation-hover-dropdown-with-padding,Tailwind CSS Navigation Hover Dropdown with Padding,,,,,
9,"['javascript', 'html', 'angular', 'angular9']","{'account_id': 10541322, 'reputation': 717, 'user_id': 7767267, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10154285828166366/picture?type=large', 'display_name': 'ashley g', 'link': 'https://stackoverflow.com/users/7767267/ashley-g'}",True,26653,,2,34,1667859655,1590174480,61962211,CC BY-SA 4.0,https://stackoverflow.com/questions/61962211/cannot-declaremodule-in-an-ngmodule-as-its-not-a-part-of-the-current-compilatio,Cannot declaremodule in an NgModule as it&#39;s not a part of the current compilation Angular,,,,,
