,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'html', 'django', 'typescript']","{'account_id': 14866516, 'reputation': 49, 'user_id': 10735454, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf3a66024e3c33fd958b29f1671713ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noobfor', 'link': 'https://stackoverflow.com/users/10735454/noobfor'}",False,856,1,1,1668729032,1546376446,1546379571.0,53998907,CC BY-SA 4.0,https://stackoverflow.com/questions/53998907/calling-function-from-typescript-in-html-not-working,Calling function from typescript in html not working,,,,,
1,"['javascript', 'html']","{'account_id': 5397454, 'reputation': 1744, 'user_id': 4298218, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/Nda4w.jpg?s=256&g=1', 'display_name': 'HJo', 'link': 'https://stackoverflow.com/users/4298218/hjo'}",True,3094,5,10,1668391009,1546663167,1668272982.0,54049029,CC BY-SA 4.0,https://stackoverflow.com/questions/54049029/focus-doesnt-work-on-chrome-mobile-when-not-activated-with-click-workaround,.focus() doesn&#39;t work on chrome mobile when not activated with click. Workaround?,,,,,
2,"['javascript', 'jquery', 'html', 'owl-carousel']","{'account_id': 7967855, 'reputation': 81, 'user_id': 6013571, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b81d388378099779d525d5bb8b1a63b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kinjal', 'link': 'https://stackoverflow.com/users/6013571/kinjal'}",False,7492,3,0,1668322830,1546583082,1546586173.0,54033982,CC BY-SA 4.0,https://stackoverflow.com/questions/54033982/owl-carousel-not-displaying-next-previous-button-in-simple-html-design,Owl carousel not displaying next previous button in simple html design,,,,,
3,"['html', 'css', 'accessibility']","{'account_id': 13393177, 'reputation': 759, 'user_id': 9664977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c21b6954637abed39e8dfc9d2bc61e23?s=256&d=identicon&r=PG&f=1', 'display_name': 'user9664977', 'link': 'https://stackoverflow.com/users/9664977/user9664977'}",True,699,1,2,1667940615,1548707216,1667940615.0,54409784,CC BY-SA 4.0,https://stackoverflow.com/questions/54409784/a-navigation-for-desktop-and-mobile-with-same-ids-issue-with-ada,A Navigation for Desktop and Mobile with Same IDs Issue with ADA?,,,,,
4,"['javascript', 'jquery', 'html', 'tabulator']","{'account_id': 11415783, 'reputation': 592, 'user_id': 8368621, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Q4k1a.jpg?s=256&g=1', 'display_name': 'dianeryanto', 'link': 'https://stackoverflow.com/users/8368621/dianeryanto'}",True,12676,3,9,1667822400,1548062017,1548274983.0,54286603,CC BY-SA 4.0,https://stackoverflow.com/questions/54286603/how-to-get-all-row-values-tabulator,How to get all row values tabulator?,54389902.0,,,,
5,"['javascript', 'html', 'css', 'angular', 'iframe']","{'account_id': 13040001, 'reputation': 31, 'user_id': 9423688, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8c3da2d84d497dadf4a4d21cba12621?s=256&d=identicon&r=PG&f=1', 'display_name': 'Per Nilsson', 'link': 'https://stackoverflow.com/users/9423688/per-nilsson'}",False,1270,3,3,1667662964,1547898650,,54266768,CC BY-SA 4.0,https://stackoverflow.com/questions/54266768/style-wont-apply-to-angular-component-injected-into-iframe,Style wont apply to angular component injected into iframe,,,,,
6,"['php', 'html', 'validation', 'strip-tags']","{'account_id': 15214788, 'reputation': 13, 'user_id': 10978450, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-BPJDNHjXpg0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOvj7mazHSfVjlPIWWfzAkefW68vg/mo/photo.jpg?sz=256', 'display_name': 'Marco Tesini', 'link': 'https://stackoverflow.com/users/10978450/marco-tesini'}",False,411,1,-1,1667502105,1548933665,1667502105.0,54459448,CC BY-SA 4.0,https://stackoverflow.com/questions/54459448/php-strip-tags-html-validation-and-bracket-check,PHP strip_tags html validation and bracket check?,,,,,
7,"['html', 'dom']","{'account_id': 12588250, 'reputation': 35, 'user_id': 9156200, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2112464742309742/picture?type=large', 'display_name': 'Timo', 'link': 'https://stackoverflow.com/users/9156200/timo'}",True,125,2,0,1667501908,1546742190,1667501908.0,54058173,CC BY-SA 4.0,https://stackoverflow.com/questions/54058173/dom-get-name-element-by-input-id,DOM get name element by input id,,,,,
8,"['python', 'html', 'beautifulsoup']","{'account_id': 13065820, 'reputation': 442, 'user_id': 9441232, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-aGCOkXQNbWk/AAAAAAAAAAI/AAAAAAAAEV0/yRMk3AbuN9g/photo.jpg?sz=256', 'display_name': 'imkeVr', 'link': 'https://stackoverflow.com/users/9441232/imkevr'}",True,2276,3,1,1667351716,1546955412,1667351716.0,54093253,CC BY-SA 4.0,https://stackoverflow.com/questions/54093253/how-to-scrape-second-p-of-webpage-using-python-and-beautifulsoup,How to scrape second &lt;p&gt; of webpage using python and Beautifulsoup,54094028.0,,,,
9,"['javascript', 'html', 'ios', 'vue.js', 'safari']","{'account_id': 15224342, 'reputation': 207, 'user_id': 10985403, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fmsrM4Ot_S4/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNpHfmnhgi5PKow_NsEu-AEg61zQA/mo/photo.jpg?sz=256', 'display_name': 'Mibuko', 'link': 'https://stackoverflow.com/users/10985403/mibuko'}",True,32716,6,18,1667311397,1548776761,,54424729,CC BY-SA 4.0,https://stackoverflow.com/questions/54424729/ios-show-keyboard-on-input-focus,IOS show keyboard on input focus,54481040.0,,,,
10,"['python', 'html', 'sqlite', 'flask', 'http-status-code-404']","{'account_id': 13065820, 'reputation': 442, 'user_id': 9441232, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-aGCOkXQNbWk/AAAAAAAAAAI/AAAAAAAAEV0/yRMk3AbuN9g/photo.jpg?sz=256', 'display_name': 'imkeVr', 'link': 'https://stackoverflow.com/users/9441232/imkevr'}",True,301,2,1,1667166676,1547321694,1667166676.0,54163184,CC BY-SA 4.0,https://stackoverflow.com/questions/54163184/how-to-prevent-data-from-disappearing-when-refreshing-web-page,How to prevent data from disappearing when refreshing web page?,54176810.0,,,,
11,"['html', 'hyperlink', 'contacts', 'telegram', 'telegram-bot']","{'account_id': 10970340, 'reputation': 311, 'user_id': 8060836, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/e5dia.jpg?s=256&g=1', 'display_name': 'Joan Sagu&#233; Flo', 'link': 'https://stackoverflow.com/users/8060836/joan-sagu%c3%a9-flo'}",True,42933,3,30,1666984990,1547805862,1547811221.0,54251613,CC BY-SA 4.0,https://stackoverflow.com/questions/54251613/how-to-create-a-link-to-contact-specific-phone-number-via-telegram,How to create a link to contact specific phone number via Telegram?,,,,,
12,"['javascript', 'html', 'p5.js']","{'account_id': 15126365, 'reputation': 1796, 'user_id': 10915534, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4RvyO.png?s=256&g=1', 'display_name': 'Ahmed Ali', 'link': 'https://stackoverflow.com/users/10915534/ahmed-ali'}",True,4975,1,4,1666962830,1548143956,1666962830.0,54303632,CC BY-SA 4.0,https://stackoverflow.com/questions/54303632/trim-an-audio-file-using-javascript-first-3-seconds,Trim an audio file using javascript (first 3 seconds),54304298.0,,,,
13,"['javascript', 'html', 'safari', 'getusermedia']","{'account_id': 2168446, 'reputation': 149, 'user_id': 1921020, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ee24bb97cb161272286353c67a6a635?s=256&d=identicon&r=PG', 'display_name': 'Sravan Shetty', 'link': 'https://stackoverflow.com/users/1921020/sravan-shetty'}",True,14573,4,5,1666944982,1548325425,1548365880.0,54344342,CC BY-SA 4.0,https://stackoverflow.com/questions/54344342/video-recording-for-safari-browser,Video recording for Safari Browser,,,,,
14,"['html', 'reactjs']","{'account_id': 9228208, 'reputation': 1689, 'user_id': 9896125, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-k2lo3CLVI0A/AAAAAAAAAAI/AAAAAAAAABw/3iyXP4sOT0M/photo.jpg?sz=256', 'display_name': 'Anupam Maurya', 'link': 'https://stackoverflow.com/users/9896125/anupam-maurya'}",False,944,2,0,1666560043,1548936423,1548939217.0,54460242,CC BY-SA 4.0,https://stackoverflow.com/questions/54460242/how-can-i-fix-react-input-type-auto-suggestion-feature-in-chrome-browser,How can I fix react input type auto suggestion feature in chrome browser,,,,,
15,"['html', 'css', 'image', 'display']","{'account_id': 8072612, 'reputation': 49, 'user_id': 6084849, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://lh5.googleusercontent.com/-qRm8Dgv1pdE/AAAAAAAAAAI/AAAAAAAAACM/X3I5oxQ8UsQ/photo.jpg?sz=256', 'display_name': 'Lukas', 'link': 'https://stackoverflow.com/users/6084849/lukas'}",True,1442,2,4,1666554625,1546448130,1624923949.0,54010222,CC BY-SA 4.0,https://stackoverflow.com/questions/54010222/setting-the-image-width-0-hides-it-while-width-0-makes-it-occupy-the-spa,"Setting the image `width: 0` hides it, while `width: 0%` makes it occupy the space, too",54012225.0,,,,
16,"['javascript', 'html']","{'account_id': 13315962, 'reputation': 396, 'user_id': 9612382, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-aG7bfO8vBtk/AAAAAAAAAAI/AAAAAAAAAHw/HkrXETQybEs/photo.jpg?sz=256', 'display_name': 'ade desmond', 'link': 'https://stackoverflow.com/users/9612382/ade-desmond'}",True,2404,1,-3,1666393532,1547470335,1666393532.0,54181917,CC BY-SA 4.0,https://stackoverflow.com/questions/54181917/javascript-uncaught-typeerror-cannot-read-property-src-of-null,Javascript uncaught TypeError: Cannot read property &#39;src&#39; of null,,,,,
17,"['javascript', 'html', 'node.js', 'ejs']","{'account_id': 15102257, 'reputation': 1, 'user_id': 10898904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86d86967114da0750ef6298f54361afd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pravesh Rana', 'link': 'https://stackoverflow.com/users/10898904/pravesh-rana'}",True,10358,3,0,1666305999,1547185929,1547192880.0,54141034,CC BY-SA 4.0,https://stackoverflow.com/questions/54141034/using-ejs-with-express-returns-unexpected-token-used,Using ejs with express returns unexpected token &lt; used,,,,,
18,"['python', 'html', 'django', 'virtualenv']","{'account_id': 14369798, 'reputation': 7, 'user_id': 10379866, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-vIQumRqsKg4/AAAAAAAAAAI/AAAAAAAAAG4/Wuor5tjImZo/photo.jpg?sz=256', 'display_name': 'Newton Yuan', 'link': 'https://stackoverflow.com/users/10379866/newton-yuan'}",False,296,1,-5,1666160494,1546484019,1639007047.0,54015735,CC BY-SA 4.0,https://stackoverflow.com/questions/54015735/how-do-you-run-a-python-file-in-html,How do you run a python file in html,,,,,
19,"['html', 'css', 'twitter-bootstrap']","{'account_id': 7497923, 'reputation': 917, 'user_id': 5697437, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/838f55e32bef215fa7dccda904737856?s=256&d=identicon&r=PG&f=1', 'display_name': 'Katie', 'link': 'https://stackoverflow.com/users/5697437/katie'}",True,9822,6,8,1665397073,1548653623,1593101266.0,54396053,CC BY-SA 4.0,https://stackoverflow.com/questions/54396053/how-to-replace-bootstrap-dropdown-toggle-icon-with-another-default-icon,How to replace Bootstrap dropdown-toggle icon with another default icon?,54396174.0,,,,
