,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['html', 'twitter-bootstrap']","{'account_id': 17730317, 'reputation': 122, 'user_id': 12873082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02653cabd32dacfeb3ace7b408cf01bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'sigel', 'link': 'https://stackoverflow.com/users/12873082/sigel'}",False,31,1,1,1668793980,1606333140,65011642,CC BY-SA 4.0,https://stackoverflow.com/questions/65011642/keep-navbar-menu-on-center-when-adding-a-navbar-brand,Keep navbar menu on center when adding a navbar brand,,,,,,
1,"['javascript', 'html', 'css']","{'account_id': 13756599, 'reputation': 598, 'user_id': 12155405, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XcPj1.png?s=256&g=1', 'display_name': 'doliphin', 'link': 'https://stackoverflow.com/users/12155405/doliphin'}",True,59,2,1,1668792936,1606345646,65013936,CC BY-SA 4.0,https://stackoverflow.com/questions/65013936/position-something-relative-to-the-height-of-a-div-containing-text,Position something relative to the height of a div containing text,65014139.0,1606346580.0,,,,
2,"['javascript', 'html', 'jquery', 'asp.net-mvc', 'session']","{'account_id': 943075, 'reputation': 827, 'user_id': 970826, 'user_type': 'registered', 'accept_rate': 19, 'profile_image': 'https://www.gravatar.com/avatar/523612704a58106842e0a6c36240d986?s=256&d=identicon&r=PG&f=1', 'display_name': 'AMDI', 'link': 'https://stackoverflow.com/users/970826/amdi'}",True,118,2,1,1668786793,1604555174,64691831,CC BY-SA 4.0,https://stackoverflow.com/questions/64691831/facing-issue-in-retrieving-data-when-user-clicks-on-browser-back-button-in-mvc5,Facing issue in retrieving data when user clicks on browser back button in MVC5,64692292.0,1604652898.0,,,,
3,"['html', 'css']","{'account_id': 16167060, 'reputation': 45, 'user_id': 11671799, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-DNXho8ITfe4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reZMOyHHjEVa2kWipGZWO0fLrVfcg/mo/photo.jpg?sz=256', 'display_name': 'Tulasi', 'link': 'https://stackoverflow.com/users/11671799/tulasi'}",False,134,2,1,1668097343,1606484112,65038291,CC BY-SA 4.0,https://stackoverflow.com/questions/65038291/how-can-i-create-chat-like-ui-in-html-and-css,How can i create chat like UI in html and css,,,,,,
4,"['html', 'visual-studio-code']","{'account_id': 19114950, 'reputation': 72, 'user_id': 13960149, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XiD0D.png?s=256&g=1', 'display_name': 'coding_gecko972', 'link': 'https://stackoverflow.com/users/13960149/coding-gecko972'}",True,34667,8,2,1667943418,1605474656,64849818,CC BY-SA 4.0,https://stackoverflow.com/questions/64849818/why-is-my-html-file-not-displaying-to-the-browser,Why is my HTML file not displaying to the browser?,64867732.0,1605474798.0,,,,
5,"['html', 'css']","{'account_id': 16554711, 'reputation': 131, 'user_id': 11962156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01cdf629ed0de7967f0392e58670941b?s=256&d=identicon&r=PG&f=1', 'display_name': 'CarlB', 'link': 'https://stackoverflow.com/users/11962156/carlb'}",False,1838,3,13,1667941803,1605723003,64898864,CC BY-SA 4.0,https://stackoverflow.com/questions/64898864/how-set-width-and-height-attributes-for-img-element-within-picture-element-t,How set width and height attributes for &lt;img&gt; element within &lt;picture&gt; element to prevent layout shifts?,,1667941803.0,,,,
6,"['html', 'css']","{'account_id': 1379516, 'reputation': 385, 'user_id': 1312843, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3451cdf66951c37a024a2aaa6535868c?s=256&d=identicon&r=PG', 'display_name': 'Knownow', 'link': 'https://stackoverflow.com/users/1312843/knownow'}",True,49,1,0,1667866360,1606106965,64962699,CC BY-SA 4.0,https://stackoverflow.com/questions/64962699/background-image-on-container-element-doesnt-show-all-the-sections-of-the-conta,background-image on container element doesn&#39;t show all the sections of the container,,1667866360.0,,,,
7,"['html', 'response.redirect']","{'account_id': 11491499, 'reputation': 51, 'user_id': 8422315, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-wPZ4JFspZ6s/AAAAAAAAAAI/AAAAAAAAA3o/hOnmqlmU1Tw/photo.jpg?sz=256', 'display_name': 'Laxmikant Raikar', 'link': 'https://stackoverflow.com/users/8422315/laxmikant-raikar'}",True,703,2,3,1667402663,1605539102,64860437,CC BY-SA 4.0,https://stackoverflow.com/questions/64860437/replicate-googles-im-feeling-lucky-button-on-my-own-site-to-take-user-to,Replicate Google&#39;s &quot;I&#39;m Feeling Lucky&quot; Button On My Own Site -- To Take User to Top Search Result Automatically,,1624745853.0,,,,
8,"['html', 'alias', 'symlink']","{'account_id': 451252, 'reputation': 1589, 'user_id': 847047, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/e3f321c2108812993717586f210b7403?s=256&d=identicon&r=PG', 'display_name': 'avenas8808', 'link': 'https://stackoverflow.com/users/847047/avenas8808'}",False,105,1,2,1667078020,1604535468,64689501,CC BY-SA 4.0,https://stackoverflow.com/questions/64689501/alias-for-files-in-mac-and-images-how-to-get-images-to-work-as-alias-symlink,Alias for files in Mac and images - how to get images to work as alias/symlink?,,,,,,
9,"['python', 'html', 'svg', '3d']","{'account_id': 230509, 'reputation': 9, 'user_id': 5372360, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2863667e6f5edd53f826c0514612dfb?s=256&d=identicon&r=PG', 'display_name': 'jpentland', 'link': 'https://stackoverflow.com/users/5372360/jpentland'}",False,345,0,0,1666689495,1605190096,64805484,CC BY-SA 4.0,https://stackoverflow.com/questions/64805484/writing-a-script-to-render-a-wireframe-sphere-in-svg-with-only-basic-math-functi,Writing a script to render a wireframe sphere in SVG with only basic math functions?,,1605192847.0,,,,
