,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'html', 'css']","{'account_id': 8598678, 'reputation': 3413, 'user_id': 6440990, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://lh4.googleusercontent.com/-Y6Q1Ff9DI8Y/AAAAAAAAAAI/AAAAAAAAAAs/U1lJQyqqW7s/photo.jpg?sz=256', 'display_name': 'Dan Zuzevich', 'link': 'https://stackoverflow.com/users/6440990/dan-zuzevich'}",True,1214,6,2,1669129906,1635533068,69773505,CC BY-SA 4.0,https://stackoverflow.com/questions/69773505/prevent-overlay-click-for-elements-with-a-higher-z-index,Prevent overlay click for elements with a higher z index,,,,,,
1,"['javascript', 'html', 'css', 'ruby-on-rails', 'web']","{'account_id': 18074563, 'reputation': 39, 'user_id': 14839499, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-fTjq7LzE24A/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nC4KnK2l7IIk-UWdB6tQ7lXCFwsMw/photo.jpg?sz=256', 'display_name': 'Ale Yanczuk', 'link': 'https://stackoverflow.com/users/14839499/ale-yanczuk'}",False,44,1,0,1669100556,1635276546,69728917,CC BY-SA 4.0,https://stackoverflow.com/questions/69728917/changing-pages-disables-navbar-menu-on-ruby-on-rails,Changing pages disables navbar menu on Ruby on Rails,,,,,,
2,"['javascript', 'html']","{'account_id': 22058239, 'reputation': 83, 'user_id': 16321365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/991b4d63d41381e2ed9fd58a87e7aacc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Antony', 'link': 'https://stackoverflow.com/users/16321365/antony'}",True,29414,6,7,1669100267,1633361752,69438702,CC BY-SA 4.0,https://stackoverflow.com/questions/69438702/why-does-navigator-clipboard-writetext-not-copy-text-to-clipboard-if-it-is-pro,Why does `navigator.clipboard.writeText` not copy text to clipboard if it is proceeded by alert() on android,69438863.0,1633422134.0,,,,
3,"['javascript', 'html', 'django']","{'account_id': 22892115, 'reputation': 73, 'user_id': 17032101, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d9de0f441ecbedae63f58e95fa32c18?s=256&d=identicon&r=PG', 'display_name': 'RevTpark', 'link': 'https://stackoverflow.com/users/17032101/revtpark'}",True,346,2,1,1669056344,1634290038,69582590,CC BY-SA 4.0,https://stackoverflow.com/questions/69582590/django-unable-to-find-scripts-in-static-folder,Django unable to find scripts in static folder,,1634293316.0,,,,
4,"['javascript', 'html', 'css', 'twitter-bootstrap']","{'account_id': 7938622, 'reputation': 3, 'user_id': 5993590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22c5de525818b8dd49186c1c4f0d89dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kazushia', 'link': 'https://stackoverflow.com/users/5993590/kazushia'}",True,217,1,-1,1669043732,1633702405,69497272,CC BY-SA 4.0,https://stackoverflow.com/questions/69497272/how-to-upgrade-from-bootstrap-v3-2-0-to-v5-1-2-button-collapse-does-not-work,How to upgrade from bootstrap V3.2.0 to V5.1.2 - (button collapse does not work),69536264.0,1669043732.0,,,,
5,"['html', 'css', 'reactjs', 'antd']","{'account_id': 23169301, 'reputation': 11, 'user_id': 17268765, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95ae41cd8178e7dd3c8586e1791c0b0d?s=256&d=identicon&r=PG', 'display_name': 'Kate', 'link': 'https://stackoverflow.com/users/17268765/kate'}",True,330,1,1,1669043706,1635410096,69750781,CC BY-SA 4.0,https://stackoverflow.com/questions/69750781/change-collapse-panel-content-background-color,Change collapse panel content background color,,1669043706.0,,,,
6,"['javascript', 'html', 'right-to-left', 'html-input', 'selection-api']","{'account_id': 1580982, 'reputation': 55666, 'user_id': 1468366, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2e313135581cf6ceaad355580af931f8?s=256&d=identicon&r=PG', 'display_name': 'MvG', 'link': 'https://stackoverflow.com/users/1468366/mvg'}",True,139,1,1,1669018861,1633263150,69424730,CC BY-SA 4.0,https://stackoverflow.com/questions/69424730/how-can-i-change-the-text-direction-of-a-number-input-element,How can I change the text direction of a number input element?,,1669018861.0,,,,
7,"['html', 'angular', 'bootstrap-5', 'angular10']","{'account_id': 21547403, 'reputation': 35, 'user_id': 15884033, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjNwE9_u_vgYv3Oi26K12oqw2ge-HqZavE9zpbeDw=k-s256', 'display_name': 'Akshay Gaikwad', 'link': 'https://stackoverflow.com/users/15884033/akshay-gaikwad'}",True,1778,2,2,1668864206,1633546630,69471260,CC BY-SA 4.0,https://stackoverflow.com/questions/69471260/trying-to-generate-id-and-data-bs-target-dynamically-but-not-working,Trying to generate id and data-bs-target dynamically but not working,,1668864206.0,,,,
8,"['javascript', 'html', 'css']","{'account_id': 22797682, 'reputation': 1, 'user_id': 16950986, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgbySqrnftSdvH7_Bm4D6DNQvyoJhCQdg5wkJycmw=k-s256', 'display_name': 'GoobyDev', 'link': 'https://stackoverflow.com/users/16950986/goobydev'}",False,140,0,0,1668593403,1635337831,69738717,CC BY-SA 4.0,https://stackoverflow.com/questions/69738717/multiple-slideshows-in-html-css-js,Multiple slideshows in html/css/js,,,,,,
9,"['java', 'html', 'pdf', 'itext', 'itext7']","{'account_id': 6677141, 'reputation': 17, 'user_id': 5151414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36458e55afbe80ede6c9bf6c636a2014?s=256&d=identicon&r=PG&f=1', 'display_name': 'Scott Lau', 'link': 'https://stackoverflow.com/users/5151414/scott-lau'}",False,361,1,1,1668588303,1635236741,69719782,CC BY-SA 4.0,https://stackoverflow.com/questions/69719782/the-arabic-text-is-reversed-after-converting-html-to-pdf-through-itext-html2pdf,The Arabic text is reversed after converting Html to PDF through iText html2pdf,,,,,,
10,['html'],"{'account_id': 21467676, 'reputation': 47, 'user_id': 15817319, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjl7MoUirKRRlX-nU6XMOKnQ9bZWFOXndOzo7Nx=k-s256', 'display_name': 'terriblecoder143', 'link': 'https://stackoverflow.com/users/15817319/terriblecoder143'}",True,93,2,-1,1668020171,1635522570,69771661,CC BY-SA 4.0,https://stackoverflow.com/questions/69771661/how-can-i-load-a-html-link-inside-of-a-html-file,"How can I load a html link, inside of a html file",69771733.0,1668020171.0,,,,
