,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['html', 'forms', 'elixir', 'phoenix-framework']","{'account_id': 476722, 'reputation': 1434, 'user_id': 887778, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/836ddb644e4551401f98d5c4a7d95b39?s=256&d=identicon&r=PG', 'display_name': 'robinvdvleuten', 'link': 'https://stackoverflow.com/users/887778/robinvdvleuten'}",True,443,63414729.0,1,0,1669173618,1597356668,1669173618.0,63403902,CC BY-SA 4.0,https://stackoverflow.com/questions/63403902/customize-child-index-of-inputs-for-form-output,Customize child index of inputs_for form output,,,,
1,"['javascript', 'html', 'css', 'browser']","{'account_id': 6410311, 'reputation': 185, 'user_id': 4970292, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://lh5.googleusercontent.com/-YwkA6SoBRjE/AAAAAAAAAAI/AAAAAAAABw0/ZZV1Q5HiITw/photo.jpg?sz=256', 'display_name': 'Sijo Jose', 'link': 'https://stackoverflow.com/users/4970292/sijo-jose'}",False,317,,1,0,1669106207,1598509815,,63610358,CC BY-SA 4.0,https://stackoverflow.com/questions/63610358/add-to-home-screen-pop-up-in-a-non-pwa-web-app,&quot;Add to Home Screen&quot; pop up in a non PWA web app,,,,
2,"['html', 'css', 'sidebar', 'inspinia']","{'account_id': 15150294, 'reputation': 21, 'user_id': 10932796, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Z3pPLyG-dV4/AAAAAAAAAAI/AAAAAAAAAB8/hwuOWdOx4yw/photo.jpg?sz=256', 'display_name': 'Akash Saha', 'link': 'https://stackoverflow.com/users/10932796/akash-saha'}",False,520,,0,1,1669046664,1598688945,1669046664.0,63644867,CC BY-SA 4.0,https://stackoverflow.com/questions/63644867/why-is-inspinia-sidebar-collapse-not-working,Why is Inspinia Sidebar Collapse not working?,,,,
3,"['javascript', 'html', 'css']","{'account_id': 19392940, 'reputation': 43, 'user_id': 14181189, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1661c4fa8713cfec38dd7cbd5f6a77f?s=256&d=identicon&r=PG&f=1', 'display_name': 'benimsson', 'link': 'https://stackoverflow.com/users/14181189/benimsson'}",False,131,,1,1,1669043304,1598606412,1669043304.0,63630958,CC BY-SA 4.0,https://stackoverflow.com/questions/63630958/navigate-inside-collapse-menu-with-href-tag,Navigate inside collapse menu with HREF tag,,,,
4,"['html', 'css', 'firefox', 'calendar', 'popup']","{'account_id': 19395258, 'reputation': 41, 'user_id': 14183101, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/701eaf4bba46979cc93aa4e00c320911?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marcos', 'link': 'https://stackoverflow.com/users/14183101/marcos'}",True,2732,,3,4,1668478556,1598626353,1598627231.0,63636178,CC BY-SA 4.0,https://stackoverflow.com/questions/63636178/how-to-hide-the-popup-calendar-of-input-type-date-in-firefox,How to hide the popup calendar of &lt;input type=&quot;date&quot;&gt; in Firefox?,,,,
5,"['javascript', 'html', 'css', 'google-apps-script', 'google-sheets']","{'account_id': 13267135, 'reputation': 107, 'user_id': 9579517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72be0855a1365551c12b3d4e0daaf341?s=256&d=identicon&r=PG&f=1', 'display_name': 'reisnern21', 'link': 'https://stackoverflow.com/users/9579517/reisnern21'}",True,2396,63653152.0,2,4,1668091753,1598749488,1598759482.0,63653100,CC BY-SA 4.0,https://stackoverflow.com/questions/63653100/remove-google-border-from-embedded-google-sheet,Remove Google Border From Embedded Google Sheet,,,,
6,"['javascript', 'html', 'button', 'bootstrap-4']","{'account_id': 18977677, 'reputation': 25, 'user_id': 13849785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a28c0724a3c0ab5000467803015038d7?s=256&d=identicon&r=PG&f=1', 'display_name': 'MasterShake20', 'link': 'https://stackoverflow.com/users/13849785/mastershake20'}",True,1826,63628463.0,3,0,1668091043,1598593836,,63628163,CC BY-SA 4.0,https://stackoverflow.com/questions/63628163/trying-to-get-the-bootstrap-dropdown-button-text-to-change-to-the-item-selected,Trying to get the Bootstrap dropdown button text to change to the item selected,,,,
7,"['java', 'html', 'excel', 'csv']","{'account_id': 18554022, 'reputation': 1, 'user_id': 13519604, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh9RWrrjhTyN5BCA5Y6WSPTxLmLfTzKTvw5NOZN=k-s256', 'display_name': 'Aaron P', 'link': 'https://stackoverflow.com/users/13519604/aaron-p'}",False,127,,1,0,1668018601,1598025337,1668018601.0,63526151,CC BY-SA 4.0,https://stackoverflow.com/questions/63526151/removing-paragraph-tags-in-java,Removing paragraph tags in Java,,,,
8,"['html', 'css', 'bulma']","{'account_id': 6363301, 'reputation': 1942, 'user_id': 4941988, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/6d7f283f6af0605295e74475364cc6fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'relidon', 'link': 'https://stackoverflow.com/users/4941988/relidon'}",True,9649,63293145.0,2,2,1667906171,1596619961,,63262296,CC BY-SA 4.0,https://stackoverflow.com/questions/63262296/how-to-get-a-fixed-sidebar-in-bulma,How to get a fixed sidebar in Bulma?,,,,
9,"['html', 'css']","{'account_id': 13745657, 'reputation': 686, 'user_id': 9919430, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed7117f1ff7b44bd882275e6fc82ca30?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jake Rankin', 'link': 'https://stackoverflow.com/users/9919430/jake-rankin'}",True,76,63322958.0,2,0,1667849228,1596948659,,63322570,CC BY-SA 4.0,https://stackoverflow.com/questions/63322570/overlapping-divs-using-bootstrap-extend-past-page-width-unsure-what-the-cause-i,"Overlapping divs using bootstrap extend past page width, unsure what the cause is",,,,
