,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,migrated_from
0,"['html', 'spring-boot', 'spring-mvc', 'svg', 'thymeleaf']","{'account_id': 20356561, 'reputation': 25, 'user_id': 14931942, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/673d40dbad085505ed77c6e4372ab49f?s=256&d=identicon&r=PG&f=1', 'display_name': 'maszpet', 'link': 'https://stackoverflow.com/users/14931942/maszpet'}",True,565,65551274.0,2,1,1669090582,1609680504,65550364,CC BY-SA 4.0,https://stackoverflow.com/questions/65550364/html-and-thymeleaf-not-working-properly-with-svg-element-on-html-page,html and thymeleaf not working properly with svg element on html page,,,,
1,"['php', 'html', 'laravel', 'email', 'laravel-8']","{'account_id': 1333665, 'reputation': 310, 'user_id': 1276933, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5657e062b41575e3ce1cdfa36d5bcb95?s=256&d=identicon&r=PG&f=1', 'display_name': 'David B', 'link': 'https://stackoverflow.com/users/1276933/david-b'}",True,2605,65624565.0,2,1,1668628932,1610051342,65619477,CC BY-SA 4.0,https://stackoverflow.com/questions/65619477/use-default-laravel-email-layout-for-my-email-templates,Use default Laravel email layout for my email templates,,,,
2,"['html', 'css', 'file-upload', 'bootstrap-5']","{'account_id': 5490275, 'reputation': 3145, 'user_id': 4363830, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/qzCzJ.jpg?s=256&g=1', 'display_name': 'Morteza Negahi', 'link': 'https://stackoverflow.com/users/4363830/morteza-negahi'}",True,17645,65776036.0,6,8,1668514603,1610957956,65770908,CC BY-SA 4.0,https://stackoverflow.com/questions/65770908/how-to-change-choose-file-text-using-bootstrap-5,How to change &quot;Choose file&quot; text using Bootstrap 5,1640811764.0,,,
3,"['html', 'css', 'overflow']","{'account_id': 10445948, 'reputation': 19, 'user_id': 7700981, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-86MnF9zq-xA/AAAAAAAAAAI/AAAAAAAAAis/GZrbWEQ5Q1k/photo.jpg?sz=256', 'display_name': 'Rashmi Ranjan Bisoi', 'link': 'https://stackoverflow.com/users/7700981/rashmi-ranjan-bisoi'}",True,105,65689831.0,1,-1,1668437811,1610472875,65689022,CC BY-SA 4.0,https://stackoverflow.com/questions/65689022/how-to-make-horizontal-overflow-for-table-inside-a-div,How to make horizontal overflow for table inside a div?,1610475194.0,,,
4,"['html', 'css', 'sass']","{'account_id': 20447356, 'reputation': 21, 'user_id': 15002838, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjQBdQAYB4Xxr8fDPzIveYi74wBIlSpVCoskRM71w=k-s256', 'display_name': 'Prashant Kumar', 'link': 'https://stackoverflow.com/users/15002838/prashant-kumar'}",True,179,,2,2,1668210559,1610598992,65713473,CC BY-SA 4.0,https://stackoverflow.com/questions/65713473/is-there-any-way-to-create-dynamic-utility-classes-in-css,Is there any way to create dynamic utility classes in css?,1610610971.0,,,
5,"['javascript', 'python', 'html', 'flask', 'jinja2']","{'account_id': 11403903, 'reputation': 501, 'user_id': 13062685, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-AzOuncXN9uM/AAAAAAAAAAI/AAAAAAAAAFo/43kiPnslmDo/photo.jpg?sz=256', 'display_name': 'Paul Davis', 'link': 'https://stackoverflow.com/users/13062685/paul-davis'}",True,115,,1,0,1667939169,1609792351,65569424,CC BY-SA 4.0,https://stackoverflow.com/questions/65569424/geodata-dropdown-configurator-not-showing-countries,Geodata dropdown configurator not showing countries,,,,
6,"['javascript', 'html', 'jquery']","{'account_id': 7615158, 'reputation': 1210, 'user_id': 5774848, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://lh5.googleusercontent.com/-YPFL0B6xozU/AAAAAAAAAAI/AAAAAAAAAR4/MKunGaRgfJs/photo.jpg?sz=256', 'display_name': 'Janath', 'link': 'https://stackoverflow.com/users/5774848/janath'}",True,247,65958615.0,3,-1,1667732728,1611938723,65958492,CC BY-SA 4.0,https://stackoverflow.com/questions/65958492/if-child-has-an-active-class-add-class-to-before-anchor-tag,"If child has an active class, add class to before anchor tag",,,,
7,"['html', 'node.js', 'puppeteer', 'pdfkit', 'html-pdf']","{'account_id': 6490317, 'reputation': 347, 'user_id': 5024591, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-7LxuQEGlp-U/AAAAAAAAAAI/AAAAAAAAAyc/U96kXiJa3vc/photo.jpg?sz=256', 'display_name': 'Anand Prem', 'link': 'https://stackoverflow.com/users/5024591/anand-prem'}",False,946,,3,9,1667559111,1611730144,65914148,CC BY-SA 4.0,https://stackoverflow.com/questions/65914148/convert-html-to-pdf-or-png-without-headeless-browser-instance-in-nodejs,Convert HTML to PDF or PNG without headeless browser instance in NodeJS,,,,
8,"['html', 'css', 'django', 'flexbox']","{'account_id': 19063385, 'reputation': 117, 'user_id': 13919003, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhfOvhmfpOQLG6uWP7HFCwp6Pn8ADU6LJc3nkHMew=k-s256', 'display_name': 'Bonsa&#239;', 'link': 'https://stackoverflow.com/users/13919003/bonsa%c3%af'}",False,242,,2,2,1667454394,1610047908,65618788,,https://stackoverflow.com/questions/65618788/place-a-text-on-top-of-an-image,Place a text on top of an image,1667454394.0,1610053765.0,Duplicate,
9,"['html', 'css', 'sidebar']","{'account_id': 12453889, 'reputation': 1, 'user_id': 9067717, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1302157813223364/picture?type=large', 'display_name': 'Raphael Aboohi', 'link': 'https://stackoverflow.com/users/9067717/raphael-aboohi'}",False,54,,0,0,1667296281,1611763181,65922791,CC BY-SA 4.0,https://stackoverflow.com/questions/65922791/making-a-left-sidebar-right-compatible,making a left sidebar right compatible,1611824589.0,,,
