,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['html', 'css']","{'account_id': 998026, 'reputation': 21778, 'user_id': 1013512, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'panthro', 'link': 'https://stackoverflow.com/users/1013512/panthro'}",True,73,68894449.0,3,1,1669122147,1629728748,1669122147.0,68894400,CC BY-SA 4.0,https://stackoverflow.com/questions/68894400/why-is-a-parent-div-not-increased-in-height-by-a-child-div,Why is a parent div not increased in height by a child div?,,,
1,"['javascript', 'html']","{'account_id': 18584912, 'reputation': 1, 'user_id': 13543554, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b5547bf9e6f38a87202c2eceb2a22e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lasticote', 'link': 'https://stackoverflow.com/users/13543554/lasticote'}",False,42,,0,0,1668720916,1628196278,1668720916.0,68673297,CC BY-SA 4.0,https://stackoverflow.com/questions/68673297/why-do-i-get-duplicate-content-when-i-sort-alphabetically-divs-with-js,"Why do I get duplicate content, when I sort alphabetically divs with JS",,,
2,"['html', 'css', 'angular', 'css-grid', 'ng-style']","{'account_id': 7739815, 'reputation': 23, 'user_id': 5860043, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-l9cc77d3ZRk/AAAAAAAAAAI/AAAAAAAAAE8/-B_AK9L_JP0/photo.jpg?sz=256', 'display_name': 'Roddam harsha vardhan reddy', 'link': 'https://stackoverflow.com/users/5860043/roddam-harsha-vardhan-reddy'}",True,1136,68826372.0,1,2,1668655960,1629258061,1668655960.0,68826288,CC BY-SA 4.0,https://stackoverflow.com/questions/68826288/angular-how-to-pass-object-dynamically-to-div-element-using-ngstyle,Angular - How to pass object dynamically to div element using [ngstyle],,,
3,"['javascript', 'html', 'node.js', 'reactjs']","{'account_id': 16960725, 'reputation': 197, 'user_id': 12267943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fbd71943d1e4890f64b1e0a1cbe3ee90?s=256&d=identicon&r=PG&f=1', 'display_name': 'nsog8sm43x', 'link': 'https://stackoverflow.com/users/12267943/nsog8sm43x'}",True,4174,,2,2,1668569001,1629109339,1629109790.0,68801171,CC BY-SA 4.0,https://stackoverflow.com/questions/68801171/how-to-save-an-image-and-download-it-in-reactjs,How to save an image and download it in ReactJS?,,,
4,"['javascript', 'html', 'css', 'class', 'modal-dialog']","{'account_id': 16884604, 'reputation': 35, 'user_id': 12209741, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HrcxB.png?s=256&g=1', 'display_name': 'DDHost', 'link': 'https://stackoverflow.com/users/12209741/ddhost'}",True,151,68852044.0,2,2,1668133605,1629389362,1668133605.0,68851262,CC BY-SA 4.0,https://stackoverflow.com/questions/68851262/javascript-modal-return-value-when-close,javascript - modal return value when close,,,
5,"['javascript', 'html', 'mongodb', 'vue.js']","{'account_id': 21629214, 'reputation': 25, 'user_id': 15953056, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae19b18f8c249e8903c5f5cc3b19fa1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/15953056/john'}",False,172,,1,0,1668078699,1628019354,1628019984.0,68641884,CC BY-SA 4.0,https://stackoverflow.com/questions/68641884/check-if-field-exists-in-vuejs-and-mongodb,Check if field exists in vuejs and MongoDB,,,
6,"['html', 'git', 'formatting']","{'account_id': 1857831, 'reputation': 878, 'user_id': 1683040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adb6c21cb3816cc16dac2735c87c9eb2?s=256&d=identicon&r=PG', 'display_name': 'LeonardoX', 'link': 'https://stackoverflow.com/users/1683040/leonardox'}",True,1103,68696487.0,1,0,1667867675,1628374135,1667867675.0,68696463,CC BY-SA 4.0,https://stackoverflow.com/questions/68696463/avoid-auto-formatting-source-file-on-git-commit,Avoid auto-formatting source file on git commit,,,
7,"['javascript', 'html', 'reactjs', 'web3js']","{'account_id': 8853607, 'reputation': 68, 'user_id': 6612028, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-uXTDoOJxLdI/AAAAAAAAAAI/AAAAAAAAA5g/l-HhAOUOIAQ/photo.jpg?sz=256', 'display_name': 'Zach Zimmermann', 'link': 'https://stackoverflow.com/users/6612028/zach-zimmermann'}",True,57,69082593.0,1,0,1667592500,1627849382,1667592500.0,68614098,CC BY-SA 4.0,https://stackoverflow.com/questions/68614098/why-does-updating-this-state-hook-on-input-change-clear-the-input-so-as-to-preve,Why does updating this state hook on input change clear the input so as to prevent anything from being written?,,,
8,"['javascript', 'html', 'css']","{'account_id': 22383970, 'reputation': 67, 'user_id': 16597081, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhGspBz3wUkbJLdGfjF3G4B0bxWpSouAW3vU9q3=k-s256', 'display_name': 'Hazem Behairy', 'link': 'https://stackoverflow.com/users/16597081/hazem-behairy'}",False,158,,2,1,1667502614,1628134064,1667502614.0,68660261,CC BY-SA 4.0,https://stackoverflow.com/questions/68660261/how-to-save-stylesheet-after-refresh-using-js,How to save stylesheet after refresh using js?,,,
9,"['html', 'css', 'grails']","{'account_id': 21514, 'reputation': 522, 'user_id': 52371, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/508bb31cd1d8fb6c444a1e35fca31c04?s=256&d=identicon&r=PG', 'display_name': 'cornergraf', 'link': 'https://stackoverflow.com/users/52371/cornergraf'}",True,30,68678533.0,1,0,1667502584,1628231387,1667502584.0,68677106,CC BY-SA 4.0,https://stackoverflow.com/questions/68677106/adding-additional-stylesheets-scripts-to-a-grails-layout-from-a-view-or-controll,Adding additional stylesheets/scripts to a grails layout from a view or controller,,,
