,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['javascript', 'html', 'css', 'carousel']","{'account_id': 17045280, 'reputation': 21, 'user_id': 12332281, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gtac3.png?s=256&g=1', 'display_name': 'DevMatt', 'link': 'https://stackoverflow.com/users/12332281/devmatt'}",False,41,1,-1,1669055721,1644000327,1644003679.0,70991380,CC BY-SA 4.0,https://stackoverflow.com/questions/70991380/javascript-reading-all-6-when-3-are-hidden-on-mobile,JavaScript reading all 6 when 3 are hidden on mobile,,,,
1,"['javascript', 'html', 'reactjs', 'search', 'react-router']","{'account_id': 22889749, 'reputation': 35, 'user_id': 17030048, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzIeS5tvIFpDeD3sqKFlV2iLry8gdwvELVInzv6=k-s256', 'display_name': 'Joey Smith', 'link': 'https://stackoverflow.com/users/17030048/joey-smith'}",True,911,1,3,1669004549,1645326628,1645336844.0,71191091,CC BY-SA 4.0,https://stackoverflow.com/questions/71191091/what-is-the-best-way-to-render-a-search-bar-component-that-takes-in-a-props-in-a,What is the best way to render a search bar component that takes in a props in another component using react v6,71191713.0,,,
2,"['html', 'r', 'leaflet', 'gis', 'sf']","{'account_id': 15654807, 'reputation': 115, 'user_id': 11295447, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Qpzcsuohhfg/AAAAAAAAAAI/AAAAAAAACUk/1bKT0WBWn1g/photo.jpg?sz=256', 'display_name': 'Maria Mittelbach', 'link': 'https://stackoverflow.com/users/11295447/maria-mittelbach'}",True,181,1,5,1668851151,1644943991,,71130359,CC BY-SA 4.0,https://stackoverflow.com/questions/71130359/import-data-from-a-leaflet-map-as-an-sf-object-in-r,Import data from a leaflet map as an sf object in R,71132101.0,,,
3,"['html', 'css', 'vue.js']","{'account_id': 21253616, 'reputation': 3, 'user_id': 15635504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f657adaf6ad50fca730f23b703f2afb?s=256&d=identicon&r=PG&f=1', 'display_name': 'aluxf', 'link': 'https://stackoverflow.com/users/15635504/aluxf'}",True,618,3,0,1668721624,1644341721,1668721624.0,71038286,CC BY-SA 4.0,https://stackoverflow.com/questions/71038286/why-is-the-vue-app-div-not-filling-the-whole-width,Why is the Vue app div not filling the whole width?,71038446.0,,,
4,"['javascript', 'html']","{'account_id': 12433235, 'reputation': 66, 'user_id': 9054640, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0030b141846765b7d4f113775e867548?s=256&d=identicon&r=PG', 'display_name': 'MILAN SAHANA', 'link': 'https://stackoverflow.com/users/9054640/milan-sahana'}",True,781,3,0,1668516922,1644253429,,71022441,CC BY-SA 4.0,https://stackoverflow.com/questions/71022441/can-i-send-a-image-to-whatsapp-using-html-hyperlink-a-tag,Can I send a Image to whatsApp using html hyperlink / a tag?,,,,
5,"['html', 'css', 'dns']","{'account_id': 20961011, 'reputation': 59, 'user_id': 15400452, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/L6Z1p.png?s=256&g=1', 'display_name': 'Taha Paracha', 'link': 'https://stackoverflow.com/users/15400452/taha-paracha'}",True,51,3,-4,1668443355,1645159813,1668443355.0,71168509,CC BY-SA 4.0,https://stackoverflow.com/questions/71168509/is-it-possible-for-me-to-make-my-pages-urls-website-com-hub-and-not-website,Is it possible for me to make my page&#39;s URLs &quot;website.com/hub&quot; and not &quot;website.com/hub.html&quot;?,71168910.0,,,
6,"['javascript', 'html', 'reactjs']","{'account_id': 21083138, 'reputation': 129, 'user_id': 15496969, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/527e1d674ca16a4fcf0e76ff7fb24eb6?s=256&d=identicon&r=PG&f=1', 'display_name': 'HeyLameRobin', 'link': 'https://stackoverflow.com/users/15496969/heylamerobin'}",True,3356,5,2,1668357885,1644550123,,71075028,CC BY-SA 4.0,https://stackoverflow.com/questions/71075028/how-to-display-images-using-props-in-react,How to display images using props in react?,71075210.0,,,
7,"['html', 'vue.js', 'webpack', 'nuxt.js']","{'account_id': 16141278, 'reputation': 21, 'user_id': 11652335, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-LSle3Bp1TjI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcPgwA_SNvevk2rAyRLXG-oUT_13Q/mo/photo.jpg?sz=256', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/11652335/david'}",False,262,1,0,1668076566,1646036544,,71292232,CC BY-SA 4.0,https://stackoverflow.com/questions/71292232/is-it-possible-to-add-an-attribute-to-a-script-loaded-by-nuxt,Is it possible to add an attribute to a script loaded by nuxt,,,,
8,"['javascript', 'html', 'razor']","{'account_id': 24112602, 'reputation': 17, 'user_id': 18082984, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/713b4e2dc13de85ce6717328cbcb54da?s=256&d=identicon&r=PG', 'display_name': 'mike john', 'link': 'https://stackoverflow.com/users/18082984/mike-john'}",False,2093,2,0,1667982389,1644985826,1653053577.0,71136423,CC BY-SA 4.0,https://stackoverflow.com/questions/71136423/error-message-not-displaying-on-form-validation,Error message not displaying on Form validation,,,,
9,"['html', 'r', 'r-markdown']","{'account_id': 24114983, 'reputation': 11, 'user_id': 18085009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4478eee2fc01a96b35024b35bd9e9ab3?s=256&d=identicon&r=PG', 'display_name': 'B&#225;lint Komj&#225;ti', 'link': 'https://stackoverflow.com/users/18085009/b%c3%a1lint-komj%c3%a1ti'}",False,171,1,1,1667893421,1643810217,1667893421.0,70956918,CC BY-SA 4.0,https://stackoverflow.com/questions/70956918/is-it-possible-to-add-notes-to-an-rmarkdown-html-document-after-knitting,Is it possible to add notes to an rmarkdown html document AFTER knitting?,,,,
