,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
0,"['html', 'unicode', 'html-encode']","{'account_id': 1990548, 'reputation': 483, 'user_id': 1784649, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/2e77c249b1beb106704e40db53b13f67?s=256&d=identicon&r=PG', 'display_name': 'KeVee', 'link': 'https://stackoverflow.com/users/1784649/kevee'}",True,22893,14017324.0,4,3,1669195562,1356325741,1564672666.0,14017309,CC BY-SA 4.0,https://stackoverflow.com/questions/14017309/why-am-i-getting-%c3%a2%e2%82%ac-character-in-plain-html,Why am I getting &#226;€ character in plain HTML?,,,,,
1,"['html', 'google-chrome', 'css', 'webkit']","{'account_id': 1254878, 'reputation': 6675, 'user_id': 1214563, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/b3c421c3b583291e1bec53780bea8748?s=256&d=identicon&r=PG', 'display_name': 'skyisred', 'link': 'https://stackoverflow.com/users/1214563/skyisred'}",True,1587,,3,2,1669189001,1354478698,,13673297,CC BY-SA 3.0,https://stackoverflow.com/questions/13673297/extra-margin-on-side-of-an-image-in-chrome,Extra margin on side of an image in Chrome,,,,,
2,"['html', 'typescript', 'types', 'html5-canvas', 'static-typing']","{'account_id': 232631, 'reputation': 25070, 'user_id': 497600, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9d2bd51b0d7a3e483cb42919119d2e8d?s=256&d=identicon&r=PG', 'display_name': 'lhk', 'link': 'https://stackoverflow.com/users/497600/lhk'}",True,90431,13671174.0,8,116,1669007583,1354452397,1669007583.0,13669404,CC BY-SA 4.0,https://stackoverflow.com/questions/13669404/typescript-problems-with-type-system,TypeScript: problems with type system,,,,,
3,"['html', 'jquery', 'twitter-bootstrap']","{'account_id': 344914, 'reputation': 2373, 'user_id': 677524, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/9qCf8.jpg?s=256&g=1', 'display_name': 'mfreitas', 'link': 'https://stackoverflow.com/users/677524/mfreitas'}",True,26362,13669331.0,4,8,1668867169,1354414606,1668867169.0,13665800,CC BY-SA 4.0,https://stackoverflow.com/questions/13665800/bootstrap-collapse-data-parent-not-working,Bootstrap collapse data-parent not working,,,,,
4,"['html', 'html5-canvas']","{'account_id': 890610, 'reputation': 2563, 'user_id': 928963, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ffb84bb1b35a991088121eacb6fe307b?s=256&d=identicon&r=PG', 'display_name': 'James Boutcher', 'link': 'https://stackoverflow.com/users/928963/james-boutcher'}",True,42189,,5,14,1668777965,1355319436,,13841038,,https://stackoverflow.com/questions/13841038/html-workflow-designer-w-drag-and-drop,HTML Workflow designer w/ Drag and Drop,1394745955.0,1668778726.0,Not suitable for this site,,
5,"['html', 'css']","{'account_id': 1520502, 'reputation': 1996, 'user_id': 1420296, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/de7cc7dfdcd84719295d0278f4d52bce?s=256&d=identicon&r=PG', 'display_name': 'soft genic', 'link': 'https://stackoverflow.com/users/1420296/soft-genic'}",True,56859,13883285.0,9,45,1668701932,1355498785,1572699779.0,13881548,CC BY-SA 4.0,https://stackoverflow.com/questions/13881548/sticky-footer-hiding-content,Sticky footer hiding content,,,,,
6,"['php', 'css', 'facebook', 'html']","{'account_id': 1785409, 'reputation': 169, 'user_id': 1626972, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/108a1e719dade67252ba2a3e21ea4e2d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Div', 'link': 'https://stackoverflow.com/users/1626972/div'}",False,8580,,3,0,1668445270,1356329440,1356330613.0,14017703,CC BY-SA 3.0,https://stackoverflow.com/questions/14017703/how-to-give-scrollbar-to-the-div-in-mobile,How to give scrollbar to the div in mobile,,,,,
7,"['html', 'css', 'browser']","{'account_id': 1917483, 'reputation': 33826, 'user_id': 1729773, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/F768X.gif?s=256&g=1', 'display_name': 'ATOzTOA', 'link': 'https://stackoverflow.com/users/1729773/atoztoa'}",True,286251,14046754.0,19,144,1668081789,1356558951,1356559215.0,14046738,CC BY-SA 3.0,https://stackoverflow.com/questions/14046738/how-to-disable-css-in-browser-for-testing-purposes,How to disable CSS in Browser for testing purposes,,,,,
8,"['javascript', 'jquery', 'html', 'dom-events']","{'account_id': 1401654, 'reputation': 107, 'user_id': 1330315, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/789d9fbf2b3d6d4eff7b26021db812eb?s=256&d=identicon&r=PG', 'display_name': 'Faisal Amjad', 'link': 'https://stackoverflow.com/users/1330315/faisal-amjad'}",True,23279,14102934.0,13,8,1667668235,1356964994,1569335075.0,14102912,CC BY-SA 4.0,https://stackoverflow.com/questions/14102912/execute-statement-after-return-statement-in-javascript,Execute statement after return statement in Javascript,,,,,
9,"['ios', 'html', 'input', 'camera']","{'account_id': 1405957, 'reputation': 1181, 'user_id': 1333670, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/ff57aef3459e0e1e5dd8550177753383?s=256&d=identicon&r=PG', 'display_name': 'Simon', 'link': 'https://stackoverflow.com/users/1333670/simon'}",True,4294,,4,11,1667283628,1355913395,1592644375.0,13950437,CC BY-SA 4.0,https://stackoverflow.com/questions/13950437/allow-only-access-to-camera-device-in-html5,Allow only access to camera device in HTML5,,,,,
10,"['php', 'html', 'email', 'phpmailer']","{'account_id': 1650176, 'reputation': 993, 'user_id': 1520936, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/de1b45485e8b128f4247c4ca4f5af9e8?s=256&d=identicon&r=PG', 'display_name': 'darkman', 'link': 'https://stackoverflow.com/users/1520936/darkman'}",True,33333,13957240.0,4,17,1667030217,1355934094,1355934184.0,13956663,CC BY-SA 3.0,https://stackoverflow.com/questions/13956663/cant-send-email-with-correct-characters-with-phpmailer,Cant send email with correct characters with PHPMailer,,,,,
11,"['html', 'input']","{'account_id': 1517269, 'reputation': 376, 'user_id': 1417991, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/fcd7fef372109661486d16b6b2eda729?s=256&d=identicon&r=PG', 'display_name': 'amomin', 'link': 'https://stackoverflow.com/users/1417991/amomin'}",True,44642,13721552.0,4,12,1666893999,1354663249,,13713755,CC BY-SA 3.0,https://stackoverflow.com/questions/13713755/html-input-time-step-attribute-to-set-timestep-by-say-x-minutes,"HTML input time, step attribute to set timestep by (say) x minutes?",,,,,
12,"['javascript', 'html', 'text']","{'account_id': 1325502, 'reputation': 777, 'user_id': 1270405, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/4b6aeb5e4ac611feeddeefe38cdf5d4a?s=256&d=identicon&r=PG', 'display_name': 'CRS', 'link': 'https://stackoverflow.com/users/1270405/crs'}",True,237524,13709663.0,6,62,1666782867,1354645633,1448655220.0,13709482,CC BY-SA 3.0,https://stackoverflow.com/questions/13709482/how-to-read-text-file-in-javascript,How to read text file in JavaScript,,,,,
13,"['html', 'css']","{'account_id': 2181174, 'reputation': 41, 'user_id': 1930638, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4fc5f2d8782b85d9845f8c5fc84f3c1?s=256&d=identicon&r=PG', 'display_name': 'user1930638', 'link': 'https://stackoverflow.com/users/1930638/user1930638'}",True,15425,,6,4,1666750843,1356554842,1356633758.0,14046087,CC BY-SA 3.0,https://stackoverflow.com/questions/14046087/image-after-text,Image after text,,,,,
14,"['php', 'html']","{'account_id': 1952639, 'reputation': 879, 'user_id': 1756404, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c6b50cab9b46288ea677567f0a0090e3?s=256&d=identicon&r=PG', 'display_name': 'Udy Warnasuriya', 'link': 'https://stackoverflow.com/users/1756404/udy-warnasuriya'}",True,18359,13767279.0,6,3,1666377006,1354898210,,13767211,CC BY-SA 3.0,https://stackoverflow.com/questions/13767211/php-multidimensional-array-to-html-table,PHP multidimensional array to html table,,,,,
15,"['html', 'css', 'html-lists', 'css-multicolumn-layout']","{'account_id': 324455, 'reputation': 7334, 'user_id': 645029, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/9f68b511788bc7750d7740fe907755bd?s=256&d=identicon&r=PG', 'display_name': 'Devin Crossman', 'link': 'https://stackoverflow.com/users/645029/devin-crossman'}",True,14786,13793523.0,1,10,1666366795,1355099357,1666366773.0,13793438,,https://stackoverflow.com/questions/13793438/ordered-list-two-column-flow,ordered list two column flow,,1666366868.0,Duplicate,,
16,"['html', 'css']","{'account_id': 1182620, 'reputation': 3127, 'user_id': 1157224, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/446dae8f7493cfac47881a73d477702d?s=256&d=identicon&r=PG', 'display_name': 'Castilho', 'link': 'https://stackoverflow.com/users/1157224/castilho'}",True,881,14031484.0,2,1,1666366722,1356443580,1666366722.0,14031243,CC BY-SA 4.0,https://stackoverflow.com/questions/14031243/margin-of-one-element-affecting-the-element-at-its-side,Margin of one element affecting the element at its side,,,,,
17,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user818700'}",True,251917,13840572.0,11,136,1666362274,1355317291,1629457627.0,13840403,CC BY-SA 4.0,https://stackoverflow.com/questions/13840403/edit-line-thickness-of-css-underline-attribute,Edit line thickness of CSS &#39;underline&#39; attribute,,,,,
18,['html'],"{'account_id': 1382761, 'reputation': 1618, 'user_id': 1315428, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/ouWs0.jpg?s=256&g=1', 'display_name': 'Kashif Hanif', 'link': 'https://stackoverflow.com/users/1315428/kashif-hanif'}",True,43782,14029104.0,4,18,1666085710,1356425085,1468245460.0,14029080,CC BY-SA 3.0,https://stackoverflow.com/questions/14029080/how-to-add-option-group-in-html-select,How to add Option group in HTML select?,,,,,
19,"['php', 'html', 'sql']","{'account_id': 2150860, 'reputation': 11, 'user_id': 1907276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1ba296e85fd8862383b627e05e3ea65?s=256&d=identicon&r=PG', 'display_name': 'user1907276', 'link': 'https://stackoverflow.com/users/1907276/user1907276'}",False,152,,2,0,1665614029,1355629371,1665614029.0,13898410,CC BY-SA 4.0,https://stackoverflow.com/questions/13898410/sql-database-being-updated-with-html-form,SQL database being updated with HTML form,,,,,
20,"['html', 'blogger', 'xml-namespaces']","{'account_id': 1049005, 'reputation': 1043, 'user_id': 1053352, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/8ba8f6e0a0365b0659f27778bf4d1a90?s=256&d=identicon&r=PG', 'display_name': 'pigletfly', 'link': 'https://stackoverflow.com/users/1053352/pigletfly'}",True,711,,2,3,1665479779,1356334094,1447710357.0,14018422,CC BY-SA 3.0,https://stackoverflow.com/questions/14018422/how-to-find-xmlns-definition,how to find xmlns definition?,,,,,
21,"['javascript', 'html', 'css', 'tooltip', 'delay']","{'account_id': 1843996, 'reputation': 7351, 'user_id': 1672778, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/uxHbs.gif?s=256&g=1', 'display_name': 'ModernDesigner', 'link': 'https://stackoverflow.com/users/1672778/moderndesigner'}",True,8267,13811558.0,3,6,1665451655,1355184642,,13811538,CC BY-SA 3.0,https://stackoverflow.com/questions/13811538/how-to-delay-basic-html-tooltip,How to delay basic HTML tooltip?,,,,,
22,"['html', 'css', 'forms', 'file-upload']","{'account_id': 1394216, 'reputation': 787, 'user_id': 1324335, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ca80732e2d6a0ce3c264165bd708ee69?s=256&d=identicon&r=PG', 'display_name': 'AttikAttak', 'link': 'https://stackoverflow.com/users/1324335/attikattak'}",True,14504,14075577.0,2,5,1665138113,1356726779,1665138113.0,14075420,CC BY-SA 4.0,https://stackoverflow.com/questions/14075420/styling-the-input-type-file-how-do-i-display-the-file-path,Styling the input type=&quot;file&quot;. How do I display the file path?,,,,,
23,"['html', 'css', 'layout', 'positioning']","{'account_id': 378878, 'reputation': 1382, 'user_id': 731881, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/082182a2e2a07d0e8f9a94aa4310bbda?s=256&d=identicon&r=PG', 'display_name': 'technillogue', 'link': 'https://stackoverflow.com/users/731881/technillogue'}",False,68,,1,-1,1665074177,1354389274,1665074177.0,13662792,CC BY-SA 4.0,https://stackoverflow.com/questions/13662792/is-it-possible-to-position-elements-by-their-center,Is it possible to position elements by their center?,,,,,
24,"['html', 'css', 'list', 'drop-down-menu', 'html-select']","{'account_id': 2069909, 'reputation': 1808, 'user_id': 1844626, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/663769a0664dc58fb688ad1f22667a9e?s=256&d=identicon&r=PG', 'display_name': 'user1844626', 'link': 'https://stackoverflow.com/users/1844626/user1844626'}",True,553133,13931670.0,7,78,1664964426,1355828682,1455736842.0,13931571,CC BY-SA 3.0,https://stackoverflow.com/questions/13931571/how-can-change-width-of-dropdown-list,How can change width of dropdown list?,,,,,
25,"['python', 'html', 'forms', 'post', 'flask']","{'account_id': 558263, 'reputation': 894, 'user_id': 920788, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/e93163d8ff063f2e1be6cbcf570119f1?s=256&d=identicon&r=PG', 'display_name': 'semisight', 'link': 'https://stackoverflow.com/users/920788/semisight'}",True,23988,,4,26,1664470475,1356657890,1378479077.0,14063423,CC BY-SA 3.0,https://stackoverflow.com/questions/14063423/flask-receiving-empty-forms,Flask receiving empty forms,,,,,
