,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,['html'],"{'account_id': 21589239, 'reputation': 13, 'user_id': 16548049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ae018c062689c87db3efd7a9dc0238c?s=256&d=identicon&r=PG&f=1', 'display_name': 'JD15', 'link': 'https://stackoverflow.com/users/16548049/jd15'}",True,559,68565110.0,2,0,1669108565,1627491141,1627493072.0,68564445,CC BY-SA 4.0,https://stackoverflow.com/questions/68564445/how-to-align-a-checkbox-and-text-on-the-same-line-in-html,How to align a Checkbox and Text on the same line in HTML?,,,
1,"['javascript', 'html', 'css', 'dom', 'dom-manipulation']","{'account_id': 22206111, 'reputation': 39, 'user_id': 16445996, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58a7cec1a9d1e58438b19448ff26324a?s=256&d=identicon&r=PG&f=1', 'display_name': 'BestCodingExpert', 'link': 'https://stackoverflow.com/users/16445996/bestcodingexpert'}",True,436,68382167.0,2,0,1669107620,1626280066,1626282387.0,68381858,CC BY-SA 4.0,https://stackoverflow.com/questions/68381858/making-a-switch-theme-button-using-localstorage-of-javascript-and-css-variables,Making a switch theme button using localStorage of javascript and CSS variables but facing many issues,,,
2,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 21896833, 'reputation': 11, 'user_id': 16183001, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d1aea9a3fe7843262772d2656c7200a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Youngjun Woo', 'link': 'https://stackoverflow.com/users/16183001/youngjun-woo'}",False,909,,3,1,1669086452,1625455112,1625496127.0,68250396,CC BY-SA 4.0,https://stackoverflow.com/questions/68250396/why-is-my-scrollwidth-showing-wrong-number-react-js,Why is my scrollWidth showing wrong number? React JS,,,
3,"['html', 'css']","{'account_id': 7629368, 'reputation': 7909, 'user_id': 5784924, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/LC3Oq.png?s=256&g=1', 'display_name': 'Nicolas', 'link': 'https://stackoverflow.com/users/5784924/nicolas'}",True,167,68593613.0,2,3,1669066206,1627655275,1627659512.0,68592654,CC BY-SA 4.0,https://stackoverflow.com/questions/68592654/non-disabled-checkbox-being-targeted-by-the-read-only-pseudo-element,non-disabled checkbox being targeted by the :read-only pseudo element,,,
4,"['javascript', 'html', 'css', 'twitter-bootstrap']","{'account_id': 22000036, 'reputation': 23, 'user_id': 16271867, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjR_PCOKw3mHcSEh4Yn5ZAens54r58r4i-X5MhZhA=k-s256', 'display_name': 'Sarah Blo', 'link': 'https://stackoverflow.com/users/16271867/sarah-blo'}",True,141,68602649.0,1,2,1669043837,1627734600,1669043837.0,68602132,CC BY-SA 4.0,https://stackoverflow.com/questions/68602132/how-to-make-a-bootstrap-collapse-smooth,how to make a bootstrap collapse smooth,,,
5,"['javascript', 'html', 'css', 'data-filtering']","{'account_id': 15130611, 'reputation': 61, 'user_id': 10918620, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e436d6dae6d514f97904f0ace0926f5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Illyrian', 'link': 'https://stackoverflow.com/users/10918620/illyrian'}",True,455,68600542.0,1,0,1668822110,1627718398,,68600257,CC BY-SA 4.0,https://stackoverflow.com/questions/68600257/how-to-make-on-default-data-filter-to-filter-on-load-only-barcoffeshop-not-all,How to make on default data-filter to filter on load only .barcoffeshop not all the posts,,,
6,"['html', 'swiper.js']","{'account_id': 16888402, 'reputation': 566, 'user_id': 12212617, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-OE-80-2bS_U/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdZ_MAKhiXxpCuRNCRPhIEQ5Tu5zg/photo.jpg?sz=256', 'display_name': 'Essay97', 'link': 'https://stackoverflow.com/users/12212617/essay97'}",False,2270,,1,1,1668802019,1625732665,1625735352.0,68298014,CC BY-SA 4.0,https://stackoverflow.com/questions/68298014/swiper-js-not-showing-navigation-arrows,Swiper js not showing navigation arrows,,,
7,"['html', 'editor', 'blogs', 'tumblr']","{'account_id': 17897873, 'reputation': 21, 'user_id': 13002788, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/flCH5.jpg?s=256&g=1', 'display_name': 'Lutalli', 'link': 'https://stackoverflow.com/users/13002788/lutalli'}",False,323,,0,2,1668692551,1625984815,1668692551.0,68333745,CC BY-SA 4.0,https://stackoverflow.com/questions/68333745/a-better-way-to-edit-tumblr-blogs-in-html,A Better Way to Edit Tumblr Blogs in HTML?,,,
8,"['html', 'css', 'bootstrap-4']","{'account_id': 22347917, 'reputation': 37, 'user_id': 16566606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12443e789460e84062b3e91c61413bea?s=256&d=identicon&r=PG&f=1', 'display_name': 'mstf dmr', 'link': 'https://stackoverflow.com/users/16566606/mstf-dmr'}",True,1085,68602210.0,4,3,1667986745,1627734230,,68602074,CC BY-SA 4.0,https://stackoverflow.com/questions/68602074/bootstrap-responsive-cards,Bootstrap Responsive Cards,,,
9,"['html', 'css', 'twitter-bootstrap', 'bootstrap-4', 'vuejs2']","{'account_id': 10278040, 'reputation': 2238, 'user_id': 7584240, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://i.stack.imgur.com/9BMGL.jpg?s=256&g=1', 'display_name': 'BATMAN_2008', 'link': 'https://stackoverflow.com/users/7584240/batman-2008'}",True,9096,68279779.0,3,13,1667904552,1625231181,,68225754,CC BY-SA 4.0,https://stackoverflow.com/questions/68225754/bootstrap-icons-does-not-appear-in-the-front-end-when-used-in-vuejs-template,Bootstrap icons does not appear in the front-end when used in Vuejs Template,,,
