,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['html', 'angular', 'typescript', 'charts', 'html5-canvas']","{'account_id': 15978760, 'reputation': 3, 'user_id': 11530948, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Ruc19xbNUlA/AAAAAAAAAAI/AAAAAAAAAJg/_tKgjFGlyWY/photo.jpg?sz=256', 'display_name': 'Adrian Valladares', 'link': 'https://stackoverflow.com/users/11530948/adrian-valladares'}",True,85,72724565.0,1,0,1669007557,1655957659,1669007557.0,72724453,CC BY-SA 4.0,https://stackoverflow.com/questions/72724453/ts2345-argument-of-type-htmlelement-is-not-assignable-to-parameter-of-type-c,TS2345: Argument of type &#39;HTMLElement&#39; is not assignable to parameter of type &#39;ChartItem&#39;,,,
1,"['html', 'css', 'sass', 'yarn-lock.json']","{'account_id': 19093945, 'reputation': 2813, 'user_id': 13943651, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-tjHxgf_vD_0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn55gBoJN5UtOrIB3HdO9dxGalKmQ/photo.jpg?sz=256', 'display_name': 'Raul', 'link': 'https://stackoverflow.com/users/13943651/raul'}",False,260,,1,1,1668985502,1656444987,1656448733.0,72792235,CC BY-SA 4.0,https://stackoverflow.com/questions/72792235/how-to-compile-sass-using-a-yarn-script,How to compile sass using a yarn script?,,,
2,"['html', 'css', 'ios', 'mobile-safari']","{'account_id': 3711107, 'reputation': 121, 'user_id': 3088434, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96c856e7f224e201bb91929121bfd399?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vinz', 'link': 'https://stackoverflow.com/users/3088434/vinz'}",False,235,,1,2,1668849226,1654709805,,72550003,CC BY-SA 4.0,https://stackoverflow.com/questions/72550003/ios-safari-sticky-element-jumps-when-address-bar-shrinks,iOS Safari sticky element jumps when address bar shrinks,,,
3,"['javascript', 'html', 'angularjs']","{'account_id': 13890350, 'reputation': 1, 'user_id': 10028518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/465810c8e25230b07cf31fb9b2ede29b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kumar', 'link': 'https://stackoverflow.com/users/10028518/kumar'}",False,24,,1,0,1668702561,1654841665,1654841776.0,72569805,CC BY-SA 4.0,https://stackoverflow.com/questions/72569805/array-and-checkboxes-i-want-boxes-to-checked-unchecked-based-on-array-values-an,"array and checkboxes, I want boxes to checked/unchecked based on array values and also update array when someone check any box and update the form",,,
4,"['javascript', 'html', 'css']","{'account_id': 4640755, 'reputation': 9313, 'user_id': 3935035, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/370b7aad76088f41a3bf9ee5020bc0e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'four-eyes', 'link': 'https://stackoverflow.com/users/3935035/four-eyes'}",True,74,72798496.0,1,1,1668619930,1656487655,1668619930.0,72797392,CC BY-SA 4.0,https://stackoverflow.com/questions/72797392/how-to-dynamically-add-elements-to-div-and-make-sure-they-are-all-visible-with-c,How to dynamically add Elements to div and make sure they are all visible with CSS,,,
5,"['html', 'github', 'github-pages']","{'account_id': 10288578, 'reputation': 846, 'user_id': 12035742, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/474c1a63730ee79fcbabf8123e0b6d61?s=256&d=identicon&r=PG', 'display_name': 'Ethan', 'link': 'https://stackoverflow.com/users/12035742/ethan'}",False,41,,1,0,1668547201,1654984441,1668546632.0,72588078,CC BY-SA 4.0,https://stackoverflow.com/questions/72588078/hiding-page-title-on-github-pages-but-leaving-it-on-tab,Hiding page title on GitHub pages but leaving it on tab,,,
6,"['javascript', 'html', 'jquery', 'web-scraping', 'web-crawler']","{'account_id': 25076512, 'reputation': 75, 'user_id': 18929875, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyGjtVzrDTpPiOk7hY4udXlHjTIl-JJh4MUTelB=k-s256', 'display_name': 'Harry', 'link': 'https://stackoverflow.com/users/18929875/harry'}",True,54,72587386.0,2,2,1668439690,1654952409,,72584529,CC BY-SA 4.0,https://stackoverflow.com/questions/72584529/how-to-get-element-with-tag-name-htpicture-source-using-jquery,How to get element with tag name &#39;&lt;ht:picture_source&gt;&#39; using JQuery?,,,
7,"['python', 'html', 'django', 'bootstrap-4']","{'account_id': 25559481, 'reputation': 85, 'user_id': 19342335, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzDhVVHJNKZVly19p00q4wYSmwSYcSVa86_5dr4=k-s256', 'display_name': 'Ameya Potdar', 'link': 'https://stackoverflow.com/users/19342335/ameya-potdar'}",True,132,73031848.0,1,-1,1668357002,1655556269,1661236736.0,72669343,CC BY-SA 4.0,https://stackoverflow.com/questions/72669343/error-serializer-getting-multiple-values-for-argument-instance,Error : Serializer getting multiple values for argument &#39;instance&#39;,,,
8,"['html', 'sql', 'flask', 'ssms']","{'account_id': 22552344, 'reputation': 1, 'user_id': 16741280, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/802ef29c6d4325b905e75e668b669e16?s=256&d=identicon&r=PG&f=1', 'display_name': 'Muhammad Rizwan', 'link': 'https://stackoverflow.com/users/16741280/muhammad-rizwan'}",False,159,,0,0,1668332911,1654364926,1654371236.0,72501914,CC BY-SA 4.0,https://stackoverflow.com/questions/72501914/bring-data-from-a-sql-server-table-to-flask-python-and-then-show-in-html,Bring data from a SQL Server table to flask Python and then show in html,,,
9,"['html', 'css', 'python-3.x', 'pandas', 'pandas-styles']","{'account_id': 18337431, 'reputation': 173, 'user_id': 13354525, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-WYec3T-qYTo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPkEU__sNAWNszZW4qL0zqQiTTY5w/photo.jpg?sz=256', 'display_name': 'abdelgha4', 'link': 'https://stackoverflow.com/users/13354525/abdelgha4'}",True,160,72704155.0,2,2,1668189600,1655814739,1655828633.0,72700845,CC BY-SA 4.0,https://stackoverflow.com/questions/72700845/how-to-hide-index-level-in-pandas-1-4,How to hide index level in pandas &lt;1.4,,,
10,"['html', 'json', 'go', 'parsing']","{'account_id': 20298567, 'reputation': 38, 'user_id': 14888555, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nbZ8W.jpg?s=256&g=1', 'display_name': 'Radikulit', 'link': 'https://stackoverflow.com/users/14888555/radikulit'}",False,33,,0,0,1668027861,1654100587,,72465172,CC BY-SA 4.0,https://stackoverflow.com/questions/72465172/golang-is-gogtrands-by-groovili-doesnt-work-any-more,golang: Is &quot;gogtrands&quot; by groovili doesn&#39;t work any more?,,,
11,"['html', 'css']","{'account_id': 5132317, 'reputation': 755, 'user_id': 4112049, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/o8GjM.png?s=256&g=1', 'display_name': 'Perqin', 'link': 'https://stackoverflow.com/users/4112049/perqin'}",True,57,74377625.0,1,0,1668008482,1656384942,,72780266,CC BY-SA 4.0,https://stackoverflow.com/questions/72780266/why-doesnt-blur-backdrop-filter-work-together-with-mask-image,Why doesn&#39;t blur backdrop-filter work together with mask-image?,,,
12,"['javascript', 'html', 'css', 'tailwind-css', 'styling']","{'account_id': 18869973, 'reputation': 67, 'user_id': 13764834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eafb5bf0a08b57b5117bc64cbdb23650?s=256&d=identicon&r=PG&f=1', 'display_name': 'Reuben Rapose', 'link': 'https://stackoverflow.com/users/13764834/reuben-rapose'}",True,442,72698408.0,2,3,1667971408,1655399571,,72649576,CC BY-SA 4.0,https://stackoverflow.com/questions/72649576/how-to-force-dark-mode-using-tailwindcss-on-browsers,How to force dark-mode using TailwindCSS on browsers?,,,
13,"['php', 'html', 'css']","{'account_id': 14760366, 'reputation': 15, 'user_id': 10659886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b3c64eaa6352c9b297d5b2cb7ef0b11?s=256&d=identicon&r=PG&f=1', 'display_name': 'pjeigh', 'link': 'https://stackoverflow.com/users/10659886/pjeigh'}",True,55,,1,0,1667964225,1655320915,,72636813,CC BY-SA 4.0,https://stackoverflow.com/questions/72636813/want-to-use-php-include-to-place-a-page-header-in-bootstrap-5-based-on-the-fil,Want to use PHP include to place a page header (in Bootstrap 5) based on the file name (and location),,,
14,"['javascript', 'html', 'null', 'coding-style']","{'account_id': 19339689, 'reputation': 4063, 'user_id': 14529779, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d944a0b7c9e2f34b41c4887d1afaecb3?s=256&d=identicon&r=PG&f=1', 'display_name': 'El Mehdi', 'link': 'https://stackoverflow.com/users/14529779/el-mehdi'}",True,300,72499105.0,1,0,1667902015,1654339033,,72499066,CC BY-SA 4.0,https://stackoverflow.com/questions/72499066/conditionally-display-data-in-html-with-conditions,Conditionally display data in HTML with conditions,,,
