,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
0,"['javascript', 'html', 'angular', 'typescript', 'angular-material']","{'account_id': 14383745, 'reputation': 181, 'user_id': 10390275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d98200a1b1425a48912f13d6ed2cd35?s=256&d=identicon&r=PG', 'display_name': 'Eugene', 'link': 'https://stackoverflow.com/users/10390275/eugene'}",True,1382,66183950.0,1,0,1669112959,1613168832,66179851,CC BY-SA 4.0,https://stackoverflow.com/questions/66179851/angular-11-mat-table-pagination-with-grouping,Angular 11 Mat-table pagination with grouping,,,,
1,"['html', 'css', 'toggle', 'navbar']","{'account_id': 20510496, 'reputation': 1, 'user_id': 15052389, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-KsDRsu4udn4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckn_OH81bXvnyTdP8sxcuqjNiR92w/s96-c/photo.jpg?sz=256', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/15052389/paul'}",False,152,,1,0,1669046320,1612207789,65998956,CC BY-SA 4.0,https://stackoverflow.com/questions/65998956/how-to-align-navbar-item-to-the-right-side-also-in-the-data-toggle-when-minimiz,How to align navbar item to the right side (also in the data-toggle when minimizing)?,1669046320.0,,,
2,"['javascript', 'html', 'selection-api']","{'account_id': 45499, 'reputation': 2642, 'user_id': 134120, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/afe563c5fd5aa838dafd41c45803f2eb?s=256&d=identicon&r=PG', 'display_name': 'AsGoodAsItGets', 'link': 'https://stackoverflow.com/users/134120/asgoodasitgets'}",False,99,,1,1,1669018265,1613490830,66227756,CC BY-SA 4.0,https://stackoverflow.com/questions/66227756/how-to-get-the-caret-position-inside-input-type-number-element,How to get the caret position inside input type=&quot;number&quot; element?,1669018265.0,,,
3,"['html', 'dom', 'browser', 'html-parsing']","{'account_id': 15932951, 'reputation': 113, 'user_id': 11496801, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/497ebac836f303d212a41d4ebab1b567?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thelostcause', 'link': 'https://stackoverflow.com/users/11496801/thelostcause'}",False,191,,0,1,1668860467,1614490732,66406162,CC BY-SA 4.0,https://stackoverflow.com/questions/66406162/html-parsing-and-dom-tree-construction,HTML Parsing and Dom Tree construction,1614619006.0,,,
4,"['html', 'http', 'tcp', 'rtos', 'mcu']","{'account_id': 20634571, 'reputation': 3, 'user_id': 15148587, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb05088461f268937e1c9371f0d9ade0?s=256&d=identicon&r=PG&f=1', 'display_name': 'StackJ', 'link': 'https://stackoverflow.com/users/15148587/stackj'}",True,161,66062271.0,2,0,1668605740,1612481507,66055413,CC BY-SA 4.0,https://stackoverflow.com/questions/66055413/http-1-1-get-requests-are-too-quick-for-server-to-respond-causing-tcp-retransmis,HTTP 1.1 GET requests are too quick for server to respond causing TCP Retransmission,,,,
5,"['html', 'angular']","{'account_id': 13735578, 'reputation': 435, 'user_id': 9911969, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-1YRcZTFIuKw/AAAAAAAAAAI/AAAAAAAAABE/Xq24tjS9c2M/photo.jpg?sz=256', 'display_name': 'Divek John', 'link': 'https://stackoverflow.com/users/9911969/divek-john'}",True,2290,66397727.0,3,2,1667905599,1614421215,66397726,CC BY-SA 4.0,https://stackoverflow.com/questions/66397726/how-to-specify-replace-url-option-in-router-link-angular-html-template,How to specify replace url option in router link angular html template,,,,
6,"['javascript', 'html']","{'account_id': 20599829, 'reputation': 5, 'user_id': 15121329, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BsWgI.png?s=256&g=1', 'display_name': 'Connor Jarrett', 'link': 'https://stackoverflow.com/users/15121329/connor-jarrett'}",True,267,65990028.0,3,0,1667842148,1612168539,65989432,CC BY-SA 4.0,https://stackoverflow.com/questions/65989432/reload-image-on-loop-javascript-html,Reload image on loop (JavaScript / HTML),1667842148.0,,,
7,"['javascript', 'html', 'jquery']","{'account_id': 20453715, 'reputation': 31, 'user_id': 15153479, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6427598cff9ae1710b19a68ac237e7b7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dev mml', 'link': 'https://stackoverflow.com/users/15153479/dev-mml'}",True,67,,2,0,1667454379,1613704260,66271255,CC BY-SA 4.0,https://stackoverflow.com/questions/66271255/hide-a-div-after-attaching-it-to-html-with-the-jquery-append,hide a div after attaching it to html with the Jquery append,1667454379.0,,,
8,"['html', 'next.js', 'hidden']","{'account_id': 1885624, 'reputation': 3015, 'user_id': 1704895, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/SvOnC.jpg?s=256&g=1', 'display_name': 'Cequiel', 'link': 'https://stackoverflow.com/users/1704895/cequiel'}",True,3086,66320378.0,2,3,1667247167,1614012190,66319803,CC BY-SA 4.0,https://stackoverflow.com/questions/66319803/nextjs-dev-only-pages,NextJS: dev only pages,,,,
9,"['c#', 'html', '.net-core', 'gmail']","{'account_id': 4712199, 'reputation': 1014, 'user_id': 3812384, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/8f65673ff0e11b1a349fcbfa158691cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'WynDiesel', 'link': 'https://stackoverflow.com/users/3812384/wyndiesel'}",False,715,,0,0,1667212855,1614152140,66346517,CC BY-SA 4.0,https://stackoverflow.com/questions/66346517/cant-click-download-link-in-gmail,Cant click download link in Gmail,1614153252.0,,,
