,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['c', 'parallel-processing', 'mpi']","{'account_id': 15449065, 'reputation': 3, 'user_id': 11145079, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-dBOSnTYoZmA/AAAAAAAAAAI/AAAAAAAAAdE/4WzMz8Snnn0/photo.jpg?sz=256', 'display_name': 'BobEhab', 'link': 'https://stackoverflow.com/users/11145079/bobehab'}",True,493,2,0,1668967549,1639521469,1639540589.0,70356370,CC BY-SA 4.0,https://stackoverflow.com/questions/70356370/fatal-error-stdio-h-file-not-found-when-running-mpicc-cmd-on-macos-m1,"fatal error: &#39;stdio.h&#39; file not found, when running mpicc cmd on macOS M1",,,,
1,"['c', 'algorithm', 'floating-point', 'libc']","{'account_id': 1772120, 'reputation': 4742, 'user_id': 1778275, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/78a3df55ab56cc37018c1b609baa03b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'pmor', 'link': 'https://stackoverflow.com/users/1778275/pmor'}",True,191,3,2,1668921950,1640706344,1640706727.0,70509323,CC BY-SA 4.0,https://stackoverflow.com/questions/70509323/is-it-possible-to-implement-nextafter-w-o-obtaining-a-binary-representation,Is it possible to implement nextafter w/o obtaining a binary representation?,70512041.0,,,
2,"['arrays', 'c', 'function', 'pointers', 'matrix']","{'account_id': 23528599, 'reputation': 1, 'user_id': 17574670, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e09d805d478d42838383e508f218351e?s=256&d=identicon&r=PG', 'display_name': 'ridgiz', 'link': 'https://stackoverflow.com/users/17574670/ridgiz'}",False,248,1,-1,1668680387,1638476526,1638901328.0,70206005,CC BY-SA 4.0,https://stackoverflow.com/questions/70206005/multidimensional-array-3x3-average-in-c,Multidimensional Array 3x3 Average in C,,,,
3,"['c', 'gcc', 'clang', 'code-coverage', 'gcov']","{'account_id': 16607989, 'reputation': 410, 'user_id': 12001850, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-q42O43vc_B4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfHn8-gzpN7rsHAiDgsrjfNDsZMWw/photo.jpg?sz=256', 'display_name': 'ITW', 'link': 'https://stackoverflow.com/users/12001850/itw'}",True,615,2,0,1668609082,1640138459,,70443464,CC BY-SA 4.0,https://stackoverflow.com/questions/70443464/undefined-reference-to-llvm-gcov-init,undefined reference to `llvm_gcov_init&#39;,70443465.0,,,
4,"['c', 'printf', 'scanf', 'conversion-specifier']","{'account_id': 20534095, 'reputation': 23, 'user_id': 15183089, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0a23bacc66e04d99838163d8de64e4e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shaun', 'link': 'https://stackoverflow.com/users/15183089/shaun'}",True,418,1,2,1668506334,1639409071,1668506334.0,70337012,CC BY-SA 4.0,https://stackoverflow.com/questions/70337012/format-f-expects-argument-of-type-double-but-argument-2-has-type-float,"Format &#39;%f&#39; expects argument of type &#39;double&#39;, but argument 2 has type &#39;float (*)(float *)&#39;",70337122.0,,,
5,"['c', 'stm32', 'sleep', 'stm32cubeide']","{'account_id': 18151792, 'reputation': 418, 'user_id': 13204394, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/991a5bb3ef4bbcb827ea795b407cc68f?s=256&d=identicon&r=PG', 'display_name': 'Todd Rylaarsdam', 'link': 'https://stackoverflow.com/users/13204394/todd-rylaarsdam'}",True,343,1,4,1668321417,1639066812,1639775058.0,70293246,CC BY-SA 4.0,https://stackoverflow.com/questions/70293246/stm32wl-immediately-wakes-from-shutdown-sleep-mode,STM32WL immediately wakes from shutdown sleep mode,74418978.0,,,
6,"['c', 'authentication', 'operating-system']","{'account_id': 16135360, 'reputation': 125, 'user_id': 11647955, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-UwoNhH3nqpI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdd6ZolYXPVBukBLe1z-e4BWuFrRQ/mo/photo.jpg?sz=256', 'display_name': 'Lixt', 'link': 'https://stackoverflow.com/users/11647955/lixt'}",True,55,1,0,1667287793,1639344772,,70327885,CC BY-SA 4.0,https://stackoverflow.com/questions/70327885/operating-system-simple-login-system,Operating System - Simple Login System,72679470.0,,,
7,['c'],"{'account_id': 21338239, 'reputation': 33, 'user_id': 15709136, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjUZptAnAevYyRmDPEdcK5339Xa3PPqGyEFMLR5=k-s256', 'display_name': 'xliben', 'link': 'https://stackoverflow.com/users/15709136/xliben'}",False,117,0,0,1666989848,1639275932,1646161048.0,70320487,CC BY-SA 4.0,https://stackoverflow.com/questions/70320487/static-char-pointer-not-saving-the-initial-value,static char pointer not saving the initial value,,,,
8,"['c', 'stm32', 'i2c', 'mcu']","{'account_id': 9744164, 'reputation': 278, 'user_id': 7224685, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/V1mNi.jpg?s=256&g=1', 'display_name': 'mohammadsdtmnd', 'link': 'https://stackoverflow.com/users/7224685/mohammadsdtmnd'}",True,255,3,4,1666010796,1639465549,1666010796.0,70344909,CC BY-SA 4.0,https://stackoverflow.com/questions/70344909/copy-larger-size-variable-unit16-to-equivalent-smaller-array-size-unint8-by-cast,Copy larger size variable unit16 to equivalent smaller array size unint8 by casting in c,70346690.0,,,
9,"['c', 'gcc', 'ld']","{'account_id': 18190725, 'reputation': 59, 'user_id': 13236622, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a09312f24e37b9d67e8ca63d99da3820?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alazar', 'link': 'https://stackoverflow.com/users/13236622/alazar'}",True,674,2,1,1665720809,1640213754,,70455981,CC BY-SA 4.0,https://stackoverflow.com/questions/70455981/why-gcc-is-adding-comment-and-note-gnu-property-section,why gcc is adding .comment and .note.gnu.property section?,70456670.0,,,
