,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['c', 'linux-kernel', 'driver', 'beagleboneblack', 'dma']","{'account_id': 25332047, 'reputation': 761, 'user_id': 19151717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6061f92b5db19c98494067f1fb34c7e0?s=256&d=identicon&r=PG', 'display_name': 'Voidsay', 'link': 'https://stackoverflow.com/users/19151717/voidsay'}",True,373,72997750.0,2,1,1668433922,1657646011,1658915995.0,72956071,CC BY-SA 4.0,https://stackoverflow.com/questions/72956071/dma-alloc-coherent-crashes-kernel-module,dma_alloc_coherent crashes kernel module,,
1,"['c', 'global']","{'account_id': 25420890, 'reputation': 505, 'user_id': 19226936, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec12bc4477101dbf2c9ee0bf4df31708?s=256&d=identicon&r=PG', 'display_name': 'Random', 'link': 'https://stackoverflow.com/users/19226936/random'}",True,81,72896232.0,1,3,1668422243,1657182322,1668422243.0,72894547,CC BY-SA 4.0,https://stackoverflow.com/questions/72894547/are-globals-considered-as-statements,Are globals considered as statements?,,
2,"['c', 'documentation', 'doxygen']","{'account_id': 25841812, 'reputation': 3, 'user_id': 19577254, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/64612f6fc2105966dd84f9ddd1903aa7?s=256&d=identicon&r=PG', 'display_name': 'Lecram_420', 'link': 'https://stackoverflow.com/users/19577254/lecram-420'}",True,134,73033151.0,1,0,1668150060,1658214080,,73032473,CC BY-SA 4.0,https://stackoverflow.com/questions/73032473/doxygen-typedef-struct,Doxygen typedef struct,,
3,['c'],"{'account_id': 17805579, 'reputation': 1685, 'user_id': 12931358, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11de3d63a63a7fd35c19464105611884?s=256&d=identicon&r=PG&f=1', 'display_name': '4daJKong', 'link': 'https://stackoverflow.com/users/12931358/4dajkong'}",True,89,73146960.0,1,2,1668020219,1658976909,1668020219.0,73146731,CC BY-SA 4.0,https://stackoverflow.com/questions/73146731/how-to-split-chinese-char-array-by-a-specific-delimiter-non-single-chars,How to split Chinese char array by a specific delimiter `……` (non-single chars) in standard C?,,
4,"['c', 'powershell']","{'account_id': 25861860, 'reputation': 11, 'user_id': 19594207, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucpHuwuLXf5Yy7rzat6NK1xGzTOlk9jm0HHnw65jWQ=k-s256', 'display_name': 'Lakpa chhiring Titung', 'link': 'https://stackoverflow.com/users/19594207/lakpa-chhiring-titung'}",False,77,,1,0,1668019462,1658405749,1658407697.0,73065997,CC BY-SA 4.0,https://stackoverflow.com/questions/73065997/i-am-beginner-and-the-code-can-not-be-compile-i-am-trying-to-program-with-visua,I am beginner and the code can not be compile. I am trying to program with visual studio code. I don&#39;t know what is the problem?,,
5,"['c++', 'c', 'visual-studio-code']","{'account_id': 24356487, 'reputation': 13, 'user_id': 18291574, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjYNO8qmDyCf7u4zAEAHZ3-iqJHbR6uZDR_N7ol=k-s256', 'display_name': 'ObamaRules98', 'link': 'https://stackoverflow.com/users/18291574/obamarules98'}",False,316,,2,0,1667850363,1658413295,1658420444.0,73067900,CC BY-SA 4.0,https://stackoverflow.com/questions/73067900/vscode-showing-command-line-error-invalid-number-2-0000-on-every-c-c-program,"VSCode showing command-line error: invalid number: 2 0000 on every C/C++ program, code compiles normally",,
6,"['c', 'windows']","{'account_id': 24289827, 'reputation': 1, 'user_id': 19300842, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b8a5165062ff1f008d45ef4ea7a10e31?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lukas', 'link': 'https://stackoverflow.com/users/19300842/lukas'}",False,48,,0,0,1667452838,1657643553,1667452838.0,72955590,CC BY-SA 4.0,https://stackoverflow.com/questions/72955590/how-to-use-popen-to-both-read-and-write-to-and-from-cmd-in-c-windows,How to use _popen() to both read and write to and from cmd in c (windows)?,,
7,"['c', 'visual-studio-code', 'gdb', 'gdbserver', 'avr32']","{'account_id': 25699565, 'reputation': 1, 'user_id': 19459793, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8414618f0d5d8d184f71b2fc19662656?s=256&d=identicon&r=PG', 'display_name': 'dgonzalezf97', 'link': 'https://stackoverflow.com/users/19459793/dgonzalezf97'}",False,98,,0,0,1666881083,1656673587,1666881083.0,72828314,CC BY-SA 4.0,https://stackoverflow.com/questions/72828314/gdb-for-avr32-using-vscode,GDB for AVR32 using VSCODE,,
8,"['c', 'string', 'split']","{'account_id': 23298645, 'reputation': 57, 'user_id': 17379671, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzlNPcjN5w2KGHcBcQc8fw6w1AGYzHE9V7UOc3X=k-s256', 'display_name': 'BOGDAN DONICI', 'link': 'https://stackoverflow.com/users/17379671/bogdan-donici'}",True,133,72935612.0,3,1,1665848206,1657527555,1657809879.0,72935579,CC BY-SA 4.0,https://stackoverflow.com/questions/72935579/why-c-dosent-split-correctly-arrays,Why C dosen&#39;t split correctly arrays?,,
9,"['c', 'cs50', 'recover']","{'account_id': 25856009, 'reputation': 13, 'user_id': 19589244, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/069e196c4ec3d27b7e2c45260b6d3358?s=256&d=identicon&r=PG', 'display_name': 'MothraVsMechaBilbo', 'link': 'https://stackoverflow.com/users/19589244/mothravsmechabilbo'}",True,371,73056422.0,1,1,1665668238,1658340862,,73056398,CC BY-SA 4.0,https://stackoverflow.com/questions/73056398/cs50-recover-memory-issue,CS50 Recover - memory issue,,
