,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['c', 'x11', 'motif']","{'account_id': 6942471, 'reputation': 4763, 'user_id': 5328289, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0e0e88b500a567f9572d0f8fe4e99405?s=256&d=identicon&r=PG&f=1', 'display_name': 'M.E.', 'link': 'https://stackoverflow.com/users/5328289/m-e'}",True,133,68326828.0,3,0,1668169222,1625902006,1625902548.0,68325648,CC BY-SA 4.0,https://stackoverflow.com/questions/68325648/setting-the-title-of-a-motif-window,Setting the title of a Motif Window,,
1,"['c', 'twos-complement', 'ones-complement']","{'account_id': 5108346, 'reputation': 182, 'user_id': 4095792, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/uBRx9.jpg?s=256&g=1', 'display_name': 'Miguel M', 'link': 'https://stackoverflow.com/users/4095792/miguel-m'}",True,513,68255536.0,3,0,1667521291,1625484753,,68255409,CC BY-SA 4.0,https://stackoverflow.com/questions/68255409/which-complement-does-c-use-internally,Which complement does C use internally?,,
2,"['python', 'c', 'ctypes']","{'account_id': 22201563, 'reputation': 53, 'user_id': 16442172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef3294216edddf16203e4079181e9401?s=256&d=identicon&r=PG&f=1', 'display_name': 'maxterthrowaway', 'link': 'https://stackoverflow.com/users/16442172/maxterthrowaway'}",True,136,68597139.0,2,0,1666902323,1627676847,,68596773,CC BY-SA 4.0,https://stackoverflow.com/questions/68596773/sending-null-terminated-string-to-my-c-code-through-python,Sending null terminated string to my C code through Python,,
3,"['c++', 'c', 'gcc', 'clang', 'secure-coding']","{'account_id': 247985, 'reputation': 1651, 'user_id': 523079, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b5d6c11a514be643da906488f8ecd180?s=256&d=identicon&r=PG', 'display_name': 'swineone', 'link': 'https://stackoverflow.com/users/523079/swineone'}",True,218,,1,3,1666634952,1625922304,,68327985,CC BY-SA 4.0,https://stackoverflow.com/questions/68327985/require-compiler-to-emit-branchless-constant-time-code,Require compiler to emit branchless/constant-time code,,
4,"['c++', 'c', 'esp32']","{'account_id': 15371180, 'reputation': 187, 'user_id': 11089167, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-eiIFTuzc6i8/AAAAAAAAAAI/AAAAAAAABHs/u0NF4ACZ-HE/photo.jpg?sz=256', 'display_name': 'Jalakam Kiran', 'link': 'https://stackoverflow.com/users/11089167/jalakam-kiran'}",False,97,,0,0,1666281499,1627360042,,68538966,CC BY-SA 4.0,https://stackoverflow.com/questions/68538966/esp-audio-kit-speech-recognition-example-not-working,ESP audio kit speech recognition example not working,,
5,"['c', 'intel', 'compiler-optimization', 'apple-m1', 'apple-silicon']","{'account_id': 3870852, 'reputation': 61, 'user_id': 3206160, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ausyB.jpg?s=256&g=1', 'display_name': 'anonaka', 'link': 'https://stackoverflow.com/users/3206160/anonaka'}",False,261,,1,1,1665888186,1625626082,1625627947.0,68279407,CC BY-SA 4.0,https://stackoverflow.com/questions/68279407/does-intel-binary-run-faster-than-arm64-binary-on-m1-macbook,Does Intel binary run faster than arm64 binary on M1 MacBook?,,
6,"['c', 'while-loop', 'do-while']","{'account_id': 22210357, 'reputation': 11, 'user_id': 16449645, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghpqqn57tB9sUkzfWxXNQL93eMwYg4zB5hmyeX9=k-s256', 'display_name': 'Mystgun Fairytail', 'link': 'https://stackoverflow.com/users/16449645/mystgun-fairytail'}",True,61,,1,0,1665588551,1626285630,1665588551.0,68383075,CC BY-SA 4.0,https://stackoverflow.com/questions/68383075/want-to-do-a-loop-that-if-i-press-an-option-it-goes-back-to-another-menu,"Want to do a loop, that if i press an option it goes back to another menu",,
7,"['python', 'c', 'pointers', 'memory', 'dll']","{'account_id': 15596266, 'reputation': 43, 'user_id': 11251714, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f903901f8e1397438d3672e3eb71acc?s=256&d=identicon&r=PG&f=1', 'display_name': 'LilumDaru', 'link': 'https://stackoverflow.com/users/11251714/lilumdaru'}",True,431,68583737.0,2,0,1665236869,1625758275,1627552941.0,68304564,CC BY-SA 4.0,https://stackoverflow.com/questions/68304564/allocation-of-memory-with-python-to-pass-to-dll,Allocation of Memory with python to pass to dll,,
8,"['c', 'segmentation-fault', 'coredump']","{'account_id': 17137828, 'reputation': 15, 'user_id': 12402473, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17126bd743113eca93bf571b42c69aa8?s=256&d=identicon&r=PG&f=1', 'display_name': 'PaYeeTeX', 'link': 'https://stackoverflow.com/users/12402473/payeetex'}",True,736,68468371.0,2,0,1665146892,1626864718,1665146892.0,68468216,CC BY-SA 4.0,https://stackoverflow.com/questions/68468216/how-to-get-rid-of-segmentation-fault-core-dumped,How to get rid of Segmentation fault (core dumped),,
9,"['c', 'datetime', 'trust-zone', 'op-tee', 'trusted-application']","{'account_id': 9251156, 'reputation': 1693, 'user_id': 6871623, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/HtbWQ.jpg?s=256&g=1', 'display_name': 'Everyone', 'link': 'https://stackoverflow.com/users/6871623/everyone'}",True,240,68544062.0,2,1,1663710076,1627385453,,68544061,CC BY-SA 4.0,https://stackoverflow.com/questions/68544061/how-to-get-a-utc-timestamp-in-op-tee-trusted-application-ta-in-datetime-format,How to get a UTC timestamp in OP-TEE Trusted Application (TA) in datetime format?,,
10,"['c', 'boolean', 'typedef', 'conditional-operator', 'misra']","{'account_id': 3577076, 'reputation': 934, 'user_id': 2986042, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2986042', 'link': 'https://stackoverflow.com/users/2986042/user2986042'}",True,833,,4,0,1663591518,1626776863,1626795274.0,68453335,CC BY-SA 4.0,https://stackoverflow.com/questions/68453335/misra-violation-of-ternary-operator-in-c-code,MISRA violation of ternary operator in C code,,
