,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,migrated_from
0,"['c++', 'c', 'include', 'gcov']","{'account_id': 24186099, 'reputation': 11, 'user_id': 18145959, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rPOdV.jpg?s=256&g=1', 'display_name': 'G_M', 'link': 'https://stackoverflow.com/users/18145959/g-m'}",True,234,74538173.0,1,1,1669146291,1644274395,71026443,CC BY-SA 4.0,https://stackoverflow.com/questions/71026443/how-to-get-gcov-results-for-included-c-cpp-files,How to get gcov results for included C/CPP files,,,,
1,"['arrays', 'c']","{'account_id': 12870721, 'reputation': 1, 'user_id': 9309283, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-N6UlZXOvM9I/AAAAAAAAAAI/AAAAAAAAHQI/o_-PILxI1Cs/photo.jpg?sz=256', 'display_name': 'Abhishek Kumar', 'link': 'https://stackoverflow.com/users/9309283/abhishek-kumar'}",True,395,,3,-1,1668236546,1644248361,71021276,CC BY-SA 4.0,https://stackoverflow.com/questions/71021276/how-to-declare-array-size-at-runtime-without-using-dynamic-memory-allocation,How to declare array size at runtime without using dynamic memory allocation,1644248638.0,,,
2,"['c', 'floating-point']","{'account_id': 1346284, 'reputation': 1891, 'user_id': 1286970, 'user_type': 'registered', 'accept_rate': 24, 'profile_image': 'https://www.gravatar.com/avatar/b5ff5f3cca9e0204db87f956276a1809?s=256&d=identicon&r=PG', 'display_name': 'Zaratruta', 'link': 'https://stackoverflow.com/users/1286970/zaratruta'}",True,157,71118756.0,5,1,1667394399,1644873555,71118404,CC BY-SA 4.0,https://stackoverflow.com/questions/71118404/how-can-i-know-in-advance-which-real-numbers-would-have-an-imprecise-representat,How can I know in advance which real numbers would have an imprecise representation using float variables in C?,1644877591.0,,,
3,"['arrays', 'c', 'dart', 'logic']","{'account_id': 23257088, 'reputation': 609, 'user_id': 17343976, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2UUb4.png?s=256&g=1', 'display_name': 'Vishal Zaveri', 'link': 'https://stackoverflow.com/users/17343976/vishal-zaveri'}",False,33,,0,0,1667353415,1645342937,71192285,CC BY-SA 4.0,https://stackoverflow.com/questions/71192285/how-to-genrate-range-array-with-dynamic-optional-intervals,How to genrate range Array with dynamic optional intervals,1667353415.0,,,
4,"['c', 'sockets', 'windows-subsystem-for-linux']","{'account_id': 9483167, 'reputation': 726, 'user_id': 7050363, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://graph.facebook.com/10155467616653228/picture?type=large', 'display_name': 'Ashley Duncan', 'link': 'https://stackoverflow.com/users/7050363/ashley-duncan'}",False,484,,1,1,1666778760,1644282434,71027381,CC BY-SA 4.0,https://stackoverflow.com/questions/71027381/raw-socket-not-sending-on-wsl,Raw Socket not sending on WSL,1644290370.0,,,
5,"['c', 'multidimensional-array', 'declaration', 'function-declaration', 'variable-length-array']","{'account_id': 24159354, 'reputation': 11, 'user_id': 18123115, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy_tqhTSu19cqwBZW9efQs7hCpxp9s-OJTsuACC=k-s256', 'display_name': 'Prerna ', 'link': 'https://stackoverflow.com/users/18123115/prerna'}",True,1058,,2,0,1666284221,1644011071,70993165,CC BY-SA 4.0,https://stackoverflow.com/questions/70993165/create-a-2-d-array-by-taking-input-from-the-user-write-a-display-function-to-pr,Create a 2-d array by taking input from the user. Write a display function to print the content of this 2-d array on the screen?,1644012072.0,,,
6,"['python', 'c', 'pip', 'setuptools', 'cffi']","{'account_id': 10162131, 'reputation': 28, 'user_id': 7505256, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24f5926420f4d0c0bb13825f2d7c04e9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prokie', 'link': 'https://stackoverflow.com/users/7505256/prokie'}",True,429,74132267.0,2,0,1666216107,1645264074,71183800,CC BY-SA 4.0,https://stackoverflow.com/questions/71183800/how-to-include-header-file-in-source-distribution,How to include header file in source distribution?,,,,
7,"['arrays', 'c', 'function', 'pointers', 'typedef']","{'account_id': 24200135, 'reputation': 3, 'user_id': 18158083, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxBdz_CU1dIZ9KtT2Afanzgm2JRVDs8kFWq2vJN=k-s256', 'display_name': 'OASIS', 'link': 'https://stackoverflow.com/users/18158083/oasis'}",True,160,71048102.0,1,0,1665154195,1644385794,71044590,CC BY-SA 4.0,https://stackoverflow.com/questions/71044590/how-to-use-typedef-to-an-array-of-function-pointers,How to use typedef to an array of function pointers,1644413017.0,,,
8,"['c', 'pointers', 'initialization', 'scanf', 'c-strings']","{'account_id': 24394269, 'reputation': 47, 'user_id': 18323818, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwIPkMnBlijMlPgnWZG48NsbKPBu7wc7AKfOSND=k-s256', 'display_name': 'el tramas', 'link': 'https://stackoverflow.com/users/18323818/el-tramas'}",True,69,,3,0,1665123425,1645979973,71286588,CC BY-SA 4.0,https://stackoverflow.com/questions/71286588/why-the-content-of-a-pointer-to-char-can-be-a-string-but-i-cant-scanf-a-pointer,Why the content of a pointer to char can be a string but I can&#39;t scanf a pointer to char without reserving memory?,1645982442.0,,,
9,"['c', 'math', 'sum', 'division', 'time-limiting']","{'account_id': 20704642, 'reputation': 11, 'user_id': 15202810, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ATuPPaJbyic/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucklc4qX1zMDSMbMqE-fNStNj2Zw9A/s96-c/photo.jpg?sz=256', 'display_name': 'Hassan Ahmed', 'link': 'https://stackoverflow.com/users/15202810/hassan-ahmed'}",False,366,,2,0,1664910429,1644753326,71100385,CC BY-SA 4.0,https://stackoverflow.com/questions/71100385/a-function-to-print-the-summation-of-numbers-between-a-and-b-inclusive-that-are,a function to Print the summation of numbers between A and B inclusive that are divisible by X,1644766723.0,,,
