,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['c', 'time']","{'account_id': 480174, 'reputation': 11827, 'user_id': 893254, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/e4417c43fd253cd5b52e2dd709e34b44?s=256&d=identicon&r=PG&f=1', 'display_name': 'FreelanceConsultant', 'link': 'https://stackoverflow.com/users/893254/freelanceconsultant'}",True,3481,1,4,1668467092,1629123778,1629129527.0,68804469,CC BY-SA 4.0,https://stackoverflow.com/questions/68804469/subtract-two-timespec-objects-find-difference-in-time-or-duration,Subtract two timespec objects; find difference in time or duration,,,
1,"['python', 'c', 'kivy', 'window', 'ctypes']","{'account_id': 18387525, 'reputation': 118, 'user_id': 13394195, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf761052e8b3db1de8524b9799ceb999?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paman90', 'link': 'https://stackoverflow.com/users/13394195/paman90'}",True,478,1,1,1668154204,1629546962,1630093961.0,68872789,CC BY-SA 4.0,https://stackoverflow.com/questions/68872789/how-do-i-make-my-python-kivy-window-become-the-focus-when-the-mouse-cursor-is-ov,How do I make my python-kivy window become the focus when the mouse cursor is over the window?,68875628.0,,
2,"['c', 'memory', 'constants']","{'account_id': 20369823, 'reputation': 109, 'user_id': 14942247, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhmAZIEYaKUD2gPCHmz5oWfjWSAPy2nR9d9uWOZ1Q=k-s256', 'display_name': 'Prince', 'link': 'https://stackoverflow.com/users/14942247/prince'}",True,462,1,-4,1667995362,1628962620,,68785640,CC BY-SA 4.0,https://stackoverflow.com/questions/68785640/where-constants-are-stored-in-memory,Where constants are stored in memory?,68787168.0,,
3,"['c', 'linux', 'nginx', 'glibc']","{'account_id': 57245, 'reputation': 432, 'user_id': 171453, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/417db5f20ac305bd66085f13b9f9e78c?s=256&d=identicon&r=PG', 'display_name': 'Mitja Felicijan', 'link': 'https://stackoverflow.com/users/171453/mitja-felicijan'}",False,3046,1,2,1667968779,1628073571,,68649773,CC BY-SA 4.0,https://stackoverflow.com/questions/68649773/compilation-of-nginx-fails-due-to-struct-crypt-data-has-no-member-named-curre,Compilation of nginx fails due to struct &#39;crypt_data&#39; has no member named &#39;current_salt&#39;,,,
4,"['c++', 'c', 'qt', 'qt5']","{'account_id': 991116, 'reputation': 2026, 'user_id': 1008405, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6ccd4b1f51d2727927ac4f091cb71009?s=256&d=identicon&r=PG', 'display_name': 'Heretic', 'link': 'https://stackoverflow.com/users/1008405/heretic'}",False,230,1,0,1667772184,1629200220,1667772184.0,68816648,,https://stackoverflow.com/questions/68816648/undefined-reference-when-im-linking-c-files-in-c-inside-qt-framework,Undefined reference when I&#39;m linking C files in C++ inside Qt framework,,1629209519.0,Duplicate
5,"['c', 'sockets', 'telnet']","{'account_id': 17823792, 'reputation': 1, 'user_id': 14054725, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1deee549820e33e9160fbd6a54fdaf19?s=256&d=identicon&r=PG&f=1', 'display_name': 'RamEir', 'link': 'https://stackoverflow.com/users/14054725/rameir'}",True,434,1,0,1667721577,1629731066,1667721577.0,68894900,CC BY-SA 4.0,https://stackoverflow.com/questions/68894900/c-socket-programming-printing-only-one-line,C socket programming - printing only one line,,,
6,['c'],"{'account_id': 1634876, 'reputation': 3626, 'user_id': 4808760, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80b515f16a4318101aa19c7c2cbd5098?s=256&d=identicon&r=PG&f=1', 'display_name': 'user786', 'link': 'https://stackoverflow.com/users/4808760/user786'}",True,56,1,-1,1667512244,1628228255,1667512244.0,68676611,,https://stackoverflow.com/questions/68676611/accessing-array-pointed-to-by-pointer-in-reverse-order-using-recursive-function,Accessing array pointed to by pointer in reverse order using recursive function,68676907.0,1628244092.0,Not suitable for this site
7,"['c', 'visual-studio-code', 'macos-big-sur', 'vscode-code-runner']","{'account_id': 22436435, 'reputation': 21, 'user_id': 16641621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ba70e6916730554539d8fa64967cc3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Poliko', 'link': 'https://stackoverflow.com/users/16641621/poliko'}",False,1192,2,2,1667463757,1628689101,1628699592.0,68743190,CC BY-SA 4.0,https://stackoverflow.com/questions/68743190/how-to-remove-the-file-path-from-terminal-while-running-a-code-in-visual-studio,How to remove the file path from terminal while running a code in visual studio code (mac os )?,,,
8,"['c', 'linux']","{'account_id': 21813173, 'reputation': 3, 'user_id': 16110373, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyiIMpEJ7Sx7IesegIGegENDyv4EAyhlf6nhj_e=k-s256', 'display_name': 'dylan sun', 'link': 'https://stackoverflow.com/users/16110373/dylan-sun'}",True,93,1,0,1666211697,1628454997,,68704571,CC BY-SA 4.0,https://stackoverflow.com/questions/68704571/a-c-program-file-on-linux-became-green-and-now-i-cannot-edit-it,A c program file on linux became green and now I cannot edit it,68704607.0,,
9,"['c', 'pointers', 'struct', 'pointer-to-pointer']","{'account_id': 15346985, 'reputation': 659, 'user_id': 15472475, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/754af6f9ef9047c5a8fd267a41815281?s=256&d=identicon&r=PG&f=1', 'display_name': 'programmer', 'link': 'https://stackoverflow.com/users/15472475/programmer'}",True,104,4,0,1662765300,1628090086,1662765300.0,68653805,CC BY-SA 4.0,https://stackoverflow.com/questions/68653805/how-is-head-of-type-pointer-to-pointer,How is &amp;head of type pointer to pointer?,68653993.0,,
