,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from
0,"['c', 'timer', 'stm32', 'interrupt', 'usart']","{'account_id': 17505084, 'reputation': 1, 'user_id': 12694500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1538e14939fc8a995aa7219c4c212c8f?s=256&d=identicon&r=PG&f=1', 'display_name': 'RasimG&#246;k', 'link': 'https://stackoverflow.com/users/12694500/rasimg%c3%b6k'}",False,1082,2,0,1668414473,1580559296,60016774,CC BY-SA 4.0,https://stackoverflow.com/questions/60016774/stm32-time-base-interrupt-without-any-library,Stm32 Time Base Interrupt (without any library),,,,,
1,"['c', 'malloc', 'free']","{'account_id': 16061088, 'reputation': 896, 'user_id': 11591930, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NU6Oj.png?s=256&g=1', 'display_name': 'sudo97', 'link': 'https://stackoverflow.com/users/11591930/sudo97'}",True,2317,5,1,1667383441,1582745603,60421225,CC BY-SA 4.0,https://stackoverflow.com/questions/60421225/cleanup-function-in-c,Cleanup function in C,60421408.0,,,,
2,"['c', 'file', 'fopen']","{'account_id': 15591795, 'reputation': 41, 'user_id': 11248612, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2df4970e874a0c69abb6ee7ba41af654?s=256&d=identicon&r=PG&f=1', 'display_name': 'IssacCloudVII', 'link': 'https://stackoverflow.com/users/11248612/issaccloudvii'}",True,353,1,0,1667155402,1581824481,60245204,CC BY-SA 4.0,https://stackoverflow.com/questions/60245204/reading-a-string-from-a-file-with-c-fopen-with-w-mode-is-not-working,Reading a string from a file with C. Fopen with w+ mode is not working,,1667155402.0,,,
3,"['c', 'algorithm']","{'account_id': 16910103, 'reputation': 115, 'user_id': 12229372, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj8ZtphLqhu0XyoS4zpFkHuPJdIZC1uVC42SmvTqg=k-s256', 'display_name': 'Joshua', 'link': 'https://stackoverflow.com/users/12229372/joshua'}",True,10613,6,3,1666663015,1580794515,60051201,CC BY-SA 4.0,https://stackoverflow.com/questions/60051201/interview-question-longest-prefix-that-contains-an-equal-number-of-two-integers,Interview Question: Longest Prefix That Contains An Equal Number Of Two Integers,60051316.0,1580794830.0,,,
4,"['c', 'linux', 'timer', 'linux-kernel', 'linux-device-driver']","{'account_id': 3371151, 'reputation': 3857, 'user_id': 2830324, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'md.jamal', 'link': 'https://stackoverflow.com/users/2830324/md-jamal'}",True,322,1,0,1666141443,1580823515,60058639,CC BY-SA 4.0,https://stackoverflow.com/questions/60058639/can-we-write-to-the-jiffies-variable,Can we write to the jiffies variable?,60058893.0,1666141443.0,,,
5,"['python', 'c', 'translate']","{'user_type': 'does_not_exist', 'display_name': 'user12854608'}",True,76,1,0,1665590251,1581772146,60239064,CC BY-SA 4.0,https://stackoverflow.com/questions/60239064/attempting-to-understand-python-for-translation-to-c,Attempting to understand Python (for translation to C),60240317.0,1665590251.0,,,
6,"['c++', 'c', 'mocking', 'googletest']","{'account_id': 13375973, 'reputation': 11, 'user_id': 10704854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6da0dbda0cbca520f09a2b89a44257ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'user10704854', 'link': 'https://stackoverflow.com/users/10704854/user10704854'}",False,263,1,1,1664914708,1582194533,60317841,CC BY-SA 4.0,https://stackoverflow.com/questions/60317841/mocking-of-system-api-using-fff-h-in-gtest,Mocking of System API using fff.h in gtest,,,,,
7,"['c', 'arrays', 'clang', 'c-strings', 'cs50']","{'account_id': 17697825, 'reputation': 21, 'user_id': 12848192, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d21aee69fc8671d90f9eca0b53544571?s=256&d=identicon&r=PG&f=1', 'display_name': 'PedroBinotto', 'link': 'https://stackoverflow.com/users/12848192/pedrobinotto'}",True,1637,2,-1,1664030644,1582152132,60310417,,https://stackoverflow.com/questions/60310417/address-of-stack-memory-associated-with-local-variable-error-when-running-user,&quot;address of stack memory associated with local variable&quot; error when running user-defined function in C,60310460.0,,1582154335.0,Duplicate,
8,"['c', 'pointers', 'stm32', 'adc']","{'account_id': 15296952, 'reputation': 117, 'user_id': 11036699, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ZsI0NcJov9s/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPKhqh3fAnDS5Hi18EhXB7NHfLHlA/mo/photo.jpg?sz=256', 'display_name': 'shahar zidon', 'link': 'https://stackoverflow.com/users/11036699/shahar-zidon'}",True,1086,1,0,1663839061,1581957518,60266864,CC BY-SA 4.0,https://stackoverflow.com/questions/60266864/distinct-pointer-types-lacks-a-cast-in-c,Distinct pointer types lacks a cast in c,60268657.0,1663839061.0,,,
9,"['c', 'rust', 'cross-compiling', 'rust-cargo']","{'account_id': 2745015, 'reputation': 516, 'user_id': 2365618, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2973047a3ab431dbe511e6f06b23c09?s=256&d=identicon&r=PG', 'display_name': 'Netzdoktor', 'link': 'https://stackoverflow.com/users/2365618/netzdoktor'}",False,790,2,1,1661817462,1582710292,60410934,CC BY-SA 4.0,https://stackoverflow.com/questions/60410934/bindgen-does-not-cross-compile-to-arm-due-to-stdint-h,Bindgen does not cross-compile to ARM due to stdint.h,,1582729258.0,,,
