,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['c', 'scope', 'function-call', 'function-declaration', 'function-prototypes']","{'account_id': 17382399, 'reputation': 695, 'user_id': 12594357, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mALQFKBm5tvhhBltXi5dIiEs7gM9p1Rp6nwKTI1=k-s256', 'display_name': 'op ol', 'link': 'https://stackoverflow.com/users/12594357/op-ol'}",True,85,64856204.0,2,1,1668555945,1605521030,1605522917.0,64855980,CC BY-SA 4.0,https://stackoverflow.com/questions/64855980/declaring-a-function-prototype-in-a-brace,Declaring a function prototype in a brace,,
1,"['c', 'scope', 'header-files']","{'account_id': 19976832, 'reputation': 1, 'user_id': 14640911, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GijADFexO3mkjXQOzSHadpeSyCxlswnmNL6jHZJQlM=k-s256', 'display_name': 'Thanveer Ibn Sidhique', 'link': 'https://stackoverflow.com/users/14640911/thanveer-ibn-sidhique'}",False,176,,1,0,1668182531,1605419159,1668182531.0,64841554,CC BY-SA 4.0,https://stackoverflow.com/questions/64841554/do-variables-declared-in-a-header-file-give-separate-copies-of-the-variables-to,Do variables declared in a header file give separate copies of the variables to each .c file that includes the header?,,
2,"['c++', 'c', 'macos', 'debugging', 'valgrind']","{'account_id': 2120900, 'reputation': 13553, 'user_id': 1884158, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/TZDGc.jpg?s=256&g=1', 'display_name': 'modulitos', 'link': 'https://stackoverflow.com/users/1884158/modulitos'}",False,318,,1,3,1668094382,1605340597,1605340856.0,64831930,CC BY-SA 4.0,https://stackoverflow.com/questions/64831930/how-do-you-use-valgrind-helgrind-on-macos,How do you use Valgrind/Helgrind on macOS?,,
3,"['arrays', 'c', 'char']","{'account_id': 14649053, 'reputation': 55, 'user_id': 10579552, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1034245806747732/picture?type=large', 'display_name': 'dimcot8', 'link': 'https://stackoverflow.com/users/10579552/dimcot8'}",True,489,,2,0,1667843598,1606333750,1606335502.0,65011769,CC BY-SA 4.0,https://stackoverflow.com/questions/65011769/check-if-all-values-entered-into-char-array-are-numerical,Check if all values entered into char array are numerical,,
4,"['c++', 'c', 'linux', 'unix']","{'account_id': 15906282, 'reputation': 19, 'user_id': 11477407, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-VkcZonmXmM0/AAAAAAAAAAI/AAAAAAAAABI/nUYS-bDoOls/photo.jpg?sz=256', 'display_name': 'pacifique irakoze', 'link': 'https://stackoverflow.com/users/11477407/pacifique-irakoze'}",True,5399,64767522.0,7,-1,1667430712,1605004363,,64767189,CC BY-SA 4.0,https://stackoverflow.com/questions/64767189/which-of-these-answers-are-the-equivalent-of-o-rdwr-on-ubuntu-14-04-lts,Which of these answers are the equivalent of O_RDWR on Ubuntu 14.04 LTS?,,
5,"['c', 'recursion', 'linked-list', 'singly-linked-list', 'function-definition']","{'account_id': 17129535, 'reputation': 19, 'user_id': 12395933, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAhoo4NLUKzADwJ0I0FzStx_qiuFDnmfzShXeOOfQ=k-s256', 'display_name': 'CoolMcDougal', 'link': 'https://stackoverflow.com/users/12395933/coolmcdougal'}",False,4210,,5,1,1666940513,1605291306,1605293216.0,64825999,CC BY-SA 4.0,https://stackoverflow.com/questions/64825999/how-can-i-insert-a-node-in-a-singly-linked-list-using-recursion-given-1-a-poin,How can I insert a node in a singly linked list using recursion given: 1. a pointer to the head node 2. the index to insert the new node,,
6,"['c', 'pointers', 'gdb']","{'account_id': 17246637, 'reputation': 23, 'user_id': 12487755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d94f6585844d36356a632b874ec0ff61?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ignacio Mendez', 'link': 'https://stackoverflow.com/users/12487755/ignacio-mendez'}",True,163,64648135.0,2,2,1666795725,1604327100,,64647379,CC BY-SA 4.0,https://stackoverflow.com/questions/64647379/can-a-pointer-value-change-just-by-passing-it-to-another-function,Can a pointer value change just by passing it to another function?,,
7,"['c', 'linux', 'sockets', 'networking']","{'account_id': 19889491, 'reputation': 127, 'user_id': 14571878, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uIPuX.png?s=256&g=1', 'display_name': 'Philipp', 'link': 'https://stackoverflow.com/users/14571878/philipp'}",True,345,73921286.0,1,7,1664781965,1604423354,1664781965.0,64667375,CC BY-SA 4.0,https://stackoverflow.com/questions/64667375/how-to-check-if-the-ip-address-that-a-socket-is-bound-to-is-still-one-of-the-val,How to check if the IP address that a socket is bound to is still one of the valid machine&#39;s addresses?,,
8,"['c', 'linux']","{'account_id': 176880, 'reputation': 3306, 'user_id': 407861, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh6.googleusercontent.com/-6oTXFyxOgsM/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbCdnbTTAUT8WV6--NCKwjh7D0ZnRw/mo/photo.jpg?sz=256', 'display_name': 'Alex V', 'link': 'https://stackoverflow.com/users/407861/alex-v'}",True,421,65033663.0,3,4,1664421465,1606439500,,65030962,CC BY-SA 4.0,https://stackoverflow.com/questions/65030962/linux-reboot-system-call-returns-error-despite-correct-arguments,Linux reboot system call returns error despite correct arguments,,
9,"['c', 'language-lawyer', 'pointer-arithmetic', 'null-pointer']","{'account_id': 7195741, 'reputation': 51408, 'user_id': 6110094, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/epYPz.png?s=256&g=1', 'display_name': '0___________', 'link': 'https://stackoverflow.com/users/6110094/0'}",True,194,64739304.0,1,3,1662575677,1604845519,1662575677.0,64739189,,https://stackoverflow.com/questions/64739189/three-questions-is-null-null-defined-is-uintptr-tnull-uintptr-tnull-de,Three questions: Is NULL - NULL defined? Is (uintptr_t)NULL - (uintptr_t)NULL defined?,1662571740.0,Duplicate
