,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['arrays', 'c', 'pointers', 'struct']","{'account_id': 8110857, 'reputation': 394, 'user_id': 6111007, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/702047029938503/picture?type=large', 'display_name': 'Kevin Patrick', 'link': 'https://stackoverflow.com/users/6111007/kevin-patrick'}",True,1469,62959245.0,3,4,1668183065,1595007163,1595009055.0,62959081,CC BY-SA 4.0,https://stackoverflow.com/questions/62959081/how-to-print-the-contents-of-a-unsigned-char-array-within-a-struct,How to print the contents of a unsigned char array within a struct?,,
1,"['c', 'cs50']","{'account_id': 18804717, 'reputation': 13, 'user_id': 13714318, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21cf5abf2f63875525c1f68895e7b905?s=256&d=identicon&r=PG&f=1', 'display_name': 'mrfl275', 'link': 'https://stackoverflow.com/users/13714318/mrfl275'}",False,85,,0,0,1667454983,1594914486,1667454983.0,62938541,CC BY-SA 4.0,https://stackoverflow.com/questions/62938541/blur-filter-works-but-check50-disagrees,"Blur filter works, but check50 disagrees",,
2,"['c', 'loops', 'char', 'printf']","{'account_id': 19127993, 'reputation': 7, 'user_id': 13970563, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08df8942d98ffcfb505dc1b207310c67?s=256&d=identicon&r=PG&f=1', 'display_name': 'JKS', 'link': 'https://stackoverflow.com/users/13970563/jks'}",True,1386,,5,-2,1667380749,1595345401,1595350158.0,63017924,CC BY-SA 4.0,https://stackoverflow.com/questions/63017924/printing-a-character-n-time-based-on-input,Printing a character n time based on input,,
3,"['c', 'scanf']","{'account_id': 19083551, 'reputation': 418, 'user_id': 13935289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e5fa8b72abb1ed53f29f62ca430d571?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kaiyaha', 'link': 'https://stackoverflow.com/users/13935289/kaiyaha'}",True,590,62915384.0,2,3,1666975621,1594815948,1594816948.0,62914795,CC BY-SA 4.0,https://stackoverflow.com/questions/62914795/how-do-escape-sequences-actually-behave-in-the-scanf-function,How do escape sequences actually behave in the scanf() function,,
4,"['c', 'dll', 'shared-libraries', 'static-libraries', 'dynamic-linking']","{'account_id': 8847916, 'reputation': 549, 'user_id': 6608148, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/99e08429121ed965f5c45868f31489f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'PProteus', 'link': 'https://stackoverflow.com/users/6608148/pproteus'}",True,183,62728419.0,1,1,1666615333,1593778607,1593779177.0,62715261,CC BY-SA 4.0,https://stackoverflow.com/questions/62715261/why-arent-libs-and-dlls-interchangeable,Why aren&#39;t LIBs and DLLs interchangeable?,,
5,"['c', 'linux', 'debian']","{'user_type': 'does_not_exist', 'display_name': 'user13904386'}",False,83,,1,0,1665735248,1594370277,1594370705.0,62830404,CC BY-SA 4.0,https://stackoverflow.com/questions/62830404/why-is-no-manual-entry-for-pthread-mutex-lockerror-prompted,Why is No manual entry for pthread_mutex_lockerror prompted？,,
6,"['c', 'windows', 'visual-studio-code', 'gdb', 'vscode-debugger']","{'account_id': 17674331, 'reputation': 61, 'user_id': 12829667, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/700bcfafffd1db92a1640c4a0ddff732?s=256&d=identicon&r=PG&f=1', 'display_name': 'MontyHimself', 'link': 'https://stackoverflow.com/users/12829667/montyhimself'}",False,8460,,5,4,1665378235,1593546296,,62665098,CC BY-SA 4.0,https://stackoverflow.com/questions/62665098/gdb-in-visual-studio-code-doesnt-show-printf-output-to-stdout,GDB in Visual Studio Code doesn&#39;t show printf() output to stdout,,
7,['c'],"{'account_id': 12955165, 'reputation': 11, 'user_id': 9366272, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-7I8A5gK1-SY/AAAAAAAAAAI/AAAAAAAAADw/rlY-DZF7Uko/photo.jpg?sz=256', 'display_name': 'Tanveer Rohilewale', 'link': 'https://stackoverflow.com/users/9366272/tanveer-rohilewale'}",True,3656,,4,0,1663779262,1595519416,1642086691.0,63058226,CC BY-SA 4.0,https://stackoverflow.com/questions/63058226/divisible-problem-on-hackerearth-partially-accepted,Divisible Problem on Hackerearth Partially Accepted,,
8,"['c', 'gcc']","{'account_id': 3439651, 'reputation': 863, 'user_id': 2881888, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9e0fbc6a1dfaad72922f383a4917ac4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Louis Caron', 'link': 'https://stackoverflow.com/users/2881888/louis-caron'}",True,224,62937336.0,3,4,1663738151,1594910028,1663738151.0,62937076,CC BY-SA 4.0,https://stackoverflow.com/questions/62937076/is-there-a-gcc-warning-that-can-indicate-any-type-change,Is there a GCC warning that can indicate any type change?,,
9,"['c', 'bit-manipulation']","{'account_id': 19172430, 'reputation': 59, 'user_id': 14005882, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9dfbd2ddfa75a2e292db9021e7aebacc?s=256&d=identicon&r=PG&f=1', 'display_name': 'innyme', 'link': 'https://stackoverflow.com/users/14005882/innyme'}",True,2770,63158950.0,3,4,1663066003,1596042708,1663066003.0,63158929,CC BY-SA 4.0,https://stackoverflow.com/questions/63158929/how-can-i-clear-multiple-bits-at-once-in-c,How can I clear multiple bits at once in C?,,
