,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['c', 'macos', 'gdb']","{'account_id': 12978475, 'reputation': 4595, 'user_id': 9381746, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/707d7a8ff5c79060e57cd6683e245c89?s=256&d=identicon&r=PG&f=1', 'display_name': 'ecjb', 'link': 'https://stackoverflow.com/users/9381746/ecjb'}",False,284,2,0,1667195884,1635685162,1635713866.0,69787100,CC BY-SA 4.0,https://stackoverflow.com/questions/69787100/now-output-when-debugging-hello-world-in-a-c-script-with-gdb-on-macos-only-work,Now output when debugging hello world in a C script with gdb on Macos (only working when both script.o and a.out present),,,,
1,"['c', 'gcc']","{'account_id': 20714073, 'reputation': 732, 'user_id': 15209993, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/aH4ip.png?s=256&g=1', 'display_name': 'gurkensaas', 'link': 'https://stackoverflow.com/users/15209993/gurkensaas'}",True,694,1,1,1666847461,1635349557,1635351242.0,69741712,CC BY-SA 4.0,https://stackoverflow.com/questions/69741712/why-is-float128-not-supported,Why is __float128 not supported?,69742223.0,,,
2,"['c', 'for-loop', 'switch-statement']","{'account_id': 22783037, 'reputation': 37, 'user_id': 16938663, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7ed22ab8cc4d821ac3ecdc9b4477731?s=256&d=identicon&r=PG&f=1', 'display_name': 'CMOS_BATTERY', 'link': 'https://stackoverflow.com/users/16938663/cmos-battery'}",True,86,1,-1,1666843160,1635529896,1666843160.0,69772974,CC BY-SA 4.0,https://stackoverflow.com/questions/69772974/where-to-place-my-error-statement-within-my-case-statement,where to place my error statement within my case statement,,,,
3,"['c', 'object', 'makefile']","{'account_id': 23069133, 'reputation': 3, 'user_id': 17183181, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyD-ANa_V2jYzdGi082-JLEDrjLFPtg5n_jXxvW=k-s256', 'display_name': 'Fikayo97', 'link': 'https://stackoverflow.com/users/17183181/fikayo97'}",True,112,1,0,1666609650,1634565790,1666609650.0,69617495,CC BY-SA 4.0,https://stackoverflow.com/questions/69617495/cc-error-this-example-o-no-such-file-or-directory,cc: error: this_example.o: No such file or directory,69617573.0,,,
4,"['c', 'bash', 'gcc']","{'account_id': 21372698, 'reputation': 13, 'user_id': 15739977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjxE8vXkYXby5PBVUgrRVV-nYq2UhOmKtRk9PD7Ew=k-s256', 'display_name': 'RestiveToo', 'link': 'https://stackoverflow.com/users/15739977/restivetoo'}",False,785,1,1,1663497083,1634311117,,69587002,CC BY-SA 4.0,https://stackoverflow.com/questions/69587002/configure-error-c-compiler-cannot-create-executables-macos-big-sur,configure: error: C compiler cannot create executables (macOS: Big Sur),,,,
5,"['c', 'search', 'binary']","{'account_id': 23003570, 'reputation': 11, 'user_id': 17127208, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyWcRG7POLPK3RuAVM-CCUqBIBsUdIhGAVo4QXb=k-s256', 'display_name': 'Sreelakshmi', 'link': 'https://stackoverflow.com/users/17127208/sreelakshmi'}",True,1669,4,1,1662996693,1633960484,1633961165.0,69527383,CC BY-SA 4.0,https://stackoverflow.com/questions/69527383/binary-search-using-c-programming,Binary search using c programming,,,,
6,"['c++', 'c', 'synchronization', 'semaphore']","{'account_id': 22500649, 'reputation': 21, 'user_id': 16697024, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/871cacdd38e9af9c80c26653a7007241?s=256&d=identicon&r=PG&f=1', 'display_name': 'dragon', 'link': 'https://stackoverflow.com/users/16697024/dragon'}",False,355,2,1,1662810511,1634732550,1662810511.0,69645917,CC BY-SA 4.0,https://stackoverflow.com/questions/69645917/understanding-the-sem-open,Understanding the sem_open(),,,,
7,"['c', 'pointers', 'malloc', 'sizeof']","{'account_id': 22057588, 'reputation': 151, 'user_id': 16384196, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgDCS6IIl5LUlfNbXQe-3NqxOYAeH4HkpP_TNPn5g=k-s256', 'display_name': 'Ait-Gacem Nabil', 'link': 'https://stackoverflow.com/users/16384196/ait-gacem-nabil'}",True,168,3,1,1662805868,1633508943,1662805868.0,69462269,CC BY-SA 4.0,https://stackoverflow.com/questions/69462269/width-in-bytes-of-a-pointer-in-c,Width in bytes of a pointer in C,69462501.0,,,
8,"['c', 'fortran', 'interop']","{'account_id': 3549883, 'reputation': 438, 'user_id': 2965008, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b2bceef04550646dc7402577be8656e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pap', 'link': 'https://stackoverflow.com/users/2965008/pap'}",True,152,1,1,1662670179,1634234148,1662670179.0,69575311,CC BY-SA 4.0,https://stackoverflow.com/questions/69575311/c-to-fortran-interoperability-of-a-c-pointer-to-a-char-array-declared-in-a-str,"C to Fortran: Interoperability of a C pointer to a char array, declared in a struct",,,,
9,"['c', 'double', 'sizeof', 'unions', 'memory-alignment']","{'account_id': 20231866, 'reputation': 61, 'user_id': 15541176, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a9c9ad679dacf03553b0d3383210a14?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arafat_19AK', 'link': 'https://stackoverflow.com/users/15541176/arafat-19ak'}",True,280,1,-1,1662528387,1633289312,1662528387.0,69428218,,https://stackoverflow.com/questions/69428218/why-i-am-getting-wrong-size-of-union-in-c-programming,Why i am getting wrong size of Union in C programming?,,1633291815.0,Duplicate,
