,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['c', 'cs50']","{'account_id': 18529763, 'reputation': 15, 'user_id': 13500837, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16eb02d00927d4865f131c1ee51a4735?s=256&d=identicon&r=PG&f=1', 'display_name': 'snowboly', 'link': 'https://stackoverflow.com/users/13500837/snowboly'}",False,57,0,0,1668894978,1590081810,1668894978.0,61940206,CC BY-SA 4.0,https://stackoverflow.com/questions/61940206/cypher-program-fails-on-non-digit-argv-check,Cypher program fails on non digit argv check,,,,,
1,"['c', 'boolean', 'cs50']","{'account_id': 18508907, 'reputation': 23, 'user_id': 13484615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9279182482148aaed9680334123a622?s=256&d=identicon&r=PG&f=1', 'display_name': 'millsware', 'link': 'https://stackoverflow.com/users/13484615/millsware'}",True,685,4,0,1667972946,1590786376,,62094595,CC BY-SA 4.0,https://stackoverflow.com/questions/62094595/when-and-how-does-bool-get-called-in-this-code,When and how does bool get called in this code?,,,,,
2,"['c', 'sockets', 'ping', 'icmp']","{'account_id': 1292275, 'reputation': 5278, 'user_id': 1244138, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/0615444b5e8d0a0671d9a76d9d973982?s=256&d=identicon&r=PG', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/1244138/jack'}",True,741,1,0,1667895499,1590276776,1590332350.0,61979877,CC BY-SA 4.0,https://stackoverflow.com/questions/61979877/why-my-icmp-ping-ttl-parameter-doesnt-work-in-my-c-code,Why My ICMP Ping TTL parameter doesn&#39;t work in my C code,61993669.0,,,,
3,"['c', 'lua', 'bytecode']","{'account_id': 17530594, 'reputation': 1, 'user_id': 12714702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bc887e2534c4393aacd02f78c5d555c?s=256&d=identicon&r=PG&f=1', 'display_name': 'zhaoyun', 'link': 'https://stackoverflow.com/users/12714702/zhaoyun'}",False,346,0,1,1667843689,1589941813,1589969564.0,61904070,CC BY-SA 4.0,https://stackoverflow.com/questions/61904070/what-does-numbers-after-opcode-lua-bytecode-mean,What does numbers after opcode (Lua bytecode) mean?,,,,,
4,"['c', 'cs50']","{'account_id': 18517441, 'reputation': 11, 'user_id': 13491271, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a84ed62f1d893ce9031b3454c3633bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aikawa27', 'link': 'https://stackoverflow.com/users/13491271/aikawa27'}",False,349,1,1,1667455372,1588866032,1667455372.0,61661924,CC BY-SA 4.0,https://stackoverflow.com/questions/61661924/can-someone-explain-why-fread-is-not-working,Can someone explain why fread() is not working?,,,,,
5,"['c', 'memory-management', 'scheduled-tasks', 'scheduling', 'virtual-memory']","{'account_id': 10795921, 'reputation': 51, 'user_id': 7941686, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-RsbEKtqg9TI/AAAAAAAAAAI/AAAAAAAACis/1NPpkBP2qKE/photo.jpg?sz=256', 'display_name': 'Yash Randive', 'link': 'https://stackoverflow.com/users/7941686/yash-randive'}",True,87,1,0,1666817500,1590078148,1666817500.0,61939091,,https://stackoverflow.com/questions/61939091/how-do-i-save-process-values-saved-in-a-txt-file-to-4-different-arrays-in-c,How do I save process values saved in a .txt file to 4 different arrays in c,61939517.0,1590084133.0,Needs more focus,,
6,['c'],"{'account_id': 18477520, 'reputation': 149, 'user_id': 13460650, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e04d1af71d497a899d9ceccf35361e74?s=256&d=identicon&r=PG&f=1', 'display_name': 'c-shubh', 'link': 'https://stackoverflow.com/users/13460650/c-shubh'}",True,785,2,-2,1666006381,1588514037,,61575588,CC BY-SA 4.0,https://stackoverflow.com/questions/61575588/i-want-to-add-a-constant-to-an-array-of-numbers-but-differently-in-c,i want to add a constant to an array of numbers but differently in C,61576060.0,,,,
7,"['c', 'embedded', 'keil', 'iar', 'stm32cubemx']","{'account_id': 18286829, 'reputation': 5, 'user_id': 13314542, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6106bc13b45346562d55b976d70c83eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Safwen ', 'link': 'https://stackoverflow.com/users/13314542/safwen'}",True,688,1,0,1665750398,1588746858,1588751295.0,61628829,CC BY-SA 4.0,https://stackoverflow.com/questions/61628829/how-solve-problem-on-download-and-debug-using-iar,how solve problem on download and debug using IAR?,61639311.0,,,,
8,"['c', 'c99']","{'account_id': 483169, 'reputation': 23049, 'user_id': 898042, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/3QYVI.jpg?s=256&g=1', 'display_name': 'ERJAN', 'link': 'https://stackoverflow.com/users/898042/erjan'}",True,480,1,-3,1665688273,1589630500,,61836402,CC BY-SA 4.0,https://stackoverflow.com/questions/61836402/how-to-run-my-own-c-program-that-prints-to-std-out,how to run my own C program that prints to std out?,,,,,
9,"['c', 'algorithm', 'drawing', 'sdl-2']","{'user_type': 'does_not_exist', 'display_name': 'user13353170'}",True,903,2,0,1665095600,1589311667,1661302805.0,61760312,CC BY-SA 4.0,https://stackoverflow.com/questions/61760312/draw-good-circle-with-sdl-that-is-not-as-pixelated,Draw good circle with SDL that is not as pixelated,61760821.0,,,,
