,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['c', 'visual-studio-code', 'raspberry-pi-pico']","{'account_id': 18698819, 'reputation': 37, 'user_id': 13631470, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgQDiVrfljRi_3ihv4HVz2_NGcyGLK3S4rZgglr5Q=k-s256', 'display_name': 'Jake A', 'link': 'https://stackoverflow.com/users/13631470/jake-a'}",True,837,74407294.0,1,1,1668701196,1651253005,1653028119.0,72061629,CC BY-SA 4.0,https://stackoverflow.com/questions/72061629/vs-code-doesnt-recognize-pi-pico-sdk-headers,VS Code doesn&#39;t recognize Pi Pico SDK headers,,,
1,"['c++', 'c', 'visual-studio', 'compiler-warnings']","{'account_id': 11741517, 'reputation': 3369, 'user_id': 8593689, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-kY2lz_X3qgg/AAAAAAAAAAI/AAAAAAAAFd8/kH8aLaFLJuc/photo.jpg?sz=256', 'display_name': 'Shane Bishop', 'link': 'https://stackoverflow.com/users/8593689/shane-bishop'}",True,198,72034727.0,1,3,1666965382,1651082712,1666964925.0,72033411,CC BY-SA 4.0,https://stackoverflow.com/questions/72033411/what-is-the-visual-studio-warning-equivalent-of-gccs-wreturn-type,What is the Visual Studio warning equivalent of GCC&#39;s -Wreturn-type?,,,
2,"['c++', 'c', 'gcc', 'x86-64', 'atomic']","{'account_id': 3032157, 'reputation': 27494, 'user_id': 4561887, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/1ecb6a74fca21551bd8157504ad47faf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gabriel Staples', 'link': 'https://stackoverflow.com/users/4561887/gabriel-staples'}",True,544,,2,9,1666903474,1649910683,1660795275.0,71866535,CC BY-SA 4.0,https://stackoverflow.com/questions/71866535/which-types-on-a-64-bit-computer-are-naturally-atomic-in-gnu-c-and-gnu-c-m,"Which types on a 64-bit computer are naturally atomic in gnu C and gnu C++? -- meaning they have atomic reads, and atomic writes",,,
3,"['c', 'avr', 'avr-gcc', 'attiny']","{'account_id': 9732168, 'reputation': 432, 'user_id': 11686204, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AJrVe.png?s=256&g=1', 'display_name': 'frogstair', 'link': 'https://stackoverflow.com/users/11686204/frogstair'}",True,114,72144670.0,1,2,1666881538,1649869908,1650471460.0,71861427,CC BY-SA 4.0,https://stackoverflow.com/questions/71861427/fatal-error-in-avr-gcc-specifies-incorrect-mcu,"Fatal error in avr-gcc, specifies incorrect MCU",,,
4,"['c', 'linux', 'perf']","{'account_id': 25139743, 'reputation': 11, 'user_id': 18986190, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/93MHE.png?s=256&g=1', 'display_name': 'LordShining', 'link': 'https://stackoverflow.com/users/18986190/lordshining'}",True,54,,1,1,1666728582,1651217511,,72054298,CC BY-SA 4.0,https://stackoverflow.com/questions/72054298/perf-mem-doesnt-records-mem-load-on-heap,perf mem doesn&#39;t records mem load on heap,,,
5,['c'],"{'account_id': 25155098, 'reputation': 1, 'user_id': 19000024, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyNHjLnWP1-rkQpUDz3narSEr_A47wlSO3W3f7m=k-s256', 'display_name': 'Nachos', 'link': 'https://stackoverflow.com/users/19000024/nachos'}",False,445,,1,0,1665662420,1651318281,,72068134,CC BY-SA 4.0,https://stackoverflow.com/questions/72068134/sending-at-commands-over-uart,Sending AT commands over UART,,,
6,"['python', 'c', 'dll', 'ctypes']","{'account_id': 7119917, 'reputation': 11, 'user_id': 5444911, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d25352b9ea560b04047f531229387c8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'shyam', 'link': 'https://stackoverflow.com/users/5444911/shyam'}",False,137,,1,0,1665464964,1651106894,1665464964.0,72036758,CC BY-SA 4.0,https://stackoverflow.com/questions/72036758/unhashable-type-in-python,Unhashable type in python,,,
7,"['c', 'encryption', 'openssl', 'glibc']","{'account_id': 14687173, 'reputation': 21, 'user_id': 10606818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6af0a44ad36480a80717b938941f6007?s=256&d=identicon&r=PG&f=1', 'display_name': 'Panagiotis Tamtamis', 'link': 'https://stackoverflow.com/users/10606818/panagiotis-tamtamis'}",True,184,73945095.0,1,2,1664872368,1649848580,1652372574.0,71856595,CC BY-SA 4.0,https://stackoverflow.com/questions/71856595/how-do-i-decrypt-with-openssl-something-encrypted-with-cbc-crypt-xencrypt,How do I decrypt with openssl something encrypted with cbc_crypt (xencrypt)?,,,
8,"['c', 'memory', 'mmap']","{'account_id': 18843330, 'reputation': 23, 'user_id': 14808790, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12c214644d7a4047a49d21a5b19779b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'user1094822', 'link': 'https://stackoverflow.com/users/14808790/user1094822'}",True,69,71948531.0,1,0,1664573567,1650506675,1664573567.0,71948096,CC BY-SA 4.0,https://stackoverflow.com/questions/71948096/cast-a-function-from-mmap-allocated-address-i-cant-figure-out-which-address,Cast a function from mmap allocated address -- I can&#39;t figure out which address to use,,,
9,"['c', 'scanf']","{'account_id': 24178985, 'reputation': 49, 'user_id': 18139937, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwn0Y5P4CZipHSyPYz6DYbadcBfx_9Rk0KFOLXL=k-s256', 'display_name': 'Nitin Bhartiya', 'link': 'https://stackoverflow.com/users/18139937/nitin-bhartiya'}",True,56,,2,-1,1664475198,1648808625,1664473696.0,71705441,CC BY-SA 4.0,https://stackoverflow.com/questions/71705441/i-cant-enter-number-of-times-i-can-input-name-through-keyboard-it-skips-the-nam,"i cant enter number of times i can input name through keyboard, it skips the name entered",,,
