,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['c', 'shell', 'emulation']","{'account_id': 22009976, 'reputation': 11, 'user_id': 16280398, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwLtO_OaT4DqNPFEjLAyE4t-JkRuxEEmDAA_S6Y=k-s256', 'display_name': 'user16280398', 'link': 'https://stackoverflow.com/users/16280398/user16280398'}",False,87,1,1,1668901713,1637605367,1637605720.0,70070622,CC BY-SA 4.0,https://stackoverflow.com/questions/70070622/how-to-run-unicorns-makefile,How to run Unicorn&#39;s makefile?,,,
1,"['c++', 'c', 'opencl', 'opencl-c']","{'account_id': 22829788, 'reputation': 1, 'user_id': 16978473, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzqHeVwOokhPl31DAiNjOuOW5ykF38IpDNlq-FC=k-s256', 'display_name': '신동철', 'link': 'https://stackoverflow.com/users/16978473/%ec%8b%a0%eb%8f%99%ec%b2%a0'}",False,161,1,0,1668672015,1636147521,1636171286.0,69859406,CC BY-SA 4.0,https://stackoverflow.com/questions/69859406/opencl-clbuildprogram-could-not-open-file-c-users,OpenCL clBuildProgram &quot;Could not open file: C:\Users\?&quot;,,,
2,"['c', 'variables', 'while-loop', 'modulo']","{'account_id': 23080756, 'reputation': 51, 'user_id': 17193072, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GisFlERENjkK_5f1jlHfsXIZD14mTN1VrInW9rujw=k-s256', 'display_name': 'uZuMaKioBaRuTo', 'link': 'https://stackoverflow.com/users/17193072/uzumakiobaruto'}",True,63,3,-3,1668451293,1636469744,1636473805.0,69900332,CC BY-SA 4.0,https://stackoverflow.com/questions/69900332/modulus-altering-variable-values-when-it-shouldnt,Modulus altering variable values when it shouldn&#39;t,69900591.0,,
3,"['c', 'unix', 'system-calls', 'minix']","{'account_id': 20230703, 'reputation': 23, 'user_id': 14837323, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GimKo1egx16tgGca94ShelgmNrNYzzvoIq8ANSq7Q=k-s256', 'display_name': 'Johnny', 'link': 'https://stackoverflow.com/users/14837323/johnny'}",True,128,2,2,1668336039,1637440547,1637460633.0,70049667,CC BY-SA 4.0,https://stackoverflow.com/questions/70049667/is-there-any-reason-this-c-recursive-function-generates-this-pagefault,Is there any reason this c recursive function generates this pagefault?,70051288.0,,
4,"['c', 'binary-tree']","{'account_id': 23005947, 'reputation': 13, 'user_id': 17129243, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi0QrQoqC4SxTccSxwg792_8F7lmDe16UUKZ5-RaA=k-s256', 'display_name': 'Kevin Helloo', 'link': 'https://stackoverflow.com/users/17129243/kevin-helloo'}",False,87,0,0,1667455024,1636142494,1667455024.0,69858659,CC BY-SA 4.0,https://stackoverflow.com/questions/69858659/unable-to-output-a-large-amount-of-values-to-a-file-through-traversing-a-data-st,unable to output a large amount of values to a file through traversing a data structure (Binary Search Tree),,,
5,"['c', 'visual-studio-code', 'xcrun']","{'account_id': 18378957, 'reputation': 99, 'user_id': 13387446, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cffaaf9ef0fa7ee0e3abdd98de3bc833?s=256&d=identicon&r=PG', 'display_name': 'user13387446', 'link': 'https://stackoverflow.com/users/13387446/user13387446'}",True,3713,2,4,1667285803,1635762622,,69795650,CC BY-SA 4.0,https://stackoverflow.com/questions/69795650/vs-code-c-error-invalid-active-developer-path,VS Code C Error - Invalid Active Developer Path,,,
6,"['javascript', 'c', 'conditional-statements', 'switch-statement']","{'account_id': 16822387, 'reputation': 165, 'user_id': 12162473, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hDV8x.jpg?s=256&g=1', 'display_name': 'Mahantesh. N. Hadimani.', 'link': 'https://stackoverflow.com/users/12162473/mahantesh-n-hadimani'}",True,380,3,4,1667203099,1636543892,1667203099.0,69912533,CC BY-SA 4.0,https://stackoverflow.com/questions/69912533/why-the-usage-of-floating-point-numbers-does-not-work-in-switch,Why the usage of floating point numbers does not work in switch?,,,
7,"['c', 'struct', 'implicit-declaration']","{'account_id': 22783037, 'reputation': 37, 'user_id': 16938663, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7ed22ab8cc4d821ac3ecdc9b4477731?s=256&d=identicon&r=PG&f=1', 'display_name': 'CMOS_BATTERY', 'link': 'https://stackoverflow.com/users/16938663/cmos-battery'}",False,229,2,-2,1666843385,1635966494,1666843385.0,69830489,CC BY-SA 4.0,https://stackoverflow.com/questions/69830489/implicit-declaration-of-function-with-structs,Implicit declaration of function with structs,,,
8,"['c', 'bash', 'environ']","{'account_id': 20199571, 'reputation': 59, 'user_id': 14815658, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5BLc2.jpg?s=256&g=1', 'display_name': 'marti', 'link': 'https://stackoverflow.com/users/14815658/marti'}",True,85,1,0,1666574985,1636943188,1666574985.0,69968851,CC BY-SA 4.0,https://stackoverflow.com/questions/69968851/how-can-i-get-the-value-of-a-variable-from-a-c-program-ive-run-with-a-bash-scri,How can I get the value of a variable from a C program I&#39;ve run with a bash script?,69968949.0,,
9,"['c', 'signals']","{'account_id': 23395347, 'reputation': 11, 'user_id': 17459464, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9947e70c167fc227054ed57f3170538d?s=256&d=identicon&r=PG', 'display_name': 'alexherbst1888', 'link': 'https://stackoverflow.com/users/17459464/alexherbst1888'}",False,43,1,1,1666234567,1637347026,,70039445,CC BY-SA 4.0,https://stackoverflow.com/questions/70039445/sending-signals-in-c-and-two-integers,Sending Signals in C and two Integers,,,
