,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['c', 'image-processing', 'cs50', 'edge-detection']","{'account_id': 14279644, 'reputation': 11, 'user_id': 10314705, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2397460010265921/picture?type=large', 'display_name': 'Richard Widjaya', 'link': 'https://stackoverflow.com/users/10314705/richard-widjaya'}",True,1232,66080118.0,2,0,1668635447,1612599792,1612605968.0,66074898,CC BY-SA 4.0,https://stackoverflow.com/questions/66074898/cs50-filter-more-comfortable-edges-only-blue-value-is-wrong,CS50 - filter (more comfortable) Edges - only blue value is wrong,,,
1,"['arrays', 'c', 'string', 'char']","{'account_id': 19592785, 'reputation': 629, 'user_id': 14346786, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Trhij.png?s=256&g=1', 'display_name': 'William Martens', 'link': 'https://stackoverflow.com/users/14346786/william-martens'}",True,619,66401770.0,2,10,1668532598,1614443871,1668532598.0,66401017,CC BY-SA 4.0,https://stackoverflow.com/questions/66401017/is-there-a-way-to-print-runes-as-individual-characters,Is there a way to print Runes as individual characters?,,,
2,"['c', 'sorting']","{'account_id': 20690047, 'reputation': 11, 'user_id': 15191623, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiZkhMvGSYpT5J_f7jWiD3qUTdv5DbxpX6Z6L5xVg=k-s256', 'display_name': 'Bhavesh', 'link': 'https://stackoverflow.com/users/15191623/bhavesh'}",False,353,,1,0,1667969089,1613056578,1667969089.0,66157451,CC BY-SA 4.0,https://stackoverflow.com/questions/66157451/google-kickstart-2020-round-a-allocation-problem-in-c,Google Kickstart 2020 Round A allocation problem in c,,,
3,"['c', 'cmake', 'zeromq', 'czmq']","{'account_id': 20822196, 'reputation': 1, 'user_id': 15293538, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dbb47a15a97051583cb2108329e538f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'neleps', 'link': 'https://stackoverflow.com/users/15293538/neleps'}",False,309,,1,0,1666962074,1614387458,,66394606,CC BY-SA 4.0,https://stackoverflow.com/questions/66394606/add-static-library-czmq-to-c-project-cmake,Add static library czmq to C project (CMake),,,
4,"['arrays', 'c', 'matrix']","{'user_type': 'does_not_exist', 'display_name': 'user15214335'}",True,775,,3,0,1666899862,1613399933,1614285033.0,66210015,CC BY-SA 4.0,https://stackoverflow.com/questions/66210015/c-program-that-finds-the-sum-of-each-row-and-column-of-two-separate-2d-arrays,C Program that finds the sum of each row and column of two separate 2d arrays,,,
5,['c'],"{'account_id': 20697957, 'reputation': 11, 'user_id': 15197756, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/33US3.jpg?s=256&g=1', 'display_name': 'Chino', 'link': 'https://stackoverflow.com/users/15197756/chino'}",False,2259,,1,1,1666803683,1613141048,,66173839,CC BY-SA 4.0,https://stackoverflow.com/questions/66173839/recreate-ft-putnbr-base-in-c-but-problem-no-display,"recreate Ft_putnbr_base in C. but, problem, no display",,,
6,"['c', 'esp32']","{'account_id': 20686946, 'reputation': 3, 'user_id': 15189147, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0a2d0d377642cf50ef57ef74fdcdd3a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chan', 'link': 'https://stackoverflow.com/users/15189147/chan'}",True,510,66155325.0,1,-3,1665848703,1613032519,1613040648.0,66151241,CC BY-SA 4.0,https://stackoverflow.com/questions/66151241/how-to-connect-internet-via-esp32-ap-mode,How to connect internet via esp32 ap mode,,,
7,"['c', 'visual-studio-code', 'windows-subsystem-for-linux', 'cs50', 'ubuntu-20.04']","{'account_id': 18611790, 'reputation': 31, 'user_id': 13563993, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjHdfM_6Q4_Xnw0t9URzmQYgDxpUqpOym8z4FFT1w=k-s256', 'display_name': 'byVerbel', 'link': 'https://stackoverflow.com/users/13563993/byverbel'}",True,3817,,4,3,1665683103,1612167301,1617984138.0,65989191,CC BY-SA 4.0,https://stackoverflow.com/questions/65989191/i-cant-find-rootfs-on-windows-10,I can&#39;t find /rootfs on Windows 10,,,
8,"['c', 'visual-studio-code', 'vscode-debugger']","{'account_id': 20630884, 'reputation': 3, 'user_id': 15145753, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgUiJvl6vWSNmOsulgUmZIEvGeOEis5zd-opfNqyQ=k-s256', 'display_name': 'Barış G&#246;kmen', 'link': 'https://stackoverflow.com/users/15145753/bar%c4%b1%c5%9f-g%c3%b6kmen'}",True,428,66121385.0,2,0,1665590809,1612449837,,66047895,CC BY-SA 4.0,https://stackoverflow.com/questions/66047895/vs-code-debugging-issue-when-reading-data-from-a-file-in-c,VS Code debugging issue when reading data from a file in C,,,
9,"['c', 'warnings', 'unions']","{'account_id': 1558124, 'reputation': 4925, 'user_id': 1448641, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/69adbdf2351850b5207725e25067710d?s=256&d=identicon&r=PG', 'display_name': 'MaxPowers', 'link': 'https://stackoverflow.com/users/1448641/maxpowers'}",True,62,,1,0,1663003555,1612536405,1663003555.0,66065324,CC BY-SA 4.0,https://stackoverflow.com/questions/66065324/literal-conversion-warning-in-union-of-structs,literal-conversion warning in union of structs,,,
