,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
0,"['c', 'snmp', 'net-snmp', 'mib']","{'account_id': 1860404, 'reputation': 1720, 'user_id': 1685084, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'pradipta', 'link': 'https://stackoverflow.com/users/1685084/pradipta'}",False,8887,1,3,1669287925,1352359159,1352370635.0,13284316,CC BY-SA 3.0,https://stackoverflow.com/questions/13284316/how-to-change-the-default-mib-searching-path,How to change the default MIB searching path?,,,,,
1,"['c', 'linked-list', 'generic-list']","{'account_id': 210629, 'reputation': 13304, 'user_id': 462347, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/d4a844ef3b87269a475befa714ea708d?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/462347/mike'}",True,4052,3,2,1669136714,1351980725,1669136714.0,13213995,CC BY-SA 4.0,https://stackoverflow.com/questions/13213995/conversion-from-double-to-pointer,Conversion from double to pointer,13214075.0,,,,
2,"['c', 'random', 'floating-point']","{'account_id': 2048922, 'reputation': 3221, 'user_id': 1828352, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/51312cb4f8c7722a8b3a6b91d3e1f34e?s=256&d=identicon&r=PG', 'display_name': 'fragon', 'link': 'https://stackoverflow.com/users/1828352/fragon'}",True,185149,6,49,1668621501,1353028514,1620933982.0,13408990,CC BY-SA 4.0,https://stackoverflow.com/questions/13408990/how-to-generate-random-float-number-in-c,How to generate random float number in C,13409133.0,,,,
3,"['c', 'debugging', 'memory-leaks', 'stack-overflow', 'iar']","{'account_id': 1182813, 'reputation': 1458, 'user_id': 1157373, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/1617a5e6a83670011f8540bb26e02243?s=256&d=identicon&r=PG', 'display_name': 'Jonathan', 'link': 'https://stackoverflow.com/users/1157373/jonathan'}",True,7530,4,2,1668616511,1352172905,,13243972,CC BY-SA 3.0,https://stackoverflow.com/questions/13243972/how-to-debug-a-stack-overflow-in-c-in-iar-workbench,How to debug a stack overflow in C in IAR Workbench,,,,,
4,"['c', 'int']","{'account_id': 2073582, 'reputation': 331, 'user_id': 1847548, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d8d6842a29a2b00efbec91d2a013b12?s=256&d=identicon&r=PG', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/1847548/jack'}",True,435217,10,27,1667698579,1353677683,1584215409.0,13530209,CC BY-SA 4.0,https://stackoverflow.com/questions/13530209/how-to-convert-int-to-float-in-c,How to convert int to float in C?,13530287.0,,,,
5,"['c', 'gcc', 'windows-8', 'mingw']","{'account_id': 1633623, 'reputation': 1615, 'user_id': 1507699, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/145b57a2619a1d78b0944028b517ac91?s=256&d=identicon&r=PG', 'display_name': 'eang', 'link': 'https://stackoverflow.com/users/1507699/eang'}",True,42393,9,15,1665497651,1352549864,1495539196.0,13321980,CC BY-SA 3.0,https://stackoverflow.com/questions/13321980/yet-another-mingw-gcc-error-createprocess-no-such-file-or-directory,Yet Another MinGW &quot;gcc: error: CreateProcess: No such file or directory&quot;,13326306.0,,,,
6,"['c++', 'c', 'gcc', 'compiler-errors']","{'account_id': 2065243, 'reputation': 2366, 'user_id': 1840861, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/cYn1P.jpg?s=256&g=1', 'display_name': 'Praveen Vinny', 'link': 'https://stackoverflow.com/users/1840861/praveen-vinny'}",True,3562,4,8,1665437572,1354167344,1354733887.0,13619504,CC BY-SA 3.0,https://stackoverflow.com/questions/13619504/why-are-trigraphs-generating-errors-in-modern-c-compilers,Why are trigraphs generating errors in modern C++ compilers?,13667696.0,,,,
7,"['c', 'variables']","{'user_type': 'does_not_exist', 'display_name': 'user707549'}",True,177039,7,99,1664560936,1352386285,1389883348.0,13291353,CC BY-SA 3.0,https://stackoverflow.com/questions/13291353/iso-c90-forbids-mixed-declarations-and-code-in-c,ISO C90 forbids mixed declarations and code in C,13291402.0,,,,
8,"['c++', 'c', 'compiler-construction', 'llvm']","{'account_id': 108918, 'reputation': 19849, 'user_id': 1018562, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/ca58bb22c2bf586eb0c11e94d79d031e?s=256&d=identicon&r=PG', 'display_name': 'pythonic', 'link': 'https://stackoverflow.com/users/1018562/pythonic'}",True,7904,3,13,1664560269,1352741287,,13348439,CC BY-SA 3.0,https://stackoverflow.com/questions/13348439/how-can-you-print-instruction-in-llvm,How can you print instruction in llvm,13348631.0,,,,
9,"['c', 'arrays', 'matrix']","{'account_id': 2077463, 'reputation': 35, 'user_id': 1850397, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/441575a7b8460eb26c9eeb6266ed59ff?s=256&d=identicon&r=PG', 'display_name': 'user1850397', 'link': 'https://stackoverflow.com/users/1850397/user1850397'}",True,2138,4,0,1664559020,1354063539,1354090329.0,13595907,CC BY-SA 3.0,https://stackoverflow.com/questions/13595907/how-to-shift-the-rows-in-a-4x5-matrix-left-by-2-elements,How to shift the rows in a 4x5 matrix left by 2 elements,,,,,
10,['c'],"{'account_id': 235152, 'reputation': 5244, 'user_id': 501778, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/9c3a188a1a6116ee15bc9dda726ef19c?s=256&d=identicon&r=PG', 'display_name': 'Manu', 'link': 'https://stackoverflow.com/users/501778/manu'}",True,114471,11,30,1664366589,1353846627,,13551017,CC BY-SA 3.0,https://stackoverflow.com/questions/13551017/find-the-size-of-a-string-pointed-by-a-pointer,Find the size of a string pointed by a pointer,13551114.0,,,,
11,"['c', 'pthreads', 'chdir']","{'account_id': 1399280, 'reputation': 479, 'user_id': 1328356, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a0f9c3c00bd671d5e551d47a339208b6?s=256&d=identicon&r=PG', 'display_name': 'porque_no_les_deux', 'link': 'https://stackoverflow.com/users/1328356/porque-no-les-deux'}",True,2590,3,3,1664281371,1353230504,1353230556.0,13438910,CC BY-SA 3.0,https://stackoverflow.com/questions/13438910/if-i-chdir-within-a-thread-will-that-affect-the-cwd-of-the-parent-program,"If I chdir within a thread, will that affect the cwd of the parent program?",13438919.0,,,,
12,"['c++', 'c', 'function']","{'account_id': 1571474, 'reputation': 3751, 'user_id': 1459075, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/03de08b8f6ad55b8a15739656cc91daa?s=256&d=identicon&r=PG', 'display_name': 'Brandon Ling', 'link': 'https://stackoverflow.com/users/1459075/brandon-ling'}",True,57762,6,53,1662450241,1352590596,1543767149.0,13327155,CC BY-SA 4.0,https://stackoverflow.com/questions/13327155/memset-definition-and-use,Memset Definition and use,13327186.0,,,,
13,"['c', 'pointers', 'memory-address', 'addressof', 'address-operator']","{'account_id': 1287701, 'reputation': 7514, 'user_id': 1703886, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/zXLqN.jpg?s=256&g=1', 'display_name': 'poorvank', 'link': 'https://stackoverflow.com/users/1703886/poorvank'}",True,18938,10,6,1662188679,1353906845,1457143407.0,13558995,CC BY-SA 3.0,https://stackoverflow.com/questions/13558995/can-an-address-be-assigned-to-a-variable-in-c,Can an address be assigned to a variable in C?,13559035.0,,,,
14,"['c', 'unix', 'fork']","{'account_id': 1450660, 'reputation': 2712, 'user_id': 1367705, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/jC3jG.jpg?s=256&g=1', 'display_name': 'mazix', 'link': 'https://stackoverflow.com/users/1367705/mazix'}",True,19248,7,5,1661970875,1353509275,,13495783,CC BY-SA 3.0,https://stackoverflow.com/questions/13495783/if-fork-what-does-it-mean,if (!fork) - what does it mean?,13495848.0,,,,
15,"['c++', 'c', 'integer', 'long-integer']","{'account_id': 312459, 'reputation': 20436, 'user_id': 626537, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/SZIeu.jpg?s=256&g=1', 'display_name': 'clstaudt', 'link': 'https://stackoverflow.com/users/626537/clstaudt'}",True,163152,5,93,1659512745,1354102513,,13604137,CC BY-SA 3.0,https://stackoverflow.com/questions/13604137/definition-of-int64-t,Definition of int64_t,13604190.0,,,,
16,"['c', 'gcc', 'struct', 'warnings', 'glib']","{'account_id': 421735, 'reputation': 15926, 'user_id': 800123, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/bZMq5.jpg?s=256&g=1', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/800123/jack'}",True,15721,3,8,1658887491,1352872228,1658887491.0,13373695,CC BY-SA 4.0,https://stackoverflow.com/questions/13373695/how-can-i-remove-the-warning-in-gcc-4-6-missing-initializer-wmissing-field-i,How can I remove the warning in GCC 4.6: &quot;missing initializer [-Wmissing-field-initializers]&quot;?,13373951.0,,,,
17,"['c', 'fork', 'multiprocessing', 'wait']","{'account_id': 1086797, 'reputation': 6903, 'user_id': 1082327, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/FzJNd.jpg?s=256&g=1', 'display_name': 'PoweredByOrange', 'link': 'https://stackoverflow.com/users/1082327/poweredbyorange'}",True,8482,2,2,1658777297,1353374897,1636952642.0,13465284,CC BY-SA 4.0,https://stackoverflow.com/questions/13465284/how-to-wait-for-all-the-children-to-terminate-before-the-parent-moves-on,How to wait for all the children to terminate before the parent moves on?,13465694.0,,,,
