,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,migrated_from
0,"['c', 'memory-management', 'memory-leaks']","{'account_id': 11150473, 'reputation': 494, 'user_id': 8183900, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TZOGl.png?s=256&g=1', 'display_name': 'ngood97', 'link': 'https://stackoverflow.com/users/8183900/ngood97'}",True,762,55783367.0,4,5,1667329174,1555811675,55779246,CC BY-SA 4.0,https://stackoverflow.com/questions/55779246/does-terminating-a-program-reclaim-memory-in-the-same-way-as-free,Does terminating a program reclaim memory in the same way as free()?,,,,
1,"['c++', 'c', 'linux', 'debugging', 'backtrace']","{'account_id': 13441006, 'reputation': 395, 'user_id': 9698161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a2881d4f88da4ddcd701eccf723006f?s=256&d=identicon&r=PG&f=1', 'display_name': 'J.Panek', 'link': 'https://stackoverflow.com/users/9698161/j-panek'}",True,3180,55511761.0,3,5,1665625813,1554107585,55450932,CC BY-SA 4.0,https://stackoverflow.com/questions/55450932/how-ro-resolve-cpp-symbols-from-backtrace-symbols-in-the-offset-during-runtime,How ro resolve cpp symbols from backtrace_symbols() in the offset during runtime for addr2line,1554113245.0,,,
2,"['c', 'windows', 'console']","{'account_id': 10972372, 'reputation': 1106, 'user_id': 8062151, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/T2Tub.png?s=256&g=1', 'display_name': 'AlgoRythm', 'link': 'https://stackoverflow.com/users/8062151/algorythm'}",False,451,,1,1,1665022273,1554166506,55465492,CC BY-SA 4.0,https://stackoverflow.com/questions/55465492/have-windows-console-api-report-window-resize,Have Windows Console API Report Window Resize,,,,
3,"['c++', 'c', 'linked-list', 'gtk', 'glib']","{'account_id': 15672746, 'reputation': 1, 'user_id': 11308750, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UtXfN.jpg?s=256&g=1', 'display_name': 'charly_cx', 'link': 'https://stackoverflow.com/users/11308750/charly-cx'}",False,89,,1,0,1663622648,1554344312,55506909,CC BY-SA 4.0,https://stackoverflow.com/questions/55506909/custom-action-or-command-in-c-using-libfm-linux,Custom action or command in C using libfm Linux?,1663622648.0,,,
4,"['c', 'linux']","{'account_id': 15735336, 'reputation': 1, 'user_id': 11354484, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-7LtBSbJy-vM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reCXgFy5NJwnQgT16TpGFsI-1bgYg/mo/photo.jpg?sz=256', 'display_name': 'Ali Ashar', 'link': 'https://stackoverflow.com/users/11354484/ali-ashar'}",True,133,,4,-4,1663556824,1555194052,55670354,CC BY-SA 4.0,https://stackoverflow.com/questions/55670354/how-do-i-increase-the-size-of-int-so-that-i-could-store-the-value-of-5-30-in,"How do I increase the size of int, so that i could store the value of 5 ^ 30 in it",1555197975.0,,,
5,"['c', 'makefile', 'cmake', 'clion']","{'account_id': 8135427, 'reputation': 2949, 'user_id': 6127225, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/4xYkH.jpg?s=256&g=1', 'display_name': 'Ryan Cocuzzo', 'link': 'https://stackoverflow.com/users/6127225/ryan-cocuzzo'}",False,130,,1,0,1662745128,1555976888,55802482,CC BY-SA 4.0,https://stackoverflow.com/questions/55802482/clion-cannot-import-c-files-makefile-not-updating,Clion cannot import C files (Makefile not updating),,,,
6,['c'],"{'account_id': 1346284, 'reputation': 1891, 'user_id': 1286970, 'user_type': 'registered', 'accept_rate': 24, 'profile_image': 'https://www.gravatar.com/avatar/b5ff5f3cca9e0204db87f956276a1809?s=256&d=identicon&r=PG', 'display_name': 'Zaratruta', 'link': 'https://stackoverflow.com/users/1286970/zaratruta'}",True,1190,,3,5,1661876188,1555359657,55696680,CC BY-SA 4.0,https://stackoverflow.com/questions/55696680/in-which-versions-of-the-c-standard-are-variable-length-arrays-not-part-of-the-l,"In which versions of the C standard are variable length arrays not part of the language, required, or optional?",1555360925.0,,,
7,"['c', 'string', 'memcpy', 'strcpy']","{'account_id': 7386129, 'reputation': 356, 'user_id': 5621098, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/4bd4d1e7f59f4588d039441a17c4ebf3?s=256&d=identicon&r=PG&f=1', 'display_name': 'abisheksampath', 'link': 'https://stackoverflow.com/users/5621098/abisheksampath'}",True,2756,,5,3,1659457232,1556139755,55838504,CC BY-SA 4.0,https://stackoverflow.com/questions/55838504/c-memcpy-with-char-with-length-greater-than-source-string-length,C - memcpy with char * with length greater than source string length,,,,
8,"['c', 'windows', 'visual-studio', 'sockets', 'winsock']","{'account_id': 2095258, 'reputation': 33, 'user_id': 1864178, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ac13e56967a630d175f909eaa07fc5ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'NoobxCamper', 'link': 'https://stackoverflow.com/users/1864178/noobxcamper'}",False,2005,,2,0,1658598886,1554934784,55622094,CC BY-SA 4.0,https://stackoverflow.com/questions/55622094/connect-keeps-failing-with-error-10049-in-c,Connect Keeps Failing With Error 10049 in C,,,,
9,"['c', 'arrays', 'sorting']","{'account_id': 15718033, 'reputation': 3, 'user_id': 11341724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/835f8d92c51fef6ac324603259270501?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nagaveda Reddy', 'link': 'https://stackoverflow.com/users/11341724/nagaveda-reddy'}",True,3143,55618740.0,2,-6,1658407608,1554915382,55617786,CC BY-SA 4.0,https://stackoverflow.com/questions/55617786/finding-maximum-sum-possible-of-two-numbers-in-array,Finding maximum sum possible of two numbers in array,,,,
10,"['c', 'diffie-hellman']","{'account_id': 5100384, 'reputation': 13, 'user_id': 4090172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/550a973182bc7f3db24f0cce865775f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sumeet Chikkmat', 'link': 'https://stackoverflow.com/users/4090172/sumeet-chikkmat'}",False,27,,0,1,1657025522,1555247732,55675697,,https://stackoverflow.com/questions/55675697/diffie-hellman-program-in-c-language,Diffie-Hellman Program in C language,1657025522.0,1555248096.0,Duplicate,
11,"['c', 'buffer', 'fgets']","{'account_id': 10987621, 'reputation': 139, 'user_id': 10983279, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/747c825930aa778eb628e2f94bd8b737?s=256&d=identicon&r=PG', 'display_name': 'user762750', 'link': 'https://stackoverflow.com/users/10983279/user762750'}",True,263,55795269.0,1,-2,1655788889,1555936695,55794557,CC BY-SA 4.0,https://stackoverflow.com/questions/55794557/how-to-read-arbitrary-length-input-from-stdin-properly,How to read arbitrary length input from stdin properly?,1655788889.0,,,
12,"['c', 'windows', 'loops']","{'account_id': 13987168, 'reputation': 119, 'user_id': 10101999, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pl3qk8GrXWE/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7qlnwZBhFZgnLt-IVbl-NOzKF6YtQ/mo/photo.jpg?sz=256', 'display_name': 'Joseph Smith', 'link': 'https://stackoverflow.com/users/10101999/joseph-smith'}",True,638,,2,0,1654664721,1555436388,55713807,CC BY-SA 4.0,https://stackoverflow.com/questions/55713807/methods-to-iterate-every-file-in-a-directory,Methods to iterate every file in a directory?,1654519970.0,,,
13,['c'],"{'account_id': 12126631, 'reputation': 24, 'user_id': 8855173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96eb2cdb8cd951096acbc7fcecad721d?s=256&d=identicon&r=PG&f=1', 'display_name': 'scryptonight', 'link': 'https://stackoverflow.com/users/8855173/scryptonight'}",False,53,,1,0,1654272454,1556581729,55912154,CC BY-SA 4.0,https://stackoverflow.com/questions/55912154/what-is-the-difference-between-referencing-pointers-in-a-function,What is the difference between referencing pointers in a function,1654272454.0,,,
14,['c'],"{'account_id': 15536818, 'reputation': 7, 'user_id': 11208795, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ebf2625763484f1823b39de002a589b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Walerye', 'link': 'https://stackoverflow.com/users/11208795/walerye'}",True,57,55644182.0,2,-3,1654078125,1555036257,55643662,CC BY-SA 4.0,https://stackoverflow.com/questions/55643662/print-a-given-string-backwards-with-a-recursive-function-without-using-string,"Print a given string backwards with a recursive function, without using &lt;string.h&gt;",,,,
15,['c'],"{'account_id': 232405, 'reputation': 1343, 'user_id': 497219, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/6389662116782bdab70346d5d215cbff?s=256&d=identicon&r=PG', 'display_name': 'Jeroen Jacobs', 'link': 'https://stackoverflow.com/users/497219/jeroen-jacobs'}",True,134,55778342.0,1,0,1654077923,1555795232,55777855,CC BY-SA 4.0,https://stackoverflow.com/questions/55777855/condition-is-always-true-bug-in-my-code-or-bug-in-my-ide,"Condition is always true. Bug in my code, or bug in my IDE?",,,,
