,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['c', 'linux', 'io', 'tty', 'ioctl']","{'account_id': 18811660, 'reputation': 79, 'user_id': 13719732, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgRpkZBMO3mQ9jFI7WkN4j6m04XV9j-WHkE67SuqA=k-s256', 'display_name': 'exclowd', 'link': 'https://stackoverflow.com/users/13719732/exclowd'}",True,370,64167460.0,2,1,1669212645,1601619390,1601620145.0,64166924,CC BY-SA 4.0,https://stackoverflow.com/questions/64166924/how-does-a-tty-in-linux-get-input-and-pass-in-into-a-program-and-how-to-fetch-i,How does a tty in linux get input and pass in into a program. And how to fetch it?,,,,
1,"['c++', 'c', 'sdl', 'sdl-2']","{'account_id': 3267988, 'reputation': 69569, 'user_id': 2752075, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/5oQlf.png?s=256&g=1', 'display_name': 'HolyBlackCat', 'link': 'https://stackoverflow.com/users/2752075/holyblackcat'}",True,10418,64396980.0,3,21,1668971453,1602885986,1649103642.0,64396979,CC BY-SA 4.0,https://stackoverflow.com/questions/64396979/how-do-i-use-sdl2-in-my-programs-correctly,How do I use SDL2 in my programs correctly?,,,,
2,"['c', 'com', 'ui-automation']","{'account_id': 14561924, 'reputation': 167, 'user_id': 10517777, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3c8209b246c8fd97fa5e2263e4c48e2?s=256&d=identicon&r=PG&f=1', 'display_name': 'sergioMoreno', 'link': 'https://stackoverflow.com/users/10517777/sergiomoreno'}",False,45,,1,0,1668712120,1602768079,,64372498,CC BY-SA 4.0,https://stackoverflow.com/questions/64372498/how-to-retreive-the-control-type-of-automation-element-with-plain-c,How to retreive the control type of Automation Element with plain C,,,,
3,"['c', 'assembly', 'gcc', 'arm', 'bare-metal']","{'user_type': 'does_not_exist', 'display_name': 'user13739935'}",True,681,64184196.0,3,1,1668362045,1601709698,,64181726,CC BY-SA 4.0,https://stackoverflow.com/questions/64181726/how-to-make-gcc-generate-stack-in-bare-metal-environment,How to make gcc generate stack in bare-metal environment?,,,,
4,"['c', 'linux', 'caching', 'cpu', 'side-channel-attacks']","{'account_id': 19789102, 'reputation': 1, 'user_id': 14492448, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b52f35817411cd2d77fedb37c88ca543?s=256&d=identicon&r=PG&f=1', 'display_name': 'Scalinsa ', 'link': 'https://stackoverflow.com/users/14492448/scalinsa'}",True,76,,1,0,1668141487,1603283572,,64463612,CC BY-SA 4.0,https://stackoverflow.com/questions/64463612/how-to-experience-cache-miss-and-hits-in-linux-system,How to experience cache miss and hits in Linux system?,,,,
5,"['arrays', 'c', 'function', 'pointers', 'memory']","{'account_id': 13494653, 'reputation': 77, 'user_id': 10468366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41462af5e203bec09187cadb1a19a0f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emre İriş', 'link': 'https://stackoverflow.com/users/10468366/emre-%c4%b0ri%c5%9f'}",True,102,,2,0,1666191107,1602831272,,64384274,,https://stackoverflow.com/questions/64384274/c-defining-array-vs-defining-pointer-as-function-parameter,C defining array vs defining pointer as function parameter,1602832892.0,Duplicate,,
6,"['c', 'linux', 'gdb', 'reverse-engineering', 'binary-bomb']","{'account_id': 13330044, 'reputation': 53, 'user_id': 12165736, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FsK4H.jpg?s=256&g=1', 'display_name': 'zackmusgrave', 'link': 'https://stackoverflow.com/users/12165736/zackmusgrave'}",True,153,64517885.0,1,-2,1664716485,1603569656,1664716485.0,64517507,,https://stackoverflow.com/questions/64517507/reverse-engineering-in-c-bomb-lab,reverse engineering in C; bomb lab,1654392157.0,Duplicate,,
7,"['c', 'pointers', 'linked-list', 'dynamic-memory-allocation', 'circular-list']","{'account_id': 10326325, 'reputation': 341, 'user_id': 7617688, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee8aa47befbe179ea880331a669f0604?s=256&d=identicon&r=PG&f=1', 'display_name': 'default-303', 'link': 'https://stackoverflow.com/users/7617688/default-303'}",True,99,,1,0,1664677471,1602222776,1602239119.0,64274608,CC BY-SA 4.0,https://stackoverflow.com/questions/64274608/having-hard-time-debugging-deletion-of-head-node-in-a-circular-linked-list,having hard time debugging deletion of head node in a circular linked list,,,,
8,"['c++', 'c', 'vcpkg']","{'account_id': 19828055, 'reputation': 1, 'user_id': 14523232, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-wCYeLin18Qo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmS_C3i8v7FoE5rQ_hreWh6ThHP8g/s96-c/photo.jpg?sz=256', 'display_name': 'tawosky', 'link': 'https://stackoverflow.com/users/14523232/tawosky'}",False,2144,,1,-1,1664343204,1604138947,1604203303.0,64620565,CC BY-SA 4.0,https://stackoverflow.com/questions/64620565/how-to-install-vcpkg-for-vs-code,how to install vcpkg for vs code?,,,,
9,"['c', 'opengl', 'x11', 'egl']","{'account_id': 19284300, 'reputation': 23, 'user_id': 14095649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8df645f7a131e775dd1fcb8ad273f46e?s=256&d=identicon&r=PG&f=1', 'display_name': 'testaccoun0987', 'link': 'https://stackoverflow.com/users/14095649/testaccoun0987'}",True,2597,,1,1,1664218710,1603210018,1664218710.0,64449068,CC BY-SA 4.0,https://stackoverflow.com/questions/64449068/how-to-create-a-native-x11-window-for-use-with-egl,How to create a native X11 window for use with EGL,,,,
