,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['c', 'visual-studio-code', 'terminal', 'esp32', 'espressif-idf']","{'account_id': 26482214, 'reputation': 1, 'user_id': 20121303, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ee4ff6ae333a67b67e4ac9f712a3b47?s=256&d=identicon&r=PG', 'display_name': 'matvic', 'link': 'https://stackoverflow.com/users/20121303/matvic'}",True,70,74544872.0,1,0,1669197551,1664461318,1664516190.0,73897150,CC BY-SA 4.0,https://stackoverflow.com/questions/73897150/terminal-process-failed-to-launch-invalid-starting-directory-review-your-term,"terminal process failed to launch : Invalid starting directory, review your terminal.integrated.cwd setting",,,
1,"['c', 'arm', 'buffer-overflow', 'cortex-m', 'contiki']","{'account_id': 8298444, 'reputation': 643, 'user_id': 6237880, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/b9476ed08c3626d74ec89c471dd3bf33?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jaime_mc2', 'link': 'https://stackoverflow.com/users/6237880/jaime-mc2'}",True,77,73849223.0,2,0,1668990019,1663839295,1664162279.0,73812390,CC BY-SA 4.0,https://stackoverflow.com/questions/73812390/why-a-variable-would-not-be-allocated-as-local-in-stack,Why a variable would not be allocated as local in stack,,,
2,"['c', 'buffer-overflow', 'riscv', 'control-flow', 'gem5']","{'account_id': 14437756, 'reputation': 80, 'user_id': 16119143, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1919958628057611/picture?type=large', 'display_name': 'Preet Derasari', 'link': 'https://stackoverflow.com/users/16119143/preet-derasari'}",False,65,,0,0,1668511066,1662581973,,73641059,CC BY-SA 4.0,https://stackoverflow.com/questions/73641059/what-is-the-difference-between-the-return-into-libc-and-rop-attack-implementatio,What is the difference between the Return-into-Libc and ROP attack implementations in the hope-RIPE buffer-overflow benchmark?,,,
3,"['c', 'gcc', 'inline-assembly', 'arm64', 'immediate-operand']","{'account_id': 20115201, 'reputation': 5, 'user_id': 19923159, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiowE8lX236FNG8wmf2Bx4KFEGkOl7luVdxjP2Y=k-s256', 'display_name': '冰煌雪舞', 'link': 'https://stackoverflow.com/users/19923159/%e5%86%b0%e7%85%8c%e9%9b%aa%e8%88%9e'}",True,167,73610758.0,3,0,1668451218,1662385509,1662392380.0,73610367,CC BY-SA 4.0,https://stackoverflow.com/questions/73610367/error-impossible-constraint-in-asm-i,error: Impossible constraint in &#39;asm&#39; &quot;i&quot;,,,
4,"['c', 'window', 'x11', 'xlib']","{'account_id': 6927077, 'reputation': 335, 'user_id': 5317819, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/13b738f0d7c8afacf4ec87deda3bfd12?s=256&d=identicon&r=PG&f=1', 'display_name': 'T.L', 'link': 'https://stackoverflow.com/users/5317819/t-l'}",True,69,73834445.0,1,1,1668278254,1663968736,,73833171,CC BY-SA 4.0,https://stackoverflow.com/questions/73833171/how-to-get-the-active-window-using-x11-xlib-c-api,How to get the active window using X11/Xlib c api?,,,
5,"['c', 'timezone', 'esp32', 'esp-idf']","{'account_id': 14204455, 'reputation': 147, 'user_id': 10261469, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RHwBD.jpg?s=256&g=1', 'display_name': 'Ahmad Mansoori', 'link': 'https://stackoverflow.com/users/10261469/ahmad-mansoori'}",True,88,73869170.0,1,1,1668261703,1664277875,,73866778,CC BY-SA 4.0,https://stackoverflow.com/questions/73866778/tm-struct-converts-to-wrong-time-t,tm struct converts to wrong time_t,,,
6,"['c', 'arm', 'stm32', 'atomic', 'cortex-m']","{'account_id': 14894580, 'reputation': 105, 'user_id': 10755319, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c0ec8a1fff2b54dbdb55f5ed366924e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Martin_from_K', 'link': 'https://stackoverflow.com/users/10755319/martin-from-k'}",True,84,,1,2,1667838127,1663918641,1667838127.0,73824425,CC BY-SA 4.0,https://stackoverflow.com/questions/73824425/is-there-something-like-atomic-inc-in-cmsis-for-cortex-m-3-4-7,Is there something like ATOMIC_INC in CMSIS for Cortex-M 3 4 7?,,,
7,"['c', 'linux', 'cmake', 'makefile', 'freertos']","{'account_id': 23253460, 'reputation': 21, 'user_id': 17340860, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/014feeaf319cf3f90e575cea041b8fb6?s=256&d=identicon&r=PG', 'display_name': 'digits', 'link': 'https://stackoverflow.com/users/17340860/digits'}",False,153,,1,0,1667584877,1664065264,,73841371,CC BY-SA 4.0,https://stackoverflow.com/questions/73841371/cmake-cant-find-the-header-from-the-pico-sdk,CMake can&#39;t find the header from the PICO-SDK,,,
8,"['c++', 'c', 'compiler-errors', 'string-literals', 'function-declaration']","{'account_id': 23021562, 'reputation': 33, 'user_id': 17142531, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d720c1b1c61745408b29a93263ae9d6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'onix012', 'link': 'https://stackoverflow.com/users/17142531/onix012'}",True,101,,1,1,1667581444,1662577875,1667581444.0,73640444,,https://stackoverflow.com/questions/73640444/iso-c-forbids-converting-a-string-constant-to-char-wwrite-strings-error,ISO C++ forbids converting a string constant to &#39;char*&#39; [-Wwrite-strings] error shown in Visual Studio code while trying to run C code,1667581710.0,Duplicate,
9,"['c', 'go', 'cgo']","{'account_id': 23386802, 'reputation': 17, 'user_id': 20121857, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhC2iN_cG4w_Bo3lqSJGWGGtAypb5yabd15T0RZET4=k-s256', 'display_name': 'Roberto Carvalho', 'link': 'https://stackoverflow.com/users/20121857/roberto-carvalho'}",False,50,,1,0,1667451114,1664463834,1667451114.0,73897747,CC BY-SA 4.0,https://stackoverflow.com/questions/73897747/iterate-c-array-struct-in-go,Iterate C array struct in Go,,,
10,"['c', 'file', 'system-calls']","{'account_id': 25529045, 'reputation': 47, 'user_id': 19317476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7823d5bc3d2a3dafae7087f9fcdc723e?s=256&d=identicon&r=PG', 'display_name': 'elfii', 'link': 'https://stackoverflow.com/users/19317476/elfii'}",True,150,73840154.0,2,-1,1667242013,1664035132,1667242013.0,73838637,CC BY-SA 4.0,https://stackoverflow.com/questions/73838637/copy-files-into-a-directory-using-call-systems,Copy files into a directory using call systems,,,
11,"['c', 'openssl', 'evp-cipher']","{'account_id': 21774678, 'reputation': 43, 'user_id': 16077295, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgA_19htanaPYYroHuvX8JI1h4sQef5pfw-mreL9A=k-s256', 'display_name': 'krzychostal', 'link': 'https://stackoverflow.com/users/16077295/krzychostal'}",True,116,73804449.0,3,0,1667224872,1663693566,,73790273,CC BY-SA 4.0,https://stackoverflow.com/questions/73790273/openssl-evp-aes-encryption-and-base64-encoding-producing-unusable-results,OpenSSL EVP AES Encryption and Base64 Encoding producing unusable results,,,
12,"['c', 'struct', 'c-header']","{'account_id': 24527712, 'reputation': 15, 'user_id': 18439954, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/be95a9ca04de6e1f4e923bebf1745285?s=256&d=identicon&r=PG', 'display_name': 'Riuk2252', 'link': 'https://stackoverflow.com/users/18439954/riuk2252'}",True,57,74263478.0,1,-1,1667220286,1663419176,,73755012,CC BY-SA 4.0,https://stackoverflow.com/questions/73755012/is-there-a-easy-way-to-insert-header-files-on-the-c-code-without-using-include,Is there a easy way to insert header files on the C code (without using include)?,,,
13,"['c', 'arduino', 'compiler-construction', 'avr-gcc', 'arduino-esp32']","{'account_id': 1637510, 'reputation': 13319, 'user_id': 1514983, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/953f9c2e14575db714293ea3dffebca8?s=256&d=identicon&r=PG', 'display_name': 'Petr', 'link': 'https://stackoverflow.com/users/1514983/petr'}",True,78,73719169.0,1,1,1667122816,1663165106,1667122816.0,73718460,,https://stackoverflow.com/questions/73718460/why-do-mcu-compilers-for-chips-like-avr-or-esp-used-widely-by-arduino-keep-all,Why do MCU compilers for chips like AVR or ESP (used widely by Arduino) keep all strings in SRAM heap by default?,1663167844.0,Not suitable for this site,
14,"['c', 'performance', 'clang', 'compiler-optimization']","{'account_id': 9997667, 'reputation': 2355, 'user_id': 7394743, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XKmwM.jpg?s=256&g=1', 'display_name': 'Davis Vaughan', 'link': 'https://stackoverflow.com/users/7394743/davis-vaughan'}",True,6649,73817276.0,5,61,1667033179,1663857941,1663974226.0,73816657,CC BY-SA 4.0,https://stackoverflow.com/questions/73816657/why-is-this-seemingly-slower-c-loop-actually-twice-as-fast-as-the-other-way,Why is this seemingly slower C loop actually twice as fast as the other way?,,,
15,"['c', 'linker', 'stm32', 'stm32cubeide']","{'account_id': 26479342, 'reputation': 11, 'user_id': 20118810, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5209e74c612c8350362292756baccb8c?s=256&d=identicon&r=PG', 'display_name': 'Enemoino', 'link': 'https://stackoverflow.com/users/20118810/enemoino'}",False,55,,1,1,1666899508,1664442176,1664520788.0,73892941,CC BY-SA 4.0,https://stackoverflow.com/questions/73892941/linker-sector-global-variables-addresing-problem,Linker sector global variables addresing problem,,,
16,"['c', 'unions', 'scitools-understand']","{'account_id': 25720481, 'reputation': 1, 'user_id': 19477549, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e9aa69c0c4405469f21ab05da75d61ca?s=256&d=identicon&r=PG', 'display_name': 'raptor', 'link': 'https://stackoverflow.com/users/19477549/raptor'}",False,30,,0,0,1666822450,1663940439,1664122996.0,73828642,CC BY-SA 4.0,https://stackoverflow.com/questions/73828642/iar-rl78-union-understand-scitools,IAR RL78 Union - Understand SciTools,,,
