,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['c', 'clang', 'x86-64', 'bigint', 'extint']","{'account_id': 19216019, 'reputation': 143, 'user_id': 14040740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8563b23c9df2da76733d821507f50c41?s=256&d=identicon&r=PG&f=1', 'display_name': 'Owen2020', 'link': 'https://stackoverflow.com/users/14040740/owen2020'}",True,1559,63232815.0,2,14,1668856989,1596446271,1596504682.0,63226753,CC BY-SA 4.0,https://stackoverflow.com/questions/63226753/256-bit-arithmetic-in-clang-extended-integers,256-bit arithmetic in Clang (extended integers),,,
1,"['c', 'linux', 'timer', 'zeromq']","{'account_id': 13867615, 'reputation': 51, 'user_id': 13308941, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zOx1z.jpg?s=256&g=1', 'display_name': 'zongul67', 'link': 'https://stackoverflow.com/users/13308941/zongul67'}",True,5250,63248074.0,2,3,1667914495,1596524545,1596532021.0,63241720,CC BY-SA 4.0,https://stackoverflow.com/questions/63241720/how-to-use-timerfd-properly,How to use timerfd properly?,,,
2,"['c++', 'c', 'debugging', 'casting', 'c++17']","{'account_id': 16868361, 'reputation': 41, 'user_id': 12197499, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6fa9ffdfd04655d4f6c66df6f5891b86?s=256&d=identicon&r=PG&f=1', 'display_name': 'seaiam', 'link': 'https://stackoverflow.com/users/12197499/seaiam'}",True,88,,1,0,1667454830,1596598085,1667454830.0,63257982,CC BY-SA 4.0,https://stackoverflow.com/questions/63257982/trying-to-cast-an-integer-to-a-char,Trying to cast an integer to a char,,,
3,"['c', 'optimization']","{'account_id': 3084863, 'reputation': 23752, 'user_id': 2612235, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/dpsjq.jpg?s=256&g=1', 'display_name': 'nowox', 'link': 'https://stackoverflow.com/users/2612235/nowox'}",True,352,63342250.0,3,0,1667317091,1597069707,,63342198,CC BY-SA 4.0,https://stackoverflow.com/questions/63342198/why-does-c-have-a-hypot-function,Why does C have a `hypot` function?,,,
4,"['c++', 'c', 'runtime-error', 'libgit2']","{'account_id': 10896956, 'reputation': 1710, 'user_id': 8010568, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11624afad52c1714db631934e3951dc3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Berkay Berabi', 'link': 'https://stackoverflow.com/users/8010568/berkay-berabi'}",True,1512,63282429.0,3,0,1666883769,1596712240,1596712824.0,63282317,CC BY-SA 4.0,https://stackoverflow.com/questions/63282317/runtime-error-load-of-misaligned-address,runtime error: load of misaligned address,,,
5,"['c', 'undefined-behavior', 'c-strings', 'string-literals', 'function-definition']","{'account_id': 19329634, 'reputation': 21, 'user_id': 14131532, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Rm5u6.jpg?s=256&g=1', 'display_name': 'FrugalCoder', 'link': 'https://stackoverflow.com/users/14131532/frugalcoder'}",True,312,63487531.0,1,2,1666357339,1597841421,1666357339.0,63487353,CC BY-SA 4.0,https://stackoverflow.com/questions/63487353/segmentation-fault-core-dumped-strlcpy-function-c,Segmentation fault (core dumped) - strlcpy function C,,,
6,"['c', 'loops', 'for-loop', 'sequence']","{'account_id': 18740065, 'reputation': 13, 'user_id': 13663497, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5ebc9eae8ab8b069460e402892ae5d6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Afia ', 'link': 'https://stackoverflow.com/users/13663497/afia'}",True,1036,63345534.0,3,0,1666224628,1597081744,,63345433,CC BY-SA 4.0,https://stackoverflow.com/questions/63345433/how-do-i-make-the-loop-go-n-times-to-find-sum-of-nth-terms-in-c-program,How do I make the loop go n times to find sum of nth terms? In C program,,,
7,"['c', 'arm', 'embedded', 'stm32', 'embedded-resource']","{'account_id': 16479369, 'reputation': 45, 'user_id': 11906502, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/535f09b420eb4c397707ed2f2ba083c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abnaby', 'link': 'https://stackoverflow.com/users/11906502/abnaby'}",True,78,63637113.0,2,0,1664312621,1598627437,1598628717.0,63636491,CC BY-SA 4.0,https://stackoverflow.com/questions/63636491/about-keil-software-simulation,About Keil software simulation,,,
8,"['c++', 'c', 'debugging', 'gdb', 'compiler-optimization']","{'account_id': 3032157, 'reputation': 27494, 'user_id': 4561887, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/1ecb6a74fca21551bd8157504ad47faf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gabriel Staples', 'link': 'https://stackoverflow.com/users/4561887/gabriel-staples'}",True,2434,63386263.0,1,6,1664165521,1597276907,1597277705.0,63386189,CC BY-SA 4.0,https://stackoverflow.com/questions/63386189/whats-the-difference-between-a-compilers-o0-option-and-og-option,What&#39;s the difference between a compiler&#39;s `-O0` option and `-Og` option?,,,
9,"['c', 'filter', 'cs50']","{'account_id': 18972981, 'reputation': 303, 'user_id': 14082778, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DA3rn.jpg?s=256&g=1', 'display_name': 'Lost in code', 'link': 'https://stackoverflow.com/users/14082778/lost-in-code'}",True,908,63418301.0,4,2,1663326046,1597422042,1603535692.0,63416505,CC BY-SA 4.0,https://stackoverflow.com/questions/63416505/cs50-sepia-problem-with-converting-image-from-normal-to-sepia,Cs50 sepia problem with converting image from normal to sepia,,,
10,"['c', 'operating-system', 'mbr']","{'account_id': 19403096, 'reputation': 53, 'user_id': 14189198, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2bf06b25a5863032d1b1922cd1737455?s=256&d=identicon&r=PG&f=1', 'display_name': 'user14189198', 'link': 'https://stackoverflow.com/users/14189198/user14189198'}",True,250,63919705.0,1,0,1661915297,1598740329,1661914513.0,63652373,CC BY-SA 4.0,https://stackoverflow.com/questions/63652373/how-does-the-mbr-change-between-operating-systems,How does the MBR change between operating systems?,,,
11,"['c', 'debugging', 'visual-studio-code', 'vscode-debugger']","{'account_id': 13132635, 'reputation': 372, 'user_id': 9486718, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18a8afd5068b97f0d5b97a026c95f9af?s=256&d=identicon&r=PG&f=1', 'display_name': 'KIYZ', 'link': 'https://stackoverflow.com/users/9486718/kiyz'}",True,3470,63281302.0,1,2,1661256505,1596699400,1596705360.0,63278898,CC BY-SA 4.0,https://stackoverflow.com/questions/63278898/how-to-watch-char-values-of-strings-pointed-by-a-pointer-to-pointers-in-debugger,How to watch char values of strings pointed by a pointer to pointers in debugger mode of VSCode,,,
12,"['c', 'fork', 'parent-child']","{'account_id': 6720604, 'reputation': 371, 'user_id': 5180782, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://graph.facebook.com/10206189361447429/picture?type=large', 'display_name': 'Anton9988', 'link': 'https://stackoverflow.com/users/5180782/anton9988'}",True,96,63222177.0,1,2,1660862328,1596409733,1660862328.0,63221855,CC BY-SA 4.0,https://stackoverflow.com/questions/63221855/does-wnohang-clean-child-resources,Does WNOHANG clean child resources,,,
