,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['java', 'cryptography', 'private-key', 'public-key', 'secp256k1']","{'account_id': 14824740, 'reputation': 21, 'user_id': 10705995, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2124511094266612/picture?type=large', 'display_name': 'Junaid Hassan', 'link': 'https://stackoverflow.com/users/10705995/junaid-hassan'}",True,1856,3,1,1669178967,1602365021,1602392569.0,64298440,CC BY-SA 4.0,https://stackoverflow.com/questions/64298440/secp256k1-is-not-working-supporting-in-eclipse,secp256k1 is not working/supporting in eclipse?,,,,
1,"['java', 'android', 'android-studio', 'opencv']","{'account_id': 19352105, 'reputation': 67, 'user_id': 14149296, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f66404ab1ba6c57c217fa541472adecf?s=256&d=identicon&r=PG&f=1', 'display_name': 'RunMildew', 'link': 'https://stackoverflow.com/users/14149296/runmildew'}",True,1602,1,1,1669158103,1603052045,1603093709.0,64417874,CC BY-SA 4.0,https://stackoverflow.com/questions/64417874/opencv-app-android-camera-keeps-showing-black-screen,OpenCV app - Android camera keeps showing black screen,64423056.0,,,
2,"['java', 'android', 'opencv', 'camera', 'crash']","{'account_id': 19352105, 'reputation': 67, 'user_id': 14149296, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f66404ab1ba6c57c217fa541472adecf?s=256&d=identicon&r=PG&f=1', 'display_name': 'RunMildew', 'link': 'https://stackoverflow.com/users/14149296/runmildew'}",True,591,1,0,1669158066,1603392648,1603401430.0,64488713,CC BY-SA 4.0,https://stackoverflow.com/questions/64488713/opencv-application-android-camera-crashes-after-10-seconds,OpenCV application - Android Camera crashes after 10 seconds,64493151.0,,,
3,"['java', 'android', 'opencv', 'camera', 'android-camera']","{'account_id': 19352105, 'reputation': 67, 'user_id': 14149296, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f66404ab1ba6c57c217fa541472adecf?s=256&d=identicon&r=PG&f=1', 'display_name': 'RunMildew', 'link': 'https://stackoverflow.com/users/14149296/runmildew'}",True,2056,2,2,1669158048,1603902990,1604668227.0,64577351,CC BY-SA 4.0,https://stackoverflow.com/questions/64577351/opencv-how-to-set-a-full-screen-camera-view-in-android,OpenCV - How to set a Full Screen Camera view in Android?,64690408.0,,,
4,"['java', 'sql', 'spring-boot', 'liquibase', 'bidirectional']","{'account_id': 18624606, 'reputation': 23, 'user_id': 13574018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc1997124395d535e8d41979c8a687a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maxim Grankin', 'link': 'https://stackoverflow.com/users/13574018/maxim-grankin'}",True,240,2,2,1669146591,1601720139,1602083283.0,64183096,CC BY-SA 4.0,https://stackoverflow.com/questions/64183096/liquibase-bidirectional-relationships-changelog-order,Liquibase bidirectional relationships changelog order,64246940.0,,,
5,"['java', 'jboss7.x', 'resteasy', 'jboss6.x', 'jersey-1.0']","{'account_id': 19791748, 'reputation': 11, 'user_id': 14494618, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d39078e6a8c92fcb8ad4ed1a475b10aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'proceso', 'link': 'https://stackoverflow.com/users/14494618/proceso'}",False,261,0,1,1669133941,1603302425,,64469030,CC BY-SA 4.0,https://stackoverflow.com/questions/64469030/jersey-error-after-migrating-ear-from-jboss-eap-6-4-to-jboss-eap-7-3,Jersey error after migrating EAR from Jboss EAP 6.4 to Jboss EAP 7.3,,,,
6,"['java', 'hibernate', 'h2']","{'account_id': 9621878, 'reputation': 71, 'user_id': 9383415, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/904872ef31cf0136009218e9d7a0b327?s=256&d=identicon&r=PG&f=1', 'display_name': 'William James', 'link': 'https://stackoverflow.com/users/9383415/william-james'}",True,3188,3,0,1669022731,1602626869,1602627236.0,64343851,CC BY-SA 4.0,https://stackoverflow.com/questions/64343851/illegalstateexception-logicalconnectionmanagedimpl-is-closed-hibernate,IllegalStateException LogicalConnectionManagedImpl is closed Hibernate,,,,
7,"['java', 'unit-testing', 'kotlin', 'mocking', 'mockito']","{'account_id': 19727301, 'reputation': 55, 'user_id': 14443612, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/70a294d5f8e726a7fb2e7fb56b3a559e?s=256&d=identicon&r=PG&f=1', 'display_name': 'xopehir780', 'link': 'https://stackoverflow.com/users/14443612/xopehir780'}",False,1460,2,0,1668886930,1602859827,,64391483,CC BY-SA 4.0,https://stackoverflow.com/questions/64391483/kotlin-how-to-mock-generic-class-in-unit-test,Kotlin How to mock generic class in unit test?,,,,
8,"['java', 'spring-boot', 'hibernate', 'rest', 'spring-mvc']","{'account_id': 5000876, 'reputation': 361, 'user_id': 4019953, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://lh3.googleusercontent.com/-q9lH0-kOtaA/AAAAAAAAAAI/AAAAAAAAAFA/eAnim50NSis/photo.jpg?sz=256', 'display_name': 'Cem', 'link': 'https://stackoverflow.com/users/4019953/cem'}",True,4156,3,7,1668684208,1603260022,,64457496,CC BY-SA 4.0,https://stackoverflow.com/questions/64457496/spring-boot-project-org-springframework-beans-factory-beancreationexceptionerr,Spring Boot Project &quot;org.springframework.beans.factory.BeanCreationException:Error creating bean with name &#39;entityManagerFactory&#39;&quot; ERROR,,,,
9,"['java', 'android', 'kotlin', 'android-xml']","{'account_id': 6797112, 'reputation': 157, 'user_id': 5231926, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/03mkE.jpg?s=256&g=1', 'display_name': 'Leslie Joe', 'link': 'https://stackoverflow.com/users/5231926/leslie-joe'}",True,1964,2,1,1668473927,1602567225,1668473927.0,64329125,CC BY-SA 4.0,https://stackoverflow.com/questions/64329125/failed-to-find-attr-textappearancebutton-in-current-theme,failed to find &#39;@attr/TextAppearanceButton&#39; in current theme,,,,
10,"['java', 'kotlin', 'enums', 'sealed-class']","{'account_id': 7581977, 'reputation': 1271, 'user_id': 5752410, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9bc3e1e22952ae6a52f034d2d7c42467?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eitanos30', 'link': 'https://stackoverflow.com/users/5752410/eitanos30'}",True,4829,2,3,1668464368,1603545965,1603550390.0,64513791,CC BY-SA 4.0,https://stackoverflow.com/questions/64513791/what-is-the-difference-between-sealed-class-and-inheritance-principle-in-kotlin,What is the difference between Sealed class and inheritance principle in Kotlin?,64517039.0,,,
