,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['java', 'spring-boot', 'tomcat', 'server', 'port']","{'account_id': 5796363, 'reputation': 21, 'user_id': 4572062, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-iE1A05Q7cOQ/AAAAAAAAAAI/AAAAAAAAAEg/EctOIG-U-9U/photo.jpg?sz=256', 'display_name': 'AMIYA SAHOO', 'link': 'https://stackoverflow.com/users/4572062/amiya-sahoo'}",True,5912,2,2,1669203352,1596791076,1596839214.0,63298618,CC BY-SA 4.0,https://stackoverflow.com/questions/63298618/web-server-failed-to-start-port-8080-was-already-in-use,Web server failed to start. Port 8080 was already in use,,,,
1,['java'],"{'account_id': 5921372, 'reputation': 45, 'user_id': 4839662, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/h6Sa4.png?s=256&g=1', 'display_name': 'Emiliyana Kalinova', 'link': 'https://stackoverflow.com/users/4839662/emiliyana-kalinova'}",True,138,2,1,1669199783,1598384514,1669199783.0,63586031,CC BY-SA 4.0,https://stackoverflow.com/questions/63586031/java-constructors-and-super,Java constructors and super(),,,,
2,"['java', 'android', 'mpandroidchart']","{'account_id': 15110789, 'reputation': 155, 'user_id': 10904967, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-D0t3Rc6sL8w/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcbfJzMF2FKgQ-aOHjY1o8rA3M-A2A/mo/photo.jpg?sz=256', 'display_name': 'Aryan Gulati', 'link': 'https://stackoverflow.com/users/10904967/aryan-gulati'}",True,2673,3,2,1669110695,1597155136,1597387201.0,63359993,CC BY-SA 4.0,https://stackoverflow.com/questions/63359993/mpandroidchart-bar-chart-not-showing-all-x-axis-labels,MPAndroidChart - Bar Chart not showing all X-axis labels,,,,
3,"['java', 'spring', 'spring-boot', 'api-gateway', 'spring-cloud-gateway']","{'account_id': 3695262, 'reputation': 6797, 'user_id': 3391490, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c761f6dd514023a960cc1d694c1c9a09?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thirumal', 'link': 'https://stackoverflow.com/users/3391490/thirumal'}",True,10129,2,4,1669023874,1596800090,,63300986,CC BY-SA 4.0,https://stackoverflow.com/questions/63300986/how-to-set-a-time-out-in-spring-cloud-gateway,How to set a time out in spring cloud gateway?,63301122.0,,,
4,"['java', 'android']","{'account_id': 18883454, 'reputation': 5, 'user_id': 13775394, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5f8dabf72bd9e8286e0c01a1e21f35e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ibrahim', 'link': 'https://stackoverflow.com/users/13775394/ibrahim'}",False,96,2,0,1669005359,1598195051,,63548490,CC BY-SA 4.0,https://stackoverflow.com/questions/63548490/i-cant-change-the-textswitcher-font,I can&#39;t change the TextSwitcher font,,,,
5,"['java', 'spring', 'spring-boot', 'logback', 'slf4j']","{'account_id': 4647011, 'reputation': 37396, 'user_id': 3764965, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/uJhj3.jpg?s=256&g=1', 'display_name': 'Nikolas Charalambidis', 'link': 'https://stackoverflow.com/users/3764965/nikolas-charalambidis'}",True,8806,2,17,1668932135,1596558356,1597827578.0,63251142,CC BY-SA 4.0,https://stackoverflow.com/questions/63251142/what-is-default-console-log-pattern-used-for-spring-boot-logging-and-where-to-fi,What is default CONSOLE_LOG_PATTERN used for Spring Boot logging and where to find it?,63251296.0,,,
6,"['java', 'spring', 'tomcat', 'servlets']","{'account_id': 12235701, 'reputation': 63, 'user_id': 8930194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93e06eb538f1cfd8156b7d5f3b20b2ec?s=256&d=identicon&r=PG&f=1', 'display_name': 'ramason', 'link': 'https://stackoverflow.com/users/8930194/ramason'}",True,347,1,2,1668773648,1596271418,,63203369,CC BY-SA 4.0,https://stackoverflow.com/questions/63203369/what-is-sequence-of-servlet-container-and-dispatcher-servlet-for-http-request,What is sequence of servlet-container and dispatcher servlet for http request?,63203405.0,,,
7,"['java', 'algorithm', 'sorting', 'insertion-sort']","{'account_id': 18152416, 'reputation': 289, 'user_id': 13204939, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e78553104f9011abb612edea48558fa1?s=256&d=identicon&r=PG&f=1', 'display_name': 'TanDev', 'link': 'https://stackoverflow.com/users/13204939/tandev'}",True,1493,1,3,1668704032,1598691797,1668704032.0,63645255,,https://stackoverflow.com/questions/63645255/why-does-insertion-sort-work-only-if-we-use-while-as-an-inner-loop-and-doesn-t-w,Why does insertion sort work only if we use while as an inner loop and doesn’t work for ” for loop”?,63646300.0,1598718741.0,Opinion-based,
8,"['java', 'android']","{'account_id': 19257864, 'reputation': 107, 'user_id': 14074381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/297e20efc618b3b343b270a987636448?s=256&d=identicon&r=PG&f=1', 'display_name': 'ADP', 'link': 'https://stackoverflow.com/users/14074381/adp'}",True,81,2,0,1668695105,1596958550,1668695105.0,63323707,CC BY-SA 4.0,https://stackoverflow.com/questions/63323707/simple-media-player-in-android,Simple Media Player in Android,63369227.0,,,
9,"['java', 'unit-testing', 'junit', 'mockito', 'powermockito']","{'account_id': 6115119, 'reputation': 638, 'user_id': 4770397, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://lh6.googleusercontent.com/-pWUlI5nJNkM/AAAAAAAAAAI/AAAAAAAAAMw/bLN0_0Xh6mo/photo.jpg?sz=256', 'display_name': 'mayank bisht', 'link': 'https://stackoverflow.com/users/4770397/mayank-bisht'}",False,578,2,0,1668686739,1597307108,1597308714.0,63391054,CC BY-SA 4.0,https://stackoverflow.com/questions/63391054/how-to-mock-kafkaadminclient,How to mock KafkaAdminClient,,,,
