,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['java', 'selenium', 'selenium-webdriver', 'webdriver', 'command-prompt']","{'account_id': 18573549, 'reputation': 71, 'user_id': 13534822, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiNAb6JYlBtoJW37lBDANuYUM1OLx-l_q70aweyoo0=k-s256', 'display_name': 'Aggelos M', 'link': 'https://stackoverflow.com/users/13534822/aggelos-m'}",True,1795,3,2,1669012960,1607797429,1607805332.0,65268343,CC BY-SA 4.0,https://stackoverflow.com/questions/65268343/command-prompt-error-unable-to-access-jarfile-selenium-server-standalone-3-141,Command Prompt: Error Unable to access jarfile selenium-server-standalone-3.141.59.jar,,,,
1,"['java', 'selenium', 'maven', 'testng', 'allure']","{'account_id': 11667928, 'reputation': 11, 'user_id': 8544072, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5282f459daf1568d99d68dc7f4b4c5b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rohith', 'link': 'https://stackoverflow.com/users/8544072/rohith'}",True,861,1,0,1668751877,1607101844,,65147763,CC BY-SA 4.0,https://stackoverflow.com/questions/65147763/allure-results-empty-when-test-is-triggered-via-maven,Allure Results Empty when test is triggered via Maven,65200815.0,,,
2,"['java', 'rest', 'memcached']","{'account_id': 4017891, 'reputation': 163, 'user_id': 3309305, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3309305', 'link': 'https://stackoverflow.com/users/3309305/user3309305'}",False,207,2,2,1668676797,1607332658,,65178930,CC BY-SA 4.0,https://stackoverflow.com/questions/65178930/memcached-windows-binaries-for-latest-version,Memcached windows binaries for latest version,,,,
3,"['java', 'android', 'error-handling', 'permissions']","{'account_id': 9967643, 'reputation': 141, 'user_id': 7741106, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1887359028175773/picture?type=large', 'display_name': 'Umesh Chakradhar', 'link': 'https://stackoverflow.com/users/7741106/umesh-chakradhar'}",False,47,0,0,1668659815,1608787835,1668659815.0,65434361,,https://stackoverflow.com/questions/65434361/app-crashes-when-depricated-permission-not-used-kitkat,App crashes when depricated PERMISSION not used (KITKAT),,1608801948.0,Duplicate,
4,"['java', 'spring', 'maven', 'spring-cloud', 'openfeign']","{'account_id': 18628078, 'reputation': 353, 'user_id': 13576715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6306f62508f1e15c9de1a0249cebb5df?s=256&d=identicon&r=PG&f=1', 'display_name': 'NyeSass', 'link': 'https://stackoverflow.com/users/13576715/nyesass'}",True,82453,8,29,1668615497,1607343005,1638355082.0,65181495,CC BY-SA 4.0,https://stackoverflow.com/questions/65181495/bean-creation-error-when-starting-spring-boot-application,bean creation error when starting spring boot application,65793110.0,,,
5,"['java', 'android', 'android-studio', 'gradle']","{'account_id': 20123665, 'reputation': 21, 'user_id': 14757661, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-a7gauz7Qy2A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclzaZO0pB9V4mg36KN4oqyf20NCvg/s96-c/photo.jpg?sz=256', 'display_name': 'Mohamed Sameh', 'link': 'https://stackoverflow.com/users/14757661/mohamed-sameh'}",True,346,1,2,1668587836,1607012893,,65130019,CC BY-SA 4.0,https://stackoverflow.com/questions/65130019/unable-to-start-the-daemon-process-how-can-i-solve-it-please,Unable to start the daemon process. how can I solve it please,,,,
6,"['java', 'gradle', 'reflection', 'arguments']","{'account_id': 5115366, 'reputation': 411, 'user_id': 4104551, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/qlzIk.jpg?s=256&g=1', 'display_name': 'Akumaburn', 'link': 'https://stackoverflow.com/users/4104551/akumaburn'}",False,5813,1,9,1668421785,1607550084,,65225327,CC BY-SA 4.0,https://stackoverflow.com/questions/65225327/how-do-i-properly-add-add-opens-to-jvmargs-in-javaexec-task,How do I properly add --add-opens to jvmArgs in JavaExec task,,,,
7,"['java', 'arabic', 'replaceall']","{'account_id': 20066667, 'reputation': 41, 'user_id': 14712246, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GidLz8_o642hUay1Cy0N9cePlqnfj8BNB3QDy-KKg=k-s256', 'display_name': 'Adya', 'link': 'https://stackoverflow.com/users/14712246/adya'}",False,120,1,4,1668167907,1607262824,,65168840,CC BY-SA 4.0,https://stackoverflow.com/questions/65168840/cant-replace-arabic-characters,Can&#39;t Replace Arabic Characters,,,,
8,"['java', 'git', 'github', 'heroku', 'heroku-cli']","{'account_id': 20187307, 'reputation': 816, 'user_id': 14806310, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nlwLt.png?s=256&g=1', 'display_name': 'Donato Amasa', 'link': 'https://stackoverflow.com/users/14806310/donato-amasa'}",True,21653,6,12,1668090426,1608619645,1612395370.0,65404309,CC BY-SA 4.0,https://stackoverflow.com/questions/65404309/heroku-error-during-git-push-deployment-the-same-version-of-this-code-has-alr,"Heroku - Error during git push/deployment, The same version of this code has already been built",65471993.0,,,
9,"['java', 'lombok']","{'account_id': 1959333, 'reputation': 717, 'user_id': 1761439, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/87718ad0525558472923de077d365b23?s=256&d=identicon&r=PG', 'display_name': 'schrobe', 'link': 'https://stackoverflow.com/users/1761439/schrobe'}",True,952,2,2,1668042191,1608308088,,65360357,CC BY-SA 4.0,https://stackoverflow.com/questions/65360357/how-to-update-all-field-of-one-java-object-with-the-values-from-another-one,How to update all field of one java object with the values from another one?,,,,
