,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['java', 'android', 'android-studio', 'firebase-authentication', 'logcat']","{'account_id': 22449522, 'reputation': 1, 'user_id': 16653043, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GieVcsw-G8rS8O3X-D6yApuEymqkwkeSPz0tHvv=k-s256', 'display_name': 'Youssef Amr', 'link': 'https://stackoverflow.com/users/16653043/youssef-amr'}",False,2424,2,0,1669116270,1633351112,1633623439.0,69436115,CC BY-SA 4.0,https://stackoverflow.com/questions/69436115/sms-verification-code-request-failed-unknown-status-code-17020-null,SMS verification code request failed: unknown status code: 17020 null,,,,
1,"['java', 'discord-jda']","{'account_id': 21945709, 'reputation': 23, 'user_id': 16225591, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/03Z8i.jpg?s=256&g=1', 'display_name': 'ghost1034', 'link': 'https://stackoverflow.com/users/16225591/ghost1034'}",False,142,2,0,1668947916,1633181329,,69417364,CC BY-SA 4.0,https://stackoverflow.com/questions/69417364/value-in-array-set-in-a-lambda-expression-stays-null,Value in array set in a lambda expression stays null,,,,
2,"['java', 'javafx']","{'account_id': 23130334, 'reputation': 19, 'user_id': 17235459, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxdxInNa_4lkeeepYtUEBaj78CmXlvZmWrVMzYh=k-s256', 'display_name': 'Noam', 'link': 'https://stackoverflow.com/users/17235459/noam'}",True,1850,1,0,1668927136,1635097187,,69699279,CC BY-SA 4.0,https://stackoverflow.com/questions/69699279/the-type-javafx-fxml-fxmlloader-is-not-accessible,The type javafx.fxml.FXMLLoader is not accessible,,,,
3,"['java', 'mysql', 'hibernate', 'foreign-keys', 'liquibase']","{'account_id': 3931383, 'reputation': 1674, 'user_id': 4012392, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/zMryL.jpg?s=256&g=1', 'display_name': 'hc0re', 'link': 'https://stackoverflow.com/users/4012392/hc0re'}",True,1016,2,0,1668787865,1634215630,1634216643.0,69570980,CC BY-SA 4.0,https://stackoverflow.com/questions/69570980/liquibase-ondelete-cascade-deleting-parent-doesnt-delete-child-but-deleti,"Liquibase: onDelete=&quot;CASCADE&quot; - deleting parent doesn&#39;t delete child, but deleting child deletes parent",,,,
4,"['javascript', 'java', 'spring-boot', 'exception', 'axios']","{'account_id': 16007497, 'reputation': 139, 'user_id': 11552654, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-8DtiMptPsws/AAAAAAAAAAI/AAAAAAAABPw/N03pT8wy8F8/photo.jpg?sz=256', 'display_name': 'ProbDed', 'link': 'https://stackoverflow.com/users/11552654/probded'}",False,329,1,0,1668757453,1633257415,1633257799.0,69424023,CC BY-SA 4.0,https://stackoverflow.com/questions/69424023/axios-statustext-is-always-empty,Axios statusText is always empty,,,,
5,"['java', '.net-core', 'ikvm']","{'account_id': 3999276, 'reputation': 1270, 'user_id': 3295746, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/64b54dc2cb70a5dc86e6f92d8b295f36?s=256&d=identicon&r=PG&f=1', 'display_name': 'tone', 'link': 'https://stackoverflow.com/users/3295746/tone'}",False,116,1,1,1668627659,1634170598,,69563707,CC BY-SA 4.0,https://stackoverflow.com/questions/69563707/calling-java-components-from-dot-net-core,Calling Java components from dot net core,,,,
6,"['java', 'html', 'pdf', 'itext', 'itext7']","{'account_id': 6677141, 'reputation': 17, 'user_id': 5151414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36458e55afbe80ede6c9bf6c636a2014?s=256&d=identicon&r=PG&f=1', 'display_name': 'Scott Lau', 'link': 'https://stackoverflow.com/users/5151414/scott-lau'}",False,361,1,1,1668588303,1635236741,,69719782,CC BY-SA 4.0,https://stackoverflow.com/questions/69719782/the-arabic-text-is-reversed-after-converting-html-to-pdf-through-itext-html2pdf,The Arabic text is reversed after converting Html to PDF through iText html2pdf,,,,
7,"['java', 'android-studio', 'kotlin', 'gradle', 'okhttp']","{'account_id': 15922516, 'reputation': 432, 'user_id': 11489088, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-wzYBUoi4FJM/AAAAAAAAAAI/AAAAAAAAiiY/am652Ezpvbo/photo.jpg?sz=256', 'display_name': 'petestmart', 'link': 'https://stackoverflow.com/users/11489088/petestmart'}",True,3945,2,11,1668529403,1634797197,1655860952.0,69656802,CC BY-SA 4.0,https://stackoverflow.com/questions/69656802/unable-to-find-method-void-org-jetbrains-kotlin-gradle-dsl-kotlinjvmoptions-setu,Unable to find method void org.jetbrains.kotlin.gradle.dsl.KotlinJvmOptions.setUseIR(boolean),,,,
8,"['java', 'spring-boot', 'spring-security', 'spring-security-oauth2', 'spring-oauth2']","{'account_id': 15607311, 'reputation': 408, 'user_id': 11259721, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-XJ5y9ygGxaQ/AAAAAAAAAAI/AAAAAAAAM90/_d1lZAH4Aow/photo.jpg?sz=256', 'display_name': 'Mar&#237;a Cristina Fern&#225;ndez L&#243;pez', 'link': 'https://stackoverflow.com/users/11259721/mar%c3%ada-cristina-fern%c3%a1ndez-l%c3%b3pez'}",True,854,1,1,1668225375,1634298214,,69584203,CC BY-SA 4.0,https://stackoverflow.com/questions/69584203/spring-boot-oauth2-grant-type-password-always-return-invalid-grant-bad-credentia,Spring boot Oauth2 grant_type password always return invalid_grant Bad Credentials,69611979.0,,,
9,['java'],"{'account_id': 19064412, 'reputation': 77, 'user_id': 13919785, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjHEM0Qy52Jqv6TYXr1CKMg7kNawDiQUmgY0KtA2w=k-s256', 'display_name': 'Đức Long', 'link': 'https://stackoverflow.com/users/13919785/%c4%90%e1%bb%a9c-long'}",True,85,3,-1,1668158712,1633077362,1668158712.0,69402908,,https://stackoverflow.com/questions/69402908/how-to-check-if-an-array-can-become-a-zero-array,How to check if an array can become a &quot;zero array&quot;?,69404105.0,1633256300.0,Needs details or clarity,
