,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
0,"['java', 'mysql', 'spring', 'jpa', 'h2']","{'account_id': 8017300, 'reputation': 149, 'user_id': 6047129, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://graph.facebook.com/1000136213396053/picture?type=large', 'display_name': 'Felipe Hogrefe Bento', 'link': 'https://stackoverflow.com/users/6047129/felipe-hogrefe-bento'}",True,197,73731528.0,1,1,1669212321,1663246125,73731442,CC BY-SA 4.0,https://stackoverflow.com/questions/73731442/native-query-resulting-in-error-only-in-h2-database,Native Query resulting in error only in H2 database,,,
1,"['java', 'jvm', 'talend']","{'account_id': 6483018, 'reputation': 1, 'user_id': 5020423, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7cf791d231d2e2555bd6fd4103bd7f9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'SANIYA ZAHID', 'link': 'https://stackoverflow.com/users/5020423/saniya-zahid'}",False,88,,0,0,1669174299,1663159939,73717176,CC BY-SA 4.0,https://stackoverflow.com/questions/73717176/talend-installation-issue-on-mac,Talend installation issue on Mac,,,
2,"['java', 'enums', 'variable-assignment', 'final']","{'account_id': 6119934, 'reputation': 107, 'user_id': 4776227, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/7m5qK.jpg?s=256&g=1', 'display_name': 'Quan Bui', 'link': 'https://stackoverflow.com/users/4776227/quan-bui'}",True,47,73812608.0,1,1,1669173628,1663839723,73812474,CC BY-SA 4.0,https://stackoverflow.com/questions/73812474/final-variable-of-enum-type-does-not-produce-error-when-perform-an-assignment,Final variable of `enum` type does not produce error when perform an assignment,1669173628.0,,
3,"['java', 'android', 'debugging', 'adb']","{'account_id': 25593004, 'reputation': 135, 'user_id': 19369393, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b60f607abd49981fb230df0bc8f606e0?s=256&d=identicon&r=PG', 'display_name': 'g00dds', 'link': 'https://stackoverflow.com/users/19369393/g00dds'}",False,131,,1,0,1669173115,1663197934,73724142,CC BY-SA 4.0,https://stackoverflow.com/questions/73724142/jdb-doesnt-work-when-attaching-to-a-running-android-process,JDB doesn&#39;t work when attaching to a running Android process,,,
4,"['java', 'json', 'gson', 'deserialization', 'record']","{'account_id': 19740305, 'reputation': 29, 'user_id': 14453810, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wNAIs.png?s=256&g=1', 'display_name': 'sahzudin', 'link': 'https://stackoverflow.com/users/14453810/sahzudin'}",False,234,,1,0,1669151190,1664542942,73909212,CC BY-SA 4.0,https://stackoverflow.com/questions/73909212/deserialize-json-to-java-record-using-gson,Deserialize JSON to java record using Gson,,,
5,"['java', 'spring', 'spring-boot', 'maven', 'tomcat']","{'account_id': 16652541, 'reputation': 11, 'user_id': 12034969, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAXiDKdsGRfpITRqaBUfA88XwWDYvCGElc-uYprRQ=k-s256', 'display_name': 'Manish Jangid', 'link': 'https://stackoverflow.com/users/12034969/manish-jangid'}",False,111,,1,0,1669112817,1664340082,73876283,CC BY-SA 4.0,https://stackoverflow.com/questions/73876283/spring-boot-application-war-not-working-getting-404-when-deplying-on-tomcat-ser,"Spring boot application war not working, Getting 404 when deplying on tomcat server",1664341909.0,,
6,"['java', 'google-api', 'gmail', 'gmail-api', 'google-api-java-client']","{'account_id': 25766673, 'reputation': 1, 'user_id': 19516471, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmk66kFfp_Oq-pc5F9RaKtukDJHr7kpaxsyB2rpY=k-s256', 'display_name': 'Giovanni Grana', 'link': 'https://stackoverflow.com/users/19516471/giovanni-grana'}",False,209,,0,0,1669099327,1663929251,73826431,CC BY-SA 4.0,https://stackoverflow.com/questions/73826431/compatibility-problems-when-using-2-0-0-google-api-client-for-gmail-calls,Compatibility problems when using 2.0.0 google-api-client for Gmail calls,1663936777.0,,
7,"['java', 'docker', 'keycloak', 'keycloak-services', 'service-provider']","{'account_id': 19142368, 'reputation': 24, 'user_id': 13982094, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b1d1d9678d0a3c8a2f6ce0522d4d200?s=256&d=identicon&r=PG&f=1', 'display_name': 'Djordje', 'link': 'https://stackoverflow.com/users/13982094/djordje'}",False,41,,1,0,1669031555,1663590425,73773330,CC BY-SA 4.0,https://stackoverflow.com/questions/73773330/keycloak-override-default-spi-with-docker,Keycloak override default SPI with Docker,,,
8,"['java', 'spring', 'spring-boot', 'spring-webflux', 'multipartform-data']","{'account_id': 26260167, 'reputation': 1, 'user_id': 19931610, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08692d31800ebfd468f18bb771e3e5b8?s=256&d=identicon&r=PG', 'display_name': 'Vogap', 'link': 'https://stackoverflow.com/users/19931610/vogap'}",True,140,,2,0,1668850222,1662557976,73636534,CC BY-SA 4.0,https://stackoverflow.com/questions/73636534/receive-multiple-multipart-form-data-properties-with-the-same-name-in-spring-web,Receive multiple multipart/form-data properties with the same name in Spring WebFlux,1663856074.0,,
9,"['java', 'apache-spark', 'apache-spark-sql', 'dataset']","{'account_id': 14559953, 'reputation': 31, 'user_id': 10516308, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-F9k2O1i1Fnk/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DW6SAPhCrwKjhxqceDGDLqm0W07UA/mo/photo.jpg?sz=256', 'display_name': 'Sun Yuting', 'link': 'https://stackoverflow.com/users/10516308/sun-yuting'}",False,30,,0,0,1668814776,1663049073,73698160,CC BY-SA 4.0,https://stackoverflow.com/questions/73698160/java-spark-sql-how-to-merge-3-datasets-like-123-these-datasets-have-exact,"Java Spark SQL, how to merge 3 datasets like 1&amp;&amp;(2||3)？These datasets have exactly same columns",1668814776.0,,
