,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
0,"['java', 'android', 'bluetooth-lowenergy', 'bluetooth-gatt', 'characteristics']","{'account_id': 10891515, 'reputation': 63, 'user_id': 8007130, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ATrwE.jpg?s=256&g=1', 'display_name': 'Argiris Mouratidis', 'link': 'https://stackoverflow.com/users/8007130/argiris-mouratidis'}",True,1012,58180151.0,1,1,1669132677,1565688086,57474710,CC BY-SA 4.0,https://stackoverflow.com/questions/57474710/writing-characteristic-property-check-is-always-false-android-bluetoothgatt-clas,Writing characteristic property check is always false Android BluetoothGatt class,,,,
1,"['java', 'selenium-webdriver']","{'account_id': 16076133, 'reputation': 11, 'user_id': 11603311, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-juKgBk_KbNg/AAAAAAAAAAI/AAAAAAAAARE/Fa8SF312zAo/photo.jpg?sz=256', 'display_name': 'pritesh Muli', 'link': 'https://stackoverflow.com/users/11603311/pritesh-muli'}",False,348,,1,1,1669063794,1565114951,57381769,CC BY-SA 4.0,https://stackoverflow.com/questions/57381769/dataprovider-excel-file-reading-how-skip-first-row,dataprovider excel file reading how skip first row,,,,
2,"['java', 'android']","{'account_id': 16572773, 'reputation': 799, 'user_id': 11975419, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8d41007718db6869b91e49bd4537a6d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris911', 'link': 'https://stackoverflow.com/users/11975419/chris911'}",True,54425,,16,76,1669055171,1567029145,57700486,CC BY-SA 4.0,https://stackoverflow.com/questions/57700486/didnt-find-class-androidx-core-app-corecomponentfactory,Didn&#39;t find class &quot;androidx.core.app.CoreComponentFactory&quot;,1586248166.0,,,
3,"['java', 'hibernate', 'maven', 'intellij-idea', 'pom.xml']","{'account_id': 2090997, 'reputation': 882, 'user_id': 7516740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ec7a4d5aef3798e2253127fca78a463?s=256&d=identicon&r=PG&f=1', 'display_name': 'elvis', 'link': 'https://stackoverflow.com/users/7516740/elvis'}",True,13281,,6,6,1669054491,1565940367,57520486,CC BY-SA 4.0,https://stackoverflow.com/questions/57520486/why-intellij-do-not-find-any-maven-dependencies-in-pom-xml,Why Intellij do not find any Maven dependencies in pom.xml?,,,,
4,"['java', 'rest', 'wiremock', 'mockserver']","{'account_id': 12981937, 'reputation': 411, 'user_id': 9384025, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/06ea51bae581d26941fbd403e97e9348?s=256&d=identicon&r=PG&f=1', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/9384025/james'}",True,6897,,2,13,1669045289,1565309711,57422081,CC BY-SA 4.0,https://stackoverflow.com/questions/57422081/difference-between-wiremockserver-vs-mockserverclient,Difference between WireMockServer vs MockServerClient,,,,
5,"['java', 'android', 'android-studio']","{'account_id': 3147237, 'reputation': 1270, 'user_id': 2661479, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Ttw5vZ2rJ3c/AAAAAAAAAAI/AAAAAAAAAAc/MFxCjBBVFTI/photo.jpg?sz=256', 'display_name': 'PRAJIN PRAKASH', 'link': 'https://stackoverflow.com/users/2661479/prajin-prakash'}",False,312,,0,1,1668981954,1567168714,57726923,CC BY-SA 4.0,https://stackoverflow.com/questions/57726923/pragmatically-read-and-direct-replay-to-notifications-of-other-apps-from-my-andr,Pragmatically read and direct replay to notifications of other apps from my android app?,,,,
6,"['java', 'android', 'nio']","{'account_id': 1127005, 'reputation': 10899, 'user_id': 1114043, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/EwPfY.jpg?s=256&g=1', 'display_name': 'zeus', 'link': 'https://stackoverflow.com/users/1114043/zeus'}",True,1647,57401238.0,1,4,1668721393,1565206341,57401195,CC BY-SA 4.0,https://stackoverflow.com/questions/57401195/failed-resolution-of-java-nio-file-paths,Failed resolution of: java/nio/file/Paths;,1668721393.0,,,
7,"['java', 'java-8', 'integer', 'java-stream', 'collectors']","{'account_id': 8674348, 'reputation': 957, 'user_id': 6492159, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/4eea8672b96f83bec71d869d44991e3d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nicky', 'link': 'https://stackoverflow.com/users/6492159/nicky'}",True,38577,57602151.0,4,8,1668701822,1566448482,57602096,CC BY-SA 4.0,https://stackoverflow.com/questions/57602096/convert-a-list-of-integers-into-a-comma-separated-string,Convert a list of integers into a comma-separated string,1668701822.0,,,
8,"['java', 'server', 'google-api-client', 'google-api-services-jobs']","{'account_id': 2796740, 'reputation': 645, 'user_id': 2405839, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55ca2505d9e4dc8b74d2186f6bfbadb1?s=256&d=identicon&r=PG', 'display_name': 'Roy', 'link': 'https://stackoverflow.com/users/2405839/roy'}",True,6660,57943483.0,3,5,1668665813,1567014247,57697597,CC BY-SA 4.0,https://stackoverflow.com/questions/57697597/samples-for-the-androidpublisher-v3-google-api-client-library-for-java,Samples for the AndroidPublisher (V3) Google API Client Library for Java,,,,
9,"['java', 'mysql', 'http', 'servlets']","{'account_id': 16004199, 'reputation': 21, 'user_id': 11550095, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-plHynCwHskI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcmbDN2UNu8zqnJSVj4mdsx1RgL0g/mo/photo.jpg?sz=256', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/11550095/mike'}",True,4890,57336017.0,1,0,1668637935,1564812472,57335885,CC BY-SA 4.0,https://stackoverflow.com/questions/57335885/how-to-fix-java-lang-classnotfoundexception-com-mysql-jdbc-driver-after-addin,How to fix &#39;java.lang.ClassNotFoundException: com.mysql.jdbc.Driver&#39; after adding it to the build path and registered using Class.forName();,,,,
10,"['java', 'spring-boot', 'keycloak']","{'account_id': 2633828, 'reputation': 453, 'user_id': 2279072, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/e72e20938ca2f99f5382a2de9d04fd87?s=256&d=identicon&r=PG', 'display_name': 'Maryo', 'link': 'https://stackoverflow.com/users/2279072/maryo'}",False,3514,,4,0,1668595187,1566832267,57660592,CC BY-SA 4.0,https://stackoverflow.com/questions/57660592/keycloak-how-to-refresh-token-witj-java-client,Keycloak - How to refresh token witj Java client?,1567586316.0,,,
11,"['java', 'azure', 'azure-blob-storage', 'azure-blob-trigger']","{'account_id': 6297287, 'reputation': 2587, 'user_id': 8870132, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-8Ri0m7lTiPA/AAAAAAAAAAI/AAAAAAAAAIk/chiABi4PQ00/photo.jpg?sz=256', 'display_name': 'Raman Mishra', 'link': 'https://stackoverflow.com/users/8870132/raman-mishra'}",True,905,57421567.0,2,0,1668073967,1565292369,57419432,CC BY-SA 4.0,https://stackoverflow.com/questions/57419432/is-there-any-way-to-get-the-file-content-which-is-triggring-azure-blob-trigger,Is there any way to get the file content which is triggring azure blob trigger?,,,,
