,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason
0,"['java', 'arraylist', 'return']","{'account_id': 16766167, 'reputation': 5, 'user_id': 12119790, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d83c19fff46b8752d9eb20ec1dd495e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user12119790', 'link': 'https://stackoverflow.com/users/12119790/user12119790'}",False,148,1,-1,1669202167,1573408048,1669202167.0,58791349,CC BY-SA 4.0,https://stackoverflow.com/questions/58791349/simplest-way-to-return-multiple-objects-from-a-method,Simplest way to return multiple objects from a method,,,,
1,"['java', 'android', 'kotlin']","{'account_id': 17080404, 'reputation': 272, 'user_id': 12358951, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAlbD5J56ESjjzHiEyY1vEEFRUwa6j_CD37Ons=k-s256', 'display_name': 'Ho Binh', 'link': 'https://stackoverflow.com/users/12358951/ho-binh'}",True,28135,10,26,1669036092,1573534265,1573558271.0,58812220,CC BY-SA 4.0,https://stackoverflow.com/questions/58812220/extract-numbers-from-a-string-kotlin,Extract numbers from a string kotlin,,,,
2,"['java', 'swing', 'jdialog']","{'account_id': 2238968, 'reputation': 671, 'user_id': 1974520, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/o7Guw.jpg?s=256&g=1', 'display_name': 'vda8888', 'link': 'https://stackoverflow.com/users/1974520/vda8888'}",True,100,1,0,1668980765,1572801368,1572812497.0,58682663,CC BY-SA 4.0,https://stackoverflow.com/questions/58682663/jdialog-not-focused-on-osx-when-java-is-not-on-top,JDialog not focused on OSX when Java is not on top,74512263.0,,,
3,"['java', 'selenium', 'google-chrome', 'selenium-chromedriver', 'chrome-web-driver']","{'account_id': 16199397, 'reputation': 41, 'user_id': 11696155, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-rfJvilxoMC4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcxazMmOuXGLJiPxWBspZOI8ZzGTw/photo.jpg?sz=256', 'display_name': 'Neha Gupta', 'link': 'https://stackoverflow.com/users/11696155/neha-gupta'}",True,15688,3,4,1668781276,1573452644,1573468957.0,58796324,CC BY-SA 4.0,https://stackoverflow.com/questions/58796324/how-to-fix-1573451709-039warning-timed-out-connecting-to-chrome-retrying,"How to fix [1573451709.039][WARNING]: Timed out connecting to Chrome, retrying... while using chrome version 78 and chrome driver version 78.0.3904.70",,,,
4,"['java', 'winapi', 'jna', 'ntdll']","{'account_id': 17020173, 'reputation': 33, 'user_id': 12312961, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/70daad06b2d3ebd62de69c5306d179f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kmara', 'link': 'https://stackoverflow.com/users/12312961/kmara'}",False,450,1,3,1668583356,1572881447,1572882293.0,58696505,CC BY-SA 4.0,https://stackoverflow.com/questions/58696505/how-to-fix-queryfullprocessimagename-throwing-a-device-attached-to-the-system-i,How to fix QueryFullProcessImageName throwing &quot;A device attached to the system is not functioning&quot;?,,,,
5,"['java', 'spring', 'visual-studio-code', 'docker-compose', 'vscode-debugger']","{'account_id': 12498609, 'reputation': 49, 'user_id': 9097735, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-U-pzdvGQ9eY/AAAAAAAAAAI/AAAAAAAAAOA/b6VP6-Gv_lQ/photo.jpg?sz=256', 'display_name': 'Haenela', 'link': 'https://stackoverflow.com/users/9097735/haenela'}",True,861,1,4,1668138717,1574335516,,58973857,CC BY-SA 4.0,https://stackoverflow.com/questions/58973857/visual-studio-code-debug-java-spring-boot-applications-inside-docker-compose,Visual studio code: Debug java spring boot applications inside docker compose,,,,
6,"['java', 'libphonenumber']","{'account_id': 15542142, 'reputation': 71, 'user_id': 11212517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/308f6ff2d4fcd79c1f753fbd39e61748?s=256&d=identicon&r=PG&f=1', 'display_name': 'amer_Salah', 'link': 'https://stackoverflow.com/users/11212517/amer-salah'}",True,417,1,1,1668116269,1574626810,1668116269.0,59021993,CC BY-SA 4.0,https://stackoverflow.com/questions/59021993/customizing-libphonenumber-from-google,Customizing libPhoneNumber from Google,59029338.0,,,
7,"['java', 'spring-boot', 'spring-security', 'spring-security-oauth2']","{'account_id': 2454767, 'reputation': 1038, 'user_id': 2140248, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/c242aae95340e9bdeb48a59d041aabbd?s=256&d=identicon&r=PG', 'display_name': 'Matt Williams', 'link': 'https://stackoverflow.com/users/2140248/matt-williams'}",True,48003,5,55,1668034637,1574364003,,58982286,CC BY-SA 4.0,https://stackoverflow.com/questions/58982286/spring-security-5-replacement-for-oauth2resttemplate,Spring Security 5 Replacement for OAuth2RestTemplate,58999002.0,,,
8,"['java', 'string', 'combinatorics']","{'account_id': 13688996, 'reputation': 39, 'user_id': 9877339, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZnIcy.jpg?s=256&g=1', 'display_name': 'Neelfinity', 'link': 'https://stackoverflow.com/users/9877339/neelfinity'}",True,477,2,0,1667927005,1574540240,1667926939.0,59011851,CC BY-SA 4.0,https://stackoverflow.com/questions/59011851/replacing-string-in-java-to-get-all-variations,Replacing String in Java to get all variations,59012687.0,,,
9,"['java', 'json']","{'account_id': 14733658, 'reputation': 631, 'user_id': 10640283, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/815924b665532197ed8fd5d1d72a0076?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/10640283/matt'}",True,235,6,0,1667724531,1572607652,1572614487.0,58658468,CC BY-SA 4.0,https://stackoverflow.com/questions/58658468/in-java-how-to-easily-get-the-value-of-a-nested-key-from-a-json-string-object,In Java how to easily get the value of a nested key from a JSON String / Object,,,,
