,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['java', 'soapui', 'maven-plugin']","{'account_id': 216108, 'reputation': 1109, 'user_id': 471137, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://i.stack.imgur.com/jLVka.jpg?s=256&g=1', 'display_name': 'troger19', 'link': 'https://stackoverflow.com/users/471137/troger19'}",False,569,1,2,1669215022,1555256423,55677082,CC BY-SA 4.0,https://stackoverflow.com/questions/55677082/soapui-maven-plugin-with-java-11,SoapUI maven plugin with Java 11,,,,,,
1,"['java', 'visual-studio-code']","{'account_id': 15645719, 'reputation': 101, 'user_id': 11287916, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-tA-ND_L40nU/AAAAAAAAAAI/AAAAAAAAACE/ufcZvzxYnhY/photo.jpg?sz=256', 'display_name': 'Luty', 'link': 'https://stackoverflow.com/users/11287916/luty'}",True,17041,4,10,1669207835,1554088698,55447687,CC BY-SA 4.0,https://stackoverflow.com/questions/55447687/how-to-fix-java-lang-unsupportedclassversionerror-test-class-file-version-52-6,How to fix java.lang.UnsupportedClassVersionError: test (class file version 52.65535) was compiled with preview features that are unsupported?,,,,,,
2,"['java', 'spring-boot']","{'account_id': 15110421, 'reputation': 97, 'user_id': 10904724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58187d0c210f0cf8efb813fb5c445261?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anand', 'link': 'https://stackoverflow.com/users/10904724/anand'}",False,7758,3,0,1668827290,1554984898,55632267,CC BY-SA 4.0,https://stackoverflow.com/questions/55632267/rest-api-call-returning-400-even-if-code-is-not-having-error,REST API call returning 400 even if code is not having error,1666171381.0,,,,,
3,['java'],"{'account_id': 15554180, 'reputation': 151, 'user_id': 11233696, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/700eeb31e44bfde8bf6a90871339e379?s=256&d=identicon&r=PG&f=1', 'display_name': 'GilmoreGirling', 'link': 'https://stackoverflow.com/users/11233696/gilmoregirling'}",True,276,4,0,1668706264,1555187521,55669616,CC BY-SA 4.0,https://stackoverflow.com/questions/55669616/creating-recursive-methods-given-binarytree,Creating recursive methods given BinaryTree,1555205499.0,55669860.0,,,,
4,['java'],"{'account_id': 15652181, 'reputation': 131, 'user_id': 11293357, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-XiDoIpH6LOQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rerOc16_kY-1TGSasxtQZLWwQek0A/mo/photo.jpg?sz=256', 'display_name': 'Raikyn', 'link': 'https://stackoverflow.com/users/11293357/raikyn'}",False,5726,2,2,1668688916,1554133655,55458996,CC BY-SA 4.0,https://stackoverflow.com/questions/55458996/how-to-mock-objectmapper-with-mokito,How to mock ObjectMapper with mokito?,,,,,,
5,"['java', 'multithreading', 'threadpoolexecutor']","{'account_id': 197528, 'reputation': 10692, 'user_id': 441662, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/22257d22ebb7beace9749845a034325c?s=256&d=identicon&r=PG', 'display_name': 'Benny Bottema', 'link': 'https://stackoverflow.com/users/441662/benny-bottema'}",True,574,2,4,1668584963,1556357455,55879100,CC BY-SA 4.0,https://stackoverflow.com/questions/55879100/with-threadpoolexecutor-what-is-the-difference-between-allowcorethreadtimeout-a,"With ThreadPoolExecutor, what is the difference between allowCoreThreadTimeOut and zero core threads?",,55879253.0,,,,
6,"['java', 'testing', 'assertion', 'assertj']","{'account_id': 15557045, 'reputation': 75, 'user_id': 11223162, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-woGG019LvNI/AAAAAAAAAAI/AAAAAAAAAMQ/Qd1IoNingo0/photo.jpg?sz=256', 'display_name': 'Vadam', 'link': 'https://stackoverflow.com/users/11223162/vadam'}",True,6216,4,6,1668455497,1554560714,55550032,CC BY-SA 4.0,https://stackoverflow.com/questions/55550032/how-to-assert-that-some-string-contains-at-least-one-value-from-the-list-string,How to assert that some String contains at least one value from the List &lt;String&gt;?,,55550082.0,,,,
7,"['java', 'spring', 'spring-boot', 'jpa', 'spring-data-jpa']","{'account_id': 14252840, 'reputation': 471, 'user_id': 10296004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1dbe9af06a36d86d00c3afa4e46c6b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'dramcio', 'link': 'https://stackoverflow.com/users/10296004/dramcio'}",True,39266,6,41,1668180361,1554374108,55513776,CC BY-SA 4.0,https://stackoverflow.com/questions/55513776/create-spring-repository-without-entity,Create spring repository without entity,1612358980.0,,,,,
8,"['java', 'json', 'rest-assured']","{'account_id': 12214820, 'reputation': 11, 'user_id': 8915590, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd64bcb1b5d12361eff2574e06db99cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'user8915590', 'link': 'https://stackoverflow.com/users/8915590/user8915590'}",False,9868,2,1,1668103330,1554980731,55631016,CC BY-SA 4.0,https://stackoverflow.com/questions/55631016/how-to-pass-json-array-under-request-body-using-simply-json,How to pass json array under request body using simply json,1554982204.0,,,,,
9,"['java', 'spring', 'spring-boot']","{'account_id': 7435046, 'reputation': 81, 'user_id': 5654793, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef12dc414b19988fd7045a31270f9609?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrew E', 'link': 'https://stackoverflow.com/users/5654793/andrew-e'}",True,1121,2,3,1668003280,1554376015,55514396,CC BY-SA 4.0,https://stackoverflow.com/questions/55514396/spring-multipartfile-parameter-not-respecting-configured-maxfilesize,Spring MultipartFile parameter not respecting configured maxFileSize,,,,,,
10,"['java', 'json', 'spring', 'rest', 'postman']","{'account_id': 14615379, 'reputation': 53, 'user_id': 10555641, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-VOTGZybOIv0/AAAAAAAAAAI/AAAAAAAAANk/8U31yS85800/photo.jpg?sz=256', 'display_name': 'Sampat Narwade', 'link': 'https://stackoverflow.com/users/10555641/sampat-narwade'}",True,4764,3,1,1667689931,1556167967,55842031,CC BY-SA 4.0,https://stackoverflow.com/questions/55842031/how-to-save-user-by-using-form-data-in-spring-boot-rest-postman,How to save user by using form-data in spring boot rest &amp; postman?,1667689873.0,,,,,
11,"['java', 'swing', 'jframe']","{'account_id': 13792886, 'reputation': 1, 'user_id': 9954787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35981dc81609bd6acf58867c091b0ffa?s=256&d=identicon&r=PG&f=1', 'display_name': 'cperry', 'link': 'https://stackoverflow.com/users/9954787/cperry'}",False,211,0,0,1667610224,1554495665,55542816,CC BY-SA 4.0,https://stackoverflow.com/questions/55542816/how-do-i-to-keep-focus-on-window-and-ontop-until-closed,How do I to keep focus on window and ontop until closed?,,,,,,
12,"['java', 'regex', 'spring', 'mongodb']","{'account_id': 12173577, 'reputation': 1244, 'user_id': 8887398, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/20429638ddac9ddf1899ad01eb6be55c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Birdman', 'link': 'https://stackoverflow.com/users/8887398/birdman'}",False,813,2,0,1667452206,1554718786,55571167,CC BY-SA 4.0,https://stackoverflow.com/questions/55571167/mongodb-regular-expression-query-not-working-in-java-spring,MongoDB regular expression query not working in Java/Spring,,,,,,
13,"['java', 'intellij-idea']","{'account_id': 13685553, 'reputation': 127, 'user_id': 9874733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cb47a671320df6d4eb1523ac2296764?s=256&d=identicon&r=PG&f=1', 'display_name': 'M.Gumede', 'link': 'https://stackoverflow.com/users/9874733/m-gumede'}",True,12291,2,8,1667043902,1555350093,55694629,CC BY-SA 4.0,https://stackoverflow.com/questions/55694629/cannot-resolve-method-list-ofjava-lang-string-java-lang-string,"Cannot resolve method &#39;List.of(java.lang.String, java.lang.String)&#39;",1555350501.0,,,,,
14,"['java', 'debugging', 'intellij-idea']","{'account_id': 8972075, 'reputation': 26514, 'user_id': 6690200, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f8348be2d604137ae153a9b150e88855?s=256&d=identicon&r=PG&f=1', 'display_name': 'xingbin', 'link': 'https://stackoverflow.com/users/6690200/xingbin'}",True,7516,2,10,1666707919,1556594040,55913491,CC BY-SA 4.0,https://stackoverflow.com/questions/55913491/intellij-idea-stucks-at-collecting-data-while-debug,IntelliJ IDEA stucks at &quot;collecting data&quot; while debug,1557114026.0,55992190.0,,,,
15,"['java', 'osgi', 'javadoc', 'java-12']","{'account_id': 20956, 'reputation': 38718, 'user_id': 50543, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RCFWL.jpg?s=256&g=1', 'display_name': 'Julian Reschke', 'link': 'https://stackoverflow.com/users/50543/julian-reschke'}",True,263,2,3,1666638099,1556550533,55906161,CC BY-SA 4.0,https://stackoverflow.com/questions/55906161/weird-javadoc-error-with-jdk12-for-osgi-version-annotation,Weird javadoc error (with jdk12) for OSGi version annotation,1556551930.0,55912496.0,,,,
16,"['java', 'spring', 'spring-data-jpa', 'pojo']","{'account_id': 14169664, 'reputation': 175, 'user_id': 10236646, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/htODs.jpg?s=256&g=1', 'display_name': 'R. Pereira', 'link': 'https://stackoverflow.com/users/10236646/r-pereira'}",True,4073,3,2,1666342364,1556034535,55815003,CC BY-SA 4.0,https://stackoverflow.com/questions/55815003/how-to-map-jpa-query-results-to-a-pojo,How to map JPA query results to a POJO?,1556038062.0,55815064.0,,,,
17,"['java', 'list', 'collections']","{'account_id': 15718627, 'reputation': 476, 'user_id': 11342159, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-on41J7bEr0g/AAAAAAAAAAI/AAAAAAAAFTw/rLB-0KlWuJU/photo.jpg?sz=256', 'display_name': 'SHIVANSH NARAYAN', 'link': 'https://stackoverflow.com/users/11342159/shivansh-narayan'}",True,519,2,2,1666290623,1554929880,55621225,CC BY-SA 4.0,https://stackoverflow.com/questions/55621225/i-have-got-a-list-of-pairs-how-can-i-check-whether-the-list-contains-a-specific,I have got a list of pairs how can i check whether the list contains a specific element or not.The list.contains function is always giving false,1554933956.0,55621388.0,,,,
18,"['java', 'inheritance', 'overloading']","{'account_id': 7032012, 'reputation': 31, 'user_id': 5387353, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hYgMM.jpg?s=256&g=1', 'display_name': 'Nilesh Ghadge', 'link': 'https://stackoverflow.com/users/5387353/nilesh-ghadge'}",False,461,3,3,1666268093,1555053387,55646387,CC BY-SA 4.0,https://stackoverflow.com/questions/55646387/is-overloading-in-inheritance-class-possible-in-java,Is overloading in inheritance class possible in Java?,1555053764.0,,,,,
19,['java'],"{'account_id': 12457791, 'reputation': 7, 'user_id': 9070364, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-oudcPxobvEo/AAAAAAAAAAI/AAAAAAAADHc/qTTxy12ZOB0/photo.jpg?sz=256', 'display_name': 'user9897', 'link': 'https://stackoverflow.com/users/9070364/user9897'}",True,6598,4,0,1666248535,1556497543,55895705,CC BY-SA 4.0,https://stackoverflow.com/questions/55895705/print-odd-numbers-in-a-descending-order,Print odd numbers in a descending order,,55895729.0,,,,
20,"['java', 'aws-step-functions']","{'account_id': 9360459, 'reputation': 95, 'user_id': 6946932, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0pQnn.jpg?s=256&g=1', 'display_name': 'Abhishek Kumar', 'link': 'https://stackoverflow.com/users/6946932/abhishek-kumar'}",False,156,1,1,1666109963,1555644480,55756211,CC BY-SA 4.0,https://stackoverflow.com/questions/55756211/how-to-dynamically-create-one-input-with-the-value-of-another-in-aws-step-functi,How to dynamically create one input with the value of another in AWS step function states?,1555647071.0,,,,,
21,"['java', 'maven', 'javafx']","{'account_id': 5570477, 'reputation': 162, 'user_id': 5149141, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eSVZg.png?s=256&g=1', 'display_name': 'Doralitze', 'link': 'https://stackoverflow.com/users/5149141/doralitze'}",True,3078,3,6,1666074902,1554908767,55615864,CC BY-SA 4.0,https://stackoverflow.com/questions/55615864/how-to-make-maven-request-the-correct-javafx-dependancies-on-linux,How to make maven request the correct javafx dependancies on linux,1554913288.0,55692217.0,,,,
22,"['java', 'sonarqube']","{'account_id': 8639268, 'reputation': 692, 'user_id': 6468413, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/4DCK9.png?s=256&g=1', 'display_name': 'Nodir Rashidov', 'link': 'https://stackoverflow.com/users/6468413/nodir-rashidov'}",False,2392,1,2,1665988564,1554971075,55627918,CC BY-SA 4.0,https://stackoverflow.com/questions/55627918/sonarqube-invoke-methods-only-conditionally-cannot-figure-out-the-reason,Sonarqube: &quot;Invoke method(s) only conditionally&quot; cannot figure out the reason,,,,,,
23,"['java', 'java-9', 'java-11', 'java-module', 'jlink']","{'account_id': 8755351, 'reputation': 2477, 'user_id': 6547113, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ecd271540ef269044c7d7a2393dc21bb?s=256&d=identicon&r=PG&f=1', 'display_name': 'anasmi', 'link': 'https://stackoverflow.com/users/6547113/anasmi'}",True,6759,2,12,1665969778,1556285726,55868821,CC BY-SA 4.0,https://stackoverflow.com/questions/55868821/when-jre-was-completely-discontinued-as-a-separate-offering,When JRE was completely discontinued as a separate offering?,1592644375.0,55878104.0,,,,
24,"['java', 'javafx']","{'account_id': 15824010, 'reputation': 55, 'user_id': 11417524, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-nbejY7E2yBs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdvoUuwq6uJ_72NICrajwHcrzHxKQ/mo/photo.jpg?sz=256', 'display_name': 'TryAngle', 'link': 'https://stackoverflow.com/users/11417524/tryangle'}",True,14285,5,4,1665774853,1556312812,55874952,CC BY-SA 4.0,https://stackoverflow.com/questions/55874952/javafx-propertyvaluefactory-is-not-able-to-retrieve-property,JavaFX PropertyValueFactory is not able to retrieve property,1556315438.0,55875509.0,,,,
25,"['java', 'java-8']","{'account_id': 3141803, 'reputation': 995, 'user_id': 2657121, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/66a4fc1e49fd79c5670af3d4903e8629?s=256&d=identicon&r=PG', 'display_name': 'iPhoneJavaDev', 'link': 'https://stackoverflow.com/users/2657121/iphonejavadev'}",True,8257,4,6,1665727561,1554951323,55624006,CC BY-SA 4.0,https://stackoverflow.com/questions/55624006/update-a-single-object-from-a-list-using-stream,Update a single object from a list using stream,,,,,,
26,"['java', 'android', 'firebase', 'firebase-storage']","{'account_id': 14067142, 'reputation': 43, 'user_id': 10161679, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d3e7c83edb61d7fe47560aab837bfe9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Justinas Tvarijonavicius', 'link': 'https://stackoverflow.com/users/10161679/justinas-tvarijonavicius'}",True,537,2,0,1665725646,1555007871,55639163,CC BY-SA 4.0,https://stackoverflow.com/questions/55639163/how-to-delete-picture-from-firebase-storage,How to delete picture from Firebase Storage,1555011956.0,55639780.0,,,,
