,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
0,"['java', 'spring', 'spring-boot']","{'account_id': 10024896, 'reputation': 25, 'user_id': 7413320, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-NIHTSGeGFwQ/AAAAAAAAAAI/AAAAAAAAAEU/UJgsUjpZdoY/photo.jpg?sz=256', 'display_name': 'Ravi shankar', 'link': 'https://stackoverflow.com/users/7413320/ravi-shankar'}",True,238,61911790.0,2,0,1669144199,1589973080,61911612,CC BY-SA 4.0,https://stackoverflow.com/questions/61911612/how-to-call-application-properties-value-in-logback-xml-file,How to call application.properties value in logback.xml file?,,,,
1,"['java', 'spring', 'spring-boot', 'validation']","{'account_id': 2278351, 'reputation': 1632, 'user_id': 2004087, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/x0xTy.jpg?s=256&g=1', 'display_name': 'martins.tuga', 'link': 'https://stackoverflow.com/users/2004087/martins-tuga'}",True,42071,61992238.0,8,63,1669105232,1590165940,61959918,CC BY-SA 4.0,https://stackoverflow.com/questions/61959918/spring-boot-validations-stopped-working-after-upgrade-from-2-2-5-to-2-3-0,Spring Boot - Validations stopped working after upgrade from 2.2.5 to 2.3.0,1591293619.0,,,
2,"['java', 'spring-boot', 'keycloak']","{'account_id': 6552450, 'reputation': 978, 'user_id': 5066389, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/e5a1e2da312af5262e5139507a4e66e0?s=256&d=identicon&r=PG&f=1', 'display_name': 'michealAtmi', 'link': 'https://stackoverflow.com/users/5066389/michealatmi'}",True,2232,62083431.0,1,0,1669032953,1590744336,62082685,CC BY-SA 4.0,https://stackoverflow.com/questions/62082685/how-to-get-user-details-from-keycloak-not-logged-in-user-but-any-user-by-his-id,How to get user details from keycloak (not logged in user but any user by his id),1590745958.0,,,
3,"['java', 'spring', 'documents4j']","{'account_id': 7195792, 'reputation': 15, 'user_id': 5494679, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XgNjq.jpg?s=256&g=1', 'display_name': 'Ozdenur', 'link': 'https://stackoverflow.com/users/5494679/ozdenur'}",True,1011,73711174.0,2,1,1669025157,1589294174,61754526,CC BY-SA 4.0,https://stackoverflow.com/questions/61754526/how-can-use-documents4j-on-linux,How can use documents4j on linux?,,,,
4,"['java', 'append']","{'account_id': 16805182, 'reputation': 11, 'user_id': 12149552, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9575db5df3b9490c49f62a05ff400500?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dimpy Aggarwal', 'link': 'https://stackoverflow.com/users/12149552/dimpy-aggarwal'}",True,1437,61849458.0,4,-3,1668783901,1589705437,61849231,CC BY-SA 4.0,https://stackoverflow.com/questions/61849231/append-and-delete-of-string-of-hackerrank,Append and Delete of String of hackerrank,1589710089.0,,,
5,"['java', 'spring', 'spring-boot', 'spring-cloud-feign']","{'account_id': 4800418, 'reputation': 159, 'user_id': 3877207, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d23dc90b1d2b05c5cef8c4bc033e09b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pi53', 'link': 'https://stackoverflow.com/users/3877207/pi53'}",True,8874,,7,6,1668772113,1589429352,61789163,CC BY-SA 4.0,https://stackoverflow.com/questions/61789163/the-bean-exampleservice-feignclientspecification-could-not-be-registered-bean,The bean &#39;exampleService.FeignClientSpecification&#39; could not be registered. Bean already defined and overriding is disabled,,,,
6,"['java', 'maven', 'intellij-idea', 'cucumber', 'cucumber-java']","{'account_id': 3027261, 'reputation': 230, 'user_id': 2566970, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cebc286a795ebe3e40716d181c9f136?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vikas Thange', 'link': 'https://stackoverflow.com/users/2566970/vikas-thange'}",True,595,61936028.0,2,0,1668761885,1589231180,61739321,CC BY-SA 4.0,https://stackoverflow.com/questions/61739321/how-to-link-stepdefination-classes-from-classpath-jar-in-cucumber-intellij-plu,How to link StepDefination classes from Classpath (jar) in Cucumber IntelliJ Plugin,,,,
7,"['java', 'pattern-matching', 'java-14', 'preview-feature']","{'user_type': 'does_not_exist', 'display_name': 'user13120093'}",True,2526,61940033.0,2,4,1668753572,1590081032,61939967,CC BY-SA 4.0,https://stackoverflow.com/questions/61939967/pattern-matching-instanceof,Pattern matching instanceof,1590863179.0,,,
8,"['java', 'lambda', 'collections', 'option-type', 'comparator']","{'account_id': 8803970, 'reputation': 6783, 'user_id': 6579265, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XXRlg.jpg?s=256&g=1', 'display_name': 'George Z.', 'link': 'https://stackoverflow.com/users/6579265/george-z'}",True,1474,61682080.0,3,9,1668722372,1588948998,61681709,CC BY-SA 4.0,https://stackoverflow.com/questions/61681709/comparator-for-optionalt-with-key-extractor-like-java-util-comparator-compari,"Comparator for Optional&lt;T&gt; with key extractor, like java.util.Comparator.comparing",1589366380.0,,,
9,"['java', 'mongodb', 'spring-data-mongodb']","{'account_id': 17963500, 'reputation': 301, 'user_id': 13053932, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0IIxg.png?s=256&g=1', 'display_name': 'Ghiloufi', 'link': 'https://stackoverflow.com/users/13053932/ghiloufi'}",False,575,,2,0,1668679571,1589720912,61852306,CC BY-SA 4.0,https://stackoverflow.com/questions/61852306/spring-data-mongodb-delete-function-doesnt-work,spring-data-mongodb delete function doesn&#39;t work?,,,,
