,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['java', 'jasper-reports', 'export-to-pdf']","{'account_id': 15470219, 'reputation': 87, 'user_id': 11160520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb9d4b136b86d0300412d9a8197626b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'NAM', 'link': 'https://stackoverflow.com/users/11160520/nam'}",True,390,1,0,1669009953,1623232151,1623241053.0,67901680,CC BY-SA 4.0,https://stackoverflow.com/questions/67901680/why-java-not-export-pdf-with-font-configured-in-jrxml-file-in-jasper-studio,Why Java not export PDF with font configured in .jrxml file in jasper studio?,,,,,
1,"['java', 'amazon-web-services', 'amazon-s3']","{'account_id': 21967416, 'reputation': 43, 'user_id': 16244429, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33abd85f9286915532fe35ef050762de?s=256&d=identicon&r=PG&f=1', 'display_name': 'aravind', 'link': 'https://stackoverflow.com/users/16244429/aravind'}",True,3921,2,2,1669005904,1623855527,1623855762.0,68005239,CC BY-SA 4.0,https://stackoverflow.com/questions/68005239/how-do-you-configure-the-endpoint-for-amazon-s3-by-using-the-aws-sdk-v2,How do you configure the endpoint for Amazon S3 by using the AWS SDK V2?,68005641.0,,,,
2,"['java', 'localdate']","{'account_id': 367805, 'reputation': 169, 'user_id': 714212, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f0345094118fe513ab05a9a218d038b?s=256&d=identicon&r=PG', 'display_name': 'rread', 'link': 'https://stackoverflow.com/users/714212/rread'}",True,226,1,1,1668954473,1624548638,,68118659,,https://stackoverflow.com/questions/68118659/bug-in-java-localdate-for-date-format,Bug in java LocalDate for Date Format,68118829.0,1624550706.0,Duplicate,,
3,"['java', 'reactjs', 'bootstrap-4']","{'account_id': 19781191, 'reputation': 43, 'user_id': 14486174, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-_JXrjDY60Rs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucksnf1yRgiCgA5c-mHTGHzF_XzTCQ/s96-c/photo.jpg?sz=256', 'display_name': 'Rezureax', 'link': 'https://stackoverflow.com/users/14486174/rezureax'}",False,368,1,1,1668895119,1623859477,,68006315,CC BY-SA 4.0,https://stackoverflow.com/questions/68006315/import-bootstrap-min-css-file-in-only-one-react-page,Import Bootstrap min.css file in only one React Page,,,,,
4,"['java', 'hibernate']","{'account_id': 17544601, 'reputation': 705, 'user_id': 12726150, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ad0204a39661a168a552db00a4b568b?s=256&d=identicon&r=PG&f=1', 'display_name': 'fahmiduldul', 'link': 'https://stackoverflow.com/users/12726150/fahmiduldul'}",True,1237,1,7,1668437911,1624087007,,68044517,CC BY-SA 4.0,https://stackoverflow.com/questions/68044517/hibernate-unidirectional-onetomany-relationship-with-not-null-constraint-in-fore,Hibernate Unidirectional OneToMany Relationship with Not-null Constraint in Foreign Key,68044816.0,,,,
5,"['java', 'spring-boot']","{'account_id': 19749528, 'reputation': 21, 'user_id': 14461188, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f43bf7015bb12233f00fe5008ed96c04?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sweety23', 'link': 'https://stackoverflow.com/users/14461188/sweety23'}",False,313,1,0,1667791897,1624524912,,68112601,CC BY-SA 4.0,https://stackoverflow.com/questions/68112601/is-possible-to-get-column-names-and-table-data-by-providing-table-name-dynamical,Is possible to get column names and table data by providing table name dynamically as input in springboot,,,,,
6,"['java', 'netbeans', 'ubuntu-20.04']","{'account_id': 12629895, 'reputation': 19, 'user_id': 9181783, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7OGRL.jpg?s=256&g=1', 'display_name': 'Aayush Joshi', 'link': 'https://stackoverflow.com/users/9181783/aayush-joshi'}",True,3196,2,1,1667723203,1625025853,,68188303,,https://stackoverflow.com/questions/68188303/getting-a-error-cant-load-library-usr-lib-jvm-java-16-openjdk-amd64-lib-libaw,Getting a error Can&#39;t load library: /usr/lib/jvm/java-16-openjdk-amd64/lib/libawt_xawt.so while trying to execute netbeans in Ubuntu 20.04 LTS,,1667726018.0,Duplicate,,
7,"['java', 'arrays', 'loops']","{'account_id': 21049065, 'reputation': 144, 'user_id': 15469806, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj_JIRp5DM7oC7dsNxLN9mX7u77DuuwSOPgomaW=k-s256', 'display_name': 'Nibras Shami', 'link': 'https://stackoverflow.com/users/15469806/nibras-shami'}",True,1024,3,-1,1667639282,1622996122,1667639282.0,67861237,CC BY-SA 4.0,https://stackoverflow.com/questions/67861237/using-2d-array-to-manage-students-in-multiple-classes-multiple-students-can-sha,Using 2D Array to manage Students in multiple classes (multiple students can share same class),67861648.0,,,,
8,"['java', 'amazon-s3', 'aws-sdk']","{'account_id': 15937106, 'reputation': 1159, 'user_id': 11499971, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Vk-m4usWysY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reEyCiPjlSSEVYiHiE20aziH5IXRQ/mo/photo.jpg?sz=256', 'display_name': 'Rushikesh Sabde', 'link': 'https://stackoverflow.com/users/11499971/rushikesh-sabde'}",True,750,1,4,1667588671,1623217281,,67898208,CC BY-SA 4.0,https://stackoverflow.com/questions/67898208/aws-sdk-v2-s3-fetch-object-is-not-fetching-objects-more-than-1000,AWS SDK V2 S3 fetch object is not fetching objects more than 1000,68020171.0,,,,
9,"['java', 'jdbi', 'jdbi3', 'jdbi3-core']","{'account_id': 21316749, 'reputation': 91, 'user_id': 15690479, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PTYEb.jpg?s=256&g=1', 'display_name': 'Igor Vinicius', 'link': 'https://stackoverflow.com/users/15690479/igor-vinicius'}",True,1291,2,1,1667296908,1624264509,,68064837,CC BY-SA 4.0,https://stackoverflow.com/questions/68064837/jdbi-erro-no-mapper-registered-for-type,JDBI erro No mapper registered for type,68065654.0,,,,
10,"['java', 'spring', 'spring-boot', 'jackson']","{'account_id': 1261634, 'reputation': 22435, 'user_id': 1219755, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/UmjNt.jpg?s=256&g=1', 'display_name': 'alexanoid', 'link': 'https://stackoverflow.com/users/1219755/alexanoid'}",True,17277,4,13,1667292989,1623079861,1623569806.0,67874510,CC BY-SA 4.0,https://stackoverflow.com/questions/67874510/spring-boot-2-5-0-and-invaliddefinitionexception-java-8-date-time-type-java-ti,Spring Boot 2.5.0 and InvalidDefinitionException: Java 8 date/time type `java.time.Instant` not supported by default,67973800.0,,,,
