,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from
0,"['java', 'immutability', 'final']","{'account_id': 1827109, 'reputation': 408, 'user_id': 1659505, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0c821e2c880e22903fd54a3fbde8e21?s=256&d=identicon&r=PG', 'display_name': 'nayef', 'link': 'https://stackoverflow.com/users/1659505/nayef'}",True,10073,13979709.0,6,15,1669544802,1356034171,1495540021.0,13979696,CC BY-SA 3.0,https://stackoverflow.com/questions/13979696/why-wont-declaring-an-array-final-make-it-immutable-in-java,Why won&#39;t declaring an array final make it immutable in Java?,,,,
1,"['java', 'spring', 'activemq', 'message-queue']","{'account_id': 413891, 'reputation': 3872, 'user_id': 787793, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/5584bc7b8ff43f43181f590cd0605155?s=256&d=identicon&r=PG', 'display_name': 'nebula', 'link': 'https://stackoverflow.com/users/787793/nebula'}",True,128124,13814648.0,14,29,1669115783,1355204560,1489644825.0,13814321,CC BY-SA 3.0,https://stackoverflow.com/questions/13814321/cannot-find-the-declaration-of-element-beans,Cannot find the declaration of element &#39;beans&#39;,,,,
2,"['java', 'ubuntu', 'decompiling', 'decompiler', '.class-file']","{'account_id': 1905036, 'reputation': 1139, 'user_id': 1720081, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/0cf36c29f5b9110de46ec606d54c2cdc?s=256&d=identicon&r=PG', 'display_name': 'Breed Hansen', 'link': 'https://stackoverflow.com/users/1720081/breed-hansen'}",True,176220,,10,39,1669110056,1356695345,1356700241.0,14069082,CC BY-SA 3.0,https://stackoverflow.com/questions/14069082/how-to-change-already-compiled-class-file-without-decompile,How to change already compiled .class file without decompile?,1669110412.0,,,
3,"['java', 'spring', 'jpa', 'spring-data', 'spring-data-jpa']","{'account_id': 1457710, 'reputation': 10213, 'user_id': 1372890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf353b170ec81d032bbd8d078d0e5ced?s=256&d=identicon&r=PG', 'display_name': 'kseeker', 'link': 'https://stackoverflow.com/users/1372890/kseeker'}",True,417843,14025100.0,8,1017,1669029878,1356291312,1590084088.0,14014086,CC BY-SA 4.0,https://stackoverflow.com/questions/14014086/what-is-difference-between-crudrepository-and-jparepository-interfaces-in-spring,What is difference between CrudRepository and JpaRepository interfaces in Spring Data JPA?,1536322575.0,,,
4,"['java', 'ssl', 'https']","{'account_id': 2099650, 'reputation': 464, 'user_id': 1867646, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/4ca555bfadcb69ea226c77b1edf78e2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marek-A-', 'link': 'https://stackoverflow.com/users/1867646/marek-a'}",True,444,13654396.0,1,1,1668724086,1354314895,1668724086.0,13654173,CC BY-SA 4.0,https://stackoverflow.com/questions/13654173/innovation-http-client-how-do-i-set-ssl-to-accept-all-server-certificates,Innovation HTTP Client - How do I set SSL to accept all server certificates?,,,,
5,"['java', 'oracle', 'return', 'mybatis']","{'account_id': 2168843, 'reputation': 282, 'user_id': 1921356, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/922262e61d5fdfd00c42067406cc903b?s=256&d=identicon&r=PG', 'display_name': 'Charles', 'link': 'https://stackoverflow.com/users/1921356/charles'}",True,23926,14621106.0,2,8,1668706207,1356087828,1356094803.0,13988935,CC BY-SA 3.0,https://stackoverflow.com/questions/13988935/return-value-mybatis,return value Mybatis,,,,
6,"['java', 'mysql', 'jboss', 'jboss7.x', 'mysql-connector']","{'account_id': 159676, 'reputation': 83567, 'user_id': 379235, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/qSUBs.png?s=256&g=1', 'display_name': 'daydreamer', 'link': 'https://stackoverflow.com/users/379235/daydreamer'}",False,12749,,4,2,1668376850,1356030168,,13978767,CC BY-SA 3.0,https://stackoverflow.com/questions/13978767/jboss-can-not-connect-to-mysql-database,JBoss: can not connect to MySQL database,,,,
7,"['java', 'algorithm', 'data-structures', 'anagram']","{'account_id': 2108008, 'reputation': 249, 'user_id': 1873885, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/8434b76acc8138dc0511f062517bb7ed?s=256&d=identicon&r=PG', 'display_name': 'SemihY', 'link': 'https://stackoverflow.com/users/1873885/semihy'}",True,60564,,37,10,1668279630,1354570844,1485009656.0,13692221,CC BY-SA 3.0,https://stackoverflow.com/questions/13692221/anagram-algorithm-in-java,Anagram algorithm in java,,,,
8,"['java', 'cryptography']","{'account_id': 1425867, 'reputation': 591, 'user_id': 1349407, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/d975463bce9fdce1f576a3d6b3185177?s=256&d=identicon&r=PG', 'display_name': 'user1349407', 'link': 'https://stackoverflow.com/users/1349407/user1349407'}",True,2006,13671583.0,2,2,1668242634,1354467463,,13671487,CC BY-SA 3.0,https://stackoverflow.com/questions/13671487/generate-x509certificate-certpath-in-java,Generate x509certificate certpath in JAVA,,,,
9,"['java', 'hibernate', 'querydsl']","{'account_id': 994242, 'reputation': 4241, 'user_id': 1010609, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/FhIA2.png?s=256&g=1', 'display_name': 'formatc', 'link': 'https://stackoverflow.com/users/1010609/formatc'}",True,647,13669644.0,1,0,1668097620,1354454229,1354456118.0,13669629,CC BY-SA 3.0,https://stackoverflow.com/questions/13669629/how-to-execute-hibernatequery,How to execute HibernateQuery,,,,
