,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['java', 'sorting', 'java-stream', 'filtering']","{'account_id': 10702603, 'reputation': 153, 'user_id': 7877409, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/3a738b173b70ba049560391a49380a35?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe ', 'link': 'https://stackoverflow.com/users/7877409/joe'}",True,2627,67356791.0,2,0,1669056202,1619960170,1619960859.0,67356653,CC BY-SA 4.0,https://stackoverflow.com/questions/67356653/use-java-stream-to-filter-list-based-on-values-from-second-list,Use Java Stream to filter list based on values from second list,,,,
1,"['java', 'visual-studio-code']","{'account_id': 5779366, 'reputation': 2177, 'user_id': 4560509, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://graph.facebook.com/720274774751988/picture?type=large', 'display_name': 'Michael Paccione', 'link': 'https://stackoverflow.com/users/4560509/michael-paccione'}",True,4247,67731907.0,2,1,1669043338,1622154482,,67730700,CC BY-SA 4.0,https://stackoverflow.com/questions/67730700/vscode-cant-setup-java-runtime-tried-a-few-settings-json-approaches,VSCode can&#39;t setup Java Runtime (tried a few settings json approaches),,,,
2,"['java', 'hibernate', 'jpa', 'projection']","{'account_id': 5946474, 'reputation': 152, 'user_id': 4675824, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/713d0c3741647ef5ead402ee920b5c8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'J-Eibe', 'link': 'https://stackoverflow.com/users/4675824/j-eibe'}",False,275,,3,0,1669037870,1622190559,,67735467,CC BY-SA 4.0,https://stackoverflow.com/questions/67735467/jpa-projection-onetomany-not-working-unable-to-locate-appropriate-constructor,JPA Projection @OneToMany not working &#39;Unable to locate appropriate constructor&#39;,,,,
3,"['java', 'docker', 'apache-poi']","{'account_id': 2607482, 'reputation': 125, 'user_id': 2258338, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/20dda063510f8f94498691670089e653?s=256&d=identicon&r=PG', 'display_name': 'Dainius Java', 'link': 'https://stackoverflow.com/users/2258338/dainius-java'}",True,1134,68754967.0,2,0,1669022537,1621155458,1621268756.0,67554737,CC BY-SA 4.0,https://stackoverflow.com/questions/67554737/generating-apache-poi-xlsx-file-with-spring-boot-java-in-docker,Generating Apache POI xlsx file with Spring Boot Java in Docker,,,,
4,"['java', 'maven', 'pom.xml', 'slf4j']","{'account_id': 9291658, 'reputation': 21, 'user_id': 6899923, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fudf1weqXl4/AAAAAAAAAAI/AAAAAAAAADo/q1otLeITvfM/photo.jpg?sz=256', 'display_name': 'Abhinav Mudgal', 'link': 'https://stackoverflow.com/users/6899923/abhinav-mudgal'}",False,354,,1,2,1668958945,1621853440,,67670796,CC BY-SA 4.0,https://stackoverflow.com/questions/67670796/how-to-resolve-provider-org-slf4j-simple-simpleserviceprovider-not-a-subtype,How to resolve - Provider org.slf4j.simple.SimpleServiceProvider not a subtype?,,,,
5,"['java', 'arrays']","{'account_id': 20588046, 'reputation': 25, 'user_id': 15112432, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a1c35057ca2afa7c9a1f4b9b533d95f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thevarungrovers', 'link': 'https://stackoverflow.com/users/15112432/thevarungrovers'}",True,66,67699600.0,2,1,1668904031,1622007678,,67699096,,https://stackoverflow.com/questions/67699096/how-do-i-take-input-for-all-the-variables-at-the-run-time,How do i take input for all the variables at the run time?,1622010672.0,Duplicate,,
6,"['java', 'intellij-idea', 'cucumber']","{'account_id': 15839612, 'reputation': 1257, 'user_id': 11428459, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OIJuH.png?s=256&g=1', 'display_name': 'DarthQuack', 'link': 'https://stackoverflow.com/users/11428459/darthquack'}",True,2940,67661153.0,1,2,1668800789,1621779834,,67660797,CC BY-SA 4.0,https://stackoverflow.com/questions/67660797/cucumber-feature-file-isnt-bound-to-glue-path,Cucumber feature file isn&#39;t bound to glue path,,,,
7,"['java', 'spring-boot', 'java-8', 'multipartform-data', 'resttemplate']","{'account_id': 7040066, 'reputation': 280, 'user_id': 5392822, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a816de5eed0c85de96e7f647da99a8b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aniket', 'link': 'https://stackoverflow.com/users/5392822/aniket'}",True,1600,67737210.0,1,3,1668596174,1622182324,1622197737.0,67733717,CC BY-SA 4.0,https://stackoverflow.com/questions/67733717/how-to-upload-multipart-file-without-storing-on-server-harddisk,How to upload multipart file without storing on server harddisk,,,,
8,"['java', 'inputstream', 'outputstream', 'zipoutputstream', 'zipinputstream']","{'account_id': 8169682, 'reputation': 11, 'user_id': 6150627, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10209528590240967/picture?type=large', 'display_name': 'AlMahiyan', 'link': 'https://stackoverflow.com/users/6150627/almahiyan'}",True,3660,,2,1,1668592108,1621640947,1621641301.0,67644905,CC BY-SA 4.0,https://stackoverflow.com/questions/67644905/java-util-zip-zipexception-invalid-entry-size-expected-18401-but-got-0-bytes,Java.util.zip.ZipException: invalid entry size (expected 18401 but got 0 bytes) when using putNextEntry() in ZipOutputStream?,,,,
9,"['java', 'spring', 'spring-boot', 'microservices']","{'account_id': 1663628, 'reputation': 65, 'user_id': 1531470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc38e1055ee067b40f7957ddd851dbc9?s=256&d=identicon&r=PG&f=1', 'display_name': 'borkarda', 'link': 'https://stackoverflow.com/users/1531470/borkarda'}",True,1687,67553887.0,2,2,1668516426,1621146109,,67553680,CC BY-SA 4.0,https://stackoverflow.com/questions/67553680/error-in-spring-boot-appplication-this-application-has-no-explicit-mapping-for,"Error in spring-boot appplication : This application has no explicit mapping for /error, so you are seeing this as a fallback",,,,
