,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['java', 'class', 'sealed-class', 'java-17', 'java-sealed-type']","{'user_type': 'does_not_exist', 'display_name': 'user16411474'}",True,19678,69218715.0,6,41,1669030077,1631859507,1651472147.0,69218585,CC BY-SA 4.0,https://stackoverflow.com/questions/69218585/what-are-sealed-classes-in-java-17,What are sealed classes in Java 17?,,,
1,"['java', 'maven']","{'account_id': 5777164, 'reputation': 1979, 'user_id': 4587985, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/VG6mg.jpg?s=256&g=1', 'display_name': 'Daniela Morais', 'link': 'https://stackoverflow.com/users/4587985/daniela-morais'}",True,53504,69637290.0,3,18,1669028488,1632241917,1632248378.0,69272445,CC BY-SA 4.0,https://stackoverflow.com/questions/69272445/java-17-maven-doesnt-give-much-information-about-the-error-that-happened-why,"Java 17: Maven doesn&#39;t give much information about the error that happened, why?",,,
2,"['java', 'android', 'kotlin', 'apk', 'bundle']","{'account_id': 7160407, 'reputation': 204, 'user_id': 7023751, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/811296679013254/picture?type=large', 'display_name': 'Vishal Naikawadi', 'link': 'https://stackoverflow.com/users/7023751/vishal-naikawadi'}",False,172,,0,1,1668997510,1630474591,,69008276,CC BY-SA 4.0,https://stackoverflow.com/questions/69008276/how-to-upload-two-separate-aab-files-with-different-configuration-on-google-pla,How to upload two separate .aab files with different configuration on google play store?,,,
3,"['java', 'android', 'android-studio', 'kotlin', 'notifications']","{'account_id': 19975009, 'reputation': 64, 'user_id': 14639553, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GijBXmxJSNgNzFEYPfBcwC29DWm4U-C37A5MMuDNQ=k-s256', 'display_name': 'ABDO-AR', 'link': 'https://stackoverflow.com/users/14639553/abdo-ar'}",True,582,69144942.0,1,0,1668982201,1631377254,,69144767,CC BY-SA 4.0,https://stackoverflow.com/questions/69144767/how-i-can-replay-to-whatsapp-notification-from-java-code-in-android-studio,How I can replay to WhatsApp notification from java code in android studio,,,
4,"['java', 'mongodb', 'spring-boot', 'openjdk-17']","{'account_id': 2509588, 'reputation': 1809, 'user_id': 2182398, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/rkUUl.jpg?s=256&g=1', 'display_name': 'Armen Arzumanyan', 'link': 'https://stackoverflow.com/users/2182398/armen-arzumanyan'}",True,8431,74502800.0,3,3,1668884296,1632770524,,69352207,CC BY-SA 4.0,https://stackoverflow.com/questions/69352207/jdk-17-spring-boot-unable-to-make-private-java-time-localdatetime,JDK 17 spring boot Unable to make private java.time.LocalDateTime,,,
5,"['java', 'android', 'exoplayer', 'mediametadataretriever']","{'account_id': 20914067, 'reputation': 41, 'user_id': 15364213, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-RUFzDdiWWgI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckw01IGCamoP6GeVGfVJAUz1cM6XA/s96-c/photo.jpg?sz=256', 'display_name': 'ahmadu suleiman', 'link': 'https://stackoverflow.com/users/15364213/ahmadu-suleiman'}",True,757,,3,0,1668702975,1631973253,,69235293,CC BY-SA 4.0,https://stackoverflow.com/questions/69235293/how-to-capture-a-video-frame-exoplayer-android,How to capture a video frame Exoplayer android,,,
6,"['java', 'spring-boot', 'swagger-ui', 'openapi', 'springdoc-openapi-ui']","{'account_id': 21913606, 'reputation': 33, 'user_id': 16197776, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzxpbE_XoiBjRQOVSfNBkQYhSLDaUMt91cMpV4t=k-s256', 'display_name': 'Elmir Huseynov', 'link': 'https://stackoverflow.com/users/16197776/elmir-huseynov'}",True,2059,69295331.0,2,0,1668681042,1630695103,,69049468,CC BY-SA 4.0,https://stackoverflow.com/questions/69049468/spring-boot-swagger-3-controller-summary-is-not-getting-displayed-by-default-i,Spring boot Swagger 3 - Controller summary is not getting displayed by default in OpenApi documentation,,,
7,"['java', 'spring', 'spring-boot', 'hystrix']","{'account_id': 5871401, 'reputation': 1972, 'user_id': 4935554, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/H37Tj.jpg?s=256&g=1', 'display_name': 'Ng Sharma', 'link': 'https://stackoverflow.com/users/4935554/ng-sharma'}",True,15788,,2,4,1668486215,1630831942,,69061913,CC BY-SA 4.0,https://stackoverflow.com/questions/69061913/beancreationexception-error-creating-bean-with-name-configurationpropertiesbea,BeanCreationException: Error creating bean with name &#39;configurationPropertiesBeans&#39; defined in class path resource,,,
8,"['java', 'selenium', 'pom.xml', 'page-factory']","{'account_id': 15530601, 'reputation': 11, 'user_id': 11204249, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FV1B8G0er3k/AAAAAAAAAAI/AAAAAAAAAAA/gfrEIIl1DoE/photo.jpg?sz=256', 'display_name': 'kavya s', 'link': 'https://stackoverflow.com/users/11204249/kavya-s'}",False,7690,,2,1,1668366120,1632306560,1632307842.0,69282479,CC BY-SA 4.0,https://stackoverflow.com/questions/69282479/cannot-invoke-org-openqa-selenium-searchcontext-findelementorg-openqa-selenium,Cannot invoke &quot;org.openqa.selenium.SearchContext.findElement(org.openqa.selenium.By)&quot; because &quot;this.searchContext&quot; is null,,,
9,"['java', 'xml', 'sign', 'xml-signature', 'xml-dsig']","{'account_id': 4637453, 'reputation': 1119, 'user_id': 3758289, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/c5cea8eb0a7ab0bf1faf4dd89031d498?s=256&d=identicon&r=PG&f=1', 'display_name': 'Val Bonn', 'link': 'https://stackoverflow.com/users/3758289/val-bonn'}",False,123,,0,1,1668338304,1632762152,1632766627.0,69350583,CC BY-SA 4.0,https://stackoverflow.com/questions/69350583/how-to-generate-a-partial-xml-signature-ie-the-content-of-the-signedinfo-tag,How to generate a &quot;Partial Xml Signature&quot; (ie the content of the SignedInfo tag)?,,,
