,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['java', 'android', 'kotlin', 'null', 'android-room']","{'account_id': 9360759, 'reputation': 854, 'user_id': 6947156, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-h3NHAolYCYc/AAAAAAAAAAI/AAAAAAAAAuo/R2KmoFQVuSE/photo.jpg?sz=256', 'display_name': 'Burhan Khanzada', 'link': 'https://stackoverflow.com/users/6947156/burhan-khanzada'}",True,486,66174816.0,3,2,1669014460,1612206484,1613143093.0,65998700,CC BY-SA 4.0,https://stackoverflow.com/questions/65998700/koltin-null-check-not-working-for-room-typeconverter-function,Koltin null check not working for Room TypeConverter function,,,
1,"['java', 'spring', 'postgresql', 'jpa']","{'account_id': 16540475, 'reputation': 225, 'user_id': 11951361, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f26d108e80f55823347f8a1bccc665cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'lgean', 'link': 'https://stackoverflow.com/users/11951361/lgean'}",False,899,,1,0,1668960015,1612552667,1612554525.0,66069329,CC BY-SA 4.0,https://stackoverflow.com/questions/66069329/jpa-nativequery-taking-a-list-set-array-as-parameter,JPA nativeQuery taking a list/set/array as parameter,,,
2,"['java', 'maven', 'resourcebundle']","{'account_id': 13193799, 'reputation': 975, 'user_id': 9529348, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-B7jEmd7yQ9I/AAAAAAAAAAI/AAAAAAABC44/7Edg2uiNrOU/photo.jpg?sz=256', 'display_name': 'Zolt&#225;n Gy&#246;rkei', 'link': 'https://stackoverflow.com/users/9529348/zolt%c3%a1n-gy%c3%b6rkei'}",False,143,,1,0,1668865469,1613557257,1613559591.0,66239948,CC BY-SA 4.0,https://stackoverflow.com/questions/66239948/loading-external-resourcebundle-from-dependency,Loading external resourceBundle from dependency,,,
3,"['java', 'spring', 'spring-boot', 'spring-cloud', 'netflix-eureka']","{'account_id': 2205877, 'reputation': 503, 'user_id': 1949114, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/u07vH.png?s=256&g=1', 'display_name': 'Diego Nieto', 'link': 'https://stackoverflow.com/users/1949114/diego-nieto'}",False,1241,,1,1,1668839195,1612908973,1612913830.0,66128036,CC BY-SA 4.0,https://stackoverflow.com/questions/66128036/spring-boot-application-shown-as-unknown-in-eureka-server,Spring Boot Application shown as UNKNOWN in Eureka server,,,
4,"['java', 'android', 'xml', 'firebase']","{'user_type': 'does_not_exist', 'display_name': 'user15273228'}",True,47,66347015.0,1,1,1668814174,1614154361,1668814174.0,66346951,CC BY-SA 4.0,https://stackoverflow.com/questions/66346951/this-not-working-in-android-recycler-view-adapter-intent,this not working in android recycler view adapter Intent,,,
5,"['java', 'spring', 'spring-boot']","{'account_id': 16097348, 'reputation': 145, 'user_id': 11619193, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9922fe208ad0587f52648a192aed21ed?s=256&d=identicon&r=PG', 'display_name': 'Dipesh Garg', 'link': 'https://stackoverflow.com/users/11619193/dipesh-garg'}",True,11008,,5,12,1668764689,1612871380,,66118420,CC BY-SA 4.0,https://stackoverflow.com/questions/66118420/getting-following-error-while-migrating-spring-boot-version-from-2-1-6-to-spring,Getting following error while migrating Spring boot version from 2.1.6 to Spring boot 2.4,,,
6,"['java', 'spring-boot', 'heroku', 'deployment']","{'account_id': 19916779, 'reputation': 123, 'user_id': 14593547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d8a5f13589f12ce9fdff7ce7903265d?s=256&d=identicon&r=PG&f=1', 'display_name': 'ThePorcius', 'link': 'https://stackoverflow.com/users/14593547/theporcius'}",True,346,66069655.0,3,1,1668266420,1612553998,,66069592,CC BY-SA 4.0,https://stackoverflow.com/questions/66069592/heroku-is-installing-the-wrong-jdk-for-my-app-and-failing-to-deploy-it,Heroku is installing the wrong JDK for my App and failing to deploy it,,,
7,"['java', 'junit']","{'account_id': 19400144, 'reputation': 21, 'user_id': 14186893, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5105ab5a0028182e4471f79ad1d2ed0d?s=256&d=identicon&r=PG&f=1', 'display_name': 'SultanSalam', 'link': 'https://stackoverflow.com/users/14186893/sultansalam'}",False,486,,5,0,1668265784,1612892429,1612893189.0,66124151,CC BY-SA 4.0,https://stackoverflow.com/questions/66124151/how-to-system-in-multiple-lines-in-java,How to System.In multiple lines in Java?,,,
8,"['java', 'amazon-web-services', 'aws-java-sdk-2.x', 'aws-java-sdk-dynamodb']","{'account_id': 2111551, 'reputation': 16772, 'user_id': 1876739, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/QOK17.jpg?s=256&g=1', 'display_name': 'Ram&#243;n J Romero y Vigil', 'link': 'https://stackoverflow.com/users/1876739/ram%c3%b3n-j-romero-y-vigil'}",True,1423,66201920.0,2,1,1668241132,1613343982,1613403575.0,66200980,CC BY-SA 4.0,https://stackoverflow.com/questions/66200980/query-more-than-100-dynamodb-items-that-match-a-partition-key-using-java-sdk-2,Query More Than 100 DynamoDB Items that match a Partition Key using Java SDK 2?,,,
9,"['java', 'solr', 'tokenize']","{'account_id': 13217339, 'reputation': 97, 'user_id': 9545397, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'ihristov', 'link': 'https://stackoverflow.com/users/9545397/ihristov'}",True,620,66178597.0,4,3,1668103366,1613149413,1613159304.0,66176030,CC BY-SA 4.0,https://stackoverflow.com/questions/66176030/solr-wildcard-search-incorrect-result,Solr wildcard search incorrect result,,,
