,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['java', 'multithreading', 'apache-kafka', 'spring-kafka', 'confluent-platform']","{'account_id': 6562287, 'reputation': 41, 'user_id': 5072997, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xwCeo.jpg?s=256&g=1', 'display_name': 'pradeep', 'link': 'https://stackoverflow.com/users/5072997/pradeep'}",False,2186,0,3,1669187365,1591351323,62212768,CC BY-SA 4.0,https://stackoverflow.com/questions/62212768/kafka-consumer-heartbeat-thread-block-on-java-nio,Kafka Consumer Heartbeat Thread Block on Java Nio,,,,,,
1,"['java', 'maven', 'nexus']","{'account_id': 4421662, 'reputation': 572, 'user_id': 3601406, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/2990f4d1b6b5d2807f9878582db6d0a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'abi_pat', 'link': 'https://stackoverflow.com/users/3601406/abi-pat'}",False,7453,1,1,1669133155,1593433222,62638014,CC BY-SA 4.0,https://stackoverflow.com/questions/62638014/publish-snapshot-and-release-both-to-nexus-using-maven,Publish snapshot and release both to Nexus using maven,1593604769.0,,,,,
2,"['java', 'guava']","{'account_id': 405356, 'reputation': 30050, 'user_id': 774183, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/1a319d488294dc382be41fa8226e71c3?s=256&d=identicon&r=PG', 'display_name': 'carlspring', 'link': 'https://stackoverflow.com/users/774183/carlspring'}",True,421,2,0,1669133010,1593268953,62611445,CC BY-SA 4.0,https://stackoverflow.com/questions/62611445/how-to-replace-guavas-immutableset-toimmutableset-collector-with-an-alternati,"How to replace Guava&#39;s ImmutableSet.toImmutableSet() collector with an alternative, if you&#39;re stuck with using Guava 20.0?",,62611965.0,,,,
3,"['java', 'spring-boot', 'spring-security', 'csrf', 'http-status-code-403']","{'account_id': 18888157, 'reputation': 11, 'user_id': 13779061, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-fsX9oF77jlw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmzvI81OI4sKm0nBeVcRtOsz3JH_Q/photo.jpg?sz=256', 'display_name': 'Yoojin', 'link': 'https://stackoverflow.com/users/13779061/yoojin'}",True,2709,3,0,1669094078,1592624359,62481328,CC BY-SA 4.0,https://stackoverflow.com/questions/62481328/spring-security-403-forbidden-error-keeps-happening-even-with-csrf-disable,Spring security 403 forbidden error keeps happening even with csrf disable,1592624737.0,,,,,
4,"['java', 'spring', 'spring-boot', 'hibernate']","{'account_id': 7581665, 'reputation': 25, 'user_id': 5752187, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/9150f01f18d06a83282738fb4ddf544e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kire Programista', 'link': 'https://stackoverflow.com/users/5752187/kire-programista'}",True,3710,2,1,1669086679,1593150328,62588728,CC BY-SA 4.0,https://stackoverflow.com/questions/62588728/invaliddataaccessresourceusageexception-org-hibernate-exception-sqlgrammarexcep,InvalidDataAccessResourceUsageException: org.hibernate.exception.SQLGrammarException:,1593178825.0,,,,,
5,"['java', 'json', 'spring', 'postman']","{'account_id': 16702852, 'reputation': 374, 'user_id': 12072045, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-tqhOb_u_pVs/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rest-276sIYNkOpk3rACA2MyLWWMA/photo.jpg?sz=256', 'display_name': 'MIike Eps', 'link': 'https://stackoverflow.com/users/12072045/miike-eps'}",True,3469,2,0,1668969371,1591597535,62256182,CC BY-SA 4.0,https://stackoverflow.com/questions/62256182/warning-resolved-org-springframework-web-httpmediatypenotsupportedexception-c,WARNING: Resolved [org.springframework.web.HttpMediaTypeNotSupportedException: Content type &#39;application/json&#39; not supported],1591600538.0,62256248.0,,,,
6,"['java', 'localdate']","{'account_id': 10544659, 'reputation': 149, 'user_id': 7769343, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WUPT8.jpg?s=256&g=1', 'display_name': 'maya', 'link': 'https://stackoverflow.com/users/7769343/maya'}",True,506,1,-2,1668953106,1593086781,62574934,,https://stackoverflow.com/questions/62574934/check-localdate-in-java,check localdate in Java,1668953106.0,,1593097747.0,Duplicate,,
7,"['java', 'apache-flink', 'flink-streaming']","{'account_id': 4437721, 'reputation': 123, 'user_id': 3613100, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://graph.facebook.com/100001416778204/picture?type=large', 'display_name': '343GuiltySpark', 'link': 'https://stackoverflow.com/users/3613100/343guiltyspark'}",True,920,4,0,1668785599,1592473560,62447117,CC BY-SA 4.0,https://stackoverflow.com/questions/62447117/keyed-state-store-behaviour-within-processwindowfunction-apache-flink-java,Keyed state store behaviour within ProcessWindowFunction (Apache Flink Java),1592481895.0,,,,,
8,"['java', 'oracle', 'api', 'hyperion']","{'account_id': 12984134, 'reputation': 1, 'user_id': 9385565, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5520b9f5fa9cc61df8e2dca8d5b4e44f?s=256&d=identicon&r=PG&f=1', 'display_name': 'GrahamD', 'link': 'https://stackoverflow.com/users/9385565/grahamd'}",False,337,1,0,1668737072,1592563793,62468624,CC BY-SA 4.0,https://stackoverflow.com/questions/62468624/oracle-epm-hyperion-11-2-java-api-class-loadextractom-method-loaddata-not-work,Oracle EPM Hyperion 11.2 - Java API Class LoadExtractOM Method loadData not working,1668737072.0,,,,,
9,"['java', 'selenium', 'selenium-webdriver', 'drag-and-drop', 'selenium-chromedriver']","{'account_id': 18927482, 'reputation': 21, 'user_id': 13810275, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-lgAp480VsxM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckpPRDWxksnmZCzjj6xEXgMNE0Vng/photo.jpg?sz=256', 'display_name': 'Sri', 'link': 'https://stackoverflow.com/users/13810275/sri'}",True,2569,2,2,1668670353,1593075021,62571462,CC BY-SA 4.0,https://stackoverflow.com/questions/62571462/selenium-drag-and-drop-not-working-with-action-methods-is-there-any-alterative,"Selenium Drag and drop not working with Action methods, Is there any alterative",1593127088.0,,,,,
10,"['java', 'android', 'dagger-2']","{'account_id': 11294865, 'reputation': 137, 'user_id': 8282703, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84a4de0e4f9df6294f86579ba562b584?s=256&d=identicon&r=PG&f=1', 'display_name': 'user8282703', 'link': 'https://stackoverflow.com/users/8282703/user8282703'}",True,224,3,0,1668600771,1591835931,62315281,CC BY-SA 4.0,https://stackoverflow.com/questions/62315281/dagger-2-component-class-not-generated,Dagger 2 Component class not generated,,62316038.0,,,,
