,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason
0,"['java', 'arraylist', 'parameters', 'equals']","{'account_id': 23069985, 'reputation': 35, 'user_id': 17349337, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/080b7b7e8b37f11dd07f58a61e1f5eac?s=256&d=identicon&r=PG', 'display_name': 'user17349337', 'link': 'https://stackoverflow.com/users/17349337/user17349337'}",True,216,69875076.0,2,0,1669059805,1636304287,1636306866.0,69874638,CC BY-SA 4.0,https://stackoverflow.com/questions/69874638/searching-an-arraylist-for-a-matching-parameter,Searching an ArrayList for a matching parameter,,,
1,"['java', 'sockets', 'network-programming']","{'account_id': 17405435, 'reputation': 1, 'user_id': 12613599, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCcsO95i5bbu8n1xiIAKsW7mQtYfwI2Z7PYmWeKOQ=k-s256', 'display_name': 'Siddha Mehta', 'link': 'https://stackoverflow.com/users/12613599/siddha-mehta'}",False,986,,1,0,1668950625,1636536336,,69910707,CC BY-SA 4.0,https://stackoverflow.com/questions/69910707/go-back-n-protocol-implementation-in-java-tcp-socket-programming,Go Back N Protocol Implementation in Java TCP Socket Programming,,,
2,"['java', 'spring-boot', 'gradle', 'java-11', 'springfox']","{'account_id': 116927, 'reputation': 1220, 'user_id': 306436, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/87121e607801022c59e8e0508389313d?s=256&d=identicon&r=PG', 'display_name': 'jvacaq', 'link': 'https://stackoverflow.com/users/306436/jvacaq'}",True,101573,,13,89,1668775886,1637334543,1664142504.0,70036953,CC BY-SA 4.0,https://stackoverflow.com/questions/70036953/spring-boot-2-6-0-spring-fox-3-failed-to-start-bean-documentationpluginsboo,Spring Boot 2.6.0 / Spring fox 3 - Failed to start bean &#39;documentationPluginsBootstrapper&#39;,1637755614.0,,
3,"['java', 'android', 'kotlin', 'arcore', 'sceneform']","{'account_id': 18516448, 'reputation': 51, 'user_id': 13490487, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-YZSQidIw290/AAAAAAAAAAI/AAAAAAAAAE4/AAKWJJP4oLw88Iy0VTTlb0yPVgHjwb0VEw/photo.jpg?sz=256', 'display_name': 'Bazil Baachu', 'link': 'https://stackoverflow.com/users/13490487/bazil-baachu'}",False,54,,2,0,1668764362,1636469572,,69900280,CC BY-SA 4.0,https://stackoverflow.com/questions/69900280/custom-planedetector-on-sceneform-without-repeating,Custom Planedetector on Sceneform without repeating,,,
4,"['java', 'spring-boot', 'spring-webclient']","{'account_id': 22883624, 'reputation': 75, 'user_id': 17401973, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzqW-2psQdtbsvNQsu1ieXb3nMK2FEhhuioK3hQ=k-s256', 'display_name': 'Aditya K', 'link': 'https://stackoverflow.com/users/17401973/aditya-k'}",True,3481,69985050.0,3,2,1668610588,1637046210,1637121711.0,69984972,CC BY-SA 4.0,https://stackoverflow.com/questions/69984972/spring-boot-webclient-connection-and-read-timeout,Spring Boot WebClient Connection and Read Timeout,,,
5,"['java', 'spring-boot', 'kotlin', 'quarkus', 'testcontainers']","{'account_id': 3068754, 'reputation': 2396, 'user_id': 2599899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aca8027396aa8e114f0a23a15f2d5b2e?s=256&d=identicon&r=PG', 'display_name': 'Arthur Klezovich', 'link': 'https://stackoverflow.com/users/2599899/arthur-klezovich'}",True,560,73816987.0,2,7,1668503735,1637759881,1668503735.0,70096801,CC BY-SA 4.0,https://stackoverflow.com/questions/70096801/how-to-run-testcontainers-with-in-memory-filesystem-tmpfs-set-in-quarkus,How to run Testcontainers with in-memory filesystem TMPFS set in Quarkus,,,
6,"['java', 'recursion', 'lambda', 'biginteger']","{'account_id': 15068624, 'reputation': 95, 'user_id': 10874912, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/011cd3dcdd39f67f445a595a8c23e966?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bryead', 'link': 'https://stackoverflow.com/users/10874912/bryead'}",True,186,70072556.0,3,1,1668348377,1637578903,1668348377.0,70064733,CC BY-SA 4.0,https://stackoverflow.com/questions/70064733/lambda-question-regarding-biginteger-and-lambda-usage-in-this-specific-applica,Lambda - Question regarding BigInteger and Lambda Usage in this specific application,,,
7,"['java', 'intellij-idea']","{'account_id': 16147551, 'reputation': 109, 'user_id': 11656785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77f1a62a37ceee2b00e1f6c49d92e542?s=256&d=identicon&r=PG&f=1', 'display_name': 'Uday', 'link': 'https://stackoverflow.com/users/11656785/uday'}",True,388,,3,1,1668286525,1635746237,,69793115,CC BY-SA 4.0,https://stackoverflow.com/questions/69793115/intellij-tool-what-is-the-short-cut-for-auto-import-all-java-classes-at-one-go,Intellij Tool : What is the short cut for auto import all java classes at one go?,,,
8,"['java', 'database', 'api']","{'account_id': 22978259, 'reputation': 13, 'user_id': 17105599, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b039db3c92a42ce356bbc82fb14e141?s=256&d=identicon&r=PG&f=1', 'display_name': 'madhu', 'link': 'https://stackoverflow.com/users/17105599/madhu'}",False,785,,1,0,1668218060,1635950882,1668218060.0,69826930,CC BY-SA 4.0,https://stackoverflow.com/questions/69826930/webclientresponseexceptionnotfound-404-not-found,WebClientResponseException$NotFound: 404 Not Found,,,
9,"['java', 'mysql', 'spring-boot', 'thymeleaf']","{'account_id': 23323893, 'reputation': 1, 'user_id': 17401342, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca9fa624835a3bba7c17adceaa6cefc3?s=256&d=identicon&r=PG', 'display_name': 'kiki', 'link': 'https://stackoverflow.com/users/17401342/kiki'}",False,442,,1,0,1668083211,1636975266,,69973590,CC BY-SA 4.0,https://stackoverflow.com/questions/69973590/org-springframework-core-convert-conversionfailedexception,org.springframework.core.convert.ConversionFailedException,,,
