,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from
0,"['css', 'intellij-idea', 'format', 'webstorm']","{'account_id': 9247410, 'reputation': 804, 'user_id': 6868879, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3O3qd.jpg?s=256&g=1', 'display_name': 'Jeff Rush', 'link': 'https://stackoverflow.com/users/6868879/jeff-rush'}",True,1059,60474726.0,2,0,1668757223,1583059982,1583084628.0,60474311,CC BY-SA 4.0,https://stackoverflow.com/questions/60474311/how-to-beautify-css-in-webstorm,How to beautify CSS in WebStorm?,,,,
1,"['css', 'sass', 'module', 'css-selectors']","{'account_id': 10850086, 'reputation': 363, 'user_id': 8283500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/510bb29e8871b8256daca358ac2fb954?s=256&d=identicon&r=PG&f=1', 'display_name': 'ryoshpa', 'link': 'https://stackoverflow.com/users/8283500/ryoshpa'}",True,12157,60736310.0,1,12,1668755778,1584516496,,60735091,CC BY-SA 4.0,https://stackoverflow.com/questions/60735091/whats-the-main-diffrence-style-scss-vs-style-module-scss,what&#39;s the main diffrence style.scss vs style.module.scss?,,,,
2,"['javascript', 'html', 'css', 'execcommand']","{'account_id': 4286095, 'reputation': 5891, 'user_id': 3503851, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6c41cda0f0a7b5353203b221c85fbd9a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Omar', 'link': 'https://stackoverflow.com/users/3503851/omar'}",True,87112,,8,184,1668512209,1583608276,1583786437.0,60581285,CC BY-SA 4.0,https://stackoverflow.com/questions/60581285/execcommand-is-now-obsolete-whats-the-alternative,"execCommand() is now obsolete, what&#39;s the alternative?",1606490037.0,,,
3,"['javascript', 'html', 'css']","{'account_id': 15505691, 'reputation': 261, 'user_id': 11185925, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-F_UXM5uECqI/AAAAAAAAAAI/AAAAAAAABlc/ms8ri5EAD5A/photo.jpg?sz=256', 'display_name': 'Peter Weeks', 'link': 'https://stackoverflow.com/users/11185925/peter-weeks'}",False,219,,1,0,1668410837,1583847889,1583855733.0,60618913,CC BY-SA 4.0,https://stackoverflow.com/questions/60618913/allow-the-parent-to-scroll-the-whole-width-height-of-child-element-even-when-chi,allow the parent to scroll the whole width/height of child element even when child scale is transformed by matrix,,,,
4,"['html', 'css', 'css-grid']","{'account_id': 11776468, 'reputation': 389, 'user_id': 8617730, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10214093847209539/picture?type=large', 'display_name': 'Or Ben-Yossef', 'link': 'https://stackoverflow.com/users/8617730/or-ben-yossef'}",False,210,,2,1,1668116968,1585209143,1585210921.0,60862880,CC BY-SA 4.0,https://stackoverflow.com/questions/60862880/css-grid-container-with-dynamic-amount-of-columns,CSS Grid container with dynamic amount of columns,,,,
5,['css'],"{'account_id': 9271049, 'reputation': 1777, 'user_id': 6885008, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/eJccI.jpg?s=256&g=1', 'display_name': 'VorganHaze', 'link': 'https://stackoverflow.com/users/6885008/vorganhaze'}",True,1312,,2,3,1668100231,1585350751,1585351663.0,60895353,CC BY-SA 4.0,https://stackoverflow.com/questions/60895353/how-to-get-a-unit-less-result-of-the-calc-function,How to get a unit-less result of the calc() function,,,,
6,"['css', 'angular']","{'account_id': 12205172, 'reputation': 15, 'user_id': 8908476, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-fbkT6aFp1BU/AAAAAAAAAAI/AAAAAAAACd8/dL4nfd6nBxY/photo.jpg?sz=256', 'display_name': 'akshay rawat', 'link': 'https://stackoverflow.com/users/8908476/akshay-rawat'}",True,694,60757329.0,4,0,1667973558,1584619488,1584624157.0,60756884,CC BY-SA 4.0,https://stackoverflow.com/questions/60756884/trying-to-create-a-css-class-in-angular-but-nested-getting-error-for-using,Trying to create a css class in angular but nested .getting error ( for using &#39;}&#39; before i write another class inside the main one)),,,,
7,"['html', 'css', 'navigation', 'nav', 'effects']","{'account_id': 17664592, 'reputation': 35, 'user_id': 12888121, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1bcd0302d1efe27eb179e8fcc9dcaf11?s=256&d=identicon&r=PG&f=1', 'display_name': 'CodingNoob', 'link': 'https://stackoverflow.com/users/12888121/codingnoob'}",True,30205,60680752.0,2,2,1667897979,1584170803,1667897979.0,60680652,CC BY-SA 4.0,https://stackoverflow.com/questions/60680652/how-to-add-a-shadow-under-a-navbar-using-css,How to add a shadow under a navbar using CSS?,,,,
8,"['css', 'angular']","{'account_id': 15507951, 'reputation': 351, 'user_id': 11187561, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8564e6c3f51ec9ad8643c7a84d5b6b0b?s=256&d=identicon&r=PG&f=1', 'display_name': 'angleUr', 'link': 'https://stackoverflow.com/users/11187561/angleur'}",True,1654,,3,0,1667387870,1584050293,1584054335.0,60662368,CC BY-SA 4.0,https://stackoverflow.com/questions/60662368/why-does-changing-css-for-a-single-component-affect-all-other-components,Why does changing css for a single component affect all other components?,,,,
9,"['css', 'vue.js', 'vuetify.js']","{'account_id': 17094351, 'reputation': 45, 'user_id': 12369690, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/402346bda7b7a35bc16fbe7307dd1fcf?s=256&d=identicon&r=PG&f=1', 'display_name': 'dustycaviar', 'link': 'https://stackoverflow.com/users/12369690/dustycaviar'}",True,3314,,2,1,1667159584,1583088901,,60478631,CC BY-SA 4.0,https://stackoverflow.com/questions/60478631/vuetify-css-not-applying,Vuetify css not applying,,,,
