,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'html', 'css', 'browser']","{'account_id': 6410311, 'reputation': 185, 'user_id': 4970292, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://lh5.googleusercontent.com/-YwkA6SoBRjE/AAAAAAAAAAI/AAAAAAAABw0/ZZV1Q5HiITw/photo.jpg?sz=256', 'display_name': 'Sijo Jose', 'link': 'https://stackoverflow.com/users/4970292/sijo-jose'}",False,317,1,0,1669106207,1598509815,63610358,CC BY-SA 4.0,https://stackoverflow.com/questions/63610358/add-to-home-screen-pop-up-in-a-non-pwa-web-app,&quot;Add to Home Screen&quot; pop up in a non PWA web app,,,,,,
1,"['css', 'reactjs', 'google-chrome', 'height']","{'account_id': 5338360, 'reputation': 552, 'user_id': 4401792, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://graph.facebook.com/1147491682/picture?type=large', 'display_name': 'Saar Kuriel', 'link': 'https://stackoverflow.com/users/4401792/saar-kuriel'}",True,217,1,3,1669047404,1597731569,63462892,CC BY-SA 4.0,https://stackoverflow.com/questions/63462892/css-height-transition-wrong-direction-in-chrome,CSS height transition - wrong direction in chrome,63464164.0,1669047404.0,,,,
2,"['css', 'twitter-bootstrap', 'position', 'absolute']","{'account_id': 17959980, 'reputation': 25, 'user_id': 13051176, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bea1a7b650a2b3ec4a5a451d0242269e?s=256&d=identicon&r=PG&f=1', 'display_name': 'neznamy03', 'link': 'https://stackoverflow.com/users/13051176/neznamy03'}",False,2663,0,1,1669046692,1598009737,63522172,CC BY-SA 4.0,https://stackoverflow.com/questions/63522172/bootstrap-position-absolute-move-button-to-right,"bootstrap - position absolute, move button to right",,1669046692.0,,,,
3,"['html', 'css', 'sidebar', 'inspinia']","{'account_id': 15150294, 'reputation': 21, 'user_id': 10932796, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Z3pPLyG-dV4/AAAAAAAAAAI/AAAAAAAAAB8/hwuOWdOx4yw/photo.jpg?sz=256', 'display_name': 'Akash Saha', 'link': 'https://stackoverflow.com/users/10932796/akash-saha'}",False,520,0,1,1669046664,1598688945,63644867,CC BY-SA 4.0,https://stackoverflow.com/questions/63644867/why-is-inspinia-sidebar-collapse-not-working,Why is Inspinia Sidebar Collapse not working?,,1669046664.0,,,,
4,"['javascript', 'html', 'css']","{'account_id': 19392940, 'reputation': 43, 'user_id': 14181189, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1661c4fa8713cfec38dd7cbd5f6a77f?s=256&d=identicon&r=PG&f=1', 'display_name': 'benimsson', 'link': 'https://stackoverflow.com/users/14181189/benimsson'}",False,131,1,1,1669043304,1598606412,63630958,CC BY-SA 4.0,https://stackoverflow.com/questions/63630958/navigate-inside-collapse-menu-with-href-tag,Navigate inside collapse menu with HREF tag,,1669043304.0,,,,
5,"['css', 'twitter-bootstrap']","{'account_id': 19287770, 'reputation': 3, 'user_id': 14098451, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjs3__vBqRExjGifVErMioF5lw9RUnMSxIu8kAcHys=k-s256', 'display_name': 'Domen Vinko', 'link': 'https://stackoverflow.com/users/14098451/domen-vinko'}",True,32,1,0,1669037491,1597311753,63392359,CC BY-SA 4.0,https://stackoverflow.com/questions/63392359/bootstrap-4-collapsae-hide-other-collapsable-divs,Bootstrap 4 COLLAPSAE // hide other collapsable divs,63392819.0,1669037491.0,,,,
6,['css'],"{'account_id': 19053326, 'reputation': 11, 'user_id': 13911042, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac0b04fdac5fdc77e1d162aa02383fb2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arnav', 'link': 'https://stackoverflow.com/users/13911042/arnav'}",True,169,2,-4,1668880423,1598448181,63598659,,https://stackoverflow.com/questions/63598659/css-internal-external-or-inline-style,CSS Internal External or Inline Style,63598877.0,,1598485485.0,Opinion-based,,
7,"['css', 'hyperlink', 'onclick']","{'user_type': 'does_not_exist', 'display_name': 'user14061658'}",False,671,4,0,1668648885,1597186441,63367433,CC BY-SA 4.0,https://stackoverflow.com/questions/63367433/blue-when-i-click-on-links,Blue when I click on links,,,,,,
8,"['html', 'css', 'firefox', 'calendar', 'popup']","{'account_id': 19395258, 'reputation': 41, 'user_id': 14183101, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/701eaf4bba46979cc93aa4e00c320911?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marcos', 'link': 'https://stackoverflow.com/users/14183101/marcos'}",True,2732,3,4,1668478556,1598626353,63636178,CC BY-SA 4.0,https://stackoverflow.com/questions/63636178/how-to-hide-the-popup-calendar-of-input-type-date-in-firefox,How to hide the popup calendar of &lt;input type=&quot;date&quot;&gt; in Firefox?,,1598627231.0,,,,
9,"['javascript', 'html', 'css', 'google-apps-script', 'google-sheets']","{'account_id': 13267135, 'reputation': 107, 'user_id': 9579517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72be0855a1365551c12b3d4e0daaf341?s=256&d=identicon&r=PG&f=1', 'display_name': 'reisnern21', 'link': 'https://stackoverflow.com/users/9579517/reisnern21'}",True,2396,2,4,1668091753,1598749488,63653100,CC BY-SA 4.0,https://stackoverflow.com/questions/63653100/remove-google-border-from-embedded-google-sheet,Remove Google Border From Embedded Google Sheet,63653152.0,1598759482.0,,,,
