,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['css', 'angular', 'datepicker', 'angular-material']","{'account_id': 16002650, 'reputation': 198, 'user_id': 11548893, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gagkJUbMze8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdt8ba0xvf8c1m3a8Q5bF8VS2GQZA/mo/photo.jpg?sz=256', 'display_name': 'jxStackOverflow', 'link': 'https://stackoverflow.com/users/11548893/jxstackoverflow'}",True,29792,5,9,1669146308,1563178545,1578883995.0,57035750,CC BY-SA 4.0,https://stackoverflow.com/questions/57035750/change-color-of-angular-datepicker-material-component,Change color of angular datepicker material component,,,,
1,"['javascript', 'css', 'bootstrap-4']","{'account_id': 11274120, 'reputation': 5726, 'user_id': 8268644, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/9Crzt.jpg?s=256&g=1', 'display_name': 'core114', 'link': 'https://stackoverflow.com/users/8268644/core114'}",True,3408,2,0,1669055516,1561950498,1669055516.0,56829612,CC BY-SA 4.0,https://stackoverflow.com/questions/56829612/bootstrap-4-collapse-not-a-auto-close,Bootstrap 4 collapse not a auto close,56829729.0,,,
2,"['html', 'css', 'pdf']","{'account_id': 8791793, 'reputation': 901, 'user_id': 6571312, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/eaffa28e9f5ac52e3758bc95db0ff5bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'UserSN', 'link': 'https://stackoverflow.com/users/6571312/usersn'}",True,39696,7,30,1668774866,1563033220,,57020675,CC BY-SA 4.0,https://stackoverflow.com/questions/57020675/using-flex-css-with-wkhtmltopdf,Using Flex/CSS with wkhtmltopdf,59610354.0,,,
3,"['css', 'reactjs', 'bootstrap-4']","{'account_id': 9816330, 'reputation': 702, 'user_id': 7272723, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41bb642f0ab78b2668ea97f0401a5b17?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mayuri S Kulkarni', 'link': 'https://stackoverflow.com/users/7272723/mayuri-s-kulkarni'}",True,460,2,0,1668677491,1563171946,,57034216,CC BY-SA 4.0,https://stackoverflow.com/questions/57034216/grid-to-display-columns-as-per-the-specified-height-using-bootstrap-in-react-app,Grid to display columns as per the specified height using bootstrap in React app,74473057.0,,,
4,"['html', 'css', 'xampp']","{'account_id': 14758792, 'reputation': 318, 'user_id': 10845917, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ZtgqxdnDmYQ/AAAAAAAAAAI/AAAAAAAABQI/xTOPw0AD43w/photo.jpg?sz=256', 'display_name': 'Nabeel Parkar', 'link': 'https://stackoverflow.com/users/10845917/nabeel-parkar'}",True,6040,5,1,1667893801,1563617073,,57123664,CC BY-SA 4.0,https://stackoverflow.com/questions/57123664/why-is-my-css-not-working-properly-in-localhost-using-xampp-but-working-fine-whe,Why is my CSS not working properly in localhost using xampp but working fine when same files are opened locally or from a Netlify site?,57124142.0,,,
5,"['css', 'angular', 'ng-style']","{'user_type': 'does_not_exist', 'display_name': 'user11768519'}",True,19447,5,7,1667505869,1563262288,1563262760.0,57052150,CC BY-SA 4.0,https://stackoverflow.com/questions/57052150/how-to-use-variable-in-ngstyle-in-angular,How to use variable in [ngStyle] in angular?,57052684.0,,,
6,"['html', 'css']","{'account_id': 3348060, 'reputation': 181, 'user_id': 2812779, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2812779', 'link': 'https://stackoverflow.com/users/2812779/user2812779'}",False,161,1,0,1667394151,1563982609,1563982719.0,57186598,CC BY-SA 4.0,https://stackoverflow.com/questions/57186598/hexagon-with-90deg-rotate-does-not-grow-inside-container,Hexagon with 90deg rotate does not grow inside container,,,,
7,"['html', 'css', 'laravel', 'sass']","{'account_id': 16275125, 'reputation': 21, 'user_id': 11752474, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fee0d6a19146f0170a555ecb85278f02?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stefan', 'link': 'https://stackoverflow.com/users/11752474/stefan'}",False,608,1,0,1666529115,1562605636,,56939629,CC BY-SA 4.0,https://stackoverflow.com/questions/56939629/how-to-add-video-background-as-a-banner-using-laravel,How to add video background as a banner using Laravel?,,,,
8,"['javascript', 'html', 'css', 'angularjs']","{'account_id': 16300584, 'reputation': 63, 'user_id': 11771813, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-z1yE-7PVrFo/AAAAAAAAAAI/AAAAAAAAABM/lJU58lrjYdw/photo.jpg?sz=256', 'display_name': 'CJI', 'link': 'https://stackoverflow.com/users/11771813/cji'}",True,452,2,6,1666359249,1562890269,1580218806.0,56998752,CC BY-SA 4.0,https://stackoverflow.com/questions/56998752/how-to-scroll-two-rows-simultaneously,How to scroll two rows simultaneously?,56998937.0,,,
9,"['html', 'css', 'google-chrome', 'progress-bar']","{'account_id': 11517872, 'reputation': 913, 'user_id': 8440715, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/68ec33e661160ab08a096777d1e8e5f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/8440715/james'}",True,1452,3,0,1666180982,1564413912,,57256925,CC BY-SA 4.0,https://stackoverflow.com/questions/57256925/how-can-i-change-color-for-html5-progress-bar-control-for-chrome,How can I change color for HTML5 progress bar control for Chrome,57262249.0,,,
10,"['css', 'angular', 'sass']","{'account_id': 16310411, 'reputation': 85, 'user_id': 11779206, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ZYGL9idVLvI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfObqRNedKYeQphQTzugTaTiElcUQ/photo.jpg?sz=256', 'display_name': 'Ben Newton', 'link': 'https://stackoverflow.com/users/11779206/ben-newton'}",True,12683,5,8,1665985053,1563010789,1587548969.0,57017955,CC BY-SA 4.0,https://stackoverflow.com/questions/57017955/is-there-a-way-to-add-dark-mode-to-my-application-with-scss,Is there a way to add dark mode to my application with SCSS?,57018922.0,,,
11,"['javascript', 'html', 'css', 'jspdf']","{'account_id': 16370791, 'reputation': 39, 'user_id': 11824107, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-zM0No_hAXkk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdB_8m2JcV96NKLoV50e8EV-FmYJw/photo.jpg?sz=256', 'display_name': 'Darshana Tare', 'link': 'https://stackoverflow.com/users/11824107/darshana-tare'}",False,2184,1,2,1665743471,1563879498,1563883519.0,57162600,CC BY-SA 4.0,https://stackoverflow.com/questions/57162600/how-to-export-pdf-in-a4-size-landscape-mode-using-jspdf,how to export pdf in a4 size landscape mode using jspdf?,,,,
12,"['css', 'w3c-validation']","{'account_id': 4865887, 'reputation': 1, 'user_id': 3924154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'bobsya', 'link': 'https://stackoverflow.com/users/3924154/bobsya'}",True,250,1,0,1665520981,1564365183,1665520981.0,57246365,CC BY-SA 4.0,https://stackoverflow.com/questions/57246365/parse-error-from-w3c-validator-on-css3-responsive-font-titles,Parse error from W3C Validator on CSS3 Responsive font titles,,,,
13,"['css', 'reactjs', 'material-ui', 'css-grid']","{'account_id': 4735683, 'reputation': 1916, 'user_id': 3830140, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://graph.facebook.com/100000552558647/picture?type=large', 'display_name': 'Hayk Safaryan', 'link': 'https://stackoverflow.com/users/3830140/hayk-safaryan'}",True,3727,1,3,1665410394,1564080359,1665410394.0,57208417,CC BY-SA 4.0,https://stackoverflow.com/questions/57208417/material-ui-appbar-logo-on-left-tabs-in-the-center,"Material UI, Appbar logo on left, Tabs in the center",57225982.0,,,
14,"['javascript', 'html', 'css', 'vue.js']","{'account_id': 13816162, 'reputation': 81, 'user_id': 9972713, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/83de65179bd2663eeb32f730cb243958?s=256&d=identicon&r=PG&f=1', 'display_name': 'Beatrix', 'link': 'https://stackoverflow.com/users/9972713/beatrix'}",True,32862,6,6,1665128629,1564166669,1636125247.0,57225532,CC BY-SA 4.0,https://stackoverflow.com/questions/57225532/how-to-add-class-to-vue-component-via-refs,How to add class to Vue component via $refs,,,,
15,"['css', 'sass']","{'account_id': 7240480, 'reputation': 317, 'user_id': 7739830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd4560deb42cd9c673fde5ec795e454f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yash Singhal', 'link': 'https://stackoverflow.com/users/7739830/yash-singhal'}",True,19545,3,15,1664946455,1562091624,,56858150,CC BY-SA 4.0,https://stackoverflow.com/questions/56858150/i-am-gettiing-an-error-expected-new-line-while-compiling-sass,I am gettiing an error expected new line while compiling SASS,,,,
16,"['css', 'angular']","{'user_type': 'does_not_exist', 'display_name': 'user9491184'}",True,426,2,0,1663842812,1564574734,,57290366,CC BY-SA 4.0,https://stackoverflow.com/questions/57290366/angular-mat-expansion-panel-text-is-to-long-and-wont-fit,"Angular mat-expansion-panel, text is to long and won&#39;t fit",,,,
17,"['html', 'css', 'svg']","{'account_id': 4845260, 'reputation': 1, 'user_id': 8012148, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9ea3c9d5be52db24b633d7fa9ae45586?s=256&d=identicon&r=PG', 'display_name': 'M. Rudianto', 'link': 'https://stackoverflow.com/users/8012148/m-rudianto'}",False,242,2,-1,1662912365,1561940248,,56828915,CC BY-SA 4.0,https://stackoverflow.com/questions/56828915/how-to-make-rounded-screen-corner-web-page-like-in-an-android-smartphone,How to make rounded screen corner web page like in an Android smartphone?,,,,
18,"['css', 'overflow', 'word-wrap']","{'account_id': 8697560, 'reputation': 1240, 'user_id': 6508528, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/tvzYZ.jpg?s=256&g=1', 'display_name': 'willy wonka', 'link': 'https://stackoverflow.com/users/6508528/willy-wonka'}",True,544,1,0,1662589227,1562442707,1662589227.0,56917219,,https://stackoverflow.com/questions/56917219/css-overflow-wrap-break-word-word-wrap-break-word-differences,Css: overflow-wrap: break-word; word-wrap: break-word; Differences,56917297.0,1562443535.0,Duplicate,
19,"['html', 'css']","{'account_id': 13150446, 'reputation': 3, 'user_id': 9499232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15bdf68775c73f51ceafd46a210eb037?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ahmed Nadeem', 'link': 'https://stackoverflow.com/users/9499232/ahmed-nadeem'}",True,1456,3,0,1662437415,1563707012,1563710046.0,57132572,CC BY-SA 4.0,https://stackoverflow.com/questions/57132572/how-to-use-images-with-no-backgroundeven-there-should-be-no-white-background-to,How to use images with no background(even there should be no white background to it) using html and css in a website,57133181.0,,,
20,"['php', 'css', 'laravel', 'cpanel']","{'account_id': 9095117, 'reputation': 73, 'user_id': 6769339, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e445c42fa95deb7a4fc2de15ed1714b?s=256&d=identicon&r=PG&f=1', 'display_name': 'tinox', 'link': 'https://stackoverflow.com/users/6769339/tinox'}",True,1139,2,-3,1662398008,1562943410,,57009499,,https://stackoverflow.com/questions/57009499/changing-css-but-the-change-doesnt-applied-on-website,changing css but the change doesn&#39;t applied on website,,1662414787.0,Not suitable for this site,
21,"['css', 'html-email']","{'account_id': 5623728, 'reputation': 616, 'user_id': 4452759, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/p88L3.jpg?s=256&g=1', 'display_name': 'yangsunny', 'link': 'https://stackoverflow.com/users/4452759/yangsunny'}",True,1278,2,2,1662333941,1562683454,,56955134,CC BY-SA 4.0,https://stackoverflow.com/questions/56955134/css-in-html-email,CSS in HTML Email,56955424.0,,,
22,"['html', 'css', 'angular', 'typescript']","{'account_id': 12725376, 'reputation': 1052, 'user_id': 9244138, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39148e76ae32cbb7711a7ca476a8a608?s=256&d=identicon&r=PG&f=1', 'display_name': 'Colin Ragnar&#246;k', 'link': 'https://stackoverflow.com/users/9244138/colin-ragnar%c3%b6k'}",True,1128,2,0,1662020164,1563979884,,57185732,CC BY-SA 4.0,https://stackoverflow.com/questions/57185732/how-to-assign-dynamic-colors-to-the-css-border-of-an-image,How to assign dynamic colors to the css-border of an image?,57185992.0,,,
23,"['css', 'reactjs', 'create-react-app', 'css-grid', 'styled-components']","{'account_id': 3441321, 'reputation': 101, 'user_id': 2883233, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Renzo Telenta', 'link': 'https://stackoverflow.com/users/2883233/renzo-telenta'}",False,163,1,0,1661180479,1563128015,,57029966,CC BY-SA 4.0,https://stackoverflow.com/questions/57029966/grid-gap-disappears-in-the-production-build-react-styled-components,Grid gap disappears in the production build - react / styled components,,,,
24,"['css', 'svg', 'mask']","{'account_id': 16311191, 'reputation': 21, 'user_id': 11779773, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f24e6525beabf6a63dddca4440fbafdd?s=256&d=identicon&r=PG&f=1', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/11779773/john'}",True,1281,3,-1,1660820421,1564263373,1564264935.0,57236243,CC BY-SA 4.0,https://stackoverflow.com/questions/57236243/how-to-do-transparent-circle-on-svg-image,How to do transparent circle on SVG image?,,,,
25,"['css', 'css-grid']","{'account_id': 169241, 'reputation': 1422, 'user_id': 395206, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/us9EQ.jpg?s=256&g=1', 'display_name': 'mysterious', 'link': 'https://stackoverflow.com/users/395206/mysterious'}",True,989,3,3,1660815053,1562354811,,56908356,CC BY-SA 4.0,https://stackoverflow.com/questions/56908356/1px-gap-is-not-consistent-in-css-grid,1px gap is not consistent in CSS grid,,,,
