,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['html', 'css']","{'account_id': 998026, 'reputation': 21778, 'user_id': 1013512, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'panthro', 'link': 'https://stackoverflow.com/users/1013512/panthro'}",True,73,68894449.0,3,1,1669122147,1629728748,1669122147.0,68894400,CC BY-SA 4.0,https://stackoverflow.com/questions/68894400/why-is-a-parent-div-not-increased-in-height-by-a-child-div,Why is a parent div not increased in height by a child div?,,,
1,"['css', 'react-native', 'react-native-flatlist']","{'account_id': 16928452, 'reputation': 125, 'user_id': 12243456, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAqRM2ycwqTJF93CypcxGTJYaLEVGqjN13mURYbxA=k-s256', 'display_name': 'Shubham Dhumal', 'link': 'https://stackoverflow.com/users/12243456/shubham-dhumal'}",False,191,,0,1,1668756002,1629575834,1632153490.0,68876343,CC BY-SA 4.0,https://stackoverflow.com/questions/68876343/flatlist-changes-position-of-renderitem-as-scroll-to-more-data-in-horizontal-vie,Flatlist changes position of renderItem as scroll to more data in horizontal view,,,
2,"['html', 'css', 'angular', 'css-grid', 'ng-style']","{'account_id': 7739815, 'reputation': 23, 'user_id': 5860043, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-l9cc77d3ZRk/AAAAAAAAAAI/AAAAAAAAAE8/-B_AK9L_JP0/photo.jpg?sz=256', 'display_name': 'Roddam harsha vardhan reddy', 'link': 'https://stackoverflow.com/users/5860043/roddam-harsha-vardhan-reddy'}",True,1136,68826372.0,1,2,1668655960,1629258061,1668655960.0,68826288,CC BY-SA 4.0,https://stackoverflow.com/questions/68826288/angular-how-to-pass-object-dynamically-to-div-element-using-ngstyle,Angular - How to pass object dynamically to div element using [ngstyle],,,
3,"['css', 'reactjs', 'antd', 'tailwind-css', 'css-frameworks']","{'account_id': 4820378, 'reputation': 3020, 'user_id': 3952180, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FBXok.jpg?s=256&g=1', 'display_name': 'Hamid Shoja', 'link': 'https://stackoverflow.com/users/3952180/hamid-shoja'}",True,14801,,5,12,1668450528,1629900222,1658307959.0,68924385,CC BY-SA 4.0,https://stackoverflow.com/questions/68924385/how-to-use-antdesign-with-tailwindcss-together-in-a-react-project,How to use Antdesign with tailwindcss together in a React Project,,,
4,['css'],"{'account_id': 20104076, 'reputation': 33, 'user_id': 14741993, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea3bf2f4c3e1553025efffe49d933d54?s=256&d=identicon&r=PG&f=1', 'display_name': 'RAMA', 'link': 'https://stackoverflow.com/users/14741993/rama'}",False,294,,2,0,1668362145,1628788455,,68761707,CC BY-SA 4.0,https://stackoverflow.com/questions/68761707/add-read-more-at-end-of-paragraph,Add read more at end of paragraph,,,
5,"['css', 'css-modules']","{'account_id': 14032774, 'reputation': 330, 'user_id': 10136219, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2175073162520042/picture?type=large', 'display_name': 'ItzaMi', 'link': 'https://stackoverflow.com/users/10136219/itzami'}",False,128,,1,2,1668258920,1630320527,,68982847,CC BY-SA 4.0,https://stackoverflow.com/questions/68982847/css-modules-compose-defined-on-media-query-overrides-styling-outside-of-m,CSS Modules - `compose` defined on `media-query` overrides styling outside of `media-query`,,,
6,"['javascript', 'html', 'css', 'class', 'modal-dialog']","{'account_id': 16884604, 'reputation': 35, 'user_id': 12209741, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HrcxB.png?s=256&g=1', 'display_name': 'DDHost', 'link': 'https://stackoverflow.com/users/12209741/ddhost'}",True,151,68852044.0,2,2,1668133605,1629389362,1668133605.0,68851262,CC BY-SA 4.0,https://stackoverflow.com/questions/68851262/javascript-modal-return-value-when-close,javascript - modal return value when close,,,
7,"['css', 'image', 'button', 'position']","{'account_id': 22423087, 'reputation': 39, 'user_id': 16630110, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0579f20238469ab90076c038e88f59f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wookie', 'link': 'https://stackoverflow.com/users/16630110/wookie'}",True,92,68728351.0,2,1,1667999124,1628603631,1667999124.0,68728127,CC BY-SA 4.0,https://stackoverflow.com/questions/68728127/button-img-not-showing,button img not showing,,,
8,"['css', 'ionic-framework', 'ionic5']","{'account_id': 22370398, 'reputation': 11, 'user_id': 16585564, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3de7ab7715f58d1390259b042f76edfc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anurag Shukla', 'link': 'https://stackoverflow.com/users/16585564/anurag-shukla'}",False,378,,2,-2,1667821665,1627997060,1627997403.0,68636876,CC BY-SA 4.0,https://stackoverflow.com/questions/68636876/how-to-make-vertical-range-slider-in-ionic,How to make vertical range slider in ionic,,,
9,"['css', 'django']","{'account_id': 4491708, 'reputation': 1183, 'user_id': 3652652, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/MEvDO.jpg?s=256&g=1', 'display_name': 'Iustinian Olaru', 'link': 'https://stackoverflow.com/users/3652652/iustinian-olaru'}",False,36,,1,1,1667810620,1628582012,1628582472.0,68722938,CC BY-SA 4.0,https://stackoverflow.com/questions/68722938/django-web-app-css-not-being-refreshed-in-browser,Django web app css not being refreshed in browser,,,
