,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['html', 'css', 'sass', 'yarn-lock.json']","{'account_id': 19093945, 'reputation': 2813, 'user_id': 13943651, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-tjHxgf_vD_0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn55gBoJN5UtOrIB3HdO9dxGalKmQ/photo.jpg?sz=256', 'display_name': 'Raul', 'link': 'https://stackoverflow.com/users/13943651/raul'}",False,260,1,1,1668985502,1656444987,1656448733.0,72792235,CC BY-SA 4.0,https://stackoverflow.com/questions/72792235/how-to-compile-sass-using-a-yarn-script,How to compile sass using a yarn script?,,,,
1,"['html', 'css', 'ios', 'mobile-safari']","{'account_id': 3711107, 'reputation': 121, 'user_id': 3088434, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96c856e7f224e201bb91929121bfd399?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vinz', 'link': 'https://stackoverflow.com/users/3088434/vinz'}",False,234,1,2,1668849226,1654709805,,72550003,CC BY-SA 4.0,https://stackoverflow.com/questions/72550003/ios-safari-sticky-element-jumps-when-address-bar-shrinks,iOS Safari sticky element jumps when address bar shrinks,,,,
2,"['javascript', 'html', 'css']","{'account_id': 4640755, 'reputation': 9313, 'user_id': 3935035, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/370b7aad76088f41a3bf9ee5020bc0e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'four-eyes', 'link': 'https://stackoverflow.com/users/3935035/four-eyes'}",True,74,1,1,1668619930,1656487655,1668619930.0,72797392,CC BY-SA 4.0,https://stackoverflow.com/questions/72797392/how-to-dynamically-add-elements-to-div-and-make-sure-they-are-all-visible-with-c,How to dynamically add Elements to div and make sure they are all visible with CSS,72798496.0,,,
3,"['css', 'reactjs', 'fullpage.js']","{'account_id': 24138517, 'reputation': 25, 'user_id': 18105052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d02c7f61992371d44e08ef380930580?s=256&d=identicon&r=PG', 'display_name': 'Nam', 'link': 'https://stackoverflow.com/users/18105052/nam'}",True,59,1,0,1668534416,1655941534,1655941544.0,72723081,CC BY-SA 4.0,https://stackoverflow.com/questions/72723081/react-fullpage-and-middle-header-css,React Fullpage and middle header CSS,72737931.0,,,
4,"['html', 'css', 'python-3.x', 'pandas', 'pandas-styles']","{'account_id': 18337431, 'reputation': 173, 'user_id': 13354525, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-WYec3T-qYTo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPkEU__sNAWNszZW4qL0zqQiTTY5w/photo.jpg?sz=256', 'display_name': 'abdelgha4', 'link': 'https://stackoverflow.com/users/13354525/abdelgha4'}",True,160,2,2,1668189600,1655814739,1655828633.0,72700845,CC BY-SA 4.0,https://stackoverflow.com/questions/72700845/how-to-hide-index-level-in-pandas-1-4,How to hide index level in pandas &lt;1.4,72704155.0,,,
5,"['css', 'tailwind-css', 'tailwind-ui', 'headless-ui']","{'account_id': 2628077, 'reputation': 426, 'user_id': 2274697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8768114b48d2b25021c358b328d15b7?s=256&d=identicon&r=PG', 'display_name': 'Ali Seivani', 'link': 'https://stackoverflow.com/users/2274697/ali-seivani'}",False,546,2,1,1668084747,1655191892,,72613074,CC BY-SA 4.0,https://stackoverflow.com/questions/72613074/how-to-open-tailwind-slide-over-inside-a-container,How to open Tailwind Slide-over inside a container,,,,
6,"['css', 'reactjs', 'flexbox', 'responsive-design', 'css-grid']","{'account_id': 19459048, 'reputation': 35, 'user_id': 14233707, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d432e4149a8ee16f2e2b7f59a10ff41b?s=256&d=identicon&r=PG&f=1', 'display_name': 'water', 'link': 'https://stackoverflow.com/users/14233707/water'}",True,32,1,-1,1668068199,1655192917,1668068199.0,72613263,,https://stackoverflow.com/questions/72613263/css-rwd-with-uneven-boxes,CSS RWD with uneven boxes,,1655233140.0,Opinion-based,
7,"['html', 'css']","{'account_id': 5132317, 'reputation': 755, 'user_id': 4112049, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/o8GjM.png?s=256&g=1', 'display_name': 'Perqin', 'link': 'https://stackoverflow.com/users/4112049/perqin'}",True,57,1,0,1668008482,1656384942,,72780266,CC BY-SA 4.0,https://stackoverflow.com/questions/72780266/why-doesnt-blur-backdrop-filter-work-together-with-mask-image,Why doesn&#39;t blur backdrop-filter work together with mask-image?,74377625.0,,,
8,"['javascript', 'html', 'css', 'tailwind-css', 'styling']","{'account_id': 18869973, 'reputation': 67, 'user_id': 13764834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eafb5bf0a08b57b5117bc64cbdb23650?s=256&d=identicon&r=PG&f=1', 'display_name': 'Reuben Rapose', 'link': 'https://stackoverflow.com/users/13764834/reuben-rapose'}",True,442,2,3,1667971408,1655399571,,72649576,CC BY-SA 4.0,https://stackoverflow.com/questions/72649576/how-to-force-dark-mode-using-tailwindcss-on-browsers,How to force dark-mode using TailwindCSS on browsers?,72698408.0,,,
9,"['php', 'html', 'css']","{'account_id': 14760366, 'reputation': 15, 'user_id': 10659886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b3c64eaa6352c9b297d5b2cb7ef0b11?s=256&d=identicon&r=PG&f=1', 'display_name': 'pjeigh', 'link': 'https://stackoverflow.com/users/10659886/pjeigh'}",True,55,1,0,1667964225,1655320915,,72636813,CC BY-SA 4.0,https://stackoverflow.com/questions/72636813/want-to-use-php-include-to-place-a-page-header-in-bootstrap-5-based-on-the-fil,Want to use PHP include to place a page header (in Bootstrap 5) based on the file name (and location),,,,
10,"['javascript', 'html', 'css', 'carousel']","{'account_id': 11699336, 'reputation': 2848, 'user_id': 8565010, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Uy07j.jpg?s=256&g=1', 'display_name': 'AStombaugh', 'link': 'https://stackoverflow.com/users/8565010/astombaugh'}",True,1876,2,1,1667892655,1655744637,1658056337.0,72690608,CC BY-SA 4.0,https://stackoverflow.com/questions/72690608/carousel-slideshow-with-infinite-loop,Carousel slideshow with infinite loop,72992704.0,,,
11,"['css', 'css-variables', 'css-counter']","{'account_id': 25603036, 'reputation': 1, 'user_id': 19377665, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggxxh1_owDzE1PKv4XVNhobRepdkjZDteQQp35I=k-s256', 'display_name': 'Nikola Savić', 'link': 'https://stackoverflow.com/users/19377665/nikola-savi%c4%87'}",False,289,1,0,1667839122,1655757405,1667839122.0,72692711,CC BY-SA 4.0,https://stackoverflow.com/questions/72692711/how-to-dynamically-change-values-of-css-variables-only-in-css-is-it-possible,How to dynamically change values of CSS variables ONLY in CSS? Is it possible?,,,,
12,"['css', 'css-position', 'overlay', 'bootstrap-5']","{'account_id': 25569057, 'reputation': 11, 'user_id': 19349730, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzMw_tlwLQ0wvOytyZsUpi6Yuc1qoR1r6nTR1rG=k-s256', 'display_name': 'Ba Ma', 'link': 'https://stackoverflow.com/users/19349730/ba-ma'}",False,401,2,-1,1667524332,1655372031,1655382434.0,72643630,CC BY-SA 4.0,https://stackoverflow.com/questions/72643630/overlay-divs-with-images-in-bootstrap-5-responsive-design,Overlay Divs with Images in Bootstrap 5 Responsive Design,,,,
13,"['css', 'google-chrome', 'google-chrome-extension']","{'account_id': 7649475, 'reputation': 403, 'user_id': 5798823, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/89031ae897e4ec63735d745e5ad92752?s=256&d=identicon&r=PG&f=1', 'display_name': 'notnavindu', 'link': 'https://stackoverflow.com/users/5798823/notnavindu'}",False,84,0,0,1666965277,1654833224,,72568940,CC BY-SA 4.0,https://stackoverflow.com/questions/72568940/css-blur-filter-not-working-on-chrome-extension-popup,CSS blur filter not working on Chrome Extension popup,,,,
14,"['html', 'css']","{'account_id': 22680246, 'reputation': 225, 'user_id': 16850682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a7d81b5cf7392624f017f573d8c53c05?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aditya Dixit', 'link': 'https://stackoverflow.com/users/16850682/aditya-dixit'}",True,119,2,-2,1666714336,1655975561,,72727581,CC BY-SA 4.0,https://stackoverflow.com/questions/72727581/why-does-giving-a-negative-value-in-the-css-function-translatey-transform-th,Why does giving a negative value in the CSS function &quot;translateY()&quot; transform the element up?,72727715.0,,,
15,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 25596079, 'reputation': 101, 'user_id': 19371826, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd4e19027ff5c20ea03652b352cb7b16?s=256&d=identicon&r=PG', 'display_name': 'Clinton', 'link': 'https://stackoverflow.com/users/19371826/clinton'}",True,8252,7,10,1666611143,1655692362,,72681680,CC BY-SA 4.0,https://stackoverflow.com/questions/72681680/toastify-react-error-when-attempting-to-use,"Toastify React, error when attempting to use",72687793.0,,,
16,"['css', 'user-interface', 'colors', 'accessibility']","{'account_id': 6557170, 'reputation': 730, 'user_id': 5069530, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/O8rSV.jpg?s=256&g=1', 'display_name': 'Ingo Steinke', 'link': 'https://stackoverflow.com/users/5069530/ingo-steinke'}",True,248,2,5,1666608436,1654698767,1654718855.0,72547565,CC BY-SA 4.0,https://stackoverflow.com/questions/72547565/how-to-provide-an-accessible-high-contrast-alternative-to-a-pastel-color-scheme,How to provide an accessible high contrast alternative to a pastel color scheme?,72549473.0,,,
17,"['javascript', 'css', 'reactjs', 'typescript', 'styled-components']","{'user_type': 'does_not_exist', 'display_name': 'user15724342'}",True,114,2,0,1666572103,1655812331,1655814598.0,72700274,CC BY-SA 4.0,https://stackoverflow.com/questions/72700274/how-do-i-pass-a-variable-literal-for-a-value-in-styled-components,How do I pass a variable/literal for a value in styled components?,72700501.0,,,
18,"['python', 'css', 'django', 'xhtml2pdf']","{'account_id': 13122011, 'reputation': 79, 'user_id': 9479133, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08decea2264fadb4187bd765f4dc3c92?s=256&d=identicon&r=PG&f=1', 'display_name': 'USAMA REHMAN YOUSAF', 'link': 'https://stackoverflow.com/users/9479133/usama-rehman-yousaf'}",True,1863,2,0,1666430283,1656263580,,72763668,CC BY-SA 4.0,https://stackoverflow.com/questions/72763668/unicodeencodeerror-latin-1-codec-cant-encode-characters-in-position-2082-208,UnicodeEncodeError: &#39;latin-1&#39; codec can&#39;t encode characters in position 2082-2084: ordinal not in range(256),,,,
19,"['javascript', 'html', 'css']","{'account_id': 21573497, 'reputation': 15, 'user_id': 15906044, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b3c606cbb27c9ee360755e922687cbd?s=256&d=identicon&r=PG&f=1', 'display_name': 'bgood', 'link': 'https://stackoverflow.com/users/15906044/bgood'}",True,56,2,0,1666185148,1656360742,1666185148.0,72777811,CC BY-SA 4.0,https://stackoverflow.com/questions/72777811/how-to-hide-button-after-slide,How to hide button after slide?,72783620.0,,,
20,"['html', 'css']","{'account_id': 20088027, 'reputation': 11, 'user_id': 14729187, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjHRcW1i3yz5Z4LVRoxbVYmTpijWjRe_HuVyPJ7=k-s256', 'display_name': 'Ansh Tyagi', 'link': 'https://stackoverflow.com/users/14729187/ansh-tyagi'}",False,143,1,0,1666124473,1655639888,1666124473.0,72676695,CC BY-SA 4.0,https://stackoverflow.com/questions/72676695/iframe-to-display-3-pages-in-a-single-page,iframe to display 3 pages in a single page,,,,
21,"['javascript', 'css', 'ios', 'mobile-safari']","{'account_id': 19648641, 'reputation': 65, 'user_id': 14383028, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh8khXU9tbEXlEDMepeOr5ZxkfqWb-bw4Vd06PYNWw=k-s256', 'display_name': 'Dan Diephouse', 'link': 'https://stackoverflow.com/users/14383028/dan-diephouse'}",False,57,1,0,1666121428,1656088614,,72747030,CC BY-SA 4.0,https://stackoverflow.com/questions/72747030/delay-on-resize-event-on-virtual-keyboard-on-ios-safari,Delay on resize event on virtual keyboard on iOS Safari,,,,
22,"['html', 'css']","{'account_id': 10771593, 'reputation': 1247, 'user_id': 7924933, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1410415562330762/picture?type=large', 'display_name': 'Th&#233;o Lavaux', 'link': 'https://stackoverflow.com/users/7924933/th%c3%a9o-lavaux'}",False,104,2,1,1666096375,1655480825,,72661839,CC BY-SA 4.0,https://stackoverflow.com/questions/72661839/img-sizes-attribute-not-able-to-override-base-image-width-height,&lt;img&gt; sizes attribute not able to override base image width/height,,,,
23,"['javascript', 'css', 'node.js', 'webpack', 'sass']","{'account_id': 20815818, 'reputation': 14847, 'user_id': 15288641, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ILGqj.png?s=256&g=1', 'display_name': 'yousoumar', 'link': 'https://stackoverflow.com/users/15288641/yousoumar'}",True,378,1,0,1665906377,1654166419,1665906377.0,72474864,CC BY-SA 4.0,https://stackoverflow.com/questions/72474864/how-to-set-up-live-reloading-and-assets-compiling-with-webpack-in-an-mvc-project,How to set up live reloading and assets compiling with Webpack in an MVC project?,72490234.0,,,
24,"['javascript', 'html', 'css']","{'account_id': 20937850, 'reputation': 33, 'user_id': 15382654, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhoewlCHRTCyZTRBhqiVv7kuzCLvVWfYL4fYJIpkwI=k-s256', 'display_name': 'Simon Ante', 'link': 'https://stackoverflow.com/users/15382654/simon-ante'}",True,39,1,0,1665758713,1654620809,1665758713.0,72534942,CC BY-SA 4.0,https://stackoverflow.com/questions/72534942/style-script-output-within-html,Style script output within html,72535154.0,,,
25,"['html', 'css', 'twitter-bootstrap']","{'account_id': 23656620, 'reputation': 1891, 'user_id': 17684809, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eMBWK.png?s=256&g=1', 'display_name': 'C&#233;dric', 'link': 'https://stackoverflow.com/users/17684809/c%c3%a9dric'}",True,257,3,0,1665741571,1656057181,1656059975.0,72740694,CC BY-SA 4.0,https://stackoverflow.com/questions/72740694/is-there-a-way-to-remove-padding-x-from-bootstrap-column-on-mobile-without-custo,Is there a way to remove padding-x from bootstrap column on mobile without custom css?,73632733.0,,,
26,"['css', 'visual-studio-code']","{'account_id': 17869184, 'reputation': 536, 'user_id': 12980862, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-C1CDD2UyUZM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rer8lJIuPZn862nt7Q664S2yJrNoQ/photo.jpg?sz=256', 'display_name': 'ABDELLATIF ANAFLOUS', 'link': 'https://stackoverflow.com/users/12980862/abdellatif-anaflous'}",False,225,2,1,1665668003,1654968273,1654970513.0,72586473,CC BY-SA 4.0,https://stackoverflow.com/questions/72586473/vscode-css-class-detector-if-its-available-in-style-css,vscode css class detector if it&#39;s available in style.css,,,,
