,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['css', 'styled-components']","{'account_id': 19913898, 'reputation': 419, 'user_id': 14591369, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-qPENHEH_xyo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclq1qdVUIW_bow0ZWhv2quyzCg5xA/s96-c/photo.jpg?sz=256', 'display_name': 'Roger Staxx', 'link': 'https://stackoverflow.com/users/14591369/roger-staxx'}",False,834,1,0,1669004721,1606323060,65009221,CC BY-SA 4.0,https://stackoverflow.com/questions/65009221/remove-padding-around-styled-component-input,Remove padding around styled component input,,,,,,
1,"['javascript', 'html', 'css']","{'account_id': 13756599, 'reputation': 598, 'user_id': 12155405, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XcPj1.png?s=256&g=1', 'display_name': 'doliphin', 'link': 'https://stackoverflow.com/users/12155405/doliphin'}",True,59,2,1,1668792936,1606345646,65013936,CC BY-SA 4.0,https://stackoverflow.com/questions/65013936/position-something-relative-to-the-height-of-a-div-containing-text,Position something relative to the height of a div containing text,65014139.0,1606346580.0,,,,
2,"['html', 'css']","{'account_id': 16167060, 'reputation': 45, 'user_id': 11671799, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-DNXho8ITfe4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reZMOyHHjEVa2kWipGZWO0fLrVfcg/mo/photo.jpg?sz=256', 'display_name': 'Tulasi', 'link': 'https://stackoverflow.com/users/11671799/tulasi'}",False,134,2,1,1668097343,1606484112,65038291,CC BY-SA 4.0,https://stackoverflow.com/questions/65038291/how-can-i-create-chat-like-ui-in-html-and-css,How can i create chat like UI in html and css,,,,,,
3,"['html', 'css']","{'account_id': 16554711, 'reputation': 131, 'user_id': 11962156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01cdf629ed0de7967f0392e58670941b?s=256&d=identicon&r=PG&f=1', 'display_name': 'CarlB', 'link': 'https://stackoverflow.com/users/11962156/carlb'}",False,1838,3,13,1667941803,1605723003,64898864,CC BY-SA 4.0,https://stackoverflow.com/questions/64898864/how-set-width-and-height-attributes-for-img-element-within-picture-element-t,How set width and height attributes for &lt;img&gt; element within &lt;picture&gt; element to prevent layout shifts?,,1667941803.0,,,,
4,"['html', 'css']","{'account_id': 1379516, 'reputation': 385, 'user_id': 1312843, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3451cdf66951c37a024a2aaa6535868c?s=256&d=identicon&r=PG', 'display_name': 'Knownow', 'link': 'https://stackoverflow.com/users/1312843/knownow'}",True,49,1,0,1667866360,1606106965,64962699,CC BY-SA 4.0,https://stackoverflow.com/questions/64962699/background-image-on-container-element-doesnt-show-all-the-sections-of-the-conta,background-image on container element doesn&#39;t show all the sections of the container,,1667866360.0,,,,
5,"['javascript', 'html', 'css', 'd3.js']","{'account_id': 5668879, 'reputation': 57, 'user_id': 4484223, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BKUVe.jpg?s=256&g=1', 'display_name': 'Karots96', 'link': 'https://stackoverflow.com/users/4484223/karots96'}",True,569,1,1,1666601490,1606341528,65013270,CC BY-SA 4.0,https://stackoverflow.com/questions/65013270/d3-css-not-applied-when-change-class,D3 css not applied when change class,65013636.0,,,,,
6,"['html', 'css', 'flexbox']","{'account_id': 20057404, 'reputation': 15, 'user_id': 14704790, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d573b2bac5c9f22664c420f80cbed6bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'jolaki813', 'link': 'https://stackoverflow.com/users/14704790/jolaki813'}",True,62,3,0,1666443311,1606293515,65001096,CC BY-SA 4.0,https://stackoverflow.com/questions/65001096/flexbox-one-full-width-block-and-two-with-image-under-it,Flexbox: one full width block and two with image under it,65001337.0,1666443144.0,,,,
7,['css'],"{'account_id': 338814, 'reputation': 2515, 'user_id': 667903, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/5bee4e3e9b196090fd4fde76977beae6?s=256&d=identicon&r=PG', 'display_name': 'Steve', 'link': 'https://stackoverflow.com/users/667903/steve'}",True,54,3,-1,1665975258,1606369851,65016731,CC BY-SA 4.0,https://stackoverflow.com/questions/65016731/css-border-width-sets-height-of-border-not-width,"CSS border width sets height of border, not width",65017049.0,1606378829.0,,,,
8,"['javascript', 'css', 'reactjs', 'material-ui']","{'account_id': 18614073, 'reputation': 345, 'user_id': 13565770, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-E6j-7I5lFpE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn5jjoULUBCKN8OgzwYtNfbzwC1Vw/photo.jpg?sz=256', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/13565770/john'}",True,59912,3,20,1665402297,1606209317,64983425,CC BY-SA 4.0,https://stackoverflow.com/questions/64983425/mui-button-hover-background-color-and-text-color,MUI Button hover background color and text color,64983572.0,1658588951.0,,,,
9,"['css', 'colors', 'accessibility', 'wcag', 'contrast']","{'account_id': 13344783, 'reputation': 416, 'user_id': 9631883, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2718bbc04ac77255e2f5f6aeb569ae4f?s=256&d=identicon&r=PG&f=1', 'display_name': 'user 9631883', 'link': 'https://stackoverflow.com/users/9631883/user-9631883'}",True,211,1,1,1664981749,1604312182,64643590,CC BY-SA 4.0,https://stackoverflow.com/questions/64643590/contrast-minimum-for-background-color-if-the-bg-conveys-meaning,Contrast minimum for background color if the bg conveys meaning,64643802.0,1664981749.0,,,,
