,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['html', 'css', 'flexbox']","{'account_id': 13553923, 'reputation': 135, 'user_id': 9777996, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10204538684464155/picture?type=large', 'display_name': 'Shu Pesmerga', 'link': 'https://stackoverflow.com/users/9777996/shu-pesmerga'}",False,114,3,1,1669158250,1594445567,1594446812.0,62845583,CC BY-SA 4.0,https://stackoverflow.com/questions/62845583/flex-item-is-expanding-beyond-its-parent-flex-container,Flex Item is expanding beyond its parent Flex container,,,,,
1,"['javascript', 'css', 'react-native', 'svg']","{'account_id': 18015777, 'reputation': 51, 'user_id': 13094339, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5082c0f2896fe7c2e2467e4567382ee3?s=256&d=identicon&r=PG&f=1', 'display_name': 'LizHamer', 'link': 'https://stackoverflow.com/users/13094339/lizhamer'}",False,1749,1,1,1669140987,1595944490,1595946160.0,63135796,CC BY-SA 4.0,https://stackoverflow.com/questions/63135796/using-the-stroke-css-property-on-my-svg-in-a-react-native-app,Using the Stroke CSS property on my SVG in a React Native App,,,,,
2,"['html', 'css', 'input']","{'account_id': 13259270, 'reputation': 227, 'user_id': 9574383, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-N17rpEwxYIc/AAAAAAAAAAI/AAAAAAAAAVI/w4lW15ygLYo/photo.jpg?sz=256', 'display_name': 'Ronan Byrne', 'link': 'https://stackoverflow.com/users/9574383/ronan-byrne'}",True,11410,4,18,1668687005,1595273909,1595275252.0,63002686,CC BY-SA 4.0,https://stackoverflow.com/questions/63002686/how-do-i-change-the-color-of-the-small-clock-icon-that-comes-with-the-html-input,How do I change the color of the small clock icon that comes with the html input tag with type=time,,,,,
3,"['html', 'css', 'layout', 'responsive-design']","{'account_id': 1031543, 'reputation': 4417, 'user_id': 1039774, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/e98163c769e5dc8243bfef700edded42?s=256&d=identicon&r=PG', 'display_name': 'Devabc', 'link': 'https://stackoverflow.com/users/1039774/devabc'}",True,5540,3,3,1668635064,1595360532,1595369777.0,63021964,CC BY-SA 4.0,https://stackoverflow.com/questions/63021964/css-maintain-aspect-ratio-in-responsive-img-with-max-width-and-max-height,CSS: Maintain aspect ratio in responsive img with max-width and max-height,,,,,
4,"['html', 'css', 'svg']","{'account_id': 12077117, 'reputation': 123, 'user_id': 8990408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bf790205a0fd34d8ff93877f25a023e?s=256&d=identicon&r=PG&f=1', 'display_name': 'RedWitch', 'link': 'https://stackoverflow.com/users/8990408/redwitch'}",True,2700,2,2,1668486345,1595432797,1595433662.0,63038178,CC BY-SA 4.0,https://stackoverflow.com/questions/63038178/scale-svg-to-fit-inside-a-div,Scale SVG to fit inside a div,63038791.0,,,,
5,"['html', 'css']","{'account_id': 15231832, 'reputation': 13325, 'user_id': 10990737, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y8rbe.png?s=256&g=1', 'display_name': 'bill.gates', 'link': 'https://stackoverflow.com/users/10990737/bill-gates'}",True,205,3,0,1668023994,1593705147,,62700342,CC BY-SA 4.0,https://stackoverflow.com/questions/62700342/picture-fallback-default-to-png-instead-of-webp,picture fallback default to png instead of webp,62700759.0,,,,
6,"['css', 'angular', 'build', 'postcss']","{'account_id': 18772539, 'reputation': 385, 'user_id': 13689060, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de315dc9678ff92b8675e533ec7a99c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sohi', 'link': 'https://stackoverflow.com/users/13689060/sohi'}",True,45710,7,36,1667901369,1593725789,1645622875.0,62705395,CC BY-SA 4.0,https://stackoverflow.com/questions/62705395/angular-error-postcss-received-undefined-instead-of-css-string,Angular ERROR: PostCSS received undefined instead of CSS string,62925718.0,,,,
7,"['css', 'reactjs', 'typescript', 'sass', 'css-modules']","{'account_id': 7804327, 'reputation': 689, 'user_id': 5902649, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/d67102afa03161840125a014fd4e02fa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Willege', 'link': 'https://stackoverflow.com/users/5902649/willege'}",True,2473,1,4,1667780741,1595341053,1595341455.0,63016571,CC BY-SA 4.0,https://stackoverflow.com/questions/63016571/styling-react-select-with-css-modules-works-on-sandbox-but-not-on-local-machine,Styling react-select with CSS modules works on Sandbox but not on local machine,,,,,
8,"['html', 'css', 'forms', 'input', 'radio-button']","{'account_id': 13576509, 'reputation': 11, 'user_id': 9793724, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10212127293953432/picture?type=large', 'display_name': 'Andreas Ahoniemi', 'link': 'https://stackoverflow.com/users/9793724/andreas-ahoniemi'}",False,403,0,1,1667442615,1594637776,1656705906.0,62874364,CC BY-SA 4.0,https://stackoverflow.com/questions/62874364/formidable-forms-radio-button-styling,Formidable forms radio button styling,,,,,
9,"['javascript', 'css', 'scroll', 'zooming', 'mousewheel']","{'account_id': 348045, 'reputation': 512, 'user_id': 682501, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29de6a2e663ddc8817bb7126cb3935c0?s=256&d=identicon&r=PG', 'display_name': 'mykola.rykov', 'link': 'https://stackoverflow.com/users/682501/mykola-rykov'}",True,631,2,3,1667350783,1595079621,,62969250,CC BY-SA 4.0,https://stackoverflow.com/questions/62969250/how-to-implement-zooming-with-a-mouse-wheel-like-its-done-in-a-typical-graphic,How to implement zooming with a mouse wheel like it&#39;s done in a typical graphic editor,,,,,
10,"['javascript', 'html', 'css']","{'account_id': 18678139, 'reputation': 87, 'user_id': 13615356, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce6b2eaec32383deabde604833d8abd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/13615356/joe'}",True,1843,1,-1,1667298062,1593533273,,62661636,CC BY-SA 4.0,https://stackoverflow.com/questions/62661636/change-z-index-in-javascript,Change z-index in Javascript,62661743.0,,,,
11,"['javascript', 'html', 'css']","{'account_id': 15233317, 'reputation': 1105, 'user_id': 10991804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72ed82554b931e5f0187e00120b7ce05?s=256&d=identicon&r=PG&f=1', 'display_name': 'Newb 4 You BB', 'link': 'https://stackoverflow.com/users/10991804/newb-4-you-bb'}",True,220,1,0,1667223790,1596038502,1596038842.0,63157723,CC BY-SA 4.0,https://stackoverflow.com/questions/63157723/adding-line-numbers-to-pre-formatted-text,Adding Line Numbers To Pre-formatted Text,,,,,
12,"['html', 'css']","{'account_id': 2229924, 'reputation': 5085, 'user_id': 1967800, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/daf65569cf1d5eeea8e27ddfa83e1b11?s=256&d=identicon&r=PG', 'display_name': 'Sharcoux', 'link': 'https://stackoverflow.com/users/1967800/sharcoux'}",True,401,2,3,1667070772,1595953602,,63138687,CC BY-SA 4.0,https://stackoverflow.com/questions/63138687/overflow-x-also-hides-overflow-y,overflow-x also hides overflow-y,63139976.0,,,,
13,"['javascript', 'html', 'jquery', 'css', 'html-table']","{'account_id': 11131669, 'reputation': 13, 'user_id': 8171486, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f954487b848e7f5ad62f799ee395d95?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shan', 'link': 'https://stackoverflow.com/users/8171486/shan'}",True,589,1,0,1666612907,1594879819,,62928556,CC BY-SA 4.0,https://stackoverflow.com/questions/62928556/css-js-excel-like-column-resize-of-table,CSS &amp; JS - Excel like column resize of table,,,,,
14,"['html', 'css', 'image', 'layout']","{'account_id': 19056989, 'reputation': 1, 'user_id': 13913911, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjN1kAyi4U5qzI2QkFRVNtjiEn1-bIydWtjHtUe=k-s256', 'display_name': 'Alessio Gravili', 'link': 'https://stackoverflow.com/users/13913911/alessio-gravili'}",False,1241,4,0,1666609230,1595271714,1595272526.0,63002184,CC BY-SA 4.0,https://stackoverflow.com/questions/63002184/css-remove-white-space-around-image,CSS remove white space around image,,,,,
15,"['html', 'css', 'svg', 'flexbox']","{'account_id': 18711179, 'reputation': 141, 'user_id': 13641224, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d7b693159b0ac7d3500bee25ec454eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'user13641224', 'link': 'https://stackoverflow.com/users/13641224/user13641224'}",True,2321,1,2,1666346302,1593759725,1593760178.0,62710112,CC BY-SA 4.0,https://stackoverflow.com/questions/62710112/the-behavior-of-svg-images-in-the-flex-box,The behavior of svg images in the flex box,,,,,
16,"['html', 'css']","{'account_id': 16799207, 'reputation': 149, 'user_id': 12144917, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mB7EumTalMRBnR9XPCjukYUFFAjNIcbYDFNHzSqLA=k-s256', 'display_name': 'Jacob Collins', 'link': 'https://stackoverflow.com/users/12144917/jacob-collins'}",True,425,2,0,1666173021,1595072368,1595100883.0,62968102,CC BY-SA 4.0,https://stackoverflow.com/questions/62968102/navigation-bar-extends-beyond-body-in-chrome,Navigation Bar extends beyond Body in Chrome,62968226.0,,,,
17,"['css', 'reactjs']","{'account_id': 11229889, 'reputation': 399, 'user_id': 8238314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0dfa782890364aaaf2a58096e613e677?s=256&d=identicon&r=PG&f=1', 'display_name': 'Quuxuu', 'link': 'https://stackoverflow.com/users/8238314/quuxuu'}",True,15045,3,15,1665810216,1596176363,1628627431.0,63186710,CC BY-SA 4.0,https://stackoverflow.com/questions/63186710/how-to-trigger-a-css-animation-on-every-time-a-react-component-re-renders,How to trigger a CSS animation on EVERY TIME a react component re-renders,63194757.0,,,,
18,"['css', 'accessibility', 'vendor-prefix']","{'account_id': 17454778, 'reputation': 147, 'user_id': 12653918, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Ym3zw39nkvU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reHZtmeq-3qATswWR7KNP2nJyr5LA/photo.jpg?sz=256', 'display_name': 'Adavize Aliyu', 'link': 'https://stackoverflow.com/users/12653918/adavize-aliyu'}",True,633,1,2,1665696094,1593717196,1665696094.0,62703507,CC BY-SA 4.0,https://stackoverflow.com/questions/62703507/does-css-webkit-tap-highlight-color-transparent-have-accessibility-implicatio,Does CSS -webkit-tap-highlight-color: transparent; have accessibility implications?,62705570.0,,,,
19,"['html', 'css', 'accessibility']","{'account_id': 2768496, 'reputation': 6114, 'user_id': 3355252, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/sCIXA.jpg?s=256&g=1', 'display_name': 'Robert Kusznier', 'link': 'https://stackoverflow.com/users/3355252/robert-kusznier'}",True,798,2,0,1665589038,1593717298,1665589038.0,62703524,CC BY-SA 4.0,https://stackoverflow.com/questions/62703524/how-to-make-an-html-link-displayed-as-an-icon-accessible,How to make an HTML link displayed as an icon accessible?,62703710.0,,,,
20,"['css', 'extjs', 'scrollbar']","{'account_id': 10716110, 'reputation': 375, 'user_id': 7886685, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5519e8147d42acda46a9add4d6ef7851?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheOldBlackbeard', 'link': 'https://stackoverflow.com/users/7886685/theoldblackbeard'}",True,1361,1,2,1665496379,1596103225,1596114142.0,63170748,CC BY-SA 4.0,https://stackoverflow.com/questions/63170748/extjs-scroll-bar-automatically-scroll-down-preventing-me-from-scrolling-to-the-t,Extjs Scroll bar automatically scroll down preventing me from scrolling to the top,63188957.0,,,,
21,['css'],"{'account_id': 9976867, 'reputation': 29, 'user_id': 7381151, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-tv1RKuWHujU/AAAAAAAAAAI/AAAAAAAAAWQ/qolttbyovEg/photo.jpg?sz=256', 'display_name': 'buckeyestargazer', 'link': 'https://stackoverflow.com/users/7381151/buckeyestargazer'}",True,3173,3,2,1665246446,1596163366,1596199632.0,63185020,CC BY-SA 4.0,https://stackoverflow.com/questions/63185020/how-to-change-default-text-color-for-entire-site,How to change default text color for entire site,63189174.0,,,,
22,"['javascript', 'html', 'css', 'node.js', 'ejs']","{'account_id': 14770171, 'reputation': 43, 'user_id': 10666878, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c12bdf380b58663c5ca131e64d46c7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bati', 'link': 'https://stackoverflow.com/users/10666878/bati'}",True,4324,5,1,1665073961,1596057212,,63162506,CC BY-SA 4.0,https://stackoverflow.com/questions/63162506/how-can-i-only-show-100-characters-of-a-post,How can I only show 100 characters of a post?,63162630.0,,,,
23,"['javascript', 'jquery', 'css', 'wordpress']","{'account_id': 16363531, 'reputation': 11, 'user_id': 11818537, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-S6kUzAHtAf0/AAAAAAAAAAI/AAAAAAAAARI/jOyO44JPmUU/photo.jpg?sz=256', 'display_name': 'Muhammad Azfar Aslam', 'link': 'https://stackoverflow.com/users/11818537/muhammad-azfar-aslam'}",True,260,2,-2,1664973971,1594755814,1664973971.0,62902884,CC BY-SA 4.0,https://stackoverflow.com/questions/62902884/how-to-change-menu-link-in-wordpress-depends-on-user-log-in-status-with-jquery,How to change menu link in wordpress depends on user log in status with jQuery,,,,,
