,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['javascript', 'html', 'css', 'carousel']","{'account_id': 17045280, 'reputation': 21, 'user_id': 12332281, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gtac3.png?s=256&g=1', 'display_name': 'DevMatt', 'link': 'https://stackoverflow.com/users/12332281/devmatt'}",False,41,1,-1,1669055721,1644000327,1644003679.0,70991380,CC BY-SA 4.0,https://stackoverflow.com/questions/70991380/javascript-reading-all-6-when-3-are-hidden-on-mobile,JavaScript reading all 6 when 3 are hidden on mobile,,,
1,"['css', 'reactjs', 'animation', 'css-animations', 'tailwind-css']","{'account_id': 18871551, 'reputation': 407, 'user_id': 13765994, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YnyMc.jpg?s=256&g=1', 'display_name': 'husky', 'link': 'https://stackoverflow.com/users/13765994/husky'}",False,898,1,0,1669040419,1645504058,,71215916,CC BY-SA 4.0,https://stackoverflow.com/questions/71215916/how-to-create-scroll-triggered-animations-with-fixed-position-in-react,How to create scroll triggered animations with fixed position in React,,,
2,"['html', 'css', 'vue.js']","{'account_id': 21253616, 'reputation': 3, 'user_id': 15635504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f657adaf6ad50fca730f23b703f2afb?s=256&d=identicon&r=PG&f=1', 'display_name': 'aluxf', 'link': 'https://stackoverflow.com/users/15635504/aluxf'}",True,618,3,0,1668721624,1644341721,1668721624.0,71038286,CC BY-SA 4.0,https://stackoverflow.com/questions/71038286/why-is-the-vue-app-div-not-filling-the-whole-width,Why is the Vue app div not filling the whole width?,71038446.0,,
3,"['html', 'css', 'dns']","{'account_id': 20961011, 'reputation': 59, 'user_id': 15400452, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/L6Z1p.png?s=256&g=1', 'display_name': 'Taha Paracha', 'link': 'https://stackoverflow.com/users/15400452/taha-paracha'}",True,51,3,-4,1668443355,1645159813,1668443355.0,71168509,CC BY-SA 4.0,https://stackoverflow.com/questions/71168509/is-it-possible-for-me-to-make-my-pages-urls-website-com-hub-and-not-website,Is it possible for me to make my page&#39;s URLs &quot;website.com/hub&quot; and not &quot;website.com/hub.html&quot;?,71168910.0,,
4,"['css', 'reactjs', 'react-native', 'flexbox', 'react-native-flatlist']","{'account_id': 14137623, 'reputation': 315, 'user_id': 10213512, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88b47df4badcdfe7f5b46c200ab98b16?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jat90', 'link': 'https://stackoverflow.com/users/10213512/jat90'}",True,2413,3,0,1667507940,1644413161,,71050404,CC BY-SA 4.0,https://stackoverflow.com/questions/71050404/horizontal-flatlist-space-between-items,Horizontal Flatlist: Space between items,,,
5,"['javascript', 'python', 'html', 'css', 'calculator']","{'account_id': 21418819, 'reputation': 3, 'user_id': 15777568, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/B9bEj.png?s=256&g=1', 'display_name': 'ThePowerHex_YT', 'link': 'https://stackoverflow.com/users/15777568/thepowerhex-yt'}",False,39,1,0,1667416074,1645589373,,71231269,CC BY-SA 4.0,https://stackoverflow.com/questions/71231269/im-not-getting-any-outputs-for-some-reason-after-replacing-the-javascript-funct,I&#39;m not getting any outputs for some reason after replacing the javascript functions with imported python functions,,,
6,"['html', 'css', 'reactjs']","{'account_id': 20698875, 'reputation': 335, 'user_id': 15198461, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OhsN9.jpg?s=256&g=1', 'display_name': 'Magnus Kolstad', 'link': 'https://stackoverflow.com/users/15198461/magnus-kolstad'}",True,119,3,-1,1667406519,1644079292,1644080707.0,71000012,CC BY-SA 4.0,https://stackoverflow.com/questions/71000012/css-auto-hyphens-turn-into-question-mark-boxes-in-chrome,CSS auto hyphens turn into question-mark boxes in Chrome,71015265.0,,
7,"['html', 'css']","{'account_id': 16899892, 'reputation': 21, 'user_id': 12221565, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2740415645989621/picture?type=large', 'display_name': 'Ryan Johnston', 'link': 'https://stackoverflow.com/users/12221565/ryan-johnston'}",True,266,2,2,1667391559,1643670798,1644468668.0,70933941,CC BY-SA 4.0,https://stackoverflow.com/questions/70933941/how-can-i-add-a-clickable-link-to-my-collapsable-sidebar-menu-without-breaking-m,How can I add a clickable link to my collapsable sidebar menu without breaking my code?,,,
8,['css'],"{'account_id': 14945584, 'reputation': 79, 'user_id': 10790964, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f33f4b1dc96273aa6607377c3f8c76a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'trachnar', 'link': 'https://stackoverflow.com/users/10790964/trachnar'}",True,86,2,1,1667390743,1644405911,1644410008.0,71048723,,https://stackoverflow.com/questions/71048723/how-to-make-this-shape-with-border-radius,How to make this shape with border radius?,71048885.0,1644409993.0,Duplicate
9,"['html', 'css']","{'account_id': 12257402, 'reputation': 111, 'user_id': 8946089, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/662714263d71b14354c29aa0197537cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'BitByte', 'link': 'https://stackoverflow.com/users/8946089/bitbyte'}",True,58,3,2,1667390516,1644513786,1644514296.0,71069565,CC BY-SA 4.0,https://stackoverflow.com/questions/71069565/inner-rounded-shadows-inside-div,Inner rounded shadows inside div,71069687.0,,
10,"['html', 'css', 'vimeo-player']","{'account_id': 3747936, 'reputation': 397, 'user_id': 3116172, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/a2e08b3666b1bb98a59f2df0d1bd96f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'alexkodr', 'link': 'https://stackoverflow.com/users/3116172/alexkodr'}",False,398,1,0,1667259825,1643729807,1643731662.0,70943267,CC BY-SA 4.0,https://stackoverflow.com/questions/70943267/vimeo-iframe-embed-wrapped-in-a-link-link-not-working,Vimeo iframe embed wrapped in a link - Link not working,,,
11,"['python', 'css', 'streamlit']","{'account_id': 24075451, 'reputation': 89, 'user_id': 18050861, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4228ff70ab4caba502de6b84bf568e16?s=256&d=identicon&r=PG', 'display_name': 'User8563', 'link': 'https://stackoverflow.com/users/18050861/user8563'}",True,9757,2,2,1667199754,1643661513,,70932538,CC BY-SA 4.0,https://stackoverflow.com/questions/70932538/how-to-center-the-title-and-an-image-in-streamlit,How to center the title and an image in streamlit?,,,
