,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason
0,"['html', 'css', 'svg', 'tailwind-css']","{'account_id': 14089005, 'reputation': 1949, 'user_id': 10177987, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3dc25204cdf843594557ae03863357c?s=256&d=identicon&r=PG&f=1', 'display_name': 'thalacker', 'link': 'https://stackoverflow.com/users/10177987/thalacker'}",True,8315,65134450.0,2,8,1669136554,1606853173,65097746,CC BY-SA 4.0,https://stackoverflow.com/questions/65097746/svg-color-fill-on-hover-using-tailwind,SVG color fill on hover using Tailwind,,,,
1,"['javascript', 'html', 'css', 'wordpress']","{'account_id': 20097345, 'reputation': 29, 'user_id': 14736680, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-HGY5I7FrzXI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckMppMUTmhgJODkSDJX1rs6ouVKDg/s96-c/photo.jpg?sz=256', 'display_name': 'GT Tutor', 'link': 'https://stackoverflow.com/users/14736680/gt-tutor'}",True,313,,2,0,1669046354,1608572142,65397425,CC BY-SA 4.0,https://stackoverflow.com/questions/65397425/cannot-collapse-a-responsive-menu-in-wordpress,Cannot collapse a responsive menu in Wordpress,1669046354.0,,,
2,"['css', 'angular', 'frontend', 'primeng', 'primeng-tree']","{'account_id': 19133690, 'reputation': 558, 'user_id': 13975077, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Z5E7n.jpg?s=256&g=1', 'display_name': 'Yogesh', 'link': 'https://stackoverflow.com/users/13975077/yogesh'}",True,293,,1,0,1668933565,1608363756,65367701,CC BY-SA 4.0,https://stackoverflow.com/questions/65367701/angular-prime-ng-p-tree-how-to-change-indentation,"Angular Prime-ng p-tree, how to change indentation?",,,,
3,"['javascript', 'jquery', 'css', 'bootstrap-4']","{'account_id': 4010701, 'reputation': 13873, 'user_id': 4398966, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/Md0LP.jpg?s=256&g=1', 'display_name': 'DCR', 'link': 'https://stackoverflow.com/users/4398966/dcr'}",False,638,,2,1,1668855734,1608507413,65385894,CC BY-SA 4.0,https://stackoverflow.com/questions/65385894/how-to-change-the-transition-duration-speed-in-bootstrap-4,how to change the transition duration speed in bootstrap 4,1608565107.0,,,
4,"['html', 'css']","{'account_id': 20101851, 'reputation': 33, 'user_id': 14740154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a03cedbd90cafe0cfa46c4ae760c7c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mali', 'link': 'https://stackoverflow.com/users/14740154/mali'}",True,262,65405724.0,1,0,1668563855,1608622926,65404860,CC BY-SA 4.0,https://stackoverflow.com/questions/65404860/how-to-handle-image-aspect-ratio-in-mobile,How to handle image aspect ratio in mobile,1608625963.0,,,
5,"['html', 'css', 'firefox', 'css-counter']","{'account_id': 20236049, 'reputation': 51, 'user_id': 14841211, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcb84498bd3f7ab371bc8c56cac8cb7c?s=256&d=identicon&r=PG&f=1', 'display_name': 'An Observer', 'link': 'https://stackoverflow.com/users/14841211/an-observer'}",True,791,,4,4,1667835163,1608174746,65334209,CC BY-SA 4.0,https://stackoverflow.com/questions/65334209/css-counter-reset-not-working-in-firefox,css counter-reset: not working in firefox?,1608196554.0,,,
6,"['javascript', 'html', 'css', 'ios', 'reactjs']","{'account_id': 7118932, 'reputation': 41, 'user_id': 5444193, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-FTDqnteOAMc/AAAAAAAAAAI/AAAAAAAAABY/CuwiGbvN3dM/photo.jpg?sz=256', 'display_name': 'lurker', 'link': 'https://stackoverflow.com/users/5444193/lurker'}",False,84,,0,1,1667504785,1609288788,65500575,CC BY-SA 4.0,https://stackoverflow.com/questions/65500575/css-overflow-on-apple-devices-only-bug,CSS overflow on apple devices only bug,1609289506.0,,,
7,"['css', 'sass', 'less', 'tailwind-css', 'scss-mixins']","{'account_id': 16247130, 'reputation': 125, 'user_id': 11732103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc121ed0ba27778159a25736736248be?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nadeem Khan', 'link': 'https://stackoverflow.com/users/11732103/nadeem-khan'}",False,4719,,2,5,1667447537,1606821606,65089539,CC BY-SA 4.0,https://stackoverflow.com/questions/65089539/tailwindcss-does-not-work-in-vue-js-when-all-process-of-intergration-has-been-do,Tailwindcss does not work in Vue.js when all process of intergration has been done?,1606835891.0,,,
8,"['css', 'reactjs', 'material-ui']","{'account_id': 10672788, 'reputation': 739, 'user_id': 7857369, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ibKjxZFit6s/AAAAAAAAAAI/AAAAAAAAAEA/wryPvctfk2c/photo.jpg?sz=256', 'display_name': 'Shahab Khan', 'link': 'https://stackoverflow.com/users/7857369/shahab-khan'}",True,38617,65163992.0,13,20,1666988713,1607198742,65161428,CC BY-SA 4.0,https://stackoverflow.com/questions/65161428/how-to-remove-border-in-textfield-fieldset-in-material-ui,how to remove border in textfield fieldset in material ui,,,,
9,"['css', 'build', 'rollupjs', 'postcss']","{'account_id': 966189, 'reputation': 1754, 'user_id': 989577, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://i.stack.imgur.com/UJ8Ps.jpg?s=256&g=1', 'display_name': 'Jamie', 'link': 'https://stackoverflow.com/users/989577/jamie'}",True,4320,66478942.0,3,4,1666959906,1608332578,65365028,CC BY-SA 4.0,https://stackoverflow.com/questions/65365028/create-separate-css-files-in-postcss-rollup,Create separate CSS files in postcss &amp; rollup,1614868370.0,,,
