,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['javascript', 'html', 'css']","{'account_id': 25776583, 'reputation': 39, 'user_id': 19522878, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JiTdX.jpg?s=256&g=1', 'display_name': 'Stan Law', 'link': 'https://stackoverflow.com/users/19522878/stan-law'}",True,76,73925390.0,2,1,1669157945,1664707230,1664707979.0,73925164,CC BY-SA 4.0,https://stackoverflow.com/questions/73925164/how-to-make-a-slider-loop-with-js,How to make a slider loop with JS?,,,
1,"['javascript', 'html', 'css', 'reactjs', 'react-router']","{'account_id': 22067323, 'reputation': 158, 'user_id': 16328991, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eOrlZ.jpg?s=256&g=1', 'display_name': 'Saverio Randazzo', 'link': 'https://stackoverflow.com/users/16328991/saverio-randazzo'}",True,227,74005657.0,2,0,1668795534,1664617911,,73917342,CC BY-SA 4.0,https://stackoverflow.com/questions/73917342/react-router-v6-4-usenavigate-1-not-going-back,React Router v6.4 useNavigate(-1) not going back,,,
2,"['html', 'css', 'web', 'google-web-designer']","{'account_id': 26740909, 'reputation': 1, 'user_id': 20341716, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/067e86ec99577489313ca26d9c866573?s=256&d=identicon&r=PG', 'display_name': 'Malek Hoss', 'link': 'https://stackoverflow.com/users/20341716/malek-hoss'}",False,132,,1,0,1668791236,1666806160,,74212041,CC BY-SA 4.0,https://stackoverflow.com/questions/74212041/each-nav-link-element-should-link-to-a-corresponding-element-on-the-landing-pag,Each .nav-link element should link to a corresponding element on the landing page (has an href with a value of another element&#39;s id. e.g. #footer),,,
3,"['html', 'css', 'navbar']","{'user_type': 'does_not_exist', 'display_name': 'user19239425'}",False,66,,2,-1,1668721946,1665043176,1668721936.0,73970391,CC BY-SA 4.0,https://stackoverflow.com/questions/73970391/the-navbar-is-overlaying-the-main-content-of-the-site,The navbar is overlaying the main content of the site,,,
4,"['html', 'css']","{'account_id': 26573585, 'reputation': 5, 'user_id': 20199423, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54c1f1160f96e17af15a8bcd552edc1e?s=256&d=identicon&r=PG', 'display_name': 'Trung Kien Nguyen', 'link': 'https://stackoverflow.com/users/20199423/trung-kien-nguyen'}",True,69,74007453.0,2,0,1668683847,1665339359,1665339529.0,74007362,CC BY-SA 4.0,https://stackoverflow.com/questions/74007362/html-file-load-two-different-css-files-for-desktop-and-mobile,Html file load two different CSS files for desktop and mobile,,,
5,['css'],"{'account_id': 26602550, 'reputation': 13, 'user_id': 20223958, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu173u1rSIXUwQmREKwAV-C3kenQw_MRBm1K9Hgy=k-s256', 'display_name': 'Francies Fernandes', 'link': 'https://stackoverflow.com/users/20223958/francies-fernandes'}",True,62,74044973.0,1,1,1668666616,1665590665,,74044872,,https://stackoverflow.com/questions/74044872/css-white-space-nowrap-not-respecting-max-width,CSS white-space: nowrap; not respecting max-width,1665602263.0,Duplicate,
6,"['javascript', 'html', 'css', 'excel']","{'account_id': 25639083, 'reputation': 13, 'user_id': 19408284, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e9cd86b1efc8b58a6b2db400862aac67?s=256&d=identicon&r=PG', 'display_name': 'Pedro da Silva Farias', 'link': 'https://stackoverflow.com/users/19408284/pedro-da-silva-farias'}",True,42,74464206.0,1,0,1668616988,1665492565,1665497716.0,74028440,CC BY-SA 4.0,https://stackoverflow.com/questions/74028440/is-there-a-way-to-set-the-font-size-when-converting-html-to-excel,Is there a way to set the font-size when converting html to excel?,,,
7,"['html', 'css', 'flexbox', 'css-grid']","{'account_id': 23656620, 'reputation': 1891, 'user_id': 17684809, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eMBWK.png?s=256&g=1', 'display_name': 'C&#233;dric', 'link': 'https://stackoverflow.com/users/17684809/c%c3%a9dric'}",True,296,,5,8,1668599219,1666857756,1668589214.0,74218671,CC BY-SA 4.0,https://stackoverflow.com/questions/74218671/how-to-display-x-items-on-left-y-on-middle-and-z-on-right-in-a-row-without-wra,"How to display x items on left, y on middle, and z on right in a row without wrapping elements",,,
8,"['javascript', 'html', 'css', 'settings']","{'account_id': 20563611, 'reputation': 39, 'user_id': 15093554, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiTyMYo27htcwlZ3xxGAl50W2FYZCgwd27mPdRVEw=k-s256', 'display_name': 'Michael Borne', 'link': 'https://stackoverflow.com/users/15093554/michael-borne'}",False,31,,1,-2,1668531383,1666283947,1668531383.0,74143436,,https://stackoverflow.com/questions/74143436/how-to-apply-a-settings-page-to-change-all-the-pages-content,How to apply a settings page to change all the pages content?,1668535113.0,Needs more focus,
9,"['html', 'css', 'hugo']","{'account_id': 2198560, 'reputation': 99, 'user_id': 1943612, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/fcbba89c78e42878a4f1a5dcf3d6663a?s=256&d=identicon&r=PG', 'display_name': 'Rich Shepard', 'link': 'https://stackoverflow.com/users/1943612/rich-shepard'}",False,19,,2,0,1668525725,1666378486,1666378824.0,74158086,CC BY-SA 4.0,https://stackoverflow.com/questions/74158086/debugging-logic-errors,Debugging logic errors,,,
10,"['javascript', 'jquery', 'css']","{'account_id': 466702, 'reputation': 494, 'user_id': 871614, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/b61eb00f0b9c71a1720f3190060490c8?s=256&d=identicon&r=PG', 'display_name': 'WebMW', 'link': 'https://stackoverflow.com/users/871614/webmw'}",True,27,74438802.0,2,0,1668466589,1667041961,,74244783,CC BY-SA 4.0,https://stackoverflow.com/questions/74244783/jquery-get-height-of-video-before-it-finishes-loading,jQuery - Get height of video before it finishes loading,,,
11,"['html', 'css', 'twitter-bootstrap', 'page-refresh']","{'account_id': 26679306, 'reputation': 1, 'user_id': 20289488, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lrQBG.jpg?s=256&g=1', 'display_name': 'UltimateKaycee', 'link': 'https://stackoverflow.com/users/20289488/ultimatekaycee'}",True,30,74170847.0,1,-2,1668426890,1666257964,1666258032.0,74137464,CC BY-SA 4.0,https://stackoverflow.com/questions/74137464/how-do-i-stop-my-bootstrap-webpage-under-development-from-refreshing-automatic,How do I stop my Bootstrap Webpage (under development) from refreshing automatically,,,
12,"['css', 'next.js', 'smooth-scrolling']","{'account_id': 26657414, 'reputation': 1, 'user_id': 20270738, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2eq4onRnP3c13X-kYJj5Tp4ADIJDH2URXbfAnn=k-s256', 'display_name': 'Developer tak', 'link': 'https://stackoverflow.com/users/20270738/developer-tak'}",False,52,,0,0,1668385914,1666935327,1668385914.0,74231041,CC BY-SA 4.0,https://stackoverflow.com/questions/74231041/smooth-scrolling-not-working-while-a-works,Smooth scrolling not working while &lt;a&gt; works?,,,
13,"['css', 'reactjs', 'typescript', 'next.js', 'vercel']","{'account_id': 12493335, 'reputation': 352, 'user_id': 9094171, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90ae55014e20cd19a6b0a6a5a9187c4e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tochi Bedford', 'link': 'https://stackoverflow.com/users/9094171/tochi-bedford'}",False,71,,1,1,1668363231,1664873878,1664874575.0,73945393,CC BY-SA 4.0,https://stackoverflow.com/questions/73945393/why-do-images-suddenly-jump-to-cover-full-screen-when-changing-routes-in-next,Why do Images suddenly jump to cover full screen when changing routes in Next,,,
14,"['html', 'css', 'responsive-design']","{'account_id': 12451914, 'reputation': 57, 'user_id': 9066313, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c222d3c40e6c32f49973e95ee80e94e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joost', 'link': 'https://stackoverflow.com/users/9066313/joost'}",True,28,,1,0,1668326898,1666939483,1667474023.0,74231540,CC BY-SA 4.0,https://stackoverflow.com/questions/74231540/div-not-taking-full-width-of-screen-on-mobile-when-theres-a-wide-table-underne,"div not taking full width of screen on mobile, when there&#39;s a wide table underneath",,,
15,"['javascript', 'html', 'jquery', 'css', 'slick.js']","{'account_id': 6311968, 'reputation': 1063, 'user_id': 4903240, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://lh3.googleusercontent.com/-rv-HspwP7-8/AAAAAAAAAAI/AAAAAAAAAVs/JDLaGkcPrtM/photo.jpg?sz=256', 'display_name': 'neda Derakhshesh', 'link': 'https://stackoverflow.com/users/4903240/neda-derakhshesh'}",False,46,,1,0,1668282281,1666374023,1666434092.0,74157385,CC BY-SA 4.0,https://stackoverflow.com/questions/74157385/slick-slider-blinks-at-the-end-of-the-rotation-for-reapeating,Slick slider blinks at the end of the rotation for reapeating,,,
16,"['css', 'reactjs', 'flexbox', 'styled-components']","{'account_id': 23751006, 'reputation': 23, 'user_id': 17767762, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YnV2Q.jpg?s=256&g=1', 'display_name': 'kwi', 'link': 'https://stackoverflow.com/users/17767762/kwi'}",True,84,74166523.0,1,1,1668264608,1666464825,,74166318,CC BY-SA 4.0,https://stackoverflow.com/questions/74166318/responsive-image-flexbox-with-react-and-styled-components,Responsive image flexbox with React and styled components,,,
17,"['javascript', 'html', 'css']","{'account_id': 15201372, 'reputation': 11, 'user_id': 10969269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1cb32aa11cb5d3376599af9cb107c27?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eduardojls', 'link': 'https://stackoverflow.com/users/10969269/eduardojls'}",False,39,,1,0,1668170913,1666878242,1668170913.0,74223115,CC BY-SA 4.0,https://stackoverflow.com/questions/74223115/how-to-prevent-cards-from-losing-its-dimensions-when-adding-a-larger-text,How to prevent Cards from losing its dimensions when adding a larger text,,,
