,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['jquery', 'css', 'bootstrap-4', 'accordion']","{'account_id': 15221605, 'reputation': 31, 'user_id': 10983333, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39a9dd21f5c835b20b6cf7c6fa0ad70e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sven Rothe', 'link': 'https://stackoverflow.com/users/10983333/sven-rothe'}",True,8262,2,3,1669056746,1548751177,1669056746.0,54416875,CC BY-SA 4.0,https://stackoverflow.com/questions/54416875/bootstrap-4-how-to-create-a-dropdown-menu-with-an-accordion-inside-it,Bootstrap 4: How to create a dropdown menu with an accordion inside it?,,,,
1,"['css', 'firefox', 'css-transforms', 'z-axis']","{'account_id': 14909901, 'reputation': 37, 'user_id': 10765743, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-xTW3_8RWt9g/AAAAAAAAAAI/AAAAAAAAACo/cv2PiyZBjhE/photo.jpg?sz=256', 'display_name': 'Minute JavaScript', 'link': 'https://stackoverflow.com/users/10765743/minute-javascript'}",False,185,2,1,1668786576,1547501358,1547545773.0,54189447,CC BY-SA 4.0,https://stackoverflow.com/questions/54189447/firefox-causes-visual-artifact-with-transformrotate,firefox causes visual artifact with &quot;transform:rotate;&quot;,,,,
2,"['css', 'google-chrome', 'text', 'fonts', 'webkit']","{'account_id': 14978401, 'reputation': 1, 'user_id': 10912282, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-T8C2ab-czKg/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-gMw1YDFP_kR7DOmpQQwKFHuwBO_w/mo/photo.jpg?sz=256', 'display_name': 'Catalina Gonzalez', 'link': 'https://stackoverflow.com/users/10912282/catalina-gonzalez'}",False,291,0,0,1668555488,1548362888,1548380120.0,54355084,CC BY-SA 4.0,https://stackoverflow.com/questions/54355084/webkit-text-stroke-chrome-multiple-lines,-webkit-text-stroke chrome multiple lines,,,,
3,"['html', 'css', 'accessibility']","{'account_id': 13393177, 'reputation': 759, 'user_id': 9664977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c21b6954637abed39e8dfc9d2bc61e23?s=256&d=identicon&r=PG&f=1', 'display_name': 'user9664977', 'link': 'https://stackoverflow.com/users/9664977/user9664977'}",True,699,1,2,1667940615,1548707216,1667940615.0,54409784,CC BY-SA 4.0,https://stackoverflow.com/questions/54409784/a-navigation-for-desktop-and-mobile-with-same-ids-issue-with-ada,A Navigation for Desktop and Mobile with Same IDs Issue with ADA?,,,,
4,"['javascript', 'html', 'css', 'angular', 'iframe']","{'account_id': 13040001, 'reputation': 31, 'user_id': 9423688, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8c3da2d84d497dadf4a4d21cba12621?s=256&d=identicon&r=PG&f=1', 'display_name': 'Per Nilsson', 'link': 'https://stackoverflow.com/users/9423688/per-nilsson'}",False,1270,3,3,1667662964,1547898650,,54266768,CC BY-SA 4.0,https://stackoverflow.com/questions/54266768/style-wont-apply-to-angular-component-injected-into-iframe,Style wont apply to angular component injected into iframe,,,,
5,"['css', 'json', 'apache-superset']","{'account_id': 7534136, 'reputation': 1545, 'user_id': 6076861, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/5259690785ed4ad7d1b89cbf79f3932b?s=256&d=identicon&r=PG&f=1', 'display_name': 'mapping dom', 'link': 'https://stackoverflow.com/users/6076861/mapping-dom'}",True,2392,1,8,1667592130,1548245345,1667592130.0,54326962,CC BY-SA 4.0,https://stackoverflow.com/questions/54326962/where-are-label-colour-keys-stored-in-apache-superset,Where are label_colour keys stored in apache-superset?,54465268.0,,,
6,"['html', 'css', 'image', 'display']","{'account_id': 8072612, 'reputation': 49, 'user_id': 6084849, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://lh5.googleusercontent.com/-qRm8Dgv1pdE/AAAAAAAAAAI/AAAAAAAAACM/X3I5oxQ8UsQ/photo.jpg?sz=256', 'display_name': 'Lukas', 'link': 'https://stackoverflow.com/users/6084849/lukas'}",True,1442,2,4,1666554625,1546448130,1624923949.0,54010222,CC BY-SA 4.0,https://stackoverflow.com/questions/54010222/setting-the-image-width-0-hides-it-while-width-0-makes-it-occupy-the-spa,"Setting the image `width: 0` hides it, while `width: 0%` makes it occupy the space, too",54012225.0,,,
7,"['css', 'webkit', 'scrollbar']","{'account_id': 3928064, 'reputation': 11, 'user_id': 3247691, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3247691', 'link': 'https://stackoverflow.com/users/3247691/user3247691'}",False,8344,1,1,1665525660,1546439024,1546446687.0,54008026,CC BY-SA 4.0,https://stackoverflow.com/questions/54008026/webkit-scrollbar-is-not-working-in-chrome,webkit-scrollbar is not working in chrome,,,,
8,"['html', 'css', 'twitter-bootstrap']","{'account_id': 7497923, 'reputation': 917, 'user_id': 5697437, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/838f55e32bef215fa7dccda904737856?s=256&d=identicon&r=PG&f=1', 'display_name': 'Katie', 'link': 'https://stackoverflow.com/users/5697437/katie'}",True,9822,6,8,1665397073,1548653623,1593101266.0,54396053,CC BY-SA 4.0,https://stackoverflow.com/questions/54396053/how-to-replace-bootstrap-dropdown-toggle-icon-with-another-default-icon,How to replace Bootstrap dropdown-toggle icon with another default icon?,54396174.0,,,
9,['css'],"{'account_id': 6767541, 'reputation': 3244, 'user_id': 5212118, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/8e6df57cd211a947cbba6f20841beb00?s=256&d=identicon&r=PG&f=1', 'display_name': 'cucuru', 'link': 'https://stackoverflow.com/users/5212118/cucuru'}",False,113,3,1,1665148656,1547716435,1547717687.0,54232479,CC BY-SA 4.0,https://stackoverflow.com/questions/54232479/how-to-truncate-last-element-if-needed,how to truncate last element if needed,,,,
