,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['css', 'vue.js', 'vuejs2', 'nuxt.js', 'google-fonts']","{'user_type': 'does_not_exist', 'display_name': 'user15793040'}",True,3602,68166329.0,1,5,1668981971,1624893312,1648451652.0,68165911,CC BY-SA 4.0,https://stackoverflow.com/questions/68165911/how-to-efficiently-load-google-fonts-in-nuxt,How to efficiently load google fonts in Nuxt,,,
1,"['javascript', 'html', 'css']","{'account_id': 14985294, 'reputation': 259, 'user_id': 10818030, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/307a74842f8bc804bc4d9a8f1c549194?s=256&d=identicon&r=PG&f=1', 'display_name': 'Casey Cling', 'link': 'https://stackoverflow.com/users/10818030/casey-cling'}",True,19522,67816263.0,3,1,1668908813,1622698292,1622715414.0,67815853,CC BY-SA 4.0,https://stackoverflow.com/questions/67815853/how-do-i-make-an-image-full-screen-on-click,How do I make an image full screen on click?,,,
2,"['css', 'grid', 'minmax']","{'account_id': 18391439, 'reputation': 87, 'user_id': 13397022, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/993df22e37f04f6cbf2363b633ba5838?s=256&d=identicon&r=PG&f=1', 'display_name': 'user13397022', 'link': 'https://stackoverflow.com/users/13397022/user13397022'}",True,1125,,2,1,1668854579,1622723591,,67821560,CC BY-SA 4.0,https://stackoverflow.com/questions/67821560/whats-the-difference-between-minmax-and-clamp-in-css,What&#39;s the difference between minmax() and clamp() in CSS?,,,
3,"['css', 'reactjs', 'material-ui']","{'account_id': 1633518, 'reputation': 373, 'user_id': 1507600, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03cc3b1136be5a9c8ed8038e59094912?s=256&d=identicon&r=PG', 'display_name': 'sybercoda', 'link': 'https://stackoverflow.com/users/1507600/sybercoda'}",True,7285,,3,4,1668722136,1623445296,,67943441,CC BY-SA 4.0,https://stackoverflow.com/questions/67943441/material-ui-show-pointer-cursor-when-hovering-over-textfield,Material-ui show pointer cursor when hovering over TextField,,,
4,"['javascript', 'css', 'reactjs', 'firebase', 'datatable']","{'account_id': 10604323, 'reputation': 59, 'user_id': 7810330, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf1285a4d9b74cbda7fddc924b35e7ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'ProgEnthusiast', 'link': 'https://stackoverflow.com/users/7810330/progenthusiast'}",False,138,,1,0,1668714005,1624983306,,68182346,CC BY-SA 4.0,https://stackoverflow.com/questions/68182346/fetching-firebase-data-into-a-datatable-in-react,Fetching Firebase Data Into A Datatable In React,,,
5,"['python', 'css', 'selenium', 'selenium-webdriver', 'xpath']","{'account_id': 16197448, 'reputation': 19, 'user_id': 11694697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/081ff8f808011376082b7fbcb95cc7ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'kyletoffan292', 'link': 'https://stackoverflow.com/users/11694697/kyletoffan292'}",True,156,67855181.0,2,1,1668566394,1622937948,1622944192.0,67854818,CC BY-SA 4.0,https://stackoverflow.com/questions/67854818/cannot-get-text-of-element-with-selenium,Cannot get text of element with Selenium,,,
6,"['javascript', 'css', 'reactjs', 'next.js', 'server-side-rendering']","{'account_id': 13802393, 'reputation': 163, 'user_id': 14384267, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f67338ef9a4e40d2bd50cdbdae6f4b87?s=256&d=identicon&r=PG&f=1', 'display_name': 'user14384267', 'link': 'https://stackoverflow.com/users/14384267/user14384267'}",True,1340,,4,16,1668531182,1623403549,,67934463,CC BY-SA 4.0,https://stackoverflow.com/questions/67934463/how-to-turn-off-css-module-feature-in-next-js,How to turn off CSS module feature in Next.js?,,,
7,"['html', 'css', 'responsive-design', 'menu', 'responsive']","{'account_id': 20020127, 'reputation': 33, 'user_id': 14675260, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10221217959550747/picture?type=large', 'display_name': 'Rumeysa Gelgi', 'link': 'https://stackoverflow.com/users/14675260/rumeysa-gelgi'}",False,260,,1,1,1668307114,1623254003,,67907651,CC BY-SA 4.0,https://stackoverflow.com/questions/67907651/css-responsive-font-size-doesnt-look-responsive-on-safari-browser,CSS: Responsive font-size doesn&#39;t look responsive on Safari browser,,,
8,"['css', 'angular', 'typescript', 'angular-material']","{'account_id': 6532591, 'reputation': 1852, 'user_id': 5053275, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/eed7a51054498f17e353060be3b8047e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user123456789', 'link': 'https://stackoverflow.com/users/5053275/user123456789'}",True,291,,2,0,1668279927,1623159039,1623160920.0,67887997,CC BY-SA 4.0,https://stackoverflow.com/questions/67887997/increase-size-of-mat-select-but-not-change-mat-form-field,Increase size of mat-select but not change mat-form-field?,,,
9,"['css', 'reactjs', 'tailwind-css', 'storybook']","{'account_id': 9808927, 'reputation': 371, 'user_id': 7267784, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52fd24a79165f4d13c2cfc2b3c75576b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eve Edomenko', 'link': 'https://stackoverflow.com/users/7267784/eve-edomenko'}",True,12711,68022201.0,7,12,1668107110,1623937689,1623952779.0,68020712,CC BY-SA 4.0,https://stackoverflow.com/questions/68020712/tailwind-css-classes-not-showing-in-storybook-build,Tailwind css classes not showing in Storybook build,,,
